state,collection_date,Inpatient Beds Occupied Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL
CW,2020-09-17,"501,032","499,522","502,542",68.83,68.37,69.29,"709,529","703,743","715,315"
CW,2020-09-18,"497,510","496,116","498,904",68.21,67.83,68.60,"711,237","705,499","716,976"
CW,2020-09-19,"479,426","477,783","481,068",65.99,65.43,66.56,"709,053","703,228","714,877"
CW,2020-09-20,"462,917","461,204","464,630",63.93,63.33,64.53,"706,647","700,785","712,508"
CW,2020-09-21,"467,052","465,671","468,434",64.28,63.81,64.74,"708,555","702,849","714,261"
CW,2020-09-22,"493,938","492,605","495,271",67.55,67.08,68.02,"713,159","707,424","718,894"
CW,2020-09-23,"506,005","504,791","507,220",68.88,68.46,69.30,"716,201","710,839","721,562"
CW,2020-09-24,"506,223","505,024","507,422",68.89,68.48,69.31,"716,910","711,759","722,062"
CW,2020-09-25,"503,834","502,515","505,153",68.52,68.02,69.02,"717,287","712,123","722,452"
CW,2020-09-26,"486,210","484,736","487,685",66.42,65.85,66.99,"713,710","708,511","718,910"
CW,2020-09-27,"471,994","470,563","473,425",64.66,64.08,65.24,"712,034","706,797","717,270"
CW,2020-09-28,"475,515","474,150","476,881",65.28,64.75,65.81,"710,991","705,827","716,155"
CW,2020-09-29,"499,742","498,383","501,100",68.43,67.92,68.95,"714,078","709,010","719,145"
CW,2020-09-30,"509,080","507,846","510,313",69.55,69.12,69.99,"715,749","710,879","720,620"
CW,2020-10-01,"508,746","507,498","509,995",69.84,68.69,70.98,"718,462","713,577","723,348"
CW,2020-10-02,"503,723","501,182","506,264",69.11,67.78,70.44,"718,435","713,847","723,022"
CW,2020-10-03,"485,327","483,911","486,744",66.70,65.59,67.82,"716,957","712,355","721,559"
CW,2020-10-04,"468,410","466,875","469,944",64.70,63.57,65.83,"713,931","709,314","718,548"
