state,collection_date,Inpatient Beds Occupied Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL,geocoded_state
CW,2021/04/25,480155,479447,480863,69.29,69.21,69.38,693557,692905,694209,
CW,2021/04/26,487041,486306,487777,70.39,70.24,70.54,692540,691823,693256,
CW,2021/04/27,512358,511689,513028,73.6,73.34,73.85,696807,696088,697526,
CW,2021/04/28,521537,520883,522191,74.56,74.34,74.79,700076,699466,700687,
CW,2021/04/29,521300,520652,521948,74.54,74.32,74.77,699967,699361,700572,
CW,2021/04/30,515831,515123,516539,73.85,73.59,74.12,699083,698385,699781,
CW,2021/05/01,495185,494453,495918,71.26,70.98,71.53,695551,694834,696268,
CW,2021/05/02,480468,479866,481070,69.54,69.33,69.74,691591,691050,692132,
CW,2021/05/03,486970,486434,487505,70.41,70.24,70.58,692244,691788,692699,
CW,2021/05/04,512235,511496,512974,73.57,73.24,73.91,696880,695839,697920,
CW,2021/05/05,522296,521711,522882,74.53,74.31,74.74,701455,700871,702039,
CW,2021/05/06,520795,520155,521435,74.21,73.95,74.48,702380,701585,703176,
CW,2021/05/07,512686,512020,513351,73.55,73.27,73.83,697706,696891,698520,
CW,2021/05/08,491176,490442,491911,70.6,70.27,70.93,695689,694806,696572,
CW,2021/05/09,476675,475859,477491,68.83,68.45,69.21,692549,691504,693595,
CW,2021/05/10,479778,478990,480566,69.35,68.99,69.7,691841,690900,692781,
CW,2021/05/11,505100,504358,505842,72.53,72.2,72.87,696366,695436,697296,
CW,2021/05/12,514817,514059,515575,73.78,73.44,74.11,697814,696881,698746,
CW,2021/05/13,512045,511333,512757,73.39,73.16,73.61,697722,696822,698622,
CW,2021/05/14,506083,505277,506888,72.66,72.39,72.94,696479,695494,697465,
CW,2021/05/15,487019,486245,487794,70.23,69.99,70.48,693428,692480,694375,
CW,2021/05/16,473664,472938,474391,68.7,68.5,68.9,689472,688574,690371,
CW,2021/05/17,480388,479711,481065,69.73,69.63,69.83,688936,688186,689685,
CW,2021/05/18,504711,504023,505400,72.73,72.62,72.84,693974,693220,694729,
CW,2021/05/19,516035,515285,516785,74.06,73.9,74.22,696749,695945,697552,
CW,2021/05/20,516210,515509,516911,74.01,73.87,74.15,697503,696679,698326,
CW,2021/05/21,510251,509497,511005,73.18,72.98,73.38,697253,696261,698245,
CW,2021/05/22,492396,491549,493243,70.93,70.67,71.19,694200,693109,695290,
CW,2021/05/23,477305,476177,478432,69.21,68.78,69.64,690265,688776,691754,
