state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state
PR,1,24,43,1,24,43,5,67,9119,68,5795,68,550,67,262,68,844,67,4,67,8,67,491,68,77,67,59,68,516,67,430,68,34,67,21,67,689,68,0.635486347187192,68,5795,9119,0.096762843068262,67,550,5684,0.061535019019915,67,550,8938,0.117021276595745,67,77,658,0.712626995645864,68,491,689,2021/04/17,POINT (-66.414655 18.215692)
RI,4,10,1,4,10,1,7,14,2603,15,2407,15,187,14,10,15,1,14,0,14,0,14,142,15,25,14,25,15,186,14,147,15,1,14,1,14,182,15,0.924702266615444,15,2407,2603,0.07930449533503,14,187,2358,0.074000791452315,14,187,2527,0.153374233128834,14,25,163,0.78021978021978,15,142,182,2021/04/17,POINT (-71.534637 41.572574)
SC,20,63,2,20,63,2,2,83,11503,85,9089,85,541,83,77,85,46,83,1,83,0,83,994,85,137,83,132,85,538,83,492,85,3,83,3,83,1343,85,0.790141702164653,85,9089,11503,0.060285268553599,83,541,8974,0.047719855340919,83,541,11337,0.105222734254992,83,137,1302,0.740134028294862,85,994,1343,2021/04/17,POINT (-80.864614 33.878572)
SD,2,59,3,2,59,3,24,61,2812,64,1744,64,109,61,14,64,6,61,1,61,2,61,149,64,22,61,21,64,104,61,85,64,5,61,1,61,238,64,0.620199146514936,64,1744,2812,0.063668224299065,61,109,1712,0.039708561020036,61,109,2745,0.096916299559471,61,22,227,0.626050420168067,64,149,238,2021/04/17,POINT (-100.230491 44.43614)
TN,7,93,43,27,73,43,17,100,20374,143,13483,128,818,100,83,100,57,100,1,100,4,100,1721,139,233,100,216,100,814,100,721,100,4,100,3,100,2435,143,0.701947105372761,128,13483,19208,0.072140400388041,100,818,11339,0.050344657804037,100,818,16248,0.11142993782879,100,233,2091,0.735784523300556,139,1721,2339,2021/04/17,POINT (-86.343226 35.842998)
TX,91,498,5,104,485,5,76,589,69077,594,50100,594,3498,589,399,594,519,589,18,589,60,589,5588,594,942,589,865,594,3407,589,2874,594,91,589,53,589,7301,593,0.725277588777741,594,50100,69077,0.070676661346049,589,3498,49493,0.051203981556027,589,3498,68315,0.132229084783829,588,942,7124,0.765374606218326,593,5588,7301,2021/04/17,POINT (-99.317341 31.447238)
UT,1,56,1,1,56,1,0,57,5868,58,3476,58,142,57,28,58,1,57,0,57,0,57,376,58,59,57,60,58,137,57,136,58,5,57,0,57,630,58,0.592365371506476,58,3476,5868,0.041471962616822,57,142,3424,0.024508111839834,57,142,5794,0.09640522875817,57,59,612,0.596825396825397,58,376,630,2021/04/17,POINT (-111.678222 39.323779)
VA,14,82,9,23,73,9,22,102,18002,105,13505,105,1128,102,126,105,192,102,4,102,9,102,1396,105,241,102,235,105,1092,102,912,105,36,102,5,102,1963,105,0.750194422841906,105,13505,18002,0.084583083383323,102,1128,13336,0.063624569913701,102,1128,17729,0.12737843551797,102,241,1892,0.711156393275598,105,1396,1963,2021/04/17,POINT (-78.666382 37.510861)
VI,1,1,0,1,1,0,0,2,168,2,74,2,1,2,0,2,0,2,0,2,0,2,7,2,1,2,1,2,1,2,1,2,0,2,0,2,20,2,0.44047619047619,2,74,168,0.013513513513514,2,1,74,0.005952380952381,2,1,168,0.05,2,1,20,0.35,2,7,20,2021/04/17,POINT (-64.840836 18.060868)
VT,1,15,1,1,15,1,0,16,1297,17,856,17,29,16,9,17,9,16,0,16,0,16,70,17,3,16,3,17,29,16,27,17,0,16,0,16,102,17,0.659984579799537,17,856,1297,0.035108958837772,16,29,826,0.023015873015873,16,29,1260,0.031578947368421,16,3,95,0.686274509803922,17,70,102,2021/04/17,POINT (-72.662695 44.075252)
WA,12,90,2,8,94,2,11,102,13312,104,9857,104,751,102,62,104,151,102,2,102,11,102,929,104,172,102,140,104,727,102,518,104,24,102,2,102,1302,104,0.740459735576923,104,9857,13312,0.077049348517493,102,751,9747,0.056967306379428,102,751,13183,0.134796238244514,102,172,1276,0.713517665130568,104,929,1302,2021/04/17,POINT (-120.592492 47.411715)
