state,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
ID,3,47,3850,48,2003,49,222,49,201,45,57,47,55,48,220,47,199,48,2,47,0,47,318,47,0.484903695991671,47,1863,3842,0.11425630468347915,48,222,1943,0.05894848645778014,47,222,3766,0.1875,46,57,304,0.6340694006309149,45,201,317,2020-10-09
IL,16,180,30318,191,19397,195,2029,190,1985,160,407,161,302,162,1896,178,1196,181,63,178,36,176,3435,153,0.6260307408140379,191,18980,30318,0.10579831056418813,190,2029,19178,0.06650427122263748,186,1993,29968,0.11841713775662005,145,398,3361,0.5551653497219784,149,1897,3417,2020-10-09
IN,1,147,17668,147,11346,149,1295,147,1469,142,283,141,289,142,1278,142,908,143,17,142,2,141,2279,141,0.6329522300203758,147,11183,17668,0.1151622943530458,147,1295,11245,0.0740253801303304,145,1295,17494,0.12713387241689128,139,283,2226,0.6445809565598947,141,1469,2279,2020-10-09
KS,5,133,8295,134,4962,140,460,137,580,109,123,111,115,113,451,125,365,126,7,125,4,123,738,104,0.5877034358047016,134,4875,8295,0.09385245901639344,136,458,4880,0.054561059342815105,130,445,8156,0.1584852734922861,97,113,713,0.7777777777777778,104,574,738,2020-10-09
KY,7,109,13248,112,8878,112,736,109,1134,106,675,107,187,109,722,109,592,110,14,109,1,108,1591,110,0.6701388888888888,112,8878,13248,0.08431664566387903,109,736,8729,0.056372549019607844,109,736,13056,0.4363283775048481,107,675,1547,0.7127592708988058,106,1134,1591,2020-10-09
LA,12,197,14246,180,9549,184,633,209,1150,102,197,194,183,193,615,201,583,200,13,201,3,200,1541,92,0.647690579811877,180,9227,14246,0.06617803271722966,179,623,9414,0.042136837594629335,175,590,14002,0.11045364891518737,84,168,1521,0.6807268007787152,90,1049,1541,2020-10-09
MA,5,102,20005,103,14966,103,446,102,921,103,82,102,57,103,440,102,274,103,6,102,1,102,1955,103,0.7481129717570607,103,14966,20005,0.030001345351809497,102,446,14866,0.022441380698399918,102,446,19874,0.04250907205806117,102,82,1929,0.4710997442455243,103,921,1955,2020-10-09
MD,1,55,11376,56,8689,56,778,53,931,54,149,53,111,54,770,54,438,55,8,54,2,54,1376,53,0.7638009845288326,56,8689,11376,0.09061262520382017,53,778,8586,0.06945808409963396,53,778,11201,0.11144353029169783,51,149,1337,0.6751453488372093,53,929,1376,2020-10-09
ME,0,34,2886,34,1849,36,26,35,203,35,13,32,7,32,26,33,8,34,0,33,0,33,302,33,0.6365211365211365,34,1837,2886,0.014325068870523415,35,26,1815,0.009122807017543859,33,26,2850,0.044673539518900345,31,13,291,0.6721854304635762,33,203,302,2020-10-09
MI,5,138,23532,152,16900,153,953,149,1981,151,214,147,198,151,940,148,706,152,13,148,7,148,2679,149,0.7105643379228285,152,16721,23532,0.05668570068998335,149,953,16812,0.040818948901357774,148,953,23347,0.08075471698113207,145,214,2650,0.7394550205300485,149,1981,2679,2020-10-09
MN,5,129,11553,130,7669,130,618,129,687,130,148,129,142,130,600,129,498,130,18,129,9,129,1030,130,0.6638102657318445,130,7669,11553,0.08274200026777347,129,618,7469,0.05515394912985275,129,618,11205,0.14859437751004015,129,148,996,0.6669902912621359,130,687,1030,2020-10-09
MO,16,133,20777,138,13368,138,1408,134,1648,138,449,134,410,138,1373,134,1173,138,35,134,21,134,2303,138,0.6434037637772537,138,13368,20777,0.10684474123539232,134,1408,13178,0.06864943929790346,134,1408,20510,0.19973309608540926,134,449,2248,0.7155883630047764,138,1648,2303,2020-10-09
WV,3,58,6520,62,4446,62,256,58,464,62,68,58,58,62,253,58,203,62,3,58,1,58,646,62,0.6819018404907975,62,4446,6520,0.05867522347008939,58,256,4363,0.04052556593319614,58,256,6317,0.11486486486486487,58,68,592,0.718266253869969,62,464,646,2020-10-09
WY,2,26,1561,28,672,28,72,26,44,28,11,26,9,28,72,26,57,28,0,26,0,26,121,28,0.4304932735426009,28,672,1561,0.1094224924012158,26,72,658,0.047151277013752456,26,72,1527,0.09649122807017543,26,11,114,0.36363636363636365,28,44,121,2020-10-09
