state,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
PA,10,187,29014,192,22942,207,1178,202,2596,187,239,184,207,184,1138,194,806,193,36,194,18,187,3293,176,0.7233404563314262,192,20987,29014,0.05175974339821609,201,1178,22759,0.036218988799330054,186,1038,28659,0.07145095581322469,165,228,3191,0.7552383844518676,172,2487,3293,2020-10-09
PR,1,68,9720,69,5213,69,350,68,468,69,52,67,41,68,320,67,207,68,30,67,5,67,668,69,0.5363168724279835,69,5213,9720,0.06861399725544011,68,350,5101,0.03670686942842161,68,350,9535,0.08163265306122448,67,52,637,0.7005988023952096,69,468,668,2020-10-09
RI,3,14,2214,15,1881,14,123,14,143,15,13,14,14,15,122,14,118,15,1,14,1,14,173,15,0.8495934959349594,14,1881,2214,0.06699346405228758,13,123,1836,0.05777360263034288,14,123,2129,0.08227848101265822,14,13,158,0.8265895953757225,15,143,173,2020-10-09
SC,3,78,10244,85,8180,85,745,83,929,83,199,81,175,83,742,81,602,83,3,81,3,81,1351,82,0.7985162046075752,85,8180,10244,0.09213455354934455,83,745,8086,0.07390139867076678,83,745,10081,0.1524904214559387,79,199,1305,0.6846780162842339,82,925,1351,2020-10-09
SD,1,59,2219,61,1570,64,290,61,137,58,61,54,63,56,268,57,264,60,1,57,1,57,168,59,0.6011716989634971,61,1334,2219,0.18941868060091444,61,290,1531,0.1004223369310183,58,214,2131,0.2532467532467532,53,39,154,0.65,57,104,160,2020-10-09
TN,12,118,17936,121,13076,124,1279,121,1660,126,328,116,318,119,1204,119,1064,121,75,119,70,118,2116,126,0.7284232827832292,121,13065,17936,0.09415584415584416,112,1189,12628,0.06965844513445428,109,1189,17069,0.16449348044132397,114,328,1994,0.7923627684964201,125,1660,2095,2020-10-09
TX,101,565,68891,578,47913,582,4588,579,5470,559,1277,556,1183,561,4505,569,3847,571,83,569,51,566,6784,535,0.6975355395012818,577,47890,68656,0.09595148544140641,577,4541,47326,0.06740862712811314,573,4585,68018,0.18572959730516,526,1213,6531,0.777564858490566,534,5275,6784,2020-10-09
UT,5,51,5182,51,2935,54,281,53,349,43,88,42,87,43,274,49,263,50,7,49,7,49,555,40,0.550945580856812,51,2855,5182,0.0972318339100346,53,281,2890,0.05530407400118087,50,281,5081,0.1527001862197393,39,82,537,0.6018018018018018,39,334,555,2020-10-09
VA,23,102,18046,100,11343,100,971,101,1288,101,219,97,161,100,963,98,621,100,8,98,4,97,1924,101,0.628560345782999,100,11343,18046,0.0860784489722646,96,959,11141,0.05426356589147287,96,959,17673,0.11805929919137466,97,219,1855,0.6694386694386695,101,1288,1924,2020-10-09
VI,0,1,56,1,31,1,0,1,4,1,0,1,0,1,0,1,0,1,0,1,0,1,12,1,0.5535714285714286,1,31,56,0.0,1,0,31,0.0,1,0,56,0.0,1,0,12,0.3333333333333333,1,4,12,2020-10-09
VT,0,16,1305,17,760,17,0,16,63,17,0,16,0,17,0,16,0,17,0,16,0,16,110,17,0.5823754789272031,17,760,1305,0.0,16,0,732,0.0,16,0,1259,0.0,16,0,102,0.5727272727272728,17,63,110,2020-10-09
WA,14,94,10372,82,9648,98,388,97,924,85,84,86,70,86,385,92,294,92,1,92,1,90,959,66,0.5913035094485153,82,6133,10372,0.0406240184273898,96,388,9551,0.026536585365853658,80,272,10250,0.06002143622722401,62,56,933,0.64859228362878,64,622,959,2020-10-09
WI,13,137,13057,140,8170,139,1359,137,963,137,279,135,262,138,1347,137,1022,138,12,137,5,135,1606,134,0.6269183548189073,139,8170,13032,0.1710791729702471,136,1357,7932,0.10707532303813426,137,1359,12692,0.1821148825065274,131,279,1532,0.6003740648379052,133,963,1604,2020-10-09
MS,5,89,7872,98,5250,101,562,100,517,73,142,73,142,74,508,95,486,96,4,95,4,94,574,70,0.6584095528455285,98,5183,7872,0.10818094321462945,99,562,5195,0.07212525667351129,96,562,7792,0.226691042047532,65,124,547,0.8780487804878049,68,504,574,2020-10-09
MT,388,65,2497,65,1743,66,302,65,136,66,56,65,52,66,301,65,274,66,1,65,1,65,196,64,0.6351621946335603,65,1586,2497,0.17476851851851852,65,302,1728,0.11800486618004866,64,291,2466,0.26842105263157895,63,51,190,0.6020408163265306,64,118,196,2020-10-09
NC,19,122,23073,125,17248,126,1424,121,1862,121,362,118,315,121,1399,121,974,124,25,121,7,120,2441,121,0.7412560135222988,125,17103,23073,0.08350926577527562,121,1424,17052,0.06259615807288232,120,1424,22749,0.15197313182199831,117,362,2382,0.7628021302744776,121,1862,2441,2020-10-09
ND,1,48,2222,49,1570,49,216,48,57,47,47,48,46,49,206,48,178,49,10,48,5,48,85,47,0.7065706570657065,49,1570,2222,0.1393548387096774,48,216,1550,0.09831588529813381,48,216,2197,0.30864197530864196,46,25,81,0.6705882352941176,47,57,85,2020-10-09
NE,2,87,5638,93,3626,93,329,91,426,86,96,80,90,81,322,89,292,88,1,89,0,87,614,84,0.6431358637814828,93,3626,5638,0.09172010036241984,91,329,3587,0.059343434343434344,91,329,5544,0.1610738255033557,78,96,596,0.696078431372549,83,426,612,2020-10-09
NH,1,30,3245,30,2018,30,32,30,142,30,8,30,7,30,31,30,15,30,1,30,1,30,282,30,0.6218798151001541,30,2018,3245,0.015857284440039643,30,32,2018,0.009861325115562404,30,32,3245,0.028368794326241134,30,8,282,0.5035460992907801,30,142,282,2020-10-09
NJ,56,89,20769,88,15287,90,867,90,1143,86,124,85,103,86,795,87,506,88,22,87,22,87,1942,86,0.713226443256777,88,14813,20769,0.056070466048774074,89,853,15213,0.039619805053101205,87,817,20621,0.06492146596858639,84,124,1910,0.5859938208032955,85,1138,1942,2020-10-09
NM,1,51,3334,52,1843,52,157,50,203,49,47,48,46,49,155,48,114,49,2,48,0,48,336,47,0.5527894421115777,52,1843,3334,0.09090909090909091,50,157,1727,0.05024,50,157,3125,0.1525974025974026,45,47,308,0.5892857142857143,47,198,336,2020-10-09
NV,20,58,8475,60,5822,61,549,59,557,58,133,55,125,57,543,58,406,59,6,58,2,57,852,58,0.6868436578171091,60,5821,8475,0.09604618614415675,59,549,5716,0.06613661004698229,58,549,8301,0.16964285714285715,55,133,784,0.653755868544601,58,557,852,2020-10-09
NY,42,149,53018,167,36992,169,2040,165,3559,155,348,149,221,154,1972,158,1172,160,62,158,26,151,6181,146,0.6926515523029915,167,36723,53018,0.05435433799901966,160,1996,36722,0.03811689180152467,158,1995,52339,0.052019278710320756,133,313,6017,0.5830135157683964,145,3494,5993,2020-10-09
OH,23,199,30682,204,20295,204,1636,199,2534,197,336,194,246,198,1589,197,960,201,47,197,16,197,3830,198,0.6614627468874259,204,20295,30682,0.08169787765293383,199,1636,20025,0.05410768620187856,199,1636,30236,0.08921933085501858,193,336,3766,0.6616187989556136,197,2534,3830,2020-10-09
OK,4,145,11112,148,7083,148,808,146,920,146,271,145,288,147,796,146,704,148,12,146,11,146,1269,146,0.6374190064794817,148,7083,11112,0.11768132828429945,146,808,6866,0.07478019435446552,146,808,10805,0.22527015793848712,144,271,1203,0.7249802994483846,145,920,1269,2020-10-09
OR,1,56,6183,59,4526,61,248,60,491,55,60,52,42,54,236,56,160,58,8,56,2,56,692,51,0.7219796215429404,59,4464,6183,0.05591882750845547,59,248,4435,0.04107083471898903,57,247,6014,0.08885542168674698,48,59,664,0.684971098265896,51,474,692,2020-10-09
AK,1,22,1527,21,918,22,59,22,76,20,14,20,12,20,58,22,43,22,1,22,1,22,137,19,0.5965946299934513,21,911,1527,0.06427015250544663,22,59,918,0.03798297314996726,21,58,1527,0.10218978102189781,19,14,137,0.5547445255474452,19,76,137,2020-10-09
AL,13,110,14652,108,10390,108,1015,110,1247,108,291,110,274,112,990,110,863,112,25,110,18,110,1526,108,0.7091182091182091,108,10390,14652,0.09574261275272161,105,985,10288,0.06811423829610677,105,985,14461,0.18951612903225806,105,282,1488,0.8171690694626474,108,1247,1526,2020-10-09
AR,9,97,8699,96,5907,98,745,97,771,92,231,87,221,87,721,96,553,95,11,96,6,93,1007,84,0.6753366325238808,95,5868,8689,0.12793508287292818,96,741,5792,0.08721751412429378,94,741,8496,0.22627737226277372,78,217,959,0.7398212512413108,82,745,1007,2020-10-09
AZ,12,89,14419,99,9527,101,730,98,947,90,147,84,137,87,691,92,428,95,14,92,5,92,1870,90,0.659754490602677,99,9513,14419,0.0777919863597613,98,730,9384,0.0511805457373109,96,724,14146,0.08171206225680934,83,147,1799,0.5064171122994653,90,947,1870,2020-10-09
CA,12,372,63251,397,43167,397,3190,388,4777,385,748,376,631,383,3159,384,2253,391,31,384,14,383,7242,384,0.6824714233767055,397,43167,63251,0.0749988244698359,388,3190,42534,0.05139193194999356,388,3190,62072,0.10757946210268948,373,748,6953,0.6596244131455399,383,4777,7242,2020-10-09
CO,1,93,10676,96,6853,97,415,95,738,83,122,81,96,83,380,89,279,90,26,89,9,88,1204,80,0.6405020606968902,96,6838,10676,0.06117334905660377,95,415,6784,0.03895734597156398,94,411,10550,0.1013745704467354,74,118,1164,0.6112956810631229,79,736,1204,2020-10-09
CT,4,30,8183,31,5757,31,311,31,496,31,51,30,32,31,304,30,172,31,7,30,2,30,1068,31,0.703531712086032,31,5757,8183,0.05459013515885554,30,311,5697,0.03842352359772671,30,311,8094,0.04875717017208413,30,51,1046,0.46441947565543074,31,496,1068,2020-10-09
DC,13,13,3614,14,2790,14,140,13,237,14,23,13,24,14,124,13,100,14,16,13,6,13,380,14,0.7719977863862756,14,2790,3614,0.05156537753222836,13,140,2715,0.040229885057471264,13,140,3480,0.06424581005586592,13,23,358,0.6236842105263158,14,237,380,2020-10-09
DE,2,14,2898,15,2266,15,163,14,123,13,21,12,19,13,161,14,129,15,2,14,0,14,165,12,0.7819185645272602,15,2266,2898,0.07241226121723679,14,163,2251,0.05687369155617585,14,163,2866,0.11949685534591195,11,19,159,0.696969696969697,12,115,165,2020-10-09
FL,82,257,81509,262,43884,262,2515,257,4554,262,619,257,557,263,2490,257,2358,263,25,257,21,257,6244,262,0.5383945331190421,262,43884,81509,0.0581583572287485,256,2515,43244,0.03124650573370274,256,2515,80489,0.10301214844400067,256,619,6009,0.7293401665598975,262,4554,6244,2020-10-09
GA,12,156,19146,159,15002,158,1705,157,1954,152,455,150,394,153,1644,152,1285,154,61,152,10,151,2396,151,0.7878374120365508,158,15002,19042,0.11494640328996157,155,1705,14833,0.09045092838196286,156,1705,18850,0.19444444444444445,147,455,2340,0.8155258764607679,151,1954,2396,2020-10-09
HI,1,16,1740,15,1349,18,121,22,98,15,22,15,22,15,121,20,116,20,0,20,0,20,174,15,0.7,15,1218,1740,0.07635285396590066,18,103,1349,0.05574712643678161,15,97,1740,0.12643678160919541,15,22,174,0.5632183908045977,15,98,174,2020-10-09
IA,2,122,8277,124,5010,124,495,122,476,124,117,121,115,123,487,122,458,124,8,122,5,122,704,124,0.6052917723812976,124,5010,8277,0.10020242914979757,122,495,4940,0.06052084606920161,122,495,8179,0.1708029197080292,121,117,685,0.6761363636363636,124,476,704,2020-10-09
