state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state,previous_day_admission_adult_covid_confirmed_18-19,previous_day_admission_adult_covid_confirmed_18-19_coverage,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_20-29_coverage,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_30-39_coverage,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_40-49_coverage,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_50-59_coverage,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_60-69_coverage,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_70-79_coverage,previous_day_admission_adult_covid_confirmed_80+,previous_day_admission_adult_covid_confirmed_80+_coverage,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_confirmed_unknown_coverage,previous_day_admission_adult_covid_suspected_18-19,previous_day_admission_adult_covid_suspected_18-19_coverage,previous_day_admission_adult_covid_suspected_20-29,previous_day_admission_adult_covid_suspected_20-29_coverage,previous_day_admission_adult_covid_suspected_30-39,previous_day_admission_adult_covid_suspected_30-39_coverage,previous_day_admission_adult_covid_suspected_40-49,previous_day_admission_adult_covid_suspected_40-49_coverage,previous_day_admission_adult_covid_suspected_50-59,previous_day_admission_adult_covid_suspected_50-59_coverage,previous_day_admission_adult_covid_suspected_60_69,previous_day_admission_adult_covid_suspected_60-69_coverage,previous_day_admission_adult_covid_suspected_70-79,previous_day_admission_adult_covid_suspected_70-79_coverage,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_80+_coverage,previous_day_admission_adult_covid_suspected_unknown,previous_day_admission_adult_covid_suspected_unknown_coverage
OR,3,55,7,5,53,7,14,63,7032,65,5395,65,409,63,40,65,42,63,1,63,4,63,562,65,81,63,73,65,400,63,344,65,9,63,4,63,824,65,0.767207053469852,65,5395,7032,0.077403482210447,63,409,5284,0.059681891142565,63,409,6853,0.10125,63,81,800,0.682038834951456,65,562,824,2021/05/11,POINT (-120.605279 43.940449),1,65,0,65,9,65,6,65,4,65,8,65,8,65,4,65,0,65,1,63,1,63,4,63,9,63,4,63,6,63,11,63,6,63,0,63
PA,29,193,6,33,189,6,24,221,30475,228,23886,228,1754,222,146,228,309,222,9,219,35,218,2702,228,404,222,353,228,1682,222,1417,228,72,221,52,221,3599,228,0.783789991796554,228,23886,30475,0.074117895626453,222,1754,23665,0.058278233711001,222,1754,30097,0.115560640732265,222,404,3496,0.750764101139205,228,2702,3599,2021/05/11,POINT (-77.838886 40.896694),0,224,6,223,11,224,12,223,25,222,35,223,21,222,28,223,8,211,5,216,35,216,18,216,24,216,44,215,60,216,51,216,61,215,12,204
PR,0,17,49,0,17,49,13,65,9262,66,5508,66,317,65,17,66,26,65,1,65,5,65,485,66,69,65,49,66,296,65,256,66,21,65,3,65,664,66,0.594687972360181,66,5508,9262,0.058779899870202,65,317,5393,0.034919585811853,65,317,9078,0.109004739336493,65,69,633,0.730421686746988,66,485,664,2021/05/11,POINT (-66.414655 18.215692),0,66,1,66,0,66,2,66,1,66,4,66,9,66,0,66,0,66,0,65,0,65,4,65,2,65,4,65,5,65,3,65,5,65,3,65
RI,4,10,1,4,10,1,5,14,2553,15,2342,15,132,14,10,15,0,14,0,14,0,14,146,15,18,14,20,15,132,14,96,15,0,14,0,14,182,15,0.917352134743439,15,2342,2553,0.057441253263708,14,132,2298,0.053204353083434,14,132,2481,0.110429447852761,14,18,163,0.802197802197802,15,146,182,2021/05/11,POINT (-71.534637 41.572574),0,15,1,15,2,15,2,15,4,15,0,15,0,15,1,15,0,15,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14
SC,19,65,2,19,65,2,1,84,10592,86,7881,86,311,84,39,86,52,84,0,84,3,84,780,86,86,84,74,86,306,84,268,86,5,84,4,84,1175,86,0.744052114803625,86,7881,10592,0.039928103736038,84,311,7789,0.029823551975451,84,311,10428,0.075837742504409,84,86,1134,0.663829787234042,86,780,1175,2021/05/11,POINT (-80.864614 33.878572),0,85,2,85,1,85,9,85,6,85,8,85,6,86,7,85,0,81,0,84,2,83,8,83,1,83,7,83,9,83,13,83,3,83,9,79
SD,0,62,3,0,62,3,9,62,2830,65,1651,65,67,62,3,65,8,62,2,62,0,62,122,65,13,62,11,65,65,62,49,65,2,62,1,62,238,65,0.58339222614841,65,1651,2830,0.04143475572047,62,67,1617,0.024249004705031,62,67,2763,0.05726872246696,62,13,227,0.512605042016807,65,122,238,2021/05/11,POINT (-100.230491 44.43614),0,65,0,65,2,65,1,65,0,65,0,65,0,65,0,65,0,65,0,62,0,62,1,62,1,62,1,62,1,62,3,62,1,62,0,62
TN,8,60,74,9,59,74,3,68,20189,142,12827,126,431,68,38,68,52,68,0,68,0,68,1658,138,181,68,152,68,427,68,365,68,4,68,3,68,2382,142,0.678210754507482,126,12827,18913,0.056606251641713,68,431,7614,0.037773882559159,68,431,11410,0.111247695144438,68,181,1627,0.714347264110297,138,1658,2321,2021/05/11,POINT (-86.343226 35.842998),0,68,3,68,4,68,7,68,8,68,11,68,3,68,2,68,0,68,3,68,4,68,4,68,9,68,5,68,14,68,8,68,3,68,1,68
TX,98,484,13,125,457,13,48,590,68150,595,48254,595,2769,590,250,595,402,590,8,590,53,590,5366,595,833,590,765,595,2686,590,2213,595,83,590,44,590,7027,595,0.708055759354365,595,48254,68150,0.0581209856849,590,2769,47642,0.041094060728384,590,2769,67382,0.121605839416058,590,833,6850,0.763626013946207,595,5366,7027,2021/05/11,POINT (-99.317341 31.447238),0,595,24,595,38,595,33,595,42,595,46,595,33,595,18,595,16,595,3,589,28,588,37,589,50,588,58,589,90,589,75,589,36,589,25,590
UT,1,58,1,1,58,1,0,59,6247,60,3720,60,144,59,30,60,3,59,0,59,0,59,382,60,48,59,47,60,140,59,133,60,4,59,0,59,629,60,0.595485833199936,60,3720,6247,0.039312039312039,59,144,3663,0.023327393487769,59,144,6173,0.078559738134206,59,48,611,0.60731319554849,60,382,629,2021/05/11,POINT (-111.678222 39.323779),0,60,5,60,5,60,2,60,11,60,3,60,2,60,2,60,0,60,0,59,0,59,0,59,0,59,1,59,1,59,0,59,1,59,0,59
VA,15,78,9,22,71,9,26,99,17692,102,12435,102,668,99,51,102,192,99,1,99,15,99,1324,102,187,99,166,102,658,99,529,102,10,99,4,99,1966,102,0.702860049739996,102,12435,17692,0.05438410811691,99,668,12283,0.038318132277864,99,668,17433,0.097905759162304,99,187,1910,0.673448626653103,102,1324,1966,2021/05/11,POINT (-78.666382 37.510861),0,102,5,102,5,102,5,102,12,102,14,102,3,102,6,102,1,102,0,99,14,99,17,99,17,99,28,99,42,99,34,99,39,99,1,99
