state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state,previous_day_admission_adult_covid_confirmed_18-19,previous_day_admission_adult_covid_confirmed_18-19_coverage,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_20-29_coverage,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_30-39_coverage,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_40-49_coverage,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_50-59_coverage,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_60-69_coverage,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_70-79_coverage,previous_day_admission_adult_covid_confirmed_80+,previous_day_admission_adult_covid_confirmed_80+_coverage,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_confirmed_unknown_coverage,previous_day_admission_adult_covid_suspected_18-19,previous_day_admission_adult_covid_suspected_18-19_coverage,previous_day_admission_adult_covid_suspected_20-29,previous_day_admission_adult_covid_suspected_20-29_coverage,previous_day_admission_adult_covid_suspected_30-39,previous_day_admission_adult_covid_suspected_30-39_coverage,previous_day_admission_adult_covid_suspected_40-49,previous_day_admission_adult_covid_suspected_40-49_coverage,previous_day_admission_adult_covid_suspected_50-59,previous_day_admission_adult_covid_suspected_50-59_coverage,previous_day_admission_adult_covid_suspected_60_69,previous_day_admission_adult_covid_suspected_60-69_coverage,previous_day_admission_adult_covid_suspected_70-79,previous_day_admission_adult_covid_suspected_70-79_coverage,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_80+_coverage,previous_day_admission_adult_covid_suspected_unknown,previous_day_admission_adult_covid_suspected_unknown_coverage,deaths_covid,deaths_covid_coverage,on_hand_supply_therapeutic_a_casirivimab_imdevimab_courses,on_hand_supply_therapeutic_b_bamlanivimab_courses,on_hand_supply_therapeutic_c_bamlanivimab_etesevimab_courses,previous_week_therapeutic_a_casirivimab_imdevimab_courses_used,previous_week_therapeutic_b_bamlanivimab_courses_used,previous_week_therapeutic_c_bamlanivimab_etesevimab_courses_used,icu_patients_confirmed_influenza,icu_patients_confirmed_influenza_coverage,previous_day_admission_influenza_confirmed,previous_day_admission_influenza_confirmed_coverage,previous_day_deaths_covid_and_influenza,previous_day_deaths_covid_and_influenza_coverage,previous_day_deaths_influenza,previous_day_deaths_influenza_coverage,total_patients_hospitalized_confirmed_influenza,total_patients_hospitalized_confirmed_influenza_and_covid,total_patients_hospitalized_confirmed_influenza_and_covid_coverage,total_patients_hospitalized_confirmed_influenza_coverage
OR,5,52,7,7,50,7,14,62,6945,64,5459,64,506,62,35,64,42,62,0,62,12,62,569,64,92,62,84,64,484,62,418,64,22,62,5,62,796,64,0.786033117350612,64,5459,6945,0.094385375862712,62,506,5361,0.074444607915257,62,506,6797,0.119170984455959,62,92,772,0.714824120603015,64,569,796,2021/11/16,,0,64,3,64,3,64,4,64,3,64,5,64,9,64,7,64,1,64,0,62,2,62,1,62,3,62,4,62,10,62,9,62,13,62,0,62,8,62,1055,117,640,206,0,28,0,54,0,54,0,54,0,54,0,0,54,54
PA,29,193,6,35,187,6,34,221,29601,228,25106,228,3494,222,342,228,346,222,5,218,47,218,2905,228,739,220,733,226,3399,222,3005,228,95,221,34,221,3549,228,0.848147022060066,228,25106,29601,0.140671551654723,222,3494,24838,0.119497930845788,222,3494,29239,0.215892491966112,220,739,3423,0.818540433925049,228,2905,3549,2021/11/16,,2,227,11,226,28,226,29,226,52,226,68,226,78,226,57,226,17,217,2,218,24,219,35,218,18,219,54,219,65,218,83,219,56,219,9,209,41,222,6096,3970,3804,1254,8,423,2,217,2,218,0,218,0,218,22,2,218,218
PR,0,8,57,0,8,57,0,64,9312,65,5896,65,60,64,1,65,16,64,0,64,1,64,458,65,7,64,3,65,58,64,35,65,2,64,1,64,667,65,0.633161512027491,65,5896,9312,0.010420284821118,64,60,5758,0.006573181419807,64,60,9128,0.011128775834658,64,7,629,0.686656671664168,65,458,667,2021/11/16,,0,65,0,65,0,65,0,65,0,65,1,65,0,65,0,65,0,65,0,64,1,64,2,64,3,64,1,64,3,64,3,64,3,64,0,64,0,64,0,12,1079,0,0,16,2,64,3,64,0,64,0,64,25,0,64,64
RI,6,7,2,6,7,2,1,14,2456,15,2147,15,105,14,10,15,6,14,0,14,1,14,140,15,16,14,17,15,104,14,97,15,1,14,0,14,154,15,0.874185667752443,15,2147,2456,0.050263283867879,14,105,2089,0.04384133611691,14,105,2395,0.111111111111111,14,16,144,0.909090909090909,15,140,154,2021/11/16,,0,15,2,15,3,15,1,15,1,15,2,15,1,15,0,15,0,15,0,14,0,14,0,14,2,14,2,14,0,14,2,14,0,14,0,14,2,14,12,0,0,0,0,3,0,6,0,6,0,5,0,6,0,0,6,6
SC,29,53,5,29,53,5,3,85,11684,87,9067,87,414,85,49,87,32,85,0,85,2,85,970,87,120,85,123,87,410,85,386,87,4,85,3,85,1318,87,0.776018486819582,87,9067,11684,0.046225993747209,85,414,8956,0.03593438069612,85,414,11521,0.09397024275646,85,120,1277,0.735963581183612,87,970,1318,2021/11/16,,0,87,2,87,2,87,4,87,8,87,9,87,9,87,15,87,0,82,0,85,3,85,1,85,1,85,6,85,7,85,7,85,5,85,2,80,10,85,3784,2477,2075,260,0,165,1,85,1,85,0,85,0,85,18,0,85,85
SD,2,60,3,2,60,3,42,62,2791,65,1811,65,227,62,36,65,9,62,1,62,0,62,167,65,62,62,64,65,221,62,215,65,6,62,5,62,250,65,0.648871372268004,65,1811,2791,0.127887323943662,62,227,1775,0.083302752293578,62,227,2725,0.257261410788382,62,62,241,0.668,65,167,250,2021/11/16,,0,65,1,65,7,65,1,65,7,65,9,65,4,65,5,65,2,65,0,62,1,61,0,61,2,61,2,61,2,61,1,61,1,61,0,62,3,62,802,111,570,256,0,231,0,61,0,61,0,61,0,61,3,0,61,61
TN,27,106,10,41,92,10,8,140,19488,143,14210,143,841,140,92,143,68,140,3,140,0,140,1636,143,225,140,218,143,831,140,729,143,10,140,9,140,2199,143,0.729166666666667,143,14210,19488,0.060239237876943,140,841,13961,0.04388665657778,140,841,19163,0.106939163498099,140,225,2104,0.743974533879036,143,1636,2199,2021/11/16,,1,143,0,143,4,143,19,143,17,143,16,143,10,143,10,143,15,143,0,140,3,140,8,140,4,140,11,140,9,140,10,140,17,140,6,140,30,140,244,7,83,238,0,380,2,84,4,84,0,140,1,140,25,5,84,85
TX,8,100,488,7,101,488,54,591,69030,596,52012,596,3348,591,358,596,444,591,16,591,84,591,5902,596,960,591,920,596,3232,591,2699,596,116,591,70,591,6852,596,0.753469506011879,596,52012,69030,0.06512858421196,591,3348,51406,0.049027647610122,591,3348,68288,0.143433437920215,591,960,6693,0.861354349095155,596,5902,6852,2021/11/16,,1,596,23,596,28,596,40,596,62,596,76,596,66,596,47,596,15,596,6,591,37,591,51,591,54,591,65,591,82,591,62,591,56,591,31,591,32,591,305,193,271,42,0,33,5,142,4,142,0,142,0,142,82,4,142,143
UT,1,48,9,1,48,9,2,57,6224,58,4106,58,516,57,48,58,6,57,3,57,1,57,457,58,185,57,185,58,495,57,464,58,21,57,0,57,624,58,0.659704370179948,58,4106,6224,0.12718757702736,57,516,4057,0.083929733246584,57,516,6148,0.301302931596091,57,185,614,0.732371794871795,58,457,624,2021/11/16,,0,58,4,58,6,58,7,58,6,58,12,58,8,58,5,58,0,58,0,57,0,57,2,57,2,57,0,57,1,57,1,57,0,57,0,57,1,57,608,248,77,165,0,0,0,56,0,56,0,56,0,56,2,0,56,56
VA,18,69,20,19,68,20,21,104,17771,107,13225,107,859,104,87,107,160,104,3,104,8,104,1368,107,200,104,184,107,848,104,717,107,11,104,7,104,1891,107,0.744189972426988,107,13225,17771,0.065692872438054,104,859,13076,0.04897098227011,104,859,17541,0.108459869848156,104,200,1844,0.723426758328926,107,1368,1891,2021/11/16,,0,107,3,107,7,107,11,107,14,107,22,107,13,107,12,107,5,107,0,104,9,104,10,104,11,104,34,104,26,104,34,104,35,104,1,104,11,104,2642,3303,803,549,10,14,9,99,4,99,0,99,0,99,38,8,99,99
