state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state,previous_day_admission_adult_covid_confirmed_18-19,previous_day_admission_adult_covid_confirmed_18-19_coverage,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_20-29_coverage,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_30-39_coverage,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_40-49_coverage,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_50-59_coverage,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_60-69_coverage,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_70-79_coverage,previous_day_admission_adult_covid_confirmed_80+,previous_day_admission_adult_covid_confirmed_80+_coverage,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_confirmed_unknown_coverage,previous_day_admission_adult_covid_suspected_18-19,previous_day_admission_adult_covid_suspected_18-19_coverage,previous_day_admission_adult_covid_suspected_20-29,previous_day_admission_adult_covid_suspected_20-29_coverage,previous_day_admission_adult_covid_suspected_30-39,previous_day_admission_adult_covid_suspected_30-39_coverage,previous_day_admission_adult_covid_suspected_40-49,previous_day_admission_adult_covid_suspected_40-49_coverage,previous_day_admission_adult_covid_suspected_50-59,previous_day_admission_adult_covid_suspected_50-59_coverage,previous_day_admission_adult_covid_suspected_60_69,previous_day_admission_adult_covid_suspected_60-69_coverage,previous_day_admission_adult_covid_suspected_70-79,previous_day_admission_adult_covid_suspected_70-79_coverage,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_80+_coverage,previous_day_admission_adult_covid_suspected_unknown,previous_day_admission_adult_covid_suspected_unknown_coverage,deaths_covid,deaths_covid_coverage,on_hand_supply_therapeutic_a_casirivimab_imdevimab_courses,on_hand_supply_therapeutic_b_bamlanivimab_courses,on_hand_supply_therapeutic_c_bamlanivimab_etesevimab_courses,previous_week_therapeutic_a_casirivimab_imdevimab_courses_used,previous_week_therapeutic_b_bamlanivimab_courses_used,previous_week_therapeutic_c_bamlanivimab_etesevimab_courses_used,icu_patients_confirmed_influenza,icu_patients_confirmed_influenza_coverage,previous_day_admission_influenza_confirmed,previous_day_admission_influenza_confirmed_coverage,previous_day_deaths_covid_and_influenza,previous_day_deaths_covid_and_influenza_coverage,previous_day_deaths_influenza,previous_day_deaths_influenza_coverage,total_patients_hospitalized_confirmed_influenza,total_patients_hospitalized_confirmed_influenza_and_covid,total_patients_hospitalized_confirmed_influenza_and_covid_coverage,total_patients_hospitalized_confirmed_influenza_coverage
AK,1,17,2,3,15,2,5,20,1593,20,1232,20,66,20,7,20,0,20,0,20,1,20,118,20,7,20,7,20,62,20,62,20,4,20,3,20,142,20,0.77338355304457,20,1232,1593,0.053571428571429,20,66,1232,0.041431261770245,20,66,1593,0.049295774647887,20,7,142,0.830985915492958,20,118,142,2022/02/24,,0,19,0,17,0,16,0,16,2,17,3,16,0,16,2,16,0,20,0,20,0,17,0,16,0,16,0,16,0,16,0,16,0,16,0,20,0,7,480,40,623,0,0,0,0,20,0,20,0,6,0,6,0,0,6,20
AL,0,8,105,41,47,25,31,108,14849,113,10734,113,917,108,74,110,73,108,2,108,9,108,1296,113,222,108,203,110,897,108,752,110,20,108,12,108,1560,113,0.722876961411543,113,10734,14849,0.088359992291386,108,917,10378,0.063720380793552,108,917,14391,0.145764937623112,108,222,1523,0.830769230769231,113,1296,1560,2022/02/24,,1,110,3,110,7,110,9,110,9,110,11,110,22,110,12,110,0,110,0,108,11,108,7,108,6,108,10,108,17,108,12,108,10,108,0,108,12,108,743,0,970,171,0,1,1,108,3,108,0,8,0,8,26,4,95,108
AR,1,80,13,17,75,2,6,92,7726,94,5382,94,556,92,42,94,24,92,8,92,8,92,655,94,145,92,142,94,544,92,490,94,12,92,10,92,889,94,0.696608853222884,94,5382,7726,0.103557459489663,92,556,5369,0.072329907636269,92,556,7687,0.166284403669725,92,145,872,0.736782902137233,94,655,889,2022/02/24,,0,91,1,86,2,87,4,86,8,87,8,86,6,86,11,88,2,94,1,92,1,84,4,84,3,84,3,84,4,84,2,84,6,84,0,92,1,42,265,113,418,2,0,10,2,92,9,92,0,37,0,37,26,0,37,92
AZ,7,66,32,9,69,27,31,101,16056,105,11854,105,1160,102,93,105,88,102,4,101,6,101,1169,105,203,102,191,105,1128,102,956,105,32,102,25,102,1739,105,0.738290981564524,105,11854,16056,0.099759201926385,102,1160,11628,0.073604060913706,102,1160,15760,0.12090530077427,102,203,1679,0.672225416906268,105,1169,1739,2022/02/24,,0,101,9,99,8,100,2,99,13,100,16,99,25,100,20,99,0,105,1,101,11,96,8,96,8,96,16,96,12,96,14,95,18,96,0,102,2,36,2294,782,2022,25,0,10,5,102,8,102,0,34,0,34,39,3,34,102
CA,8,101,267,118,221,37,62,368,62818,376,47511,376,4493,368,390,376,243,368,11,364,11,368,5053,376,802,368,776,376,4355,368,4101,376,138,368,117,367,6957,376,0.756327804132574,376,47511,62818,0.095612019067075,368,4493,46992,0.07240351301265,368,4493,62055,0.117854518736223,368,802,6805,0.726318815581429,376,5053,6957,2022/02/24,,4,375,26,367,52,367,33,367,43,367,69,367,73,367,90,367,0,373,6,367,15,359,19,359,24,357,31,359,47,359,50,359,51,359,0,368,21,112,8573,706,3374,345,0,6,3,368,9,368,1,332,0,332,46,4,333,368
CO,14,50,31,18,57,20,15,93,14995,95,6743,95,496,93,39,95,59,93,2,93,10,93,759,95,99,93,95,95,469,93,371,95,27,93,18,93,1250,95,0.449683227742581,95,6743,14995,0.074207061639737,93,496,6684,0.033315421816228,93,496,14888,0.081347576006574,93,99,1217,0.6072,95,759,1250,2022/02/24,,1,95,5,85,3,85,2,85,4,85,8,85,7,85,9,85,0,95,0,93,3,83,6,83,8,83,9,83,12,82,7,83,14,83,0,93,1,44,4234,849,1847,21,16,0,1,93,4,93,0,40,0,40,12,0,40,93
CT,1,7,25,2,23,8,17,32,7551,33,5534,33,235,32,29,33,24,32,0,32,1,32,552,33,26,32,25,33,212,32,191,33,23,32,7,32,887,33,0.732883061846113,33,5534,7551,0.042805100182149,32,235,5490,0.031480241125251,32,235,7465,0.030023094688222,32,26,866,0.622322435174746,33,552,887,2022/02/24,,1,33,3,33,4,33,3,33,4,33,4,33,6,33,4,33,0,33,0,32,1,32,4,32,2,32,2,32,4,32,3,32,8,32,0,32,0,7,2498,0,1828,0,0,0,0,32,1,32,0,7,0,7,2,0,7,32
DC,0,1,13,0,13,1,3,13,3398,14,2681,14,156,13,5,14,38,13,3,13,0,13,240,14,13,13,11,14,142,13,121,14,14,13,11,13,331,14,0.788993525603296,14,2681,3398,0.060046189376443,13,156,2598,0.047794117647059,13,156,3264,0.041800643086817,13,13,311,0.725075528700906,14,240,331,2022/02/24,,0,14,1,14,1,14,0,14,3,14,0,14,0,14,0,14,0,14,0,13,2,13,8,13,3,13,6,13,10,13,6,13,3,13,0,13,0,13,304,258,224,27,0,0,1,13,0,13,0,1,0,1,1,0,1,13
DE,1,8,2,4,6,1,4,10,2596,11,1993,11,147,10,8,11,26,10,0,10,0,10,122,11,12,10,9,11,140,10,83,11,7,10,4,10,183,11,0.767719568567026,11,1993,2596,0.07469512195122,10,147,1968,0.057332293291732,10,147,2564,0.067796610169492,10,12,177,0.666666666666667,11,122,183,2022/02/24,,0,11,0,10,2,10,0,10,2,10,2,10,2,10,0,10,0,11,0,10,0,9,3,9,3,9,1,9,7,9,8,9,4,9,0,10,0,4,482,0,435,0,0,0,0,10,0,10,0,4,0,4,5,1,4,10
FL,7,161,71,37,142,60,122,233,56208,239,43874,239,2830,233,282,239,203,233,11,233,15,233,4809,239,464,233,445,239,2758,233,2442,239,72,233,48,233,6542,239,0.780565044121833,239,43874,56208,0.065478944932901,233,2830,43220,0.051165229339553,233,2830,55311,0.072761486592442,233,464,6377,0.735096300825436,239,4809,6542,2022/02/24,,4,234,14,228,13,229,10,229,37,229,49,229,62,232,78,231,15,239,1,232,12,222,24,222,15,220,23,221,45,220,47,221,35,221,1,233,21,130,4179,69,3658,1448,237,318,5,233,10,233,1,121,1,121,73,5,121,233
