state,collection_date,Inpatient Beds Occupied by COVID-19 Patients Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied by COVID-19 Patients Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL,geocoded_state
CW,2021/06/28,16237,16204,16270,2.38,2.32,2.44,684761,683891,685631,
CW,2021/06/29,16779,16746,16811,2.44,2.38,2.5,690768,689836,691700,
CW,2021/06/30,16811,16778,16843,2.44,2.38,2.49,693021,692263,693780,
CW,2021/07/01,16857,16820,16894,2.44,2.38,2.51,692737,691950,693524,
CW,2021/07/02,16723,16685,16761,2.43,2.37,2.5,690908,690076,691740,
CW,2021/07/03,16618,16586,16650,2.43,2.38,2.49,686205,685359,687051,
CW,2021/07/04,16791,16764,16818,2.47,2.42,2.51,683628,682783,684473,
CW,2021/07/05,17350,17319,17381,2.55,2.5,2.61,682292,681432,683153,
CW,2021/07/06,18103,18061,18144,2.66,2.58,2.73,684762,683877,685648,
CW,2021/07/07,18843,18819,18868,2.74,2.7,2.78,691099,690365,691834,
CW,2021/07/08,19155,19132,19178,2.77,2.72,2.83,693204,692497,693912,
CW,2021/07/09,19397,19375,19419,2.81,2.76,2.86,692528,691868,693187,
CW,2021/07/10,19773,19752,19794,2.88,2.84,2.93,688594,687887,689300,
CW,2021/07/11,20281,20257,20305,2.97,2.92,3.02,685718,685007,686430,
CW,2021/07/12,21443,21423,21463,3.13,3.08,3.18,687999,687181,688817,
CW,2021/07/13,22344,22325,22363,3.23,3.18,3.28,694350,693536,695165,
CW,2021/07/14,23158,23144,23171,3.35,3.31,3.39,694498,693934,695063,
CW,2021/07/15,23856,23844,23867,3.45,3.42,3.47,695087,694754,695419,
CW,2021/07/16,24655,24645,24665,3.56,3.54,3.59,694461,694184,694738,
CW,2021/07/17,25347,25317,25376,3.68,3.63,3.73,691388,690968,691808,
CW,2021/07/18,26354,26341,26368,3.84,3.81,3.87,688802,688465,689140,
CW,2021/07/19,28213,28200,28225,4.11,4.09,4.13,688883,688721,689045,
CW,2021/07/20,30020,30007,30034,4.35,4.33,4.38,692219,691992,692445,
CW,2021/07/21,31190,31181,31200,4.5,4.48,4.51,696685,696517,696853,
CW,2021/07/22,32579,32564,32594,4.71,4.68,4.73,695305,695016,695594,
CW,2021/07/23,34055,34044,34066,4.92,4.9,4.94,695215,694909,695521,
CW,2021/07/24,35290,35259,35321,5.13,5.06,5.19,691297,690558,692035,
CW,2021/07/25,37299,37267,37331,5.44,5.38,5.5,688833,688210,689456,
CW,2021/07/26,39794,39749,39840,5.8,5.71,5.89,688860,687783,689938,
CW,2021/07/27,42302,42219,42385,6.13,5.98,6.28,692948,691297,694599,
CW,2021/07/28,43779,43572,43986,6.31,5.95,6.67,696878,693078,700678,
AK,2021/06/28,15,15,15,1.11,1.11,1.11,1353,1353,1353,POINT (-151.631889 63.631126)
AL,2021/06/28,256,245,267,1.86,1.86,1.86,13792,13792,13792,POINT (-86.844516 32.756889)
AR,2021/06/28,328,325,331,4.26,4.26,4.26,7691,7691,7691,POINT (-92.439162 34.899825)
CA,2021/06/28,1262,1256,1268,2.16,2.03,2.29,58464,58456,58472,POINT (-119.662127 37.211164)
CO,2021/06/28,315,315,315,3.19,3.19,3.19,9867,9867,9867,POINT (-105.547832 38.998552)
CT,2021/06/28,70,70,70,0.9,0.9,0.9,7775,7775,7775,POINT (-72.738288 41.575155)
DC,2021/06/28,53,53,53,1.94,1.94,1.94,2737,2737,2737,POINT (-77.016275 38.904785)
DE,2021/06/28,25,25,25,0.92,0.92,0.92,2713,2713,2713,POINT (-75.452394 38.994926)
FL,2021/06/28,1968,1964,1972,3.84,3.84,3.84,52249,52249,52249,POINT (-82.420978 28.260731)
GA,2021/06/28,612,596,628,3.21,2.23,4.19,19085,18901,19269,POINT (-83.426574 32.638481)
HI,2021/06/28,46,46,46,1.85,1.85,1.85,2480,2480,2480,POINT (-157.854309 21.361013)
IA,2021/06/28,112,112,112,1.48,1.48,1.48,7643,7643,7643,POINT (-93.500061 42.074659)
ID,2021/06/28,94,94,94,2.89,2.89,2.89,3256,3256,3256,POINT (-114.659366 44.389073)
IL,2021/06/28,482,482,482,1.71,1.71,1.71,28200,28200,28200,POINT (-89.148632 40.124144)
IN,2021/06/28,400,395,405,2.38,2.38,2.38,16781,16781,16781,POINT (-86.2818 39.919991)
KS,2021/06/28,153,147,159,1.92,1.92,1.92,7981,7981,7981,POINT (-98.38018 38.484729)
KY,2021/06/28,179,173,185,1.46,1.46,1.46,12220,12220,12220,POINT (-85.290484 37.526683)
LA,2021/06/28,248,236,260,2.02,2.02,2.02,12468,12468,12468,POINT (-91.840238 30.921314)
MA,2021/06/28,124,122,126,0.75,0.25,1.25,16573,16171,16975,POINT (-71.481104 42.151077)
MD,2021/06/28,304,304,304,3.23,3.23,3.23,9422,9422,9422,POINT (-76.687282 38.946466)
ME,2021/06/28,53,53,53,1.85,1.85,1.85,2868,2868,2868,POINT (-69.06137 45.117911)
MI,2021/06/28,313,313,313,1.53,1.53,1.53,20478,20336,20620,POINT (-85.730977 44.874798)
MN,2021/06/28,137,137,137,1.46,1.46,1.46,9363,9363,9363,POINT (-94.198308 46.349153)
AK,2021/06/29,14,14,14,0.97,0.97,0.97,1450,1450,1450,POINT (-151.631889 63.631126)
AL,2021/06/29,251,242,260,1.81,1.81,1.81,13865,13865,13865,POINT (-86.844516 32.756889)
AR,2021/06/29,327,327,327,4.22,4.22,4.22,7741,7741,7741,POINT (-92.439162 34.899825)
CA,2021/06/29,1336,1330,1342,2.25,2.1,2.4,59276,59161,59390,POINT (-119.662127 37.211164)
CO,2021/06/29,332,332,332,3.36,3.36,3.36,9867,9867,9867,POINT (-105.547832 38.998552)
CT,2021/06/29,64,62,66,0.82,0.82,0.82,7780,7780,7780,POINT (-72.738288 41.575155)
DC,2021/06/29,51,51,51,1.86,1.86,1.86,2747,2747,2747,POINT (-77.016275 38.904785)
DE,2021/06/29,27,26,28,0.99,0.99,0.99,2738,2738,2738,POINT (-75.452394 38.994926)
FL,2021/06/29,2055,2055,2055,3.99,3.99,3.99,52446,52446,52446,POINT (-82.420978 28.260731)
GA,2021/06/29,620,604,636,3.25,2.27,4.22,19096,18920,19272,POINT (-83.426574 32.638481)
HI,2021/06/29,50,49,51,2.03,2.03,2.03,2467,2467,2467,POINT (-157.854309 21.361013)
IA,2021/06/29,159,159,159,2.11,2.11,2.11,7622,7622,7622,POINT (-93.500061 42.074659)
ID,2021/06/29,100,98,101,3.05,3.05,3.05,3267,3267,3267,POINT (-114.659366 44.389073)
IL,2021/06/29,502,498,507,1.78,1.78,1.78,28213,28213,28213,POINT (-89.148632 40.124144)
IN,2021/06/29,404,403,406,2.4,2.4,2.4,16858,16858,16858,POINT (-86.2818 39.919991)
KS,2021/06/29,160,155,165,2,2,2,7994,7994,7994,POINT (-98.38018 38.484729)
KY,2021/06/29,183,178,188,1.5,1.5,1.5,12217,12217,12217,POINT (-85.290484 37.526683)
LA,2021/06/29,247,235,259,2.01,2.01,2.01,12506,12506,12506,POINT (-91.840238 30.921314)
MA,2021/06/29,130,128,131,0.78,0.78,0.78,16688,16688,16688,POINT (-71.481104 42.151077)
MD,2021/06/29,323,323,323,3.32,3.32,3.32,9730,9730,9730,POINT (-76.687282 38.946466)
ME,2021/06/29,53,52,54,1.85,1.85,1.85,2869,2869,2869,POINT (-69.06137 45.117911)
MI,2021/06/29,350,350,350,1.7,1.7,1.7,20640,20640,20640,POINT (-85.730977 44.874798)
MN,2021/06/29,140,140,140,1.46,1.46,1.46,9570,9570,9570,POINT (-94.198308 46.349153)
AK,2021/06/30,17,17,17,1.17,1.17,1.17,1448,1448,1448,POINT (-151.631889 63.631126)
AL,2021/06/30,268,260,276,1.94,1.94,1.94,13812,13812,13812,POINT (-86.844516 32.756889)
AR,2021/06/30,337,337,337,4.36,4.36,4.36,7738,7738,7738,POINT (-92.439162 34.899825)
CA,2021/06/30,1340,1330,1349,2.25,2.25,2.25,59568,59568,59568,POINT (-119.662127 37.211164)
CO,2021/06/30,332,332,332,3.36,3.36,3.36,9879,9879,9879,POINT (-105.547832 38.998552)
CT,2021/06/30,70,70,70,0.9,0.9,0.9,7787,7787,7787,POINT (-72.738288 41.575155)
DC,2021/06/30,47,47,47,1.71,1.71,1.71,2743,2743,2743,POINT (-77.016275 38.904785)
DE,2021/06/30,29,29,29,1.06,1.06,1.06,2743,2743,2743,POINT (-75.452394 38.994926)
FL,2021/06/30,2099,2099,2099,4.07,4.07,4.07,52591,52591,52591,POINT (-82.420978 28.260731)
GA,2021/06/30,600,584,616,3.13,2.13,4.13,19202,19030,19374,POINT (-83.426574 32.638481)
HI,2021/06/30,51,51,51,2.07,2.07,2.07,2464,2464,2464,POINT (-157.854309 21.361013)
IA,2021/06/30,149,149,149,1.96,1.96,1.96,7680,7680,7680,POINT (-93.500061 42.074659)
ID,2021/06/30,96,94,97,2.89,2.89,2.89,3301,3301,3301,POINT (-114.659366 44.389073)
IL,2021/06/30,469,468,471,1.66,1.58,1.74,28262,28250,28274,POINT (-89.148632 40.124144)
IN,2021/06/30,401,400,402,2.38,2.38,2.38,16866,16866,16866,POINT (-86.2818 39.919991)
KS,2021/06/30,155,151,159,1.94,1.94,1.94,8005,8005,8005,POINT (-98.38018 38.484729)
KY,2021/06/30,214,208,220,1.71,1.71,1.71,12518,12518,12518,POINT (-85.290484 37.526683)
LA,2021/06/30,255,244,266,2.07,2.07,2.07,12496,12496,12496,POINT (-91.840238 30.921314)
MA,2021/06/30,125,125,125,0.75,0.75,0.75,16723,16723,16723,POINT (-71.481104 42.151077)
MD,2021/06/30,297,297,297,3.08,3.08,3.08,9628,9628,9628,POINT (-76.687282 38.946466)
ME,2021/06/30,43,43,43,1.49,1.49,1.49,2880,2880,2880,POINT (-69.06137 45.117911)
MI,2021/06/30,334,334,335,1.61,1.61,1.61,20812,20812,20812,POINT (-85.730977 44.874798)
MN,2021/06/30,151,151,151,1.56,1.56,1.56,9703,9691,9715,POINT (-94.198308 46.349153)
AK,2021/07/01,18,18,18,1.25,1.25,1.25,1440,1440,1440,POINT (-151.631889 63.631126)
AL,2021/07/01,278,271,284,2,2,2,13843,13843,13843,POINT (-86.844516 32.756889)
AR,2021/07/01,347,347,347,4.5,4.5,4.5,7715,7715,7715,POINT (-92.439162 34.899825)
CA,2021/07/01,1352,1345,1358,2.27,2.27,2.27,59468,59468,59468,POINT (-119.662127 37.211164)
CO,2021/07/01,340,340,340,3.44,3.44,3.44,9876,9876,9876,POINT (-105.547832 38.998552)
CT,2021/07/01,75,74,76,0.96,0.96,0.96,7783,7783,7783,POINT (-72.738288 41.575155)
DC,2021/07/01,41,40,42,1.49,1.49,1.49,2746,2746,2746,POINT (-77.016275 38.904785)
