state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state
WA,8,86,2,7,87,2,9,94,13543,96,8414,96,520,94,49,96,74,94,0,94,0,94,842,96,125,94,113,96,483,94,413,96,37,94,4,94,1397,96,0.621280366240862,96,8414,13543,0.062447460069653,94,520,8327,0.038768359054648,94,520,13413,0.091441111923921,94,125,1367,0.602720114531138,96,842,1397,2021/04/08,POINT (-120.592492 47.411715)
WI,8,114,20,11,111,20,0,139,12683,142,7829,142,356,139,76,142,46,139,1,139,9,139,832,142,98,139,97,142,347,139,329,142,9,139,2,139,1593,142,0.617282977213593,142,7829,12683,0.046438820767023,139,356,7666,0.028654217643271,139,356,12424,0.063595068137573,139,98,1541,0.522284996861268,142,832,1593,2021/04/08,POINT (-89.732969 44.639954)
WV,14,41,4,16,39,4,2,55,5980,59,4338,59,269,55,20,59,46,55,0,55,0,55,486,59,69,55,67,59,267,55,253,59,2,55,2,55,663,59,0.725418060200669,59,4338,5980,0.0630124150855,55,269,4269,0.046499567847882,55,269,5785,0.111470113085622,55,69,619,0.733031674208145,59,486,663,2021/04/08,POINT (-80.613729 38.642579)
AK,1,18,0,1,18,0,0,19,1393,19,795,19,53,19,5,19,0,19,0,19,0,19,87,19,16,19,15,19,47,19,44,19,6,19,0,19,124,19,0.570710696338837,19,795,1393,0.066666666666667,19,53,795,0.038047379755922,19,53,1393,0.129032258064516,19,16,124,0.701612903225806,19,87,124,2021/04/08,POINT (-151.631889 63.631126)
AL,28,65,14,28,64,15,4,102,14936,107,10310,107,421,102,42,104,75,102,1,102,9,102,1300,107,134,102,116,104,394,102,319,104,27,102,7,102,1625,107,0.690278521692555,107,10310,14936,0.042269076305221,102,421,9960,0.029124870287098,102,421,14455,0.084276729559748,102,134,1590,0.8,107,1300,1625,2021/04/08,POINT (-86.844516 32.756889)
AR,15,72,2,18,69,2,1,87,7819,89,5006,89,177,87,16,89,38,87,0,87,8,87,670,89,53,87,38,89,175,87,125,89,2,87,1,87,996,89,0.640235324210257,89,5006,7819,0.035492279927812,87,177,4987,0.022756492671638,87,177,7778,0.054136874361593,87,53,979,0.672690763052209,89,670,996,2021/04/08,POINT (-92.439162 34.899825)
AZ,23,75,3,25,73,3,5,98,15363,101,9979,101,550,98,69,101,98,98,1,98,8,98,1058,101,120,98,90,101,536,98,359,101,14,98,8,98,2244,101,0.64954761439823,101,9979,15363,0.056174037381269,98,550,9791,0.036564286664007,98,550,15042,0.055376095985233,98,120,2167,0.471479500891266,101,1058,2244,2021/04/08,POINT (-111.664616 34.293239)
CA,61,281,38,82,261,37,25,372,60078,380,42738,380,2161,371,258,380,322,372,6,371,6,371,4704,379,503,371,480,379,2116,371,1822,379,45,371,34,371,7017,379,0.711375212224109,380,42738,60078,0.051189122607542,371,2161,42216,0.036481193868593,371,2161,59236,0.073538011695906,371,503,6840,0.670371953826422,379,4704,7017,2021/04/08,POINT (-119.662127 37.211164)
CO,5,78,13,5,78,13,5,94,11178,96,6928,96,489,94,76,96,38,94,1,94,6,94,802,96,143,94,143,96,477,94,432,96,12,94,8,94,1282,96,0.6197888709966,96,6928,11178,0.071439006574142,94,489,6845,0.044169451720712,94,489,11071,0.11449159327462,94,143,1249,0.625585023400936,96,802,1282,2021/04/08,POINT (-105.547832 38.998552)
CT,4,28,1,4,28,1,13,32,7846,33,6147,33,619,32,78,33,37,32,2,32,0,32,612,33,134,32,135,33,609,32,544,33,10,32,6,32,1057,33,0.783456538363497,33,6147,7846,0.101575319986872,32,619,6094,0.079696150379812,32,619,7767,0.129343629343629,32,134,1036,0.578997161778619,33,612,1057,2021/04/08,POINT (-72.738288 41.575155)
DC,0,12,2,0,12,2,2,12,3447,14,2549,14,200,13,16,14,68,13,3,13,5,13,268,14,53,12,47,13,182,13,141,14,18,13,5,13,342,14,0.739483608935306,14,2549,3447,0.080677692617991,13,200,2479,0.060096153846154,13,200,3328,0.164596273291925,12,53,322,0.783625730994152,14,268,342,2021/04/08,POINT (-77.016275 38.904785)
DE,1,7,2,1,7,2,3,9,2648,10,1917,10,203,9,21,10,43,9,3,9,0,9,147,10,16,9,15,10,197,9,145,10,6,9,6,9,194,10,0.723942598187311,10,1917,2648,0.107237189646064,9,203,1893,0.077599388379205,9,203,2616,0.086021505376344,9,16,186,0.757731958762887,10,147,194,2021/04/08,POINT (-75.452394 38.994926)
FL,9,204,15,29,184,15,63,222,53976,228,41119,228,3623,222,451,228,171,222,12,222,7,222,4807,228,769,222,743,228,3554,222,3241,228,69,222,54,222,6452,228,0.761801541425819,228,41119,53976,0.089458998987629,222,3623,40499,0.068344305898776,222,3623,53011,0.123256932200673,222,769,6239,0.745040297582145,228,4807,6452,2021/04/08,POINT (-82.420978 28.260731)
GA,27,111,15,32,105,16,13,150,20607,153,15591,153,1429,150,192,153,107,150,8,150,24,150,2176,153,382,150,344,153,1387,150,1076,153,42,150,12,150,2855,153,0.756587567331489,153,15591,20607,0.092617797653769,150,1429,15429,0.070342111740094,150,1429,20315,0.136185383244207,150,382,2805,0.762171628721541,153,2176,2855,2021/04/08,POINT (-83.426574 32.638481)
HI,1,19,4,1,19,4,0,24,2485,24,1746,24,53,24,5,24,4,24,0,24,1,24,131,24,13,24,13,24,52,24,47,24,1,24,0,24,221,24,0.70261569416499,24,1746,2485,0.030355097365407,24,53,1746,0.021327967806841,24,53,2485,0.058823529411765,24,13,221,0.592760180995475,24,131,221,2021/04/08,POINT (-157.854309 21.361013)
IA,1,42,79,1,42,79,0,120,7924,122,4769,122,227,120,31,122,3,120,0,120,1,120,417,122,57,120,56,122,221,120,216,122,6,120,4,120,677,122,0.601842503785967,122,4769,7924,0.048174872665535,120,227,4712,0.029002171968826,120,227,7827,0.086626139817629,120,57,658,0.615952732644018,122,417,677,2021/04/08,POINT (-93.500061 42.074659)
MT,6,59,1,6,59,1,4,65,3166,66,1929,66,54,65,10,66,12,65,0,65,1,65,120,66,10,65,11,66,54,65,54,66,0,65,0,65,226,66,0.609286165508528,66,1929,3166,0.028272251308901,65,54,1910,0.017213898629264,65,54,3137,0.045454545454545,65,10,220,0.530973451327434,66,120,226,2021/04/08,POINT (-109.645127 47.033521)
NC,2,114,4,4,112,4,10,116,22555,120,16369,120,1045,116,105,120,78,116,0,116,6,116,1796,120,277,116,257,120,1019,116,905,120,26,116,17,116,2474,120,0.725737087120372,120,16369,22555,0.064518120639625,116,1045,16197,0.046913580246914,116,1045,22275,0.114699792960663,116,277,2415,0.725949878738884,120,1796,2474,2021/04/08,POINT (-79.130883 35.52603)
ND,11,34,2,11,34,2,29,45,2028,46,1363,46,98,46,8,46,13,45,0,46,3,46,114,46,14,46,12,47,93,46,58,47,5,46,0,46,201,46,0.672090729783038,46,1363,2028,0.072916666666667,45,98,1344,0.048951048951049,45,98,2002,0.071065989847716,45,14,197,0.567164179104478,46,114,201,2021/04/08,POINT (-100.46931 47.446305)
NE,9,90,1,16,83,1,3,99,4117,100,2568,100,187,99,10,100,14,99,1,99,0,99,367,100,55,99,53,100,186,99,167,100,1,99,1,99,572,100,0.623755161525383,100,2568,4117,0.073622047244094,99,187,2540,0.046321525885559,99,187,4037,0.098920863309353,99,55,556,0.641608391608392,100,367,572,2021/04/08,POINT (-99.810595 41.527099)
NH,3,24,1,5,22,1,2,28,2907,28,2006,28,132,28,18,28,18,28,0,28,1,28,170,28,26,28,23,28,129,28,113,28,3,28,2,28,282,28,0.690058479532164,28,2006,2907,0.06580259222333,28,132,2006,0.045407636738906,28,132,2907,0.092198581560284,28,26,282,0.602836879432624,28,170,282,2021/04/08,POINT (-71.57139 43.680429)
NJ,5,65,9,6,63,10,81,78,21678,79,15138,79,2368,78,239,79,135,78,5,78,4,78,1456,79,409,78,390,79,2336,78,2196,79,32,78,17,78,3068,79,0.698311652366454,79,15138,21678,0.156800423784929,78,2368,15102,0.109609331605258,78,2368,21604,0.134010484927916,78,409,3052,0.474576271186441,79,1456,3068,2021/04/08,POINT (-74.655514 40.110253)
NM,15,37,1,15,37,1,2,51,4276,53,2914,52,126,51,15,53,7,52,0,51,0,52,330,52,27,51,27,52,115,51,93,52,11,51,10,51,428,53,0.684519614752173,52,2914,4257,0.04427266338721,51,126,2846,0.030361445783133,51,126,4150,0.0675,51,27,400,0.781990521327014,52,330,422,2021/04/08,POINT (-106.108388 34.421369)
NV,0,16,44,1,15,44,38,58,8652,60,6015,60,289,58,32,60,57,58,0,58,4,58,550,60,70,58,60,60,286,58,227,60,3,58,1,58,860,60,0.695214979195562,60,6015,8652,0.048825815171482,58,289,5919,0.034052079651231,58,289,8487,0.087390761548065,58,70,801,0.63953488372093,60,550,860,2021/04/08,POINT (-114.916992 39.283294)
NY,5,167,9,5,167,9,186,172,49333,181,35750,181,4974,172,430,181,146,172,8,172,23,172,3704,181,980,172,917,181,4897,172,4343,181,77,172,42,172,5586,181,0.724667058561206,181,35750,49333,0.140128465179175,172,4974,35496,0.102110362949581,172,4974,48712,0.179454312396997,172,980,5461,0.663086287146438,181,3704,5586,2021/04/08,POINT (-75.59655 42.921241)
OH,9,181,11,15,175,11,21,198,30075,201,20306,201,1863,198,189,201,157,198,5,198,65,198,2702,201,372,198,319,201,1760,198,1243,201,103,198,21,198,4135,201,0.675178719866999,201,20306,30075,0.092378638369614,198,1863,20167,0.062476944230189,198,1863,29819,0.09119882324099,198,372,4079,0.653446191051995,201,2702,4135,2021/04/08,POINT (-82.70936 40.415534)
OK,29,100,12,31,98,12,7,139,10149,141,6704,141,304,139,39,141,55,139,0,139,5,139,756,141,65,139,59,141,278,139,226,141,26,139,25,139,1028,141,0.660557690412848,141,6704,10149,0.046137501897101,139,304,6589,0.030460921843687,139,304,9980,0.066124109867752,139,65,983,0.735408560311284,141,756,1028,2021/04/08,POINT (-97.508297 35.583449)
OR,1,54,7,1,54,7,12,60,6861,62,4867,62,252,60,25,62,43,60,1,60,2,60,500,62,60,60,45,62,239,60,185,62,13,60,7,60,798,62,0.709371811689258,62,4867,6861,0.052796983029541,60,252,4773,0.037730199131607,60,252,6679,0.077120822622108,60,60,778,0.6265664160401,62,500,798,2021/04/08,POINT (-120.605279 43.940449)
PA,19,186,6,24,181,6,23,205,29829,211,23462,211,2849,205,301,211,359,205,4,203,20,203,2677,211,593,205,564,211,2799,205,2514,211,50,203,31,203,3387,211,0.786550001676221,211,23462,29829,0.122579812408571,205,2849,23242,0.096750093388121,205,2849,29447,0.180682510664229,205,593,3282,0.790374963094184,211,2677,3387,2021/04/08,POINT (-77.838886 40.896694)
ID,3,38,8,3,38,8,2,48,3407,49,1814,49,138,48,14,49,4,48,0,48,0,48,179,49,35,48,34,49,138,48,132,49,0,48,0,48,300,49,0.53243322571177,49,1814,3407,0.077224398433128,48,138,1787,0.0410225921522,48,138,3364,0.119047619047619,48,35,294,0.596666666666667,49,179,300,2021/04/08,POINT (-114.659366 44.389073)
IL,7,156,22,8,155,22,63,180,28961,185,19570,185,1956,180,241,185,229,180,4,180,30,180,2142,185,450,180,406,185,1913,180,1684,185,43,180,18,180,3434,185,0.675736335071303,185,19570,28961,0.101231756546941,180,1956,19322,0.068386826096077,180,1956,28602,0.13353115727003,180,450,3370,0.623762376237624,185,2142,3434,2021/04/08,POINT (-89.148632 40.124144)
IN,12,126,2,11,127,2,1,138,17594,140,10718,140,885,138,69,140,94,138,2,138,5,138,1462,140,219,138,176,140,870,138,631,140,15,138,5,138,2230,140,0.609184949414573,140,10718,17594,0.083317642628507,138,885,10622,0.050719238924867,138,885,17449,0.10041265474553,138,219,2181,0.655605381165919,140,1462,2230,2021/04/08,POINT (-86.2818 39.919991)
KS,13,125,3,14,124,3,0,138,8320,141,4542,140,178,138,22,141,27,138,1,138,0,138,549,141,49,138,47,141,175,138,156,141,3,138,2,138,845,141,0.54788902291918,140,4542,8290,0.039494120257377,137,178,4507,0.021617682778722,138,178,8234,0.059466019417476,138,49,824,0.649704142011834,141,549,845,2021/04/08,POINT (-98.38018 38.484729)
KY,0,12,93,4,99,2,1,103,13092,105,7355,105,424,103,109,105,57,103,1,103,6,103,1044,105,92,103,88,105,410,103,337,105,14,103,4,103,1834,105,0.561793461655973,105,7355,13092,0.058555448142522,103,424,7241,0.032840213771203,103,424,12911,0.051425377305757,103,92,1789,0.569247546346783,105,1044,1834,2021/04/08,POINT (-85.290484 37.526683)
LA,43,173,6,45,171,6,0,216,14136,222,8880,222,309,222,45,217,6,217,3,217,0,217,1103,222,93,222,89,222,302,222,364,222,7,222,3,222,1804,222,0.628183361629881,222,8880,14136,0.034797297297297,222,309,8880,0.021859083191851,222,309,14136,0.051552106430155,222,93,1804,0.611419068736142,222,1103,1804,2021/04/08,POINT (-91.840238 30.921314)
MA,8,70,1,7,71,1,4,78,16924,79,13570,79,643,78,90,79,93,78,0,78,6,78,999,79,175,78,162,79,628,78,544,79,15,78,7,78,1396,79,0.801819900732687,79,13570,16924,0.04773925309971,78,643,13469,0.038296605122096,78,643,16790,0.127923976608187,78,175,1368,0.715616045845272,79,999,1396,2021/04/08,POINT (-71.481104 42.151077)
MD,3,45,5,2,46,5,11,52,10535,53,8585,53,1540,52,143,53,268,52,1,52,10,52,1007,53,328,52,291,53,1522,52,1209,53,18,52,9,52,1345,53,0.814902705268154,53,8585,10535,0.180391238139862,52,1540,8537,0.147636851692072,52,1540,10431,0.250956388676358,52,328,1307,0.748698884758364,53,1007,1345,2021/04/08,POINT (-76.687282 38.946466)
ME,2,26,8,2,26,8,0,35,3050,36,2074,36,124,35,12,36,18,35,0,35,2,35,241,36,46,35,42,36,123,35,95,36,1,35,0,35,329,36,0.68,36,2074,3050,0.06078431372549,35,124,2040,0.041154995021573,35,124,3013,0.14375,35,46,320,0.732522796352584,36,241,329,2021/04/08,POINT (-69.06137 45.117911)
MI,19,136,3,14,141,3,8,155,22609,158,17842,158,4171,155,555,158,78,155,10,155,6,154,2155,158,825,155,799,158,4121,155,3936,158,50,155,37,155,2615,158,0.789154761378212,158,17842,22609,0.234853603603604,155,4171,17760,0.185534451314443,155,4171,22481,0.318902203324314,155,825,2587,0.824091778202677,158,2155,2615,2021/04/08,POINT (-85.730977 44.874798)
MN,17,100,14,16,101,14,15,130,9655,131,7211,131,787,130,111,131,36,130,0,130,1,130,669,131,172,130,160,131,774,130,673,131,13,130,7,130,944,131,0.746866908337649,131,7211,9655,0.111017068697983,130,787,7089,0.083060686015831,130,787,9475,0.18942731277533,130,172,908,0.708686440677966,131,669,944,2021/04/08,POINT (-94.198308 46.349153)
MO,20,86,19,24,82,19,3,121,15296,125,11755,125,768,121,57,125,127,121,1,121,26,121,1391,125,173,121,128,125,724,121,505,125,44,121,8,121,1761,125,0.768501569037657,125,11755,15296,0.066309791055085,121,768,11582,0.051159072741807,121,768,15012,0.102004716981132,121,173,1696,0.789892106757524,125,1391,1761,2021/04/08,POINT (-92.477244 38.3675)
MS,10,87,2,11,86,2,0,97,8051,99,4801,99,240,97,17,99,24,97,0,97,6,97,580,99,79,97,60,99,234,97,183,99,6,97,3,97,831,99,0.596323438082226,99,4801,8051,0.050388410665547,97,240,4763,0.030082727500627,97,240,7978,0.097410604192355,97,79,811,0.697954271961492,99,580,831,2021/04/08,POINT (-89.65344 32.713378)
WY,3,25,2,4,24,2,0,28,1629,30,625,30,23,28,4,30,9,28,0,28,0,28,27,30,6,28,6,30,23,28,19,30,0,28,0,28,138,30,0.383670963781461,30,625,1629,0.03739837398374,28,23,615,0.014501891551072,28,23,1586,0.047244094488189,28,6,127,0.195652173913044,30,27,138,2021/04/08,POINT (-107.55145 42.999627)
