state,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
PA,25910,180,18188,174,1222,209,2405,161,260,173,2895,147,0.7176839464882944,162,17167,23920,0.05558610072575324,174,1011,18188,0.04037051331532227,180,1046,25910,0.07373913043478261,136,212,2875,0.7656033287101248,142,2208,2884,2020-08-05
PR,8060,60,4503,59,533,60,447,59,76,58,661,58,0.5586848635235732,59,4503,8060,0.11836553408838552,59,533,4503,0.06612903225806452,60,533,8060,0.11280487804878049,57,74,656,0.6641452344931922,58,439,661,2020-08-05
RI,1743,13,1938,13,91,13,123,13,10,13,150,13,1.1118760757314974,13,1938,1743,0.04695562435500516,13,91,1938,0.05220883534136546,13,91,1743,0.06666666666666667,13,10,150,0.82,13,123,150,2020-08-05
SC,10539,81,7654,73,1391,80,900,70,359,75,1211,67,0.7943954333160352,73,7654,9635,0.1696522655426765,72,1288,7592,0.13276701345805098,80,1391,10477,0.26837324525185796,67,325,1211,0.7192402972749794,67,871,1211,2020-08-05
SD,2230,51,801,44,70,54,75,37,11,32,95,29,0.5051413881748072,43,786,1556,0.046192259675405745,44,37,801,0.03139013452914798,51,70,2230,0.053763440860215055,25,5,93,0.5168539325842697,28,46,89,2020-08-05
TN,17920,113,11410,114,1426,118,1493,86,446,114,1991,92,0.6642478546188794,103,10527,15848,0.11269372032607722,110,1258,11163,0.0788090033674012,106,1334,16927,0.21976866456361724,87,418,1902,0.8170798898071625,85,1483,1815,2020-08-05
TX,60243,541,39426,516,8663,559,5167,482,2547,485,6015,449,0.6985811161409222,509,39043,55889,0.1950692591180582,515,7675,39345,0.13775501720898525,540,8285,60143,0.3490439449849044,436,2081,5962,0.7948376353039134,446,4773,6005,2020-08-05
UT,5308,51,3094,46,138,52,347,43,38,42,551,39,0.5951144450855934,46,3094,5199,0.03878474466709761,46,120,3094,0.025056518462697814,51,133,5308,0.06352087114337568,38,35,551,0.6079854809437386,38,335,551,2020-08-05
VA,15602,80,8508,76,1200,88,781,76,202,76,1389,74,0.6050426238982806,70,8375,13842,0.10684062059238364,76,909,8508,0.07261889501345982,80,1133,15602,0.1391035548686244,70,180,1294,0.5929339477726574,72,772,1302,2020-08-05
VI,188,2,103,2,5,2,8,2,4,2,20,2,0.5478723404255319,2,103,188,0.04854368932038835,2,5,103,0.026595744680851064,2,5,188,0.2,2,4,20,0.4,2,8,20,2020-08-05
VT,572,12,179,9,8,15,31,7,0,9,48,6,0.5474006116207951,7,179,327,0.03910614525139665,9,7,179,0.012237762237762238,12,7,572,0.0,6,0,48,0.6458333333333334,6,31,48,2020-08-05
WA,9427,81,7212,78,489,95,720,70,98,79,907,64,0.5855434217368695,64,4504,7692,0.06115309263923874,77,437,7146,0.03343659865398996,80,313,9361,0.06770255271920089,58,61,901,0.6477272727272727,54,513,792,2020-08-05
WI,11550,132,6771,127,646,139,745,120,179,131,1578,128,0.5868993335671694,126,6693,11404,0.0905331561069266,127,613,6771,0.05281385281385281,132,610,11550,0.11343472750316856,128,179,1578,0.49272486772486773,120,745,1512,2020-08-05
MS,7538,92,4279,87,1505,97,562,64,425,67,558,62,0.6508131328628414,85,4242,6518,0.22902547324141154,87,980,4279,0.1991244361899708,92,1501,7538,0.7153153153153153,61,397,555,0.992831541218638,62,554,558,2020-08-05
MT,2715,64,1713,50,79,45,106,26,23,48,184,40,0.7446908919301557,48,1578,2119,0.052917232021709636,35,78,1474,0.040525739320920046,41,74,1826,0.11049723756906077,37,20,181,0.636986301369863,20,93,146,2020-08-05
NC,18075,109,13323,101,1557,120,1301,100,363,108,1753,95,0.7693481194625359,100,13112,17043,0.09299707273136681,101,1239,13323,0.07565260765948013,108,1365,18043,0.16714204221334855,95,293,1753,0.7187678265830005,95,1260,1753,2020-08-05
ND,2255,48,1552,49,121,49,111,38,25,39,98,32,0.6860310421286031,48,1547,2255,0.07736943907156674,48,120,1551,0.05323868677905945,47,120,2254,0.09375,29,9,96,0.625,31,60,96,2020-08-05
NE,3909,61,1753,45,172,64,335,37,45,33,587,34,0.6617424242424242,44,1747,2640,0.07529948659440959,45,132,1753,0.039140445126630855,61,153,3909,0.07718696397941681,30,45,583,0.5716723549488054,32,335,586,2020-08-05
NH,3341,30,2196,30,45,30,158,29,16,27,275,27,0.657288237054774,30,2196,3341,0.020491803278688523,30,45,2196,0.01346902125112242,30,45,3341,0.05818181818181818,26,16,275,0.5636363636363636,27,155,275,2020-08-05
NJ,10452,47,7069,45,605,52,477,43,42,46,1019,42,0.6846490314517809,43,6574,9602,0.0778044985146414,45,550,7069,0.04946421737466514,47,517,10452,0.03729146221786065,42,38,1019,0.45829244357212956,42,467,1019,2020-08-05
NM,3321,47,2139,41,160,46,240,37,53,43,384,41,0.693354943273906,41,2139,3085,0.07121951219512195,40,146,2050,0.04996876951905059,46,160,3202,0.13541666666666666,41,52,384,0.7012578616352201,35,223,318,2020-08-05
NV,8380,62,6104,59,1121,62,632,58,267,57,821,58,0.7301435406698564,59,6104,8360,0.17627785058977719,59,1076,6104,0.1337708830548926,62,1121,8380,0.32521315468940315,57,267,821,0.7697929354445798,58,632,821,2020-08-05
NY,42445,147,30452,127,1944,161,2771,117,243,122,4861,111,0.6735062752984904,125,26456,39281,0.04902797845790096,127,1493,30452,0.03899163623512781,147,1655,42445,0.0408695652173913,102,188,4600,0.5536489559644407,107,2678,4837,2020-08-05
OH,30049,206,18840,193,1765,214,2332,187,457,191,3948,162,0.651193358699412,192,18826,28910,0.090552016985138,193,1706,18840,0.05781370027721185,205,1731,29941,0.11610772357723577,159,457,3936,0.5912778904665315,161,2332,3944,2020-08-05
OK,9159,115,5476,111,662,137,684,105,203,110,1192,125,0.6095280498664292,110,5476,8984,0.09258582907231556,111,507,5476,0.052516650289332896,115,481,9159,0.1751361161524501,107,193,1102,0.6508087535680305,104,684,1051,2020-08-05
OR,4117,50,3493,45,224,60,364,43,69,47,469,33,0.6946771142934343,37,2571,3701,0.044947036931004866,45,157,3493,0.04323536555744474,50,178,4117,0.08874458874458875,32,41,462,0.5778251599147122,33,271,469,2020-08-05
AK,1280,19,814,23,51,24,60,14,14,21,45,9,0.3676603432700994,18,407,1107,0.05896805896805897,23,48,814,0.025,19,32,1280,0.23255813953488372,7,10,43,0.4666666666666667,9,21,45,2020-08-05
AL,11888,105,7463,92,1804,111,1086,88,489,90,1114,74,0.7538256136386977,91,7340,9737,0.1915693381661968,91,1427,7449,0.14005389927572848,104,1663,11874,0.3499095840867993,67,387,1106,0.9066427289048474,74,1010,1114,2020-08-05
AR,7843,85,4134,77,1584,89,552,70,356,72,915,70,0.6742014742014742,74,4116,6105,0.12989840348330914,77,537,4134,0.20196353436185133,85,1584,7843,0.3187294633077766,66,291,913,0.6817610062893081,65,542,795,2020-08-05
AZ,9728,80,7378,68,1669,91,949,63,506,70,967,54,0.8557450747058045,62,6472,7563,0.17958796421794523,68,1325,7378,0.14730674342105263,80,1433,9728,0.3815925542916236,52,369,967,0.8035160289555325,53,777,967,2020-08-05
CA,61374,384,42852,376,6947,386,5262,365,1905,368,7249,365,0.7064059872737464,376,42852,60662,0.1592691122934752,376,6825,42852,0.11198553133248607,384,6873,61374,0.2615958034235229,362,1895,7244,0.7382154882154882,363,5262,7128,2020-08-05
CO,9226,79,5444,73,424,97,547,65,113,75,949,58,0.6224442912933609,70,5419,8706,0.06704628949301984,73,365,5444,0.040104053761109905,79,370,9226,0.09371671991480299,54,88,939,0.5986769570011026,57,543,907,2020-08-05
CT,8161,30,6052,30,180,31,515,29,24,28,1045,29,0.7415757872809705,30,6052,8161,0.029742233972240583,30,180,6052,0.022056120573459136,30,180,8161,0.022966507177033493,28,24,1045,0.49282296650717705,29,515,1045,2020-08-05
DC,3238,12,2386,13,131,13,240,11,22,10,378,11,0.7368746139592341,12,2386,3238,0.05490360435875943,13,131,2386,0.04045707226683138,12,131,3238,0.0582010582010582,10,22,378,0.6349206349206349,11,240,378,2020-08-05
DE,2474,11,1483,8,56,12,100,7,12,7,141,6,0.6838487972508591,7,1393,2037,0.033041132838840186,8,49,1483,0.02263540824575586,11,56,2474,0.0851063829787234,6,12,141,0.7092198581560284,6,100,141,2020-08-05
FL,74085,258,40667,244,8779,261,4789,243,2002,254,5775,242,0.587121923049159,244,40667,69265,0.1942852927435021,244,7901,40667,0.11837753931295134,258,8770,74085,0.32016704367496085,239,1840,5747,0.8261471861471862,242,4771,5775,2020-08-05
GA,13885,115,7937,94,3908,144,1074,84,619,92,1127,75,0.7887952907743835,93,7772,9853,0.2408970643820083,94,1912,7937,0.19870363701836513,115,2759,13885,0.4279319606087735,69,478,1117,0.8926353149955635,74,1006,1127,2020-08-05
HI,1691,15,1217,22,158,22,48,11,30,13,94,11,0.6700819672131147,12,654,976,0.09015256588072122,14,65,721,0.06150206978119456,15,104,1691,0.1595744680851064,11,15,94,0.5106382978723404,11,48,94,2020-08-05
IA,8434,122,4965,122,310,122,417,122,75,122,694,120,0.5886886412141332,122,4965,8434,0.06243705941591138,122,310,4965,0.036755987668958975,122,310,8434,0.10806916426512968,120,75,694,0.600864553314121,120,417,694,2020-08-05
