state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state
PR,4,63,1,6,61,1,5,67,8931,68,5562,68,372,67,233,68,836,67,2,67,3,67,466,68,53,67,44,68,334,67,288,68,38,67,20,67,685,68,0.622774605307356,68,5562,8931,0.068344662869741,67,372,5443,0.042509427494001,67,372,8751,0.081039755351682,67,53,654,0.68029197080292,68,466,685,2021/04/05,POINT (-66.414655 18.215692)
RI,4,8,1,4,8,1,5,12,2265,13,2031,13,187,12,14,13,0,12,0,12,0,12,137,13,31,12,34,13,185,12,149,13,2,12,2,12,174,13,0.896688741721854,13,2031,2265,0.093593593593594,12,187,1998,0.08558352402746,12,187,2185,0.2,12,31,155,0.78735632183908,13,137,174,2021/04/05,POINT (-71.534637 41.572574)
SC,21,64,2,21,64,2,1,85,11532,87,8722,87,522,85,82,87,57,85,3,85,1,85,973,87,130,85,125,87,516,85,468,87,6,85,6,85,1342,87,0.756330211585154,87,8722,11532,0.060570898120214,85,522,8618,0.045926447298962,85,522,11366,0.099923136049193,85,130,1301,0.725037257824143,87,973,1342,2021/04/05,POINT (-80.864614 33.878572)
SD,0,62,3,1,61,3,28,62,2816,65,1683,65,102,62,13,65,10,62,2,62,1,62,124,65,24,62,20,65,98,62,74,65,4,62,2,62,237,65,0.59765625,65,1683,2816,0.06144578313253,62,102,1660,0.037104401600582,62,102,2749,0.106194690265487,62,24,226,0.523206751054852,65,124,237,2021/04/05,POINT (-100.230491 44.43614)
TN,11,81,51,30,62,51,18,92,20310,143,13112,128,687,92,80,92,37,92,1,92,3,92,1696,140,198,92,190,92,680,92,622,92,7,92,6,92,2375,143,0.688944934846574,128,13112,19032,0.067658065786882,92,687,10154,0.045584234622785,92,687,15071,0.103286384976526,92,198,1917,0.731665228645384,140,1696,2318,2021/04/05,POINT (-86.343226 35.842998)
TX,99,490,5,116,473,5,72,589,69945,594,50196,594,3348,589,377,594,503,589,10,589,50,589,5825,594,972,589,921,594,3261,589,2786,594,87,589,39,589,7407,594,0.717649581814283,594,50196,69945,0.067468714104347,589,3348,49623,0.048396189595108,589,3348,69179,0.134439834024896,589,972,7230,0.786418253003915,594,5825,7407,2021/04/05,POINT (-99.317341 31.447238)
UT,0,57,1,0,57,1,0,57,6119,58,3659,58,137,57,27,58,1,57,2,57,0,57,374,58,52,57,55,58,131,57,128,58,6,57,0,57,626,58,0.597973525085798,58,3659,6119,0.037939628911659,57,137,3611,0.022667107875579,57,137,6044,0.085526315789474,57,52,608,0.597444089456869,58,374,626,2021/04/05,POINT (-111.678222 39.323779)
VA,15,80,9,19,76,9,26,101,17958,104,13284,104,1071,101,119,104,205,101,1,101,13,101,1386,104,229,101,220,104,1055,101,912,104,16,101,11,101,1954,104,0.73972602739726,104,13284,17958,0.081593783330794,101,1071,13126,0.060556372271853,101,1071,17686,0.121549893842887,101,229,1884,0.709314227226203,104,1386,1954,2021/04/05,POINT (-78.666382 37.510861)
VI,2,0,0,2,0,0,0,2,168,2,91,2,6,2,0,2,0,2,0,2,0,2,9,2,5,2,5,2,6,2,6,2,0,2,0,2,20,2,0.541666666666667,2,91,168,0.065934065934066,2,6,91,0.035714285714286,2,6,168,0.25,2,5,20,0.45,2,9,20,2021/04/05,POINT (-64.840836 18.060868)
VT,1,15,1,1,15,1,0,16,1302,17,864,17,30,16,10,17,8,16,0,16,0,16,67,17,8,16,8,17,30,16,26,17,0,16,0,16,104,17,0.663594470046083,17,864,1302,0.035714285714286,16,30,840,0.023715415019763,16,30,1265,0.082474226804124,16,8,97,0.644230769230769,17,67,104,2021/04/05,POINT (-72.662695 44.075252)
