state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
AK,4,20,0,3,21,0,2,24,1625,24,936,24,140,24,18,24,1,24,1,24,1,24,96,24,22,24,21,24,129,24,123,24,11,24,10,24,131,24,0.576,24,936,1625,0.14957264957264957,24,140,936,0.08615384615384615,24,140,1625,0.16793893129770993,24,22,131,0.732824427480916,24,96,131,2020-12-09
AL,36,74,7,40,69,8,35,111,15116,116,11358,116,2484,111,336,113,110,111,4,111,8,111,1274,116,605,111,584,113,2464,111,2271,113,20,111,14,111,1458,116,0.7513892564170416,116,11358,15116,0.2200567298014457,110,2405,10929,0.1648954405210833,110,2405,14585,0.41051136363636365,110,578,1408,0.8737997256515775,116,1274,1458,2020-12-09
AR,37,71,2,42,66,2,7,108,9297,110,6743,110,1205,108,153,110,272,108,0,108,10,108,815,110,311,108,308,110,1177,108,975,110,28,108,10,108,1027,110,0.7252877272238356,110,6743,9297,0.17899584076054664,108,1205,6732,0.13018582541054452,108,1205,9256,0.3079207920792079,108,311,1010,0.7935735150925024,110,815,1027,2020-12-09
AZ,38,81,3,42,77,3,60,119,16657,122,12769,122,3711,119,459,122,267,119,6,119,10,119,1532,122,774,119,755,122,3664,119,3185,122,47,119,26,119,2155,122,0.7665846190790658,122,12769,16657,0.2965241709948062,119,3711,12515,0.22704190884062406,119,3711,16345,0.3712230215827338,119,774,2085,0.7109048723897912,122,1532,2155,2020-12-09
CA,113,275,27,137,253,25,114,407,67724,415,51751,415,14178,405,1964,415,593,407,29,405,16,405,6548,413,2939,405,2933,413,14008,405,13314,413,170,405,131,405,7872,413,0.7641456499911405,415,51751,67724,0.27808178876140044,405,14178,50985,0.21271360628928931,405,14178,66653,0.38834566596194503,405,2939,7568,0.8318089430894309,413,6548,7872,2020-12-09
CO,11,79,13,17,73,13,45,101,11800,103,7939,103,1664,101,221,103,100,101,5,101,10,101,1049,103,455,101,437,103,1636,101,1518,103,28,101,17,101,1538,103,0.6727966101694915,103,7939,11800,0.2117317724901387,101,1664,7859,0.14288167611196978,101,1664,11646,0.30333333333333334,101,455,1500,0.6820546163849155,103,1049,1538,2020-12-09
CT,2,37,1,3,36,1,33,39,8858,40,6765,40,1394,39,166,40,78,39,3,39,1,39,665,40,264,39,249,40,1376,39,1231,40,18,39,15,39,1129,40,0.7637164145405283,40,6765,8858,0.20778059323297063,39,1394,6709,0.1591324200913242,39,1394,8760,0.23848238482384823,39,264,1107,0.5890168290522586,40,665,1129,2020-12-09
DC,0,12,2,0,12,2,6,12,3645,14,2916,14,295,13,24,14,72,13,1,13,13,13,296,14,64,12,61,13,265,13,249,14,30,13,11,13,359,14,0.8,14,2916,3645,0.10464703795672224,13,295,2819,0.08399772209567198,13,295,3512,0.1887905604719764,12,64,339,0.8245125348189415,14,296,359,2020-12-09
DE,1,14,1,3,12,1,5,15,3274,16,2379,16,434,15,43,16,26,15,8,15,1,15,156,16,57,15,55,16,426,15,395,16,8,15,7,15,186,16,0.726634086744044,16,2379,3274,0.18397626112759644,15,434,2359,0.1338679827267119,15,434,3242,0.31666666666666665,15,57,180,0.8387096774193549,16,156,186,2020-12-09
FL,9,249,11,29,229,11,100,263,57986,269,43794,269,5248,263,677,269,269,263,10,263,11,263,4971,269,1015,263,977,269,5203,263,4790,269,45,263,29,263,6229,269,0.7552512675473391,269,43794,57986,0.12209478165786473,263,5248,42983,0.0922109184193418,263,5248,56913,0.1685766483972762,263,1015,6021,0.7980414191684059,269,4971,6229,2020-12-09
