state,collection_date,Inpatient Beds Occupied Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL
CW,2021-02-16,"500,548","500,342","500,754",71.43,71.38,71.48,"700,369","700,095","700,643"
CW,2021-02-17,"510,949","510,743","511,156",72.63,72.56,72.69,"703,514","703,236","703,791"
CW,2021-02-18,"510,698","510,479","510,917",72.52,72.45,72.60,"704,170","703,877","704,463"
CW,2021-02-19,"509,638","509,417","509,860",72.39,72.32,72.46,"703,990","703,717","704,263"
CW,2021-02-20,"492,275","491,950","492,601",70.22,70.09,70.36,"700,997","700,556","701,438"
CW,2021-02-21,"479,951","479,729","480,173",68.72,68.64,68.80,"698,379","698,081","698,678"
CW,2021-02-22,"487,273","487,048","487,497",69.46,69.35,69.57,"701,517","701,202","701,832"
CW,2021-02-23,"512,716","512,486","512,945",72.62,72.51,72.73,"705,994","705,676","706,312"
CW,2021-02-24,"521,419","520,596","522,241",73.73,73.37,74.09,"707,187","706,192","708,181"
CW,2021-02-25,"521,143","520,515","521,772",73.77,73.50,74.05,"706,404","705,658","707,150"
CW,2021-02-26,"515,180","514,436","515,924",73.01,72.67,73.35,"705,610","704,650","706,570"
CW,2021-02-27,"496,666","495,847","497,485",70.64,70.27,71.01,"703,043","702,013","704,073"
CW,2021-02-28,"481,599","480,732","482,465",68.84,68.45,69.23,"699,564","698,500","700,628"
CW,2021-03-01,"486,029","485,210","486,849",69.45,69.08,69.82,"699,839","698,840","700,838"
CW,2021-03-02,"507,399","506,656","508,141",72.18,71.85,72.50,"702,963","702,085","703,841"
CW,2021-03-03,"513,805","513,234","514,375",72.85,72.60,73.10,"705,251","704,570","705,932"
CW,2021-03-04,"512,809","512,741","512,878",72.70,72.66,72.73,"705,399","705,284","705,513"
CW,2021-03-05,"507,515","507,325","507,705",72.08,71.99,72.18,"704,054","703,781","704,327"
CW,2021-03-06,"488,224","487,936","488,512",69.70,69.59,69.82,"700,413","700,145","700,681"
CW,2021-03-07,"474,062","473,888","474,237",67.96,67.87,68.04,"697,591","697,343","697,839"
CW,2021-03-08,"479,141","479,001","479,282",68.63,68.57,68.69,"698,103","697,962","698,244"
CW,2021-03-09,"502,579","502,286","502,872",71.59,71.49,71.69,"702,021","701,904","702,139"
CW,2021-03-10,"510,925","510,715","511,136",72.55,72.45,72.65,"704,233","703,932","704,534"
CW,2021-03-11,"510,283","510,139","510,428",72.53,72.46,72.59,"703,537","703,347","703,728"
CW,2021-03-12,"506,794","506,683","506,904",72.12,72.07,72.17,"702,716","702,555","702,877"
CW,2021-03-13,"488,043","487,431","488,655",69.76,69.50,70.02,"699,679","699,001","700,358"
CW,2021-03-14,"471,043","470,530","471,555",67.68,67.49,67.88,"696,001","695,634","696,367"
CW,2021-03-15,"475,383","475,024","475,743",68.27,68.13,68.41,"696,430","696,126","696,734"
CW,2021-03-16,"499,158","498,887","499,430",71.24,71.12,71.36,"700,753","700,396","701,110"
CW,2021-03-17,"508,341","507,836","508,846",72.39,72.15,72.63,"702,321","701,604","703,038"
CW,2021-03-18,"506,684","504,261","509,107",72.35,71.23,73.46,"700,402","697,263","703,541"
AK,2021-02-16,861,861,861,58.06,58.06,58.06,"1,483","1,483","1,483"
