state,collection_date,Inpatient Beds Occupied by COVID-19 Patients Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied by COVID-19 Patients Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL,geocoded_state
CW,2021/06/16,17744,17732,17756,2.56,2.53,2.59,695623,694853,696393,
CW,2021/06/17,17320,17297,17344,2.51,2.46,2.56,693947,693075,694819,
CW,2021/06/18,17030,17011,17050,2.47,2.43,2.52,691026,690096,691955,
CW,2021/06/19,16692,16667,16716,2.44,2.38,2.49,688091,687139,689044,
CW,2021/06/20,16475,16453,16498,2.42,2.37,2.46,684144,683383,684904,
CW,2021/06/21,16680,16656,16704,2.45,2.39,2.5,684652,683653,685651,
CW,2021/06/22,16790,16773,16807,2.45,2.41,2.48,689423,688665,690181,
CW,2021/06/23,16680,16662,16697,2.42,2.38,2.46,692598,691815,693382,
CW,2021/06/24,16360,16346,16374,2.37,2.35,2.39,693172,692446,693898,
CW,2021/06/25,16418,16385,16451,2.38,2.32,2.45,691375,690394,692356,
CW,2021/06/26,16276,16238,16314,2.38,2.3,2.46,686885,685736,688034,
CW,2021/06/27,15982,15930,16033,2.35,2.24,2.45,684413,683215,685610,
CW,2021/06/28,16361,16314,16408,2.4,2.31,2.49,684760,683905,685615,
CW,2021/06/29,16781,16763,16799,2.44,2.4,2.48,690694,689761,691628,
CW,2021/06/30,16813,16793,16834,2.44,2.4,2.47,692996,692283,693709,
CW,2021/07/01,16860,16836,16885,2.44,2.4,2.49,692715,691971,693459,
CW,2021/07/02,16727,16697,16757,2.43,2.37,2.49,690886,690088,691685,
CW,2021/07/03,16623,16600,16646,2.43,2.38,2.48,686173,685356,686990,
CW,2021/07/04,16786,16768,16804,2.47,2.43,2.51,683585,682748,684421,
CW,2021/07/05,17344,17327,17361,2.55,2.51,2.59,682233,681355,683111,
CW,2021/07/06,18095,18061,18128,2.65,2.59,2.72,684699,683767,685632,
CW,2021/07/07,18837,18822,18852,2.74,2.7,2.77,691041,690282,691801,
CW,2021/07/08,19131,19110,19152,2.77,2.72,2.82,693018,692286,693751,
CW,2021/07/09,19372,19349,19394,2.81,2.76,2.86,692303,691537,693068,
CW,2021/07/10,19771,19754,19789,2.88,2.84,2.93,688395,687649,689141,
