state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
PR,0,9,59,0,9,59,0,67,9352,68,5688,68,194,67,27,68,14,67,4,67,1,67,503,68,27,67,24,68,176,67,171,68,18,67,7,67,704,68,0.6082121471343028,68,5688,9352,0.03486700215672178,67,194,5564,0.02116517564913812,67,194,9166,0.04011887072808321,67,27,673,0.7144886363636364,68,503,704,2021-03-24
RI,3,11,1,3,11,1,21,14,2250,15,1942,15,166,14,9,15,0,14,0,14,0,14,138,15,16,14,18,15,165,14,127,15,1,14,1,14,166,15,0.8631111111111112,15,1942,2250,0.08773784355179703,14,166,1892,0.07642725598526703,14,166,2172,0.10884353741496598,14,16,147,0.8313253012048193,15,138,166,2021-03-24
SC,20,64,3,20,64,3,4,85,11502,87,8496,87,509,85,67,87,33,85,0,85,0,85,873,87,123,85,115,87,503,85,463,87,6,85,6,85,1340,87,0.7386541471048513,87,8496,11502,0.06051599096421353,85,509,8411,0.044881403756282516,85,509,11341,0.09461538461538462,85,123,1300,0.6514925373134328,87,873,1340,2021-03-24
SD,0,62,3,0,62,3,17,62,2830,65,1585,65,82,62,7,65,12,62,0,62,4,62,125,65,17,62,11,65,76,62,43,65,6,62,0,62,234,65,0.5600706713780919,65,1585,2830,0.05266538214515093,62,82,1557,0.029677886355410785,62,82,2763,0.07623318385650224,62,17,223,0.5341880341880342,65,125,234,2021-03-24
TN,7,71,64,19,59,64,1,78,20138,142,11979,126,628,78,77,78,33,78,1,78,0,78,1613,139,202,78,188,78,617,78,571,78,11,78,10,78,2394,142,0.638131259322395,126,11979,18772,0.0765947066715453,78,628,8199,0.047946251336081845,78,628,13098,0.1132286995515695,78,202,1784,0.6902011125374412,139,1613,2337,2021-03-24
TX,103,484,5,117,470,5,66,587,70807,592,48991,592,3727,587,374,592,488,587,14,587,52,587,5718,592,989,587,926,592,3636,587,3132,592,91,587,61,587,7260,592,0.6918948691513551,592,48991,70807,0.07689609639349675,587,3727,48468,0.05321245002855511,587,3727,70040,0.1396695382008191,587,989,7081,0.7876033057851239,592,5718,7260,2021-03-24
UT,0,57,1,0,57,1,0,57,6168,58,3541,58,152,57,30,58,2,57,2,57,0,57,349,58,56,57,58,58,144,57,138,58,8,57,0,57,625,58,0.5740920881971465,58,3541,6168,0.04351560263383911,57,152,3493,0.024930293587010006,57,152,6097,0.09225700164744646,57,56,607,0.5584,58,349,625,2021-03-24
VA,15,82,9,22,75,9,25,103,18062,106,12666,106,1094,103,123,106,178,103,7,103,19,103,1318,106,213,103,205,106,1067,103,865,106,27,103,15,103,1981,106,0.7012512457092238,106,12666,18062,0.08742208726226626,103,1094,12514,0.06149522203485104,103,1094,17790,0.11151832460732984,103,213,1910,0.6653205451792025,106,1318,1981,2021-03-24
VI,2,0,0,2,0,0,0,2,168,2,100,2,4,2,0,2,0,2,0,2,0,2,7,2,4,2,4,2,4,2,4,2,0,2,0,2,20,2,0.5952380952380952,2,100,168,0.04,2,4,100,0.023809523809523808,2,4,168,0.2,2,4,20,0.35,2,7,20,2021-03-24
VT,1,15,1,1,15,1,0,16,1299,17,782,17,27,16,5,17,4,16,0,16,1,16,55,17,4,16,4,17,27,16,26,17,0,16,0,16,101,17,0.6020015396458814,17,782,1299,0.035667107001321,16,27,757,0.021394611727416798,16,27,1262,0.0425531914893617,16,4,94,0.5445544554455446,17,55,101,2021-03-24
WA,4,99,2,5,98,2,16,103,14370,105,9631,105,423,103,31,105,54,103,1,103,1,103,928,105,109,103,103,105,411,103,336,105,12,103,9,103,1449,105,0.6702157272094642,105,9631,14370,0.04430711218183723,103,423,9547,0.029707142355502494,103,423,14239,0.07681465821000705,103,109,1419,0.6404416839199448,105,928,1449,2021-03-24
WI,7,122,21,11,118,21,2,147,13752,150,8041,149,278,146,50,150,40,147,0,147,5,147,826,149,76,146,78,149,273,146,256,149,5,146,1,146,1599,150,0.59290665093644,149,8041,13562,0.035315040650406505,146,278,7872,0.020897541907840336,146,278,13303,0.0491273432449903,146,76,1547,0.5165728580362726,149,826,1599,2021-03-24
WV,14,45,4,15,44,4,1,59,6249,63,4755,63,265,59,22,63,73,59,0,59,1,59,506,63,77,59,76,63,262,59,231,63,3,59,2,59,664,63,0.7609217474795967,63,4755,6249,0.056745182012847964,59,265,4670,0.04372937293729373,59,265,6060,0.1233974358974359,59,77,624,0.7620481927710844,63,506,664,2021-03-24
MT,7,59,1,7,59,1,3,66,3192,67,1991,67,50,66,13,67,5,66,0,66,1,66,136,67,13,66,11,67,48,66,43,67,2,66,1,66,226,67,0.6237468671679198,67,1991,3192,0.02523977788995457,66,50,1981,0.015807777426493835,66,50,3163,0.05909090909090909,66,13,220,0.6017699115044248,67,136,226,2021-03-24
NC,2,125,4,4,123,4,32,127,24182,131,17843,131,890,127,97,131,96,127,0,127,5,127,1855,131,248,127,241,131,873,127,803,131,17,127,13,127,2492,131,0.7378628732114796,131,17843,24182,0.05039352245059736,127,890,17661,0.037238493723849374,127,890,23900,0.10197368421052631,127,248,2432,0.7443820224719101,131,1855,2492,2021-03-24
ND,12,35,3,12,35,3,0,49,2534,50,1590,50,47,49,3,48,1,47,0,49,0,49,46,48,11,49,9,50,47,49,33,50,0,49,0,49,70,48,0.6274664561957379,50,1590,2534,0.029936305732484077,49,47,1570,0.018740031897926633,49,47,2508,0.09090909090909091,47,6,66,0.6571428571428571,48,46,70,2021-03-24
