state,collection_date,Inpatient Beds Occupied Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL
CW,2021-01-24,"504,302","504,160","504,444",71.87,71.85,71.89,"701,233","701,170","701,296"
CW,2021-01-25,"508,486","508,458","508,513",72.33,72.32,72.35,"702,556","702,505","702,608"
CW,2021-01-26,"527,731","527,690","527,773",74.69,74.67,74.70,"706,177","706,140","706,214"
CW,2021-01-27,"532,616","532,374","532,857",75.15,75.05,75.25,"708,340","708,082","708,598"
CW,2021-01-28,"529,824","529,735","529,914",74.89,74.85,74.93,"707,053","706,957","707,149"
CW,2021-01-29,"523,615","523,557","523,674",74.18,74.16,74.20,"705,492","705,464","705,521"
CW,2021-01-30,"504,145","503,992","504,298",71.68,71.62,71.75,"702,859","702,707","703,011"
CW,2021-01-31,"490,512","490,314","490,710",70.16,70.06,70.25,"698,733","698,444","699,022"
CW,2021-02-01,"493,817","493,713","493,921",70.58,70.54,70.63,"699,185","699,058","699,312"
CW,2021-02-02,"514,770","514,735","514,805",73.23,73.21,73.24,"702,573","702,554","702,592"
CW,2021-02-03,"521,650","521,512","521,788",73.97,73.81,74.13,"704,800","704,167","705,433"
CW,2021-02-04,"521,035","520,963","521,107",73.91,73.88,73.93,"704,602","704,548","704,655"
CW,2021-02-05,"517,317","517,192","517,441",73.51,73.46,73.55,"703,335","703,271","703,399"
CW,2021-02-06,"501,820","501,684","501,957",71.63,71.58,71.68,"700,171","700,115","700,227"
CW,2021-02-07,"487,475","487,044","487,906",69.99,69.80,70.17,"696,104","695,662","696,546"
CW,2021-02-08,"490,001","489,910","490,092",70.24,70.20,70.28,"697,180","697,091","697,269"
CW,2021-02-09,"512,231","512,153","512,310",72.97,72.94,73.00,"701,532","701,458","701,606"
CW,2021-02-10,"520,516","520,398","520,634",73.98,73.93,74.03,"703,168","703,036","703,299"
CW,2021-02-11,"518,039","517,860","518,218",73.69,73.62,73.75,"702,613","702,494","702,732"
