state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state,previous_day_admission_adult_covid_confirmed_18-19,previous_day_admission_adult_covid_confirmed_18-19_coverage,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_20-29_coverage,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_30-39_coverage,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_40-49_coverage,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_50-59_coverage,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_60-69_coverage,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_70-79_coverage,previous_day_admission_adult_covid_confirmed_80+,previous_day_admission_adult_covid_confirmed_80+_coverage,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_confirmed_unknown_coverage,previous_day_admission_adult_covid_suspected_18-19,previous_day_admission_adult_covid_suspected_18-19_coverage,previous_day_admission_adult_covid_suspected_20-29,previous_day_admission_adult_covid_suspected_20-29_coverage,previous_day_admission_adult_covid_suspected_30-39,previous_day_admission_adult_covid_suspected_30-39_coverage,previous_day_admission_adult_covid_suspected_40-49,previous_day_admission_adult_covid_suspected_40-49_coverage,previous_day_admission_adult_covid_suspected_50-59,previous_day_admission_adult_covid_suspected_50-59_coverage,previous_day_admission_adult_covid_suspected_60_69,previous_day_admission_adult_covid_suspected_60-69_coverage,previous_day_admission_adult_covid_suspected_70-79,previous_day_admission_adult_covid_suspected_70-79_coverage,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_80+_coverage,previous_day_admission_adult_covid_suspected_unknown,previous_day_admission_adult_covid_suspected_unknown_coverage,deaths_covid,deaths_covid_coverage,on_hand_supply_therapeutic_a_casirivimab_imdevimab_courses,on_hand_supply_therapeutic_b_bamlanivimab_courses,on_hand_supply_therapeutic_c_bamlanivimab_etesevimab_courses,previous_week_therapeutic_a_casirivimab_imdevimab_courses_used,previous_week_therapeutic_b_bamlanivimab_courses_used,previous_week_therapeutic_c_bamlanivimab_etesevimab_courses_used,icu_patients_confirmed_influenza,icu_patients_confirmed_influenza_coverage,previous_day_admission_influenza_confirmed,previous_day_admission_influenza_confirmed_coverage,previous_day_deaths_covid_and_influenza,previous_day_deaths_covid_and_influenza_coverage,previous_day_deaths_influenza,previous_day_deaths_influenza_coverage,total_patients_hospitalized_confirmed_influenza,total_patients_hospitalized_confirmed_influenza_and_covid,total_patients_hospitalized_confirmed_influenza_and_covid_coverage,total_patients_hospitalized_confirmed_influenza_coverage
OR,3,50,11,7,50,7,19,62,7148,64,5424,64,705,62,55,64,67,62,5,62,8,62,547,64,108,62,97,64,666,62,597,64,39,62,25,62,743,64,0.758813654168998,64,5424,7148,0.132369508073601,62,705,5326,0.100858369098712,62,705,6990,0.15041782729805,62,108,718,0.736204576043069,64,547,743,2022/02/23,,0,63,5,59,6,59,6,59,6,59,15,59,10,59,7,59,0,64,0,60,1,57,3,57,3,57,14,57,11,57,17,58,16,58,2,62,7,46,764,75,739,57,0,97,0,62,0,62,0,40,0,40,0,0,40,62
PA,7,75,143,44,175,6,21,219,31560,225,24279,225,1630,219,142,225,297,219,4,218,13,218,2582,225,269,219,258,225,1577,219,1332,225,53,219,33,219,3554,225,0.769296577946768,225,24279,31560,0.067721966014375,219,1630,24069,0.052218484702867,219,1630,31215,0.077903272516652,219,269,3453,0.726505346088914,225,2582,3554,2022/02/23,,1,222,10,215,8,217,13,216,15,215,28,216,33,215,33,213,1,220,3,214,21,208,29,207,20,212,43,209,62,209,60,208,54,210,5,213,14,197,5293,0,3510,24,0,21,1,216,14,216,0,45,0,45,58,1,45,216
PR,0,6,60,1,5,60,3,64,8796,62,5670,63,100,65,5,66,4,64,0,64,2,64,477,63,21,64,18,65,88,65,74,66,12,64,8,64,651,62,0.632332878581173,62,5562,8796,0.016582552271089,62,92,5548,0.010686490881635,61,92,8609,0.032206119162641,61,20,621,0.732718894009217,62,477,651,2022/02/23,,0,65,0,65,0,65,0,65,1,65,1,65,2,65,0,65,1,65,0,64,0,64,0,64,0,64,0,64,1,64,2,64,1,64,0,64,0,5,0,0,103,0,0,0,1,64,0,64,0,5,0,5,11,0,5,64
RI,1,1,12,5,5,4,0,13,2039,14,1773,14,86,13,9,14,10,13,0,13,0,13,101,14,9,13,5,14,84,13,72,14,2,13,1,13,129,14,0.869543894065718,14,1773,2039,0.048505358150028,13,86,1773,0.042177538008828,13,86,2039,0.069767441860465,13,9,129,0.782945736434108,14,101,129,2022/02/23,,0,14,0,14,3,14,1,14,1,14,1,14,3,14,0,14,0,14,0,13,0,13,2,13,4,13,3,13,0,13,1,13,0,13,0,13,0,2,7,0,0,0,0,0,0,13,0,13,0,2,0,2,0,0,2,13
SC,22,60,5,24,58,5,17,85,11730,87,8742,87,634,85,58,87,22,85,2,84,0,84,960,87,132,85,126,87,624,85,595,87,10,85,10,85,1330,87,0.745268542199488,87,8742,11730,0.073286325280314,85,634,8651,0.054877520990219,85,634,11553,0.102404965089216,85,132,1289,0.721804511278195,87,960,1330,2022/02/23,,0,85,1,82,2,82,3,82,9,82,14,81,15,83,12,82,2,82,0,84,2,80,2,80,0,79,6,79,2,80,5,80,4,80,1,80,8,60,1605,1595,1722,3,0,0,2,85,3,85,0,53,0,53,31,1,53,85
SD,0,55,10,3,52,10,34,62,2415,65,1510,65,153,62,14,65,10,62,1,62,1,62,137,65,32,62,29,65,147,62,125,65,6,62,4,62,252,65,0.625258799171843,65,1510,2415,0.102960969044415,62,153,1486,0.065134099616858,62,153,2349,0.131687242798354,62,32,243,0.543650793650794,65,137,252,2022/02/23,,0,65,1,48,0,48,3,47,4,48,3,48,1,48,2,48,0,65,0,62,2,45,0,45,2,45,1,45,2,45,1,45,2,45,0,62,0,9,476,2,1150,42,0,73,0,62,3,62,0,8,0,8,14,1,8,62
TN,3,60,78,24,48,69,44,138,19395,141,14132,141,1414,138,110,141,30,138,6,138,1,138,1655,141,298,138,294,141,1365,138,1297,141,49,138,48,138,2220,141,0.728641402423305,141,14132,19395,0.101785200115174,138,1414,13892,0.074155653450808,138,1414,19068,0.139840450492726,138,298,2131,0.745495495495496,141,1655,2220,2022/02/23,,0,140,3,140,6,140,8,140,17,141,17,140,31,140,19,140,9,141,0,138,5,137,0,137,2,137,0,137,4,137,6,137,8,137,5,138,10,60,8,0,109,6,0,0,5,138,7,138,0,60,0,60,45,3,60,138
TX,6,106,481,11,101,481,100,588,66949,593,51023,593,4644,588,470,593,331,588,37,588,92,588,5918,593,1051,588,1019,593,4440,588,3974,593,204,588,160,588,6846,593,0.762117432672631,593,51023,66949,0.092022351682321,588,4644,50466,0.070146818923328,588,4644,66204,0.157217651458489,588,1051,6685,0.864446392053754,593,5918,6846,2022/02/23,,4,586,26,580,48,582,40,581,58,582,94,582,93,584,83,582,24,593,4,584,34,575,27,576,35,577,47,577,61,577,56,576,61,577,6,588,60,569,325,0,114,12,0,6,22,588,47,588,0,104,0,104,180,6,104,588
UT,0,47,9,2,45,9,0,55,5762,56,4070,56,344,55,45,56,1,55,6,55,0,55,343,56,78,55,79,56,308,55,301,56,36,55,0,55,452,56,0.70635196112461,56,4070,5762,0.085359801488834,55,344,4030,0.060520760028149,55,344,5684,0.176470588235294,55,78,442,0.758849557522124,56,343,452,2022/02/23,,1,56,11,54,3,54,10,54,4,54,5,54,6,54,5,54,0,56,0,55,0,53,0,53,0,53,1,53,0,53,0,53,0,53,0,55,0,44,494,0,193,0,0,0,0,55,1,55,0,41,0,41,17,1,41,55
VA,12,71,23,19,67,20,54,103,17784,106,13318,106,1065,103,92,106,130,103,3,103,7,103,1313,106,220,103,210,106,1036,103,951,106,29,103,21,103,1917,106,0.748875393612236,106,13318,17784,0.080804248861912,103,1065,13180,0.060625035578073,103,1065,17567,0.117899249732047,103,220,1866,0.684924360980699,106,1313,1917,2022/02/23,,0,104,7,104,6,101,8,103,13,102,24,103,16,102,18,102,0,106,0,101,11,100,6,99,7,99,19,99,28,100,28,99,31,99,0,103,19,75,973,1428,772,96,0,133,5,103,7,103,0,72,0,72,43,9,72,103
