state,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
PR,1,68,9695,69,5236,69,336,68,464,69,52,67,45,68,304,67,205,68,32,67,6,67,678,69,0.540072202166065,69,5236,9695,0.06565064478311841,68,336,5118,0.03533123028391167,68,336,9510,0.080370942812983,67,52,647,0.6843657817109144,69,464,678,2020-10-10
RI,3,14,2214,15,1887,14,123,14,142,15,14,14,15,15,122,14,119,15,1,14,1,14,173,15,0.8523035230352304,14,1887,2214,0.06663055254604551,13,123,1846,0.05777360263034288,14,123,2129,0.08860759493670886,14,14,158,0.8208092485549133,15,142,173,2020-10-10
SC,4,78,10335,85,8557,85,785,83,981,83,199,81,175,83,780,81,597,83,5,81,2,81,1358,82,0.8279632317368166,85,8557,10335,0.09273479031305375,83,785,8465,0.07714987714987714,83,785,10175,0.1507996953541508,79,198,1313,0.719440353460972,82,977,1358,2020-10-10
SD,2,59,2239,61,1643,64,301,61,142,58,59,54,61,56,278,57,272,60,3,57,3,57,167,59,0.6284055381866905,61,1407,2239,0.18695652173913044,61,301,1610,0.10367271036727103,58,223,2151,0.24183006535947713,53,37,153,0.6855345911949685,57,109,159,2020-10-10
TN,11,114,17965,120,13018,120,1308,117,1714,123,331,112,307,112,1239,115,1044,114,69,115,69,114,2207,126,0.7470709855272226,117,13008,17412,0.10109926715522985,108,1214,12008,0.07687436676798379,105,1214,15792,0.16443119721808247,111,331,2013,0.7972093023255814,123,1714,2150,2020-10-10
TX,104,561,68600,577,48462,582,4812,578,5686,557,1328,553,1216,558,4720,568,4052,568,92,568,48,563,6890,533,0.7084259801053248,576,48428,68360,0.09975516353820077,576,4767,47787,0.07102419700530649,571,4805,67653,0.1890832328106152,523,1254,6632,0.7914368650217707,532,5453,6890,2020-10-10
UT,2,53,5303,53,3052,56,300,55,371,44,96,42,94,43,290,50,282,50,10,50,10,49,564,41,0.5610032057326042,53,2975,5303,0.09986684420772303,55,300,3004,0.05767012687427912,52,300,5202,0.1684981684981685,39,92,546,0.6312056737588653,40,356,564,2020-10-10
VA,23,100,17781,98,11701,98,976,99,1356,101,237,97,182,100,970,98,610,100,6,98,3,97,1929,101,0.6580619762668016,98,11701,17781,0.08387714260854433,94,964,11493,0.055376838235294115,94,964,17408,0.12755651237890203,97,237,1858,0.702954898911353,101,1356,1929,2020-10-10
VI,0,2,188,2,91,2,4,2,11,2,1,2,1,2,4,2,4,2,0,2,0,2,20,2,0.48404255319148937,2,91,188,0.04395604395604396,2,4,91,0.02127659574468085,2,4,188,0.05,2,1,20,0.55,2,11,20,2020-10-10
VT,0,16,1302,17,790,17,5,16,63,17,1,16,0,17,5,16,0,17,0,16,0,16,110,17,0.6067588325652842,17,790,1302,0.006544502617801047,16,5,764,0.003980891719745223,16,5,1256,0.00980392156862745,16,1,102,0.5727272727272728,17,63,110,2020-10-10
