state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
PR,1,18,49,1,18,49,2,67,9242,68,5419,68,173,67,219,68,829,67,0,67,11,67,485,68,27,67,23,68,145,67,98,68,28,67,2,67,681,68,0.5863449469811729,68,5419,9242,0.032623043560248914,67,173,5303,0.01910546659304252,67,173,9055,0.04153846153846154,67,27,650,0.7121879588839941,68,485,681,2021-02-27
RI,4,10,1,4,10,1,6,14,2489,15,2310,15,194,14,13,15,0,14,0,14,0,14,134,15,21,14,21,15,194,14,156,15,0,14,0,14,181,15,0.9280835676978706,15,2310,2489,0.08542492294143549,14,194,2271,0.08049792531120332,14,194,2410,0.12804878048780488,14,21,164,0.7403314917127072,15,134,181,2021-02-27
SC,22,63,2,23,62,2,6,85,11544,87,8966,87,737,85,78,87,79,85,1,85,2,85,992,87,183,85,178,87,732,85,663,87,5,85,2,85,1350,87,0.7766805266805267,87,8966,11544,0.08322041553748871,85,737,8856,0.0648368083047418,85,737,11367,0.13969465648854962,85,183,1310,0.7348148148148148,87,992,1350,2021-02-27
SD,2,60,3,2,60,3,14,62,2833,65,1665,65,88,62,11,65,12,62,0,62,0,62,132,65,17,62,14,65,85,62,64,65,3,62,2,62,238,65,0.5877162019061066,65,1665,2833,0.054220579174368455,62,88,1623,0.03186097031136857,62,88,2762,0.07488986784140969,62,17,227,0.5546218487394958,65,132,238,2021-02-27
TN,16,87,41,36,67,41,25,103,20424,144,13209,129,821,103,91,103,64,103,2,103,0,103,1689,140,233,103,226,103,809,103,742,103,12,103,10,103,2396,144,0.6893690308439017,129,13209,19161,0.06733923884514435,103,821,12192,0.04718933210713875,103,821,17398,0.10467205750224619,103,233,2226,0.7239605657951136,140,1689,2333,2021-02-27
TX,102,487,5,134,455,5,113,589,70081,594,53008,594,6036,589,543,594,516,589,14,589,58,589,6266,594,1697,589,1633,594,5910,589,5265,594,126,589,92,589,7908,593,0.7563819009431944,594,53008,70081,0.1152062298398641,589,6036,52393,0.08710710884059226,589,6036,69294,0.21953428201811126,588,1697,7730,0.7923621648963075,593,6266,7908,2021-02-27
UT,0,57,1,0,57,1,1,57,5839,58,3438,58,223,57,26,58,9,57,3,57,0,57,379,58,92,57,86,58,220,57,193,58,3,57,0,57,625,58,0.5887994519609522,58,3438,5839,0.0655111633372503,57,223,3404,0.03865487952851447,57,223,5769,0.1515650741350906,57,92,607,0.6064,58,379,625,2021-02-27
VA,16,80,9,20,76,9,48,102,18443,105,13325,105,1333,102,131,105,189,102,5,102,9,102,1373,105,259,102,250,105,1300,102,1111,105,33,102,20,102,2011,105,0.7224963400748251,105,13325,18443,0.10131488941248006,102,1333,13157,0.07332636558666593,102,1333,18179,0.13350515463917526,102,259,1940,0.6827449030333168,105,1373,2011,2021-02-27
VI,2,0,0,2,0,0,0,2,168,2,107,2,5,2,0,2,0,2,0,2,0,2,11,2,4,2,4,2,5,2,5,2,0,2,0,2,20,2,0.6369047619047619,2,107,168,0.04672897196261682,2,5,107,0.02976190476190476,2,5,168,0.2,2,4,20,0.55,2,11,20,2021-02-27
VT,2,14,1,2,14,1,0,16,1300,17,884,17,27,16,6,17,9,16,1,16,0,16,66,17,6,16,5,17,26,16,25,17,1,16,0,16,104,17,0.68,17,884,1300,0.031395348837209305,16,27,860,0.021360759493670885,16,27,1264,0.061224489795918366,16,6,98,0.6346153846153846,17,66,104,2021-02-27
WA,9,91,2,11,89,2,8,100,13736,102,9697,102,426,100,46,102,66,100,0,100,16,100,959,102,111,100,99,102,419,100,362,102,7,100,2,100,1347,102,0.7059551543389633,102,9697,13736,0.0443611371446423,100,426,9603,0.03133274492497794,100,426,13596,0.08434650455927052,100,111,1316,0.7119524870081663,102,959,1347,2021-02-27
WI,12,115,21,16,111,21,7,145,13786,148,8679,148,337,145,66,148,54,145,0,145,3,145,856,148,89,145,84,148,330,145,297,148,7,145,1,145,1605,148,0.6295517191353547,148,8679,13786,0.039605123986367376,145,337,8509,0.024914978559810733,145,337,13526,0.05730843528654218,145,89,1553,0.5333333333333333,148,856,1605,2021-02-27
WV,14,45,4,15,44,4,6,59,6201,63,4689,63,259,59,20,63,67,59,0,59,0,59,478,63,62,59,60,63,252,59,213,63,7,59,4,59,680,63,0.7561683599419449,63,4689,6201,0.056206597222222224,59,259,4608,0.04314509411960686,59,259,6003,0.09794628751974724,59,62,633,0.7029411764705882,63,478,680,2021-02-27
AK,1,23,0,1,23,0,1,24,1678,24,975,24,32,24,6,24,2,24,0,24,0,24,87,24,11,24,10,24,31,24,23,24,1,24,1,24,125,24,0.5810488676996425,24,975,1678,0.03282051282051282,24,32,975,0.01907032181168057,24,32,1678,0.088,24,11,125,0.696,24,87,125,2021-02-27
AL,26,80,10,31,74,11,10,114,14944,114,11384,114,734,114,82,116,87,114,1,114,13,114,1340,114,234,114,212,116,715,114,601,116,19,114,10,114,1588,114,0.7617773019271948,114,11384,14944,0.06293088209298214,112,712,11314,0.04817320703653586,112,712,14780,0.14516129032258066,112,225,1550,0.8438287153652393,114,1340,1588,2021-02-27
AR,15,90,2,18,87,2,5,105,9231,107,6597,107,512,105,39,107,75,105,2,105,12,105,751,107,164,105,156,107,502,105,409,107,10,105,2,105,1048,107,0.7146571335716607,107,6597,9231,0.07779972648533658,105,512,6581,0.05571273122959739,105,512,9190,0.15906886517943744,105,164,1031,0.7166030534351145,107,751,1048,2021-02-27
AZ,24,90,3,27,87,3,20,114,16722,117,11629,117,1133,114,122,117,181,114,6,114,3,114,1306,117,273,114,211,117,1112,114,814,117,21,114,15,114,2283,117,0.6954311685205119,117,11629,16722,0.09900384480950716,114,1133,11444,0.0691275167785235,114,1133,16390,0.12375339981867634,114,273,2206,0.5720543144984669,117,1306,2283,2021-02-27
CA,96,296,13,120,273,12,163,397,63261,405,47070,405,5058,396,443,405,531,397,11,396,13,396,5617,404,1349,396,1284,404,4983,396,4512,404,75,396,61,396,7589,404,0.7440603215251103,405,47070,63261,0.10876951528966496,396,5058,46502,0.0810966810966811,396,5058,62370,0.18371237913659266,396,1349,7343,0.7401502174199499,404,5617,7589,2021-02-27
CO,7,82,13,7,82,13,9,100,11696,102,7956,102,445,100,66,102,69,100,1,100,19,100,850,102,131,100,131,102,426,100,372,102,19,100,3,100,1298,102,0.6802325581395349,102,7956,11696,0.056608573972777,100,445,7861,0.03840179496030376,100,445,11588,0.10355731225296443,100,131,1265,0.6548536209553159,102,850,1298,2021-02-27
CT,4,31,1,4,31,1,18,35,8004,36,6459,36,508,35,71,36,43,35,0,35,6,35,623,36,114,35,111,36,500,35,439,36,8,35,3,35,1070,36,0.8069715142428786,36,6459,8004,0.07946191146566557,35,508,6393,0.06419815493491722,35,508,7913,0.10867492850333652,35,114,1049,0.5822429906542056,36,623,1070,2021-02-27
DC,0,12,2,0,12,2,11,13,3456,14,2739,14,258,13,15,14,70,13,5,13,13,13,284,14,57,13,48,14,230,13,192,14,28,13,12,13,341,14,0.7925347222222222,14,2739,3456,0.09713855421686747,13,258,2656,0.07750075097626916,13,258,3329,0.17757009345794392,13,57,321,0.8328445747800587,14,284,341,2021-02-27
DE,1,13,2,1,13,2,2,15,3283,16,2309,16,164,15,12,16,36,15,0,15,1,15,154,16,18,15,18,16,159,15,153,16,5,15,3,15,194,16,0.7033201340237587,16,2309,3283,0.07136640557006092,15,164,2298,0.050446016610273765,15,164,3251,0.0967741935483871,15,18,186,0.7938144329896907,16,154,194,2021-02-27
FL,12,238,15,33,217,15,82,259,58789,265,46365,265,4167,259,592,265,228,259,8,259,7,259,5185,265,904,259,871,265,4123,259,3713,265,44,259,34,259,6446,265,0.7886679480855262,265,46365,58789,0.0912215411558669,259,4167,45680,0.07207970801404577,259,4167,57811,0.1450112287455887,259,904,6234,0.8043748060812907,265,5185,6446,2021-02-27
GA,6,75,14,11,70,14,18,92,14656,95,11489,95,1673,92,177,95,136,92,0,92,1,92,1527,95,459,92,409,95,1658,92,1317,95,15,92,5,92,1918,95,0.7839110262008734,95,11489,14656,0.14826302729528537,92,1673,11284,0.11649606573358401,92,1673,14361,0.24650912996777657,92,459,1862,0.7961418143899895,95,1527,1918,2021-02-27
HI,1,25,0,2,24,0,1,26,2642,26,1793,26,36,26,1,26,6,26,0,26,0,26,150,26,8,26,6,26,36,26,30,26,0,26,0,26,229,26,0.6786525359576079,26,1793,2642,0.020078081427774678,26,36,1793,0.013626040878122634,26,36,2642,0.034934497816593885,26,8,229,0.6550218340611353,26,150,229,2021-02-27
IA,3,74,49,3,74,49,1,124,8077,126,5013,126,192,124,30,126,5,124,0,124,0,124,413,126,39,124,39,126,188,124,180,126,4,124,4,124,675,126,0.6206512318930296,126,5013,8077,0.038803556992724336,124,192,4948,0.024057135697281042,124,192,7981,0.05945121951219512,124,39,656,0.6118518518518519,126,413,675,2021-02-27
MT,9,57,1,9,57,1,4,66,3197,67,2088,67,69,66,21,67,13,66,0,66,6,66,112,67,11,66,11,67,66,66,62,67,3,66,1,66,222,67,0.653112292774476,67,2088,3197,0.033236994219653176,66,69,2076,0.021780303030303032,66,69,3168,0.05092592592592592,66,11,216,0.5045045045045045,67,112,222,2021-02-27
NC,3,123,4,3,123,4,41,126,24106,130,17942,130,1336,126,136,130,147,126,4,126,15,126,1928,130,349,126,339,130,1310,126,1201,130,26,126,15,126,2509,130,0.7442960258856716,130,17942,24106,0.07535676011055333,126,1336,17729,0.05611087778244435,126,1336,23810,0.14250714577378523,126,349,2449,0.7684336388999602,130,1928,2509,2021-02-27
ND,12,36,1,12,36,1,13,48,2381,49,1662,49,81,48,6,49,7,48,0,48,0,48,106,49,12,48,11,49,80,48,51,49,1,48,1,48,197,49,0.6980260394792104,49,1662,2381,0.049240121580547115,48,81,1645,0.034394904458598725,48,81,2355,0.06217616580310881,48,12,193,0.5380710659898477,49,106,197,2021-02-27
NE,9,91,1,17,83,1,0,100,4365,101,3018,101,169,100,22,101,19,100,0,100,0,100,371,101,39,100,35,101,166,100,149,101,3,100,3,100,571,101,0.6914089347079038,101,3018,4365,0.05692152239811384,100,169,2969,0.03943990665110852,100,169,4285,0.07027027027027027,100,39,555,0.649737302977233,101,371,571,2021-02-27
NH,3,25,1,5,23,1,0,29,2996,29,2063,29,123,29,13,29,30,29,2,29,1,29,168,29,23,29,20,29,121,29,83,29,2,29,1,29,282,29,0.6885847797062751,29,2063,2996,0.059621909840038775,29,123,2063,0.041054739652870494,29,123,2996,0.08156028368794327,29,23,282,0.5957446808510638,29,168,282,2021-02-27
NJ,8,80,3,11,77,3,68,90,22537,91,16305,91,1971,90,229,91,166,90,3,90,7,90,1432,91,334,90,319,91,1947,90,1786,91,24,90,9,90,2979,91,0.7234769490171717,91,16305,22537,0.12121771217712177,90,1971,16260,0.08774429061122735,90,1971,22463,0.11272359095511306,90,334,2963,0.48069822087948977,91,1432,2979,2021-02-27
NM,15,39,1,16,38,1,2,53,4337,55,2980,54,223,53,19,55,18,54,0,53,1,54,347,54,68,53,65,54,216,53,190,54,7,53,2,53,466,55,0.7064959696538644,54,2980,4218,0.07673778389538885,53,223,2906,0.05428432327166505,53,223,4108,0.15246636771300448,53,68,446,0.7446351931330472,54,347,466,2021-02-27
NV,0,2,60,0,2,60,28,62,8679,62,6215,62,423,62,43,62,61,62,0,62,3,62,613,62,102,62,91,62,420,62,371,62,3,62,4,62,1130,62,0.7160963244613435,62,6215,8679,0.06806114239742558,62,423,6215,0.04873833390943657,62,423,8679,0.09026548672566372,62,102,1130,0.5424778761061947,62,613,1130,2021-02-27
NY,5,191,9,7,189,9,292,196,53243,205,40082,205,6194,196,596,205,165,196,10,196,22,196,3810,205,1160,196,1101,205,6000,196,5490,205,194,196,56,196,5633,205,0.75281257630111,205,40082,53243,0.15588664619721146,196,6194,39734,0.11775889275461511,196,6194,52599,0.211024195015463,196,1160,5497,0.6763713829220664,205,3810,5633,2021-02-27
OH,12,207,10,28,192,9,29,226,32817,229,23683,229,1404,226,184,229,232,226,7,226,78,226,2770,229,301,226,279,229,1349,226,1111,229,55,226,29,226,4167,229,0.7216686473474114,229,23683,32817,0.059711648875090374,226,1404,23513,0.04313099041533546,226,1404,32552,0.07321819508635369,226,301,4111,0.6647468202543797,229,2770,4167,2021-02-27
OK,33,107,12,37,103,12,6,150,10963,152,7812,152,624,150,75,152,80,150,1,150,11,150,844,152,159,150,154,152,573,150,502,152,51,150,43,150,1078,152,0.7125786737206969,152,7812,10963,0.081377151799687,150,624,7668,0.05799795520029743,150,624,10759,0.15542521994134897,150,159,1023,0.7829313543599258,152,844,1078,2021-02-27
OR,2,54,7,2,54,7,10,61,6909,63,5078,63,230,61,25,63,43,61,0,61,37,61,521,63,42,61,28,63,219,61,163,63,11,61,2,61,804,63,0.7349833550441454,63,5078,6909,0.04623115577889447,61,230,4975,0.03408922484066993,61,230,6747,0.05363984674329502,61,42,783,0.6480099502487562,63,521,804,2021-02-27
PA,18,204,6,24,198,6,18,222,32963,228,25848,228,2239,222,195,228,437,222,4,222,27,222,2682,228,390,222,375,228,2197,222,1763,228,42,222,21,222,3627,228,0.7841519279191821,228,25848,32963,0.08735856418259852,222,2239,25630,0.0687231430325353,222,2239,32580,0.11076398750355013,222,390,3521,0.739454094292804,228,2682,3627,2021-02-27
