state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state,previous_day_admission_adult_covid_confirmed_18-19,previous_day_admission_adult_covid_confirmed_18-19_coverage,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_20-29_coverage,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_30-39_coverage,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_40-49_coverage,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_50-59_coverage,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_60-69_coverage,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_70-79_coverage,previous_day_admission_adult_covid_confirmed_80+,previous_day_admission_adult_covid_confirmed_80+_coverage,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_confirmed_unknown_coverage,previous_day_admission_adult_covid_suspected_18-19,previous_day_admission_adult_covid_suspected_18-19_coverage,previous_day_admission_adult_covid_suspected_20-29,previous_day_admission_adult_covid_suspected_20-29_coverage,previous_day_admission_adult_covid_suspected_30-39,previous_day_admission_adult_covid_suspected_30-39_coverage,previous_day_admission_adult_covid_suspected_40-49,previous_day_admission_adult_covid_suspected_40-49_coverage,previous_day_admission_adult_covid_suspected_50-59,previous_day_admission_adult_covid_suspected_50-59_coverage,previous_day_admission_adult_covid_suspected_60_69,previous_day_admission_adult_covid_suspected_60-69_coverage,previous_day_admission_adult_covid_suspected_70-79,previous_day_admission_adult_covid_suspected_70-79_coverage,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_80+_coverage,previous_day_admission_adult_covid_suspected_unknown,previous_day_admission_adult_covid_suspected_unknown_coverage,deaths_covid,deaths_covid_coverage,on_hand_supply_therapeutic_a_casirivimab_imdevimab_courses,on_hand_supply_therapeutic_b_bamlanivimab_courses,on_hand_supply_therapeutic_c_bamlanivimab_etesevimab_courses,previous_week_therapeutic_a_casirivimab_imdevimab_courses_used,previous_week_therapeutic_b_bamlanivimab_courses_used,previous_week_therapeutic_c_bamlanivimab_etesevimab_courses_used,icu_patients_confirmed_influenza,icu_patients_confirmed_influenza_coverage,previous_day_admission_influenza_confirmed,previous_day_admission_influenza_confirmed_coverage,previous_day_deaths_covid_and_influenza,previous_day_deaths_covid_and_influenza_coverage,previous_day_deaths_influenza,previous_day_deaths_influenza_coverage,total_patients_hospitalized_confirmed_influenza,total_patients_hospitalized_confirmed_influenza_and_covid,total_patients_hospitalized_confirmed_influenza_and_covid_coverage,total_patients_hospitalized_confirmed_influenza_coverage
AK,8,14,1,8,14,1,0,23,1496,23,1153,23,227,23,34,23,0,23,2,23,1,23,122,23,44,23,44,23,223,23,223,23,4,23,2,23,133,23,0.77072192513369,23,1153,1496,0.196877710320902,23,227,1153,0.151737967914438,23,227,1496,0.330827067669173,23,44,133,0.917293233082707,23,122,133,2021/10/16,,0,23,1,23,4,23,4,23,5,23,8,23,10,23,2,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,5,23,732,318,318,210,0,41,0,21,0,21,0,21,0,21,0,0,21,21
AL,34,68,15,40,61,16,10,115,15237,117,11583,117,785,115,69,117,81,115,7,115,8,115,1354,117,212,115,208,117,757,115,652,117,28,115,19,115,1572,117,0.760189013585351,117,11583,15237,0.068296502523056,115,785,11494,0.052055702917772,115,785,15080,0.138200782268579,115,212,1534,0.861323155216285,117,1354,1572,2021/10/16,,0,117,3,117,6,117,7,117,8,117,20,117,16,117,9,117,0,117,1,115,6,115,10,115,11,115,18,115,16,115,12,115,7,115,0,115,14,115,7764,2468,4573,803,0,630,5,90,0,90,0,90,0,90,22,4,90,93
AR,19,91,2,21,89,2,7,110,9387,112,6870,112,510,110,66,112,96,110,1,110,12,110,804,112,182,110,176,112,497,110,427,112,13,110,7,110,984,112,0.731863215084692,112,6870,9387,0.074409104172746,110,510,6854,0.054580479452055,110,510,9344,0.18801652892562,110,182,968,0.817073170731707,112,804,984,2021/10/16,,0,112,2,112,5,112,10,112,6,112,16,112,12,112,5,112,10,112,1,110,6,110,6,110,5,110,9,110,29,110,29,110,11,110,0,110,11,110,3505,586,1178,747,0,149,0,104,2,104,0,104,0,104,10,3,104,104
AS,0,1,0,0,1,0,0,1,150,1,73,1,0,1,0,1,0,1,0,1,0,1,6,1,0,1,0,1,0,1,0,1,0,1,0,1,7,1,0.486666666666667,1,73,150,0,1,0,73,0,1,0,150,0,1,0,7,0.857142857142857,1,6,7,2021/10/16,,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,416,10,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1
AZ,37,78,3,32,83,3,15,115,17068,118,12844,118,1694,115,181,118,108,115,4,115,5,115,1426,118,445,115,435,118,1659,115,1480,118,35,115,19,115,2195,118,0.752519334426998,118,12844,17068,0.133786131732744,115,1694,12662,0.100875364735306,115,1694,16793,0.208920187793427,115,445,2130,0.649658314350797,118,1426,2195,2021/10/16,,1,118,11,118,18,118,15,118,29,118,38,118,43,118,23,118,3,118,3,115,6,115,7,115,11,115,19,115,21,115,20,115,21,115,0,115,49,115,4410,4028,1514,535,2,123,0,109,0,109,0,109,0,109,18,0,109,109
CA,105,249,49,130,223,50,22,395,63606,403,49676,403,4023,395,391,403,440,395,6,395,10,395,5348,403,1012,395,992,403,3943,395,3643,403,80,395,55,394,6997,403,0.780995503568846,403,49676,63606,0.081864799967441,395,4023,49142,0.064024826927668,395,4023,62835,0.148343594253884,395,1012,6822,0.764327568958125,403,5348,6997,2021/10/16,,4,403,26,403,50,403,44,403,58,403,80,402,66,403,63,403,0,403,4,395,35,395,46,395,52,395,67,395,70,395,87,395,79,395,0,395,59,395,13611,12536,4998,1836,7,354,0,311,4,310,0,309,0,309,18,5,311,311
CO,14,68,20,13,69,20,4,100,11510,102,8431,102,1226,100,184,102,67,100,7,100,13,100,1130,102,371,100,365,102,1192,100,1116,102,34,100,25,100,1351,102,0.73249348392702,102,8431,11510,0.146931927133269,100,1226,8344,0.107515566079102,100,1226,11403,0.281487101669196,100,371,1318,0.836417468541821,102,1130,1351,2021/10/16,,1,102,9,102,16,101,20,101,33,101,34,102,40,101,31,101,0,102,0,100,7,99,7,99,5,99,11,99,7,100,20,99,10,99,0,100,11,100,1726,1639,569,600,10,45,0,89,0,89,0,89,0,89,3,0,89,89
CT,0,33,5,0,33,5,7,37,8130,38,6614,38,264,37,35,38,30,37,1,37,1,37,601,38,72,37,70,38,258,37,227,38,6,37,2,37,1024,38,0.813530135301353,38,6614,8130,0.040262315083117,37,264,6557,0.032827654812236,37,264,8042,0.07185628742515,37,72,1002,0.5869140625,38,601,1024,2021/10/16,,0,38,1,38,3,38,1,38,5,38,11,38,4,38,10,38,0,38,0,37,0,37,2,37,7,37,3,37,3,37,4,37,11,37,0,37,10,37,2463,2470,1492,162,6,25,0,37,0,37,0,37,0,37,0,0,37,37
DC,0,13,1,0,13,1,0,13,3476,14,2827,14,105,13,7,14,59,13,2,13,0,13,267,14,18,13,16,14,92,13,66,14,13,13,7,13,339,14,0.813291139240506,14,2827,3476,0.038363171355499,13,105,2737,0.031371377352853,13,105,3347,0.056782334384858,13,18,317,0.787610619469027,14,267,339,2021/10/16,,0,14,0,14,2,14,1,14,0,14,1,14,1,14,2,14,0,14,0,13,2,13,14,13,8,13,10,13,7,13,15,13,3,13,0,13,0,13,417,334,222,39,0,0,0,12,0,12,0,12,0,12,0,0,12,12
DE,2,11,1,2,11,1,1,13,3230,14,2550,14,189,13,20,14,34,13,0,13,0,13,169,14,30,13,24,14,185,13,167,14,4,13,3,13,199,14,0.789473684210526,14,2550,3230,0.074851485148515,13,189,2525,0.05904404873477,13,189,3201,0.154639175257732,13,30,194,0.849246231155779,14,169,199,2021/10/16,,0,14,1,14,3,14,0,14,1,14,3,14,7,14,5,14,0,14,0,13,3,13,3,13,4,13,7,13,6,13,6,13,5,13,0,13,3,13,831,108,275,162,0,1,0,13,0,13,0,13,0,13,3,0,13,13
FL,43,159,59,43,159,59,68,255,57740,261,44991,261,2672,255,324,261,166,255,8,255,12,255,4914,261,697,255,692,261,2628,255,2338,261,44,255,39,255,6458,261,0.77919986144787,261,44991,57740,0.060207300585849,255,2672,44380,0.047024867566569,255,2672,56821,0.110898965791567,255,697,6285,0.76091669247445,261,4914,6458,2021/10/16,,3,261,15,261,35,261,35,261,39,261,51,261,73,261,53,261,20,261,0,255,11,255,20,255,23,255,23,255,31,255,35,255,21,255,2,255,50,255,21254,5013,7744,1079,0,98,4,242,9,242,0,242,0,242,48,4,242,242
GA,44,111,12,45,109,13,18,164,22320,167,18453,167,1983,164,235,167,104,164,5,164,36,164,2217,167,570,164,530,167,1922,164,1609,167,61,164,28,164,2565,167,0.826747311827957,167,18453,22320,0.108538587848933,164,1983,18270,0.090066766589454,164,1983,22017,0.227635782747604,164,570,2504,0.864327485380117,167,2217,2565,2021/10/16,,0,167,26,167,18,167,17,167,17,167,18,167,24,167,16,167,28,167,0,164,3,164,12,164,7,164,12,164,24,164,20,164,15,164,11,164,29,164,10897,4982,5180,1745,34,203,2,158,3,158,0,158,0,158,9,4,158,158
HI,3,23,0,3,23,0,3,26,2623,26,1959,26,100,26,9,26,22,26,0,26,0,26,163,26,22,26,21,26,94,26,86,26,6,26,1,26,214,26,0.746854746473504,26,1959,2623,0.051046452271567,26,100,1959,0.038124285169653,26,100,2623,0.102803738317757,26,22,214,0.761682242990654,26,163,214,2021/10/16,,0,26,0,25,2,25,1,25,0,25,4,25,1,25,0,25,1,26,1,26,2,25,1,25,3,25,2,25,3,25,6,25,4,25,0,26,1,26,848,11,30,38,0,15,0,24,0,24,0,24,0,24,0,0,24,24
