state,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
WA,6,97,11867,93,9347,100,347,97,942,94,89,95,86,97,343,97,291,99,3,96,2,75,1116,83,0.6443920114603522,93,7647,11867,0.037513513513513515,97,347,9250,0.022521753966899847,90,264,11722,0.05779816513761468,81,63,1090,0.6801075268817204,83,759,1116,2020-10-21
WI,10,141,13254,144,8627,143,1379,140,1071,140,341,138,270,141,1373,140,1329,143,6,137,6,116,1631,142,0.6508978421608571,143,8627,13254,0.16489298098768385,140,1379,8363,0.10700706137968495,140,1379,12887,0.21971649484536082,137,341,1552,0.6586715867158671,140,1071,1626,2020-10-21
WV,6,58,6500,62,4519,62,338,58,481,62,87,58,78,62,338,58,260,62,0,58,0,7,652,62,0.6952307692307692,62,4519,6500,0.07647058823529412,58,338,4420,0.0536337670580768,58,338,6302,0.1447587354409318,58,87,601,0.7377300613496932,62,481,652,2020-10-21
AK,0,23,1499,23,926,23,58,23,95,21,13,22,13,22,57,23,57,23,1,23,1,22,140,21,0.6177451634422949,23,926,1499,0.06263498920086392,23,58,926,0.038692461641094064,23,58,1499,0.09285714285714286,20,13,140,0.6785714285714286,21,95,140,2020-10-21
AL,5,112,15330,112,11199,112,1116,112,1301,112,324,112,299,114,1090,112,936,114,26,111,17,112,1535,112,0.7305283757338552,112,11199,15330,0.1003335436761922,108,1113,11093,0.07347989700930878,108,1113,15147,0.21643286573146292,108,324,1497,0.847557003257329,112,1301,1535,2020-10-21
AR,4,101,9718,103,6011,104,629,102,711,102,194,101,203,103,611,102,582,104,14,101,3,89,1042,102,0.6172051862523152,103,5998,9718,0.10706382978723404,102,629,5875,0.06609920134510298,101,629,9516,0.19497487437185929,99,194,995,0.682341650671785,100,711,1042,2020-10-21
AZ,9,102,15693,110,11057,113,784,109,1097,110,198,106,191,109,774,109,582,112,9,103,1,76,2005,110,0.6989103421907857,110,10968,15693,0.07261948869951834,109,784,10796,0.05045722809520721,107,778,15419,0.10211449200618876,105,198,1939,0.5471321695760598,110,1097,2005,2020-10-21
CA,13,400,71527,408,46180,408,2330,395,5102,403,636,393,641,401,2304,395,2283,403,24,389,22,359,7657,403,0.6456303214170872,408,46180,71527,0.051418987509379,395,2330,45314,0.033170565038509174,395,2330,70243,0.08627238198589257,393,636,7372,0.6663184014627138,403,5102,7657,2020-10-21
CO,2,97,11076,99,7367,99,517,97,823,93,169,95,171,97,507,97,490,99,10,95,10,78,1247,94,0.6651318165402672,99,7367,11076,0.07118270687043922,97,517,7263,0.047214611872146116,97,517,10950,0.13863822805578344,92,169,1219,0.6599839615076183,93,823,1247,2020-10-21
CT,8,29,8190,30,6139,30,378,30,535,30,63,29,50,30,367,29,243,30,9,29,0,5,1068,30,0.7495726495726496,30,6139,8190,0.06223246624958841,29,378,6074,0.046655146877314244,29,378,8102,0.06022944550669216,29,63,1046,0.5009363295880149,30,535,1068,2020-10-21
DC,5,12,3608,14,2837,14,113,13,272,14,23,12,23,13,109,13,112,14,4,13,4,13,395,14,0.7863082039911308,14,2837,3608,0.041240875912408756,13,113,2740,0.03247126436781609,13,113,3480,0.06133333333333333,12,23,375,0.6886075949367089,14,272,395,2020-10-21
DE,1,15,3207,16,2335,16,131,15,145,14,26,13,26,14,131,15,128,16,0,15,0,14,178,14,0.7280947926410976,16,2335,3207,0.05646551724137931,15,131,2320,0.041259842519685036,15,131,3175,0.1511627906976744,13,26,172,0.8146067415730337,14,145,178,2020-10-21
FL,62,264,80901,270,44196,270,2410,264,4660,270,564,264,513,270,2371,264,2318,270,39,264,32,263,6219,270,0.5462973263618497,270,44196,80901,0.05543033258199549,264,2410,43478,0.030166478908499186,264,2410,79890,0.09406270847231488,264,564,5996,0.7493166103875221,270,4660,6219,2020-10-21
GA,11,159,20481,163,16063,163,1681,158,2086,159,474,156,426,159,1618,156,1342,159,63,156,12,148,2548,159,0.7842878765685269,163,16063,20481,0.10711099783356696,157,1681,15694,0.08428600080224628,157,1681,19944,0.1909750201450443,154,474,2482,0.8186813186813187,159,2086,2548,2020-10-21
HI,0,23,2284,21,1639,23,75,24,128,22,9,23,9,23,74,24,68,24,1,24,1,20,211,22,0.7119089316987741,21,1626,2284,0.04148871262965223,23,68,1639,0.0297723292469352,21,68,2284,0.04265402843601896,22,9,211,0.6066350710900474,22,128,211,2020-10-21
IA,3,124,8254,126,5065,126,571,124,483,126,124,124,119,126,566,124,537,126,5,124,2,124,695,126,0.61364187060819,126,5065,8254,0.11436010414580412,124,571,4993,0.07000122594090964,124,571,8157,0.1834319526627219,124,124,676,0.6949640287769784,126,483,695,2020-10-21
ID,3,50,4178,51,2204,51,269,50,230,49,66,50,68,51,265,50,258,51,3,50,3,42,305,49,0.5275251316419339,51,2204,4178,0.12629107981220658,50,269,2130,0.06564177647632992,50,269,4098,0.22525597269624573,48,66,293,0.7540983606557377,49,230,305,2020-10-21
IL,57,191,31197,197,21046,201,2123,194,2145,189,483,187,413,192,2092,194,2028,199,27,192,24,171,3718,187,0.6617944033080104,197,20646,31197,0.10253561941560009,194,2123,20705,0.06802344513187887,190,2089,30710,0.12886456908344734,181,471,3655,0.5726634251755808,185,2120,3702,2020-10-21
IN,3,155,18393,157,11698,157,1160,154,1505,156,370,154,379,156,1158,154,1173,156,2,150,2,150,2208,150,0.6360028271625074,157,11698,18393,0.10157618213660245,154,1160,11420,0.06442654818106082,154,1160,18005,0.1716937354988399,148,370,2155,0.6816123188405797,150,1505,2208,2020-10-21
KS,2,139,8482,141,4989,146,456,139,571,134,107,132,110,135,452,139,442,142,4,133,4,129,775,131,0.5821740155623674,141,4938,8482,0.09277721261444558,139,456,4915,0.05434651917758807,135,452,8317,0.136,126,102,750,0.7251612903225807,131,562,775,2020-10-21
KY,26,114,14005,117,9611,117,885,114,1163,114,241,113,251,115,872,114,760,116,13,114,6,114,1579,115,0.6862549089610853,117,9611,14005,0.09435973984433309,114,885,9379,0.06474978050921862,114,885,13668,0.15710560625814862,113,241,1534,0.7365421152628245,114,1163,1579,2020-10-21
LA,9,203,14532,179,9312,179,594,212,1189,112,184,212,175,212,586,212,580,212,8,212,1,212,1918,112,0.6407927332782825,179,9312,14532,0.0637212331741207,176,587,9212,0.040809232480533926,176,587,14384,0.09483667017913593,110,180,1898,0.6199165797705943,112,1189,1918,2020-10-21
MA,23,102,21535,103,15513,103,488,102,993,103,107,102,81,103,480,102,300,103,8,102,5,102,1956,103,0.7203622010680288,103,15513,21535,0.03166158437682476,102,488,15413,0.022800541980096248,102,488,21403,0.05544041450777202,102,107,1930,0.5076687116564417,103,993,1956,2020-10-21
MD,2,56,11227,57,9158,57,425,55,925,57,122,55,124,56,425,55,430,56,0,55,0,55,1241,56,0.8157121225616817,57,9158,11227,0.04698209153216892,55,425,9046,0.03847198334389427,55,425,11047,0.10149750415973377,54,122,1202,0.7421434327155519,56,921,1241,2020-10-21
ME,0,37,3208,38,2184,38,22,37,213,38,2,37,0,38,21,37,12,38,1,36,0,26,322,38,0.6807980049875312,38,2184,3208,0.010208816705336427,37,22,2155,0.006929133858267717,37,22,3175,0.006349206349206349,37,2,315,0.6614906832298136,38,213,322,2020-10-21
MI,29,149,24197,156,18454,156,1239,153,2065,154,315,151,303,154,1226,153,1126,156,9,153,8,130,2641,154,0.7626565276687193,156,18454,24197,0.0674652872311462,153,1239,18365,0.05145562523360605,153,1239,24079,0.12,151,315,2625,0.781900795153351,154,2065,2641,2020-10-21
MN,29,130,11795,131,8111,131,751,130,753,131,160,130,146,131,727,130,603,131,10,130,0,2,976,131,0.687664264518864,131,8111,11795,0.09568097846859473,130,751,7849,0.06558379180857567,130,751,11451,0.17057569296375266,130,160,938,0.7715163934426229,131,753,976,2020-10-21
MO,20,138,21306,142,13783,142,1389,138,1596,142,452,138,424,142,1371,138,1236,142,13,137,5,114,2303,142,0.6469069745611565,142,13783,21306,0.1022375975268659,138,1389,13586,0.06606735159817352,138,1389,21024,0.20196604110813227,138,452,2238,0.6930091185410334,142,1596,2303,2020-10-21
MS,5,103,8654,106,5548,106,562,103,648,99,162,96,167,98,556,103,562,105,6,103,6,92,761,95,0.6410908250519991,106,5548,8654,0.10338484179543782,103,562,5436,0.0660865475070555,103,562,8504,0.21862348178137653,91,162,741,0.8515111695137977,95,648,761,2020-10-21
MT,429,66,2938,66,2129,67,334,66,149,67,72,66,73,67,334,66,335,67,0,66,0,64,195,66,0.6790333560245064,66,1995,2938,0.15829383886255924,66,334,2110,0.10904712762297901,65,317,2907,0.37037037037037035,65,70,189,0.676923076923077,66,132,195,2020-10-21
NC,18,123,23669,128,18126,128,1522,122,1947,124,374,121,349,125,1488,122,1156,126,34,122,9,122,2448,124,0.7658118213697241,128,18126,23669,0.08509924517752307,122,1522,17885,0.06526306762145706,122,1522,23321,0.15655085809962327,120,374,2389,0.7953431372549019,124,1947,2448,2020-10-21
ND,9,48,2293,49,1677,49,282,48,65,47,39,48,42,49,282,48,267,49,0,48,0,47,85,47,0.7313563017880506,49,1677,2293,0.17028985507246377,48,282,1656,0.12439347154830172,48,282,2267,0.2962962962962963,46,24,81,0.7647058823529411,47,65,85,2020-10-21
NE,0,91,5139,93,3472,94,415,93,409,93,124,92,123,93,415,93,403,94,0,92,15,91,618,93,0.6748394629305312,93,3468,5139,0.12123867952088811,93,415,3423,0.08163668709231073,92,413,5059,0.2059800664451827,92,124,602,0.6618122977346278,93,409,618,2020-10-21
NH,1,30,3248,30,2196,30,22,30,162,30,9,29,9,29,22,30,22,30,0,30,0,29,282,30,0.6761083743842364,30,2196,3248,0.010018214936247723,30,22,2196,0.0067733990147783255,30,22,3248,0.03260869565217391,29,9,276,0.574468085106383,30,162,282,2020-10-21
NJ,4,33,8075,34,5821,34,287,33,397,34,39,33,38,34,273,33,261,34,1,33,0,20,889,34,0.7208668730650155,34,5821,8075,0.04999129071590315,33,287,5741,0.03620537403809764,33,287,7927,0.045507584597432905,33,39,857,0.4465691788526434,34,397,889,2020-10-21
NM,3,50,3731,52,2461,51,344,48,321,50,116,48,122,49,341,48,343,49,3,48,3,48,399,50,0.6640582838640043,51,2461,3706,0.1443558539655896,48,344,2383,0.09600893106335473,48,344,3583,0.31607629427792916,47,116,367,0.8106060606060606,49,321,396,2020-10-21
NV,13,62,8391,61,6180,62,526,62,620,62,138,61,133,61,521,62,449,62,5,61,3,60,846,62,0.7274460731736384,61,6104,8391,0.08511326860841424,62,526,6180,0.0626862114169944,61,526,8391,0.16312056737588654,61,138,846,0.7328605200945626,62,620,846,2020-10-21
NY,55,156,56254,177,40025,177,1515,169,4041,172,291,167,282,176,1475,168,1255,177,31,167,12,151,6730,170,0.711504959647314,177,40025,56254,0.03814007351090076,168,1515,39722,0.027249181625238317,168,1515,55598,0.043379341726073106,160,286,6593,0.5973254086181278,170,4020,6730,2020-10-21
OH,35,212,33607,218,22742,218,1330,214,2794,214,373,213,380,216,1323,214,1335,217,7,214,7,214,3901,213,0.6767042580414795,218,22742,33607,0.05922693266832918,214,1330,22456,0.0400192573870133,214,1330,33234,0.09685795897169566,210,373,3851,0.7162266085619072,213,2794,3901,2020-10-21
OK,5,150,11277,152,7515,152,867,150,837,152,268,150,279,152,850,150,845,152,5,147,5,118,1202,152,0.6664006384676776,152,7515,11277,0.1196522219155396,150,867,7246,0.07917808219178082,150,867,10950,0.23674911660777384,150,268,1132,0.6963394342762064,152,837,1202,2020-10-21
OR,0,60,6741,62,4853,62,139,61,509,62,36,60,35,62,139,61,134,63,0,60,0,52,805,62,0.719922860109776,62,4853,6741,0.029256998526625975,60,139,4751,0.021150334753499696,60,139,6572,0.04633204633204633,60,36,777,0.6322981366459627,62,509,805,2020-10-21
PA,15,211,35612,214,26846,218,1378,210,2988,216,328,207,338,213,1373,210,1284,216,8,209,5,179,3680,210,0.7405649780972706,214,26373,35612,0.05186690755796447,210,1378,26568,0.03798943001648008,206,1337,35194,0.08956059333893088,200,320,3573,0.7869565217391304,209,2896,3680,2020-10-21
WY,1,28,1650,30,764,30,95,28,55,30,22,28,23,30,95,28,95,30,0,27,0,24,123,30,0.463030303030303,30,764,1650,0.12717536813922356,28,95,747,0.058787128712871284,28,95,1616,0.1896551724137931,28,22,116,0.44715447154471544,30,55,123,2020-10-21
