state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state
WA,8,94,2,7,95,2,11,102,14636,104,9731,104,649,102,67,104,69,102,0,102,1,102,947,104,157,102,152,104,644,102,571,104,5,102,0,102,1369,104,0.664867450122984,104,9731,14636,0.067435577722361,102,649,9624,0.044740107541707,102,649,14506,0.116815476190476,102,157,1344,0.691745799853908,104,947,1369,2021/04/21,POINT (-120.592492 47.411715)
WI,7,122,21,11,118,21,2,147,13355,150,8201,149,416,146,86,150,40,147,4,147,10,147,869,149,126,146,118,149,407,146,384,149,9,146,3,146,1591,150,0.622844991266044,149,8201,13167,0.05183800623053,146,416,8025,0.032228075612024,146,416,12908,0.08187134502924,146,126,1539,0.546197360150848,149,869,1591,2021/04/21,POINT (-89.732969 44.639954)
WV,13,46,4,13,46,4,2,59,6147,63,4729,63,291,59,33,63,52,59,1,59,0,59,489,63,84,59,85,63,286,59,273,63,5,59,4,59,668,63,0.769318366682935,63,4729,6147,0.062756092301057,59,291,4637,0.048882916176718,59,291,5953,0.134615384615385,59,84,624,0.732035928143712,63,489,668,2021/04/21,POINT (-80.613729 38.642579)
AK,1,23,0,1,23,0,0,24,1673,24,1027,24,39,24,7,24,0,24,1,24,0,24,88,24,11,24,10,24,38,24,36,24,1,24,1,24,139,24,0.613867304243873,24,1027,1673,0.037974683544304,24,39,1027,0.023311416616856,24,39,1673,0.079136690647482,24,11,139,0.633093525179856,24,88,139,2021/04/21,POINT (-151.631889 63.631126)
AL,24,78,14,29,72,15,4,110,15468,116,10765,116,473,110,47,112,59,110,2,110,3,110,1258,116,149,110,128,112,461,110,334,112,12,110,4,110,1635,116,0.695952935091802,116,10765,15468,0.044668996128057,110,473,10589,0.031235554381562,110,473,15143,0.094006309148265,110,149,1585,0.769418960244648,116,1258,1635,2021/04/21,POINT (-86.844516 32.756889)
AR,13,93,2,17,89,2,0,106,9110,108,6896,108,196,106,26,108,43,106,0,106,9,106,661,108,65,106,44,108,188,106,121,108,8,106,1,106,968,108,0.756970362239298,108,6896,9110,0.028480092996222,106,196,6882,0.021612085125152,106,196,9069,0.068349106203996,106,65,951,0.682851239669422,108,661,968,2021/04/21,POINT (-92.439162 34.899825)
AZ,23,98,3,25,96,3,4,121,17002,124,11626,124,597,121,65,124,110,121,1,121,7,121,1125,124,195,121,141,124,587,121,398,124,10,121,7,121,2233,124,0.683801905658158,124,11626,17002,0.052299605781866,121,597,11415,0.035778496943545,121,597,16686,0.090445269016698,121,195,2156,0.503806538289297,124,1125,2233,2021/04/21,POINT (-111.664616 34.293239)
CA,66,315,33,84,297,33,32,405,62852,414,45660,414,2096,405,243,414,441,406,6,406,4,406,4801,414,452,405,402,413,2047,405,1746,413,49,405,37,405,6986,414,0.726468529243302,414,45660,62852,0.046550881712788,405,2096,45026,0.033856690573108,405,2096,61908,0.066490144160047,405,452,6798,0.687231606069282,414,4801,6986,2021/04/21,POINT (-119.662127 37.211164)
CO,6,86,13,7,85,13,13,103,11879,105,8337,105,673,103,84,105,48,103,2,103,11,103,878,105,210,103,212,105,653,103,606,105,20,103,7,103,1294,105,0.701826753093695,105,8337,11879,0.081605432278404,103,673,8247,0.057169554875977,103,673,11772,0.166534496431404,103,210,1261,0.678516228748068,105,878,1294,2021/04/21,POINT (-105.547832 38.998552)
CT,4,34,1,4,34,1,17,38,8407,39,7104,39,521,38,67,39,45,38,0,38,0,38,626,39,117,38,111,39,512,38,464,39,9,38,6,38,1052,39,0.845010110622101,39,7104,8407,0.073890228336406,38,521,7051,0.062627719677846,38,521,8319,0.113592233009709,38,117,1030,0.595057034220532,39,626,1052,2021/04/21,POINT (-72.738288 41.575155)
DC,0,12,2,0,12,2,2,11,3025,13,2349,13,171,13,6,14,67,13,1,13,6,13,242,14,35,11,31,12,152,13,122,14,19,13,4,13,331,14,0.776528925619835,13,2349,3025,0.061619718309859,12,140,2272,0.048176187198899,12,140,2906,0.137254901960784,11,35,255,0.731117824773414,14,242,331,2021/04/21,POINT (-77.016275 38.904785)
DE,2,12,2,2,12,2,3,15,3317,16,2455,16,188,15,16,16,40,15,1,15,1,15,152,16,27,15,22,16,187,15,151,16,1,15,1,15,194,16,0.740126620440157,16,2455,3317,0.076986076986077,15,188,2442,0.057229832572298,15,188,3285,0.145161290322581,15,27,186,0.783505154639175,16,152,194,2021/04/21,POINT (-75.452394 38.994926)
FL,12,238,15,26,224,15,73,259,58772,265,45100,265,3790,259,481,265,203,259,10,259,12,259,4970,265,880,259,804,265,3745,259,3404,265,45,259,30,259,6453,265,0.767372218063023,265,45100,58772,0.085252834263092,259,3790,44456,0.065551654357715,259,3790,57817,0.140957872817556,259,880,6243,0.770184410351774,265,4970,6453,2021/04/21,POINT (-82.420978 28.260731)
GA,26,132,11,31,126,12,5,166,22580,169,16910,169,1470,166,247,169,107,166,14,166,38,166,1999,169,371,166,321,169,1420,166,1083,169,50,166,15,166,2661,169,0.7488928255093,169,16910,22580,0.087797885683569,166,1470,16743,0.065954773869347,166,1470,22288,0.142091152815013,166,371,2611,0.751221345358888,169,1999,2661,2021/04/21,POINT (-83.426574 32.638481)
HI,2,19,4,2,19,4,1,25,2631,25,1890,25,50,25,1,25,13,25,0,25,0,25,143,25,7,25,6,25,49,25,41,25,1,25,0,25,219,25,0.718358038768529,25,1890,2631,0.026455026455026,25,50,1890,0.019004180919802,25,50,2631,0.031963470319635,25,7,219,0.65296803652968,25,143,219,2021/04/21,POINT (-157.854309 21.361013)
IA,1,36,89,0,37,89,1,124,8038,126,4685,126,195,124,17,126,7,124,0,124,0,124,434,126,47,124,42,126,195,124,179,126,0,124,0,124,669,126,0.582856431948246,126,4685,8038,0.042180402336145,124,195,4623,0.024556101246694,124,195,7941,0.072307692307692,124,47,650,0.648729446935725,126,434,669,2021/04/21,POINT (-93.500061 42.074659)
ID,4,39,8,4,39,8,4,50,3677,51,2121,51,127,50,14,51,1,50,0,50,0,50,213,51,40,50,39,51,122,50,116,51,5,50,5,50,306,51,0.576828936633125,51,2121,3677,0.060940499040307,50,127,2084,0.034918889194391,50,127,3637,0.135135135135135,50,40,296,0.696078431372549,51,213,306,2021/04/21,POINT (-114.659366 44.389073)
IL,9,166,24,9,166,24,7,194,30981,199,21132,199,2022,194,236,199,270,194,4,194,30,194,2141,199,473,194,437,199,1982,194,1787,199,40,194,23,194,3385,198,0.682095477873535,199,21132,30981,0.096811261131859,194,2022,20886,0.066039584558103,194,2022,30618,0.142426979825354,193,473,3321,0.632496307237814,198,2141,3385,2021/04/21,POINT (-89.148632 40.124144)
IN,13,149,2,14,148,2,0,162,18887,164,11796,164,882,162,80,164,103,162,9,162,2,162,1489,164,235,162,178,164,864,162,669,164,18,162,7,162,2231,164,0.624556573304389,164,11796,18887,0.075384615384615,162,882,11700,0.047057568158779,162,882,18743,0.107699358386801,162,235,2182,0.667413715822501,164,1489,2231,2021/04/21,POINT (-86.2818 39.919991)
KS,12,131,4,15,128,4,1,144,8741,147,4776,147,185,144,23,147,28,144,0,144,0,144,550,147,60,144,50,147,184,144,157,147,1,144,0,144,860,147,0.546390573160966,147,4776,8741,0.03907900295733,144,185,4734,0.021374927787406,144,185,8655,0.071428571428571,144,60,840,0.63953488372093,147,550,860,2021/04/21,POINT (-98.38018 38.484729)
KY,0,25,93,3,113,2,9,116,14478,118,8398,118,439,116,112,118,54,116,0,116,8,116,1089,118,109,116,98,118,427,116,361,118,12,116,2,116,1837,118,0.58005249343832,118,8398,14478,0.052968146718147,116,439,8288,0.03071218693158,116,439,14294,0.060927892677473,116,109,1789,0.592814371257485,118,1089,1837,2021/04/21,POINT (-85.290484 37.526683)
LA,41,176,6,44,173,6,1,217,14096,223,8648,223,295,223,38,218,8,218,3,218,0,218,1088,223,99,223,97,223,289,223,351,223,6,223,5,223,1838,223,0.613507377979569,223,8648,14096,0.034111933395005,223,295,8648,0.020927922814983,223,295,14096,0.05386289445049,223,99,1838,0.591947769314472,223,1088,1838,2021/04/21,POINT (-91.840238 30.921314)
MA,11,90,1,10,91,1,8,101,19045,102,15360,102,562,101,68,102,61,101,2,101,2,101,972,102,160,101,152,102,555,101,481,102,7,101,5,101,1396,102,0.806510895248097,102,15360,19045,0.036842795332372,101,562,15254,0.029718153455661,101,562,18911,0.116959064327485,101,160,1368,0.696275071633238,102,972,1396,2021/04/21,POINT (-71.481104 42.151077)
MD,3,54,4,3,54,4,7,60,12031,61,9718,61,1368,60,117,61,243,60,1,60,8,60,991,61,327,60,300,61,1357,60,1116,61,11,60,6,60,1348,61,0.807746654475937,61,9718,12031,0.141614906832298,60,1368,9660,0.114697744613063,60,1368,11927,0.249618320610687,60,327,1310,0.735163204747774,61,991,1348,2021/04/21,POINT (-76.687282 38.946466)
ME,4,26,9,1,29,9,1,38,3317,39,2275,39,141,38,14,39,16,38,0,38,3,38,244,39,57,38,50,39,138,38,113,39,3,38,0,38,326,39,0.685860717515828,39,2275,3317,0.062974542206342,38,141,2239,0.043000914913083,38,141,3279,0.180379746835443,38,57,316,0.748466257668712,39,244,326,2021/04/21,POINT (-69.06137 45.117911)
MI,18,142,4,14,146,4,13,160,23194,164,18064,164,3645,160,361,164,71,160,9,160,7,160,2308,164,897,160,855,164,3592,160,3448,164,53,160,44,160,2762,164,0.778822109166164,164,18064,23194,0.202928404409309,160,3645,17962,0.158533402922756,160,3645,22992,0.331730769230769,160,897,2704,0.835626357711803,164,2308,2762,2021/04/21,POINT (-85.730977 44.874798)
MN,15,110,15,14,111,15,18,139,9901,140,7377,140,737,139,84,140,34,139,0,139,2,139,709,140,192,139,179,140,713,139,610,140,24,139,16,139,956,140,0.745076254923745,140,7377,9901,0.101515151515152,139,737,7260,0.07582304526749,139,737,9720,0.208695652173913,139,192,920,0.74163179916318,140,709,956,2021/04/21,POINT (-94.198308 46.349153)
MO,22,96,20,28,90,20,14,134,16935,138,13349,138,778,134,50,138,163,134,5,134,30,134,1408,138,212,134,151,138,731,134,503,138,47,134,18,134,1796,138,0.78824918807204,138,13349,16935,0.059145507070093,134,778,13154,0.046723920485256,134,778,16651,0.122472559214327,134,212,1731,0.783964365256125,138,1408,1796,2021/04/21,POINT (-92.477244 38.3675)
MS,10,95,2,12,93,2,0,105,8666,107,5397,107,241,105,19,107,17,105,1,105,9,105,558,107,84,105,46,107,225,105,147,107,16,105,2,105,848,107,0.622778675282714,107,5397,8666,0.045013074336944,105,241,5354,0.028046084021878,105,241,8593,0.101449275362319,105,84,828,0.658018867924528,107,558,848,2021/04/21,POINT (-89.65344 32.713378)
MT,5,60,1,5,60,1,3,65,3161,66,2001,66,55,65,10,66,9,65,0,65,0,65,127,66,10,65,9,66,50,65,48,66,5,65,2,65,226,66,0.63302752293578,66,2001,3161,0.027665995975855,65,55,1988,0.017560664112388,65,55,3132,0.045454545454545,65,10,220,0.561946902654867,66,127,226,2021/04/21,POINT (-109.645127 47.033521)
NC,3,123,5,7,119,5,17,127,24068,131,18024,131,1156,127,115,131,106,127,1,127,11,127,1858,131,301,127,285,131,1133,127,1040,131,23,127,12,127,2461,131,0.748878178494266,131,18024,24068,0.06475464933901,127,1156,17852,0.048581634797226,127,1156,23795,0.125312239800167,127,301,2402,0.754977651361235,131,1858,2461,2021/04/21,POINT (-79.130883 35.52603)
ND,11,37,1,11,37,1,29,48,2384,49,1651,49,98,48,10,49,11,48,0,48,2,48,127,49,20,48,17,49,94,48,68,49,4,48,2,48,200,49,0.69253355704698,49,1651,2384,0.05982905982906,48,98,1638,0.04156064461408,48,98,2358,0.102040816326531,48,20,196,0.635,49,127,200,2021/04/21,POINT (-100.46931 47.446305)
NE,9,91,1,15,85,1,0,100,4365,101,2868,101,136,100,14,101,8,100,1,100,0,100,381,101,50,100,44,101,134,100,120,101,2,100,2,100,569,101,0.657044673539519,101,2868,4365,0.048073524213503,100,136,2829,0.031709023082304,100,136,4289,0.089766606822262,100,50,557,0.669595782073814,101,381,569,2021/04/21,POINT (-99.810595 41.527099)
NH,2,27,1,4,25,1,0,30,3124,30,2157,30,113,30,12,30,24,30,0,30,0,30,159,30,23,30,21,30,112,30,86,30,1,30,1,30,282,30,0.690460947503201,30,2157,3124,0.052387575336115,30,113,2157,0.036171574903969,30,113,3124,0.081560283687943,30,23,282,0.563829787234042,30,159,282,2021/04/21,POINT (-71.57139 43.680429)
NJ,7,78,11,9,76,11,77,95,24484,96,16662,96,1874,95,159,96,151,95,5,95,3,95,1366,96,379,95,352,96,1845,95,1697,96,29,95,5,95,3039,96,0.680526057833687,96,16662,24484,0.112681137634538,95,1874,16631,0.076771814829988,95,1874,24410,0.125372146873966,95,379,3023,0.449489963803883,96,1366,3039,2021/04/21,POINT (-74.655514 40.110253)
NM,11,42,1,16,37,1,2,49,4357,54,2936,50,131,49,11,54,9,53,0,49,0,53,292,50,31,49,26,50,121,49,113,50,10,49,3,49,425,54,0.677590583891068,50,2936,4333,0.045454545454545,49,131,2882,0.031005917159763,49,131,4225,0.077306733167082,49,31,401,0.690307328605201,50,292,423,2021/04/21,POINT (-106.108388 34.421369)
NV,0,3,60,0,3,60,20,63,8842,63,6062,63,332,63,39,63,45,63,2,63,2,63,592,63,64,63,61,63,328,63,280,63,4,63,4,63,850,63,0.685591495136847,63,6062,8842,0.054767403497196,63,332,6062,0.037548066048405,63,332,8842,0.075294117647059,63,64,850,0.696470588235294,63,592,850,2021/04/21,POINT (-114.916992 39.283294)
NY,4,194,9,4,194,9,164,198,52838,207,39046,207,3903,198,338,207,142,198,12,198,23,198,3647,207,841,198,782,207,3813,198,3361,207,90,198,50,198,5542,207,0.738975737158863,207,39046,52838,0.100727779498297,198,3903,38748,0.074674268659001,198,3903,52267,0.155137428518723,198,841,5421,0.658065680259834,207,3647,5542,2021/04/21,POINT (-75.59655 42.921241)
OH,9,207,12,15,201,12,31,224,32071,228,21821,228,1652,224,163,228,171,224,7,224,51,224,2697,228,466,224,349,228,1521,224,1181,228,131,224,27,224,4140,228,0.680396619999376,228,21821,32071,0.076287231586239,224,1652,21655,0.052028218694885,224,1652,31752,0.114468189633997,224,466,4071,0.651449275362319,228,2697,4140,2021/04/21,POINT (-82.70936 40.415534)
OK,27,111,13,30,108,13,5,149,10725,151,7250,151,295,149,39,151,79,149,1,149,8,149,758,151,73,149,54,151,268,149,211,151,27,149,21,149,1029,151,0.675990675990676,151,7250,10725,0.041438404270263,149,295,7119,0.027938251728383,149,295,10559,0.073886639676113,149,73,988,0.736637512147716,151,758,1029,2021/04/21,POINT (-97.508297 35.583449)
OR,4,54,7,5,53,7,10,63,7008,65,5142,65,357,63,43,65,35,63,1,63,5,63,544,65,76,63,68,65,343,63,294,65,14,63,7,63,808,65,0.733732876712329,65,5142,7008,0.070819281888514,63,357,5041,0.052208248025739,63,357,6838,0.096446700507614,63,76,788,0.673267326732673,65,544,808,2021/04/21,POINT (-120.605279 43.940449)
PA,21,201,6,24,198,6,31,222,30927,228,24133,228,2828,222,250,228,352,222,5,220,21,220,2712,228,573,222,530,228,2772,222,2482,228,56,221,36,221,3665,228,0.780321402011188,228,24133,30927,0.118242254463352,222,2828,23917,0.092581680089046,222,2828,30546,0.161000280977803,222,573,3559,0.739972714870396,228,2712,3665,2021/04/21,POINT (-77.838886 40.896694)
WY,3,26,2,4,25,2,0,29,1733,31,735,31,29,29,3,31,14,29,0,29,0,29,43,31,5,29,3,31,27,29,20,31,2,29,1,29,138,31,0.424120023081362,31,735,1733,0.039835164835165,29,29,728,0.017159763313609,29,29,1690,0.039370078740157,29,5,127,0.311594202898551,31,43,138,2021/04/21,POINT (-107.55145 42.999627)
