state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state,previous_day_admission_adult_covid_confirmed_18-19,previous_day_admission_adult_covid_confirmed_18-19_coverage,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_20-29_coverage,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_30-39_coverage,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_40-49_coverage,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_50-59_coverage,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_60-69_coverage,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_70-79_coverage,previous_day_admission_adult_covid_confirmed_80+,previous_day_admission_adult_covid_confirmed_80+_coverage,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_confirmed_unknown_coverage,previous_day_admission_adult_covid_suspected_18-19,previous_day_admission_adult_covid_suspected_18-19_coverage,previous_day_admission_adult_covid_suspected_20-29,previous_day_admission_adult_covid_suspected_20-29_coverage,previous_day_admission_adult_covid_suspected_30-39,previous_day_admission_adult_covid_suspected_30-39_coverage,previous_day_admission_adult_covid_suspected_40-49,previous_day_admission_adult_covid_suspected_40-49_coverage,previous_day_admission_adult_covid_suspected_50-59,previous_day_admission_adult_covid_suspected_50-59_coverage,previous_day_admission_adult_covid_suspected_60_69,previous_day_admission_adult_covid_suspected_60-69_coverage,previous_day_admission_adult_covid_suspected_70-79,previous_day_admission_adult_covid_suspected_70-79_coverage,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_80+_coverage,previous_day_admission_adult_covid_suspected_unknown,previous_day_admission_adult_covid_suspected_unknown_coverage,deaths_covid,deaths_covid_coverage
PA,19,200,6,26,193,6,8,219,29513,225,22494,225,447,219,32,225,228,219,3,216,24,215,2341,225,60,219,52,225,413,219,254,225,34,218,9,218,3449,225,0.762172601904246,225,22494,29513,0.020069142010506,219,447,22273,0.015345005149331,219,447,29130,0.017947950942267,219,60,3343,0.678747463032763,225,2341,3449,2021/06/30,,1,219,6,218,5,219,2,218,6,218,4,219,6,217,1,220,1,206,1,211,17,212,17,211,24,212,28,211,46,211,46,211,46,213,4,200,6,219
PR,0,4,62,0,4,62,0,65,9234,66,5700,66,41,65,2,66,9,65,0,65,8,65,445,66,6,65,6,66,31,65,16,66,10,65,2,65,632,66,0.617283950617284,66,5700,9234,0.007352941176471,65,41,5576,0.004534896582236,65,41,9041,0.009983361064892,65,6,601,0.704113924050633,66,445,632,2021/06/30,,0,66,2,66,0,66,0,66,0,66,0,66,0,66,0,66,0,66,0,65,0,65,2,65,0,65,1,65,2,65,2,65,2,65,0,65,0,65
RI,4,9,2,4,9,2,4,14,2469,15,2206,15,72,14,1,15,1,14,0,14,0,14,119,15,4,14,4,15,72,14,31,15,0,14,0,14,157,15,0.893479141352774,15,2206,2469,0.033195020746888,14,72,2169,0.029875518672199,14,72,2410,0.027972027972028,14,4,143,0.75796178343949,15,119,157,2021/06/30,,0,15,0,15,1,15,0,15,0,15,0,15,0,15,0,15,0,15,0,14,0,14,0,14,0,14,0,14,0,14,0,14,1,14,0,14,1,14
SC,19,63,5,19,63,5,0,85,10700,87,7883,87,117,85,13,87,16,85,0,85,1,85,740,87,33,85,29,87,116,85,96,87,1,85,0,85,1159,87,0.736728971962617,87,7883,10700,0.01502311248074,85,117,7788,0.011104783599089,85,117,10536,0.029516994633274,85,33,1118,0.638481449525453,87,740,1159,2021/06/30,,0,87,1,87,2,87,2,87,1,86,1,87,4,87,1,87,1,82,0,85,3,85,1,85,0,85,3,85,4,85,2,85,1,85,2,80,1,85
SD,0,62,3,0,62,3,0,62,2814,65,1487,65,20,62,4,65,8,62,0,62,2,62,111,65,5,62,4,65,20,62,10,65,0,62,0,62,234,65,0.528429282160626,65,1487,2814,0.013717421124829,62,20,1458,0.007280669821624,62,20,2747,0.022421524663677,62,5,223,0.474358974358974,65,111,234,2021/06/30,,0,65,3,65,0,65,0,65,0,65,0,65,1,65,0,65,0,65,0,62,0,62,2,62,1,62,1,62,1,62,3,62,0,62,0,62,0,62
TN,1,60,82,3,58,82,2,63,20136,143,12138,129,132,63,11,63,12,63,0,63,0,63,1592,140,44,63,41,63,130,63,100,63,2,63,2,63,2379,143,0.638976626658244,129,12138,18996,0.019394651777843,63,132,6806,0.012162535704414,63,132,10853,0.028966425279789,63,44,1519,0.679180887372014,140,1592,2344,2021/06/30,,0,63,0,63,0,63,0,63,1,63,5,63,3,63,2,63,0,63,0,63,0,63,1,63,2,63,2,63,2,63,0,63,5,63,0,63,0,63
TX,85,433,75,95,423,75,47,588,68066,593,49807,593,2041,588,226,593,406,588,8,588,61,588,5459,593,581,588,526,593,1978,588,1581,593,63,588,36,588,6811,593,0.731745658625452,593,49807,68066,0.041402113718888,588,2041,49297,0.030309780510262,588,2041,67338,0.087211047733413,588,581,6662,0.801497577448246,593,5459,6811,2021/06/30,,2,593,14,593,31,593,32,593,47,593,32,593,32,593,25,593,11,593,4,588,41,588,48,588,54,588,50,588,60,588,71,588,56,588,22,588,16,588
UT,1,50,9,1,50,9,0,59,6246,60,3616,60,215,59,46,60,0,59,0,59,0,59,385,60,87,59,87,60,211,59,211,60,4,59,0,59,636,60,0.578930515529939,60,3616,6246,0.060359348680517,59,215,3562,0.034874290348743,59,215,6165,0.140776699029126,59,87,618,0.605345911949686,60,385,636,2021/06/30,,0,60,1,60,9,60,10,60,10,60,5,60,8,60,1,60,2,60,0,59,0,59,0,59,0,59,0,59,0,59,0,59,0,59,0,59,2,59
VA,15,69,20,17,67,20,21,101,17958,104,12508,104,220,101,18,104,113,101,0,101,12,101,1193,104,55,101,50,104,210,101,144,104,10,101,2,101,1893,104,0.696514088428556,104,12508,17958,0.017766292497779,101,220,12383,0.012425166610189,101,220,17706,0.029826464208243,101,55,1844,0.630216587427364,104,1193,1893,2021/06/30,,0,104,3,104,1,104,3,104,3,104,2,104,3,104,2,104,1,104,1,101,6,101,10,101,12,101,14,101,21,101,31,101,17,101,1,101,6,101
VI,2,0,0,2,0,0,0,2,168,2,90,2,5,2,1,2,0,2,0,2,0,2,6,2,2,2,2,2,5,2,4,2,0,2,0,2,20,2,0.535714285714286,2,90,168,0.055555555555556,2,5,90,0.029761904761905,2,5,168,0.1,2,2,20,0.3,2,6,20,2021/06/30,,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,2,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,2
