state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
AK,1,23,0,1,23,0,0,24,1664,24,998,24,43,24,6,24,2,24,0,24,0,24,100,24,12,24,9,24,42,24,38,24,1,24,0,24,127,24,0.5997596153846154,24,998,1664,0.04308617234468938,24,43,998,0.025841346153846152,24,43,1664,0.09448818897637795,24,12,127,0.7874015748031497,24,100,127,2021-02-21
AL,29,74,14,33,69,15,9,112,15492,117,11905,117,917,112,111,114,90,112,0,112,9,112,1394,117,250,112,234,114,898,112,761,114,19,112,16,112,1640,117,0.7684611412341854,117,11905,15492,0.0801223241590214,112,917,11445,0.06165120344224822,112,917,14874,0.15832805573147563,112,250,1579,0.85,117,1394,1640,2021-02-21
AR,18,88,2,19,87,2,11,106,9383,108,6763,108,606,106,69,108,64,106,0,106,7,106,767,108,182,106,168,108,586,106,488,108,20,106,14,106,1006,108,0.7207716082276457,108,6763,9383,0.08996437054631828,106,606,6736,0.06486833654463713,106,606,9342,0.18402426693629928,106,182,989,0.7624254473161034,108,767,1006,2021-02-21
AZ,25,92,3,29,88,3,26,117,17321,120,12284,120,1402,117,140,120,174,117,3,117,4,117,1298,120,354,117,190,120,1380,117,1076,120,22,117,13,117,2221,120,0.7091969285838,120,12284,17321,0.11613651424784625,117,1402,12072,0.08252884388980457,117,1402,16988,0.16511194029850745,117,354,2144,0.5844214317874831,120,1298,2221,2021-02-21
CA,104,295,14,128,272,13,36,405,64514,413,49271,413,6179,404,539,413,504,405,18,404,12,404,5998,412,1701,404,1637,412,6062,404,5584,412,117,404,90,404,7756,412,0.7637257029481973,413,49271,64514,0.1270980747079151,404,6179,48616,0.09719840807915558,404,6179,63571,0.22649800266311584,404,1701,7510,0.7733367715317174,412,5998,7756,2021-02-21
CO,7,84,13,5,86,13,7,102,13837,104,9313,104,620,102,73,104,68,102,3,102,16,102,1046,104,192,102,193,104,598,102,532,104,22,102,10,102,1638,104,0.6730505167305052,104,9313,13837,0.06720138738348147,102,620,9226,0.04515988054483211,102,620,13729,0.11962616822429907,102,192,1605,0.6385836385836385,104,1046,1638,2021-02-21
CT,4,33,1,4,33,1,20,37,8137,38,6537,38,544,37,71,38,49,37,0,37,0,37,618,38,111,37,107,38,539,37,456,38,5,37,2,37,1066,38,0.8033673343984269,38,6537,8137,0.08406737753052078,37,544,6471,0.06760283335404499,37,544,8047,0.10622009569377991,37,111,1045,0.5797373358348968,38,618,1066,2021-02-21
DC,0,13,1,0,13,1,10,13,3503,14,2843,14,264,13,19,14,79,13,1,13,9,13,302,14,54,13,53,14,246,13,217,14,18,13,5,13,353,14,0.8115900656580074,14,2843,3503,0.09606986899563319,13,264,2748,0.07819905213270142,13,264,3376,0.16167664670658682,13,54,334,0.8555240793201133,14,302,353,2021-02-21
DE,0,14,1,0,14,1,1,14,3156,15,2285,15,205,14,27,15,31,14,1,14,0,14,162,15,29,14,27,15,203,14,176,15,2,14,2,14,198,15,0.7240177439797212,15,2285,3156,0.09054770318021202,14,205,2264,0.06562099871959026,14,205,3124,0.15263157894736842,14,29,190,0.8181818181818182,15,162,198,2021-02-21
FL,10,239,15,24,225,15,64,258,58104,264,46293,264,4527,258,581,264,222,258,17,258,19,258,5211,264,968,258,938,264,4488,258,4099,264,39,258,32,258,6453,264,0.7967265592730277,264,46293,58104,0.09924584557372737,258,4527,45614,0.07925420168067226,258,4527,57120,0.15512820512820513,258,968,6240,0.8075313807531381,264,5211,6453,2021-02-21
