state,collection_date,Staffed Adult ICU Beds Occupied Estimated,Count LL,Count UL,Percentage of Staffed Adult ICU Beds Occupied Estimated,Percentage LL,Percentage UL,Total Staffed Adult ICU Beds,Total LL,Total UL,geocoded_state
CW,2021/06/19,55017,54903,55131,67.44,67.19,67.68,81588,81447,81729,
CW,2021/06/20,53282,53179,53384,65.58,65.42,65.75,81250,81121,81378,
CW,2021/06/21,53707,53606,53808,65.77,65.61,65.92,81664,81536,81792,
CW,2021/06/22,56362,56264,56460,68.72,68.59,68.86,82016,81886,82146,
CW,2021/06/23,57215,57114,57316,69.6,69.45,69.75,82209,82082,82336,
CW,2021/06/24,56873,56761,56985,69.35,69.16,69.53,82014,81895,82133,
CW,2021/06/25,56009,55862,56156,68.48,68.06,68.91,81790,81614,81965,
CW,2021/06/26,54710,54547,54873,67.12,66.6,67.64,81511,81309,81714,
CW,2021/06/27,53364,53205,53524,65.62,65.11,66.12,81332,81133,81530,
CW,2021/06/28,53617,53496,53739,65.91,65.64,66.19,81348,81211,81486,
CW,2021/06/29,56398,56295,56501,69.17,68.99,69.34,81545,81422,81669,
CW,2021/06/30,57219,57124,57315,69.87,69.74,70,81898,81780,82017,
CW,2021/07/01,56758,56667,56848,69.45,69.31,69.58,81732,81616,81848,
CW,2021/07/02,56254,56163,56345,68.66,68.51,68.82,81930,81812,82047,
CW,2021/07/03,54594,54498,54689,66.99,66.8,67.19,81494,81373,81615,
CW,2021/07/04,53080,52980,53180,65.27,65.04,65.5,81332,81205,81459,
CW,2021/07/05,52840,52728,52951,65.05,64.75,65.34,81234,81104,81365,
CW,2021/07/06,54025,53913,54137,66.34,66.04,66.65,81435,81302,81568,
CW,2021/07/07,56634,56551,56717,69.29,69.14,69.45,81734,81623,81844,
CW,2021/07/08,57295,57193,57398,69.9,69.52,70.29,81967,81847,82087,
CW,2021/07/09,57270,57178,57363,69.82,69.49,70.15,82027,81931,82123,
CW,2021/07/10,55913,55825,56000,68.45,68.11,68.8,81686,81570,81801,
CW,2021/07/11,54692,54601,54783,67.19,66.84,67.55,81397,81281,81513,
CW,2021/07/12,55107,55008,55207,67.57,67.2,67.94,81564,81452,81675,
CW,2021/07/13,57758,57679,57837,70.53,70.22,70.85,81890,81782,81997,
CW,2021/07/14,58689,58617,58761,71.42,71.14,71.69,82182,82093,82270,
CW,2021/07/15,58468,58431,58506,71.36,71.2,71.51,81943,81888,81998,
CW,2021/07/16,58243,58193,58294,70.97,70.77,71.17,82070,82003,82138,
CW,2021/07/17,57128,57028,57227,69.74,69.33,70.15,81917,81773,82061,
CW,2021/07/18,55698,55583,55813,68.23,67.76,68.7,81632,81472,81793,
CW,2021/07/19,55976,55650,56302,68.26,67,69.52,82009,81608,82410,
AL,2021/06/19,1255,1255,1255,79.18,79.18,79.18,1585,1585,1585,POINT (-86.844516 32.756889)
AR,2021/06/19,694,694,694,70.17,70.17,70.17,989,989,989,POINT (-92.439162 34.899825)
CT,2021/06/19,497,497,497,48.25,48.25,48.25,1030,1030,1030,POINT (-72.738288 41.575155)
DC,2021/06/19,262,262,262,79.88,79.88,79.88,328,328,328,POINT (-77.016275 38.904785)
FL,2021/06/19,4698,4698,4698,73.49,73.49,73.49,6393,6393,6393,POINT (-82.420978 28.260731)
HI,2021/06/19,122,122,122,56.22,56.22,56.22,217,217,217,POINT (-157.854309 21.361013)
IA,2021/06/19,412,412,412,63,63,63,654,654,654,POINT (-93.500061 42.074659)
IL,2021/06/19,1931,1930,1932,58.25,57.94,58.56,3315,3309,3321,POINT (-89.148632 40.124144)
KY,2021/06/19,1079,1079,1079,61.27,61.27,61.27,1761,1761,1761,POINT (-85.290484 37.526683)
MA,2021/06/19,953,910,996,70.86,60.7,81.01,1345,1292,1398,POINT (-71.481104 42.151077)
ME,2021/06/19,226,226,226,72.67,72.67,72.67,311,311,311,POINT (-69.06137 45.117911)
AL,2021/06/20,1236,1236,1236,77.98,77.98,77.98,1585,1585,1585,POINT (-86.844516 32.756889)
AR,2021/06/20,681,681,681,69.56,69.56,69.56,979,979,979,POINT (-92.439162 34.899825)
CT,2021/06/20,474,472,477,46.07,46.07,46.07,1030,1030,1030,POINT (-72.738288 41.575155)
DC,2021/06/20,252,252,252,79.5,79.5,79.5,317,317,317,POINT (-77.016275 38.904785)
FL,2021/06/20,4504,4503,4506,70.84,70.84,70.84,6359,6359,6359,POINT (-82.420978 28.260731)
HI,2021/06/20,127,127,127,58.26,58.26,58.26,218,218,218,POINT (-157.854309 21.361013)
IA,2021/06/20,410,410,411,63.64,63.64,63.64,645,645,645,POINT (-93.500061 42.074659)
IL,2021/06/20,1858,1854,1861,56.03,55.69,56.38,3315,3310,3320,POINT (-89.148632 40.124144)
KY,2021/06/20,1042,1041,1044,59.2,59.2,59.2,1761,1761,1761,POINT (-85.290484 37.526683)
MA,2021/06/20,930,930,930,69.92,69.92,69.92,1330,1330,1330,POINT (-71.481104 42.151077)
ME,2021/06/20,210,210,210,67.74,67.74,67.74,310,310,310,POINT (-69.06137 45.117911)
AL,2021/06/21,1272,1272,1272,80.05,80.05,80.05,1589,1589,1589,POINT (-86.844516 32.756889)
AR,2021/06/21,703,703,703,70.51,70.51,70.51,997,997,997,POINT (-92.439162 34.899825)
CT,2021/06/21,470,470,470,45.63,45.63,45.63,1030,1030,1030,POINT (-72.738288 41.575155)
DC,2021/06/21,248,248,248,75.38,75.38,75.38,329,329,329,POINT (-77.016275 38.904785)
FL,2021/06/21,4574,4556,4591,71.34,70.46,72.22,6411,6389,6433,POINT (-82.420978 28.260731)
HI,2021/06/21,117,117,117,53.67,53.67,53.67,218,218,218,POINT (-157.854309 21.361013)
IA,2021/06/21,410,409,410,62.05,61.46,62.63,660,658,662,POINT (-93.500061 42.074659)
IL,2021/06/21,1891,1890,1892,56.97,56.72,57.23,3319,3314,3324,POINT (-89.148632 40.124144)
KY,2021/06/21,1039,1039,1039,59,59,59,1761,1761,1761,POINT (-85.290484 37.526683)
MA,2021/06/21,910,910,910,68.27,68.27,68.27,1333,1333,1333,POINT (-71.481104 42.151077)
ME,2021/06/21,214,214,214,67.72,67.72,67.72,316,316,316,POINT (-69.06137 45.117911)
AL,2021/06/22,1313,1313,1313,82.94,82.94,82.94,1583,1583,1583,POINT (-86.844516 32.756889)
AR,2021/06/22,716,716,716,71.67,71.67,71.67,999,999,999,POINT (-92.439162 34.899825)
CT,2021/06/22,532,532,532,51.65,51.65,51.65,1030,1030,1030,POINT (-72.738288 41.575155)
DC,2021/06/22,268,268,268,82.21,82.21,82.21,326,326,326,POINT (-77.016275 38.904785)
FL,2021/06/22,4817,4817,4817,75.33,74.62,76.04,6394,6368,6421,POINT (-82.420978 28.260731)
HI,2021/06/22,130,130,130,60.75,60.75,60.75,214,214,214,POINT (-157.854309 21.361013)
IA,2021/06/22,439,439,439,65.52,65.52,65.52,670,670,670,POINT (-93.500061 42.074659)
IL,2021/06/22,2038,2036,2040,61.44,61.15,61.73,3317,3312,3322,POINT (-89.148632 40.124144)
KY,2021/06/22,1080,1079,1080,61.3,61.3,61.3,1761,1761,1761,POINT (-85.290484 37.526683)
MA,2021/06/22,983,983,983,72.39,72.39,72.39,1358,1358,1358,POINT (-71.481104 42.151077)
ME,2021/06/22,225,224,226,71.66,71.66,71.66,314,314,314,POINT (-69.06137 45.117911)
AL,2021/06/23,1303,1303,1303,81.8,81.8,81.8,1593,1593,1593,POINT (-86.844516 32.756889)
AR,2021/06/23,738,738,738,73.73,73.73,73.73,1001,1001,1001,POINT (-92.439162 34.899825)
CT,2021/06/23,554,554,554,53.79,53.79,53.79,1030,1030,1030,POINT (-72.738288 41.575155)
DC,2021/06/23,255,255,255,77.51,77.51,77.51,329,329,329,POINT (-77.016275 38.904785)
FL,2021/06/23,4889,4889,4889,76.58,76.58,76.58,6384,6384,6384,POINT (-82.420978 28.260731)
HI,2021/06/23,126,126,126,58.6,58.6,58.6,215,215,215,POINT (-157.854309 21.361013)
IA,2021/06/23,451,448,454,68.75,68.75,68.75,656,656,656,POINT (-93.500061 42.074659)
IL,2021/06/23,2007,2006,2008,60.56,60.3,60.83,3314,3309,3319,POINT (-89.148632 40.124144)
KY,2021/06/23,1083,1083,1083,61.5,61.5,61.5,1761,1761,1761,POINT (-85.290484 37.526683)
MA,2021/06/23,1008,1008,1008,74.34,74.34,74.34,1356,1356,1356,POINT (-71.481104 42.151077)
ME,2021/06/23,229,229,229,72.93,72.93,72.93,314,314,314,POINT (-69.06137 45.117911)
AL,2021/06/24,1333,1333,1333,83.31,83.31,83.31,1600,1600,1600,POINT (-86.844516 32.756889)
AR,2021/06/24,703,703,703,70.3,70.3,70.3,1000,1000,1000,POINT (-92.439162 34.899825)
CT,2021/06/24,512,512,512,49.71,49.71,49.71,1030,1030,1030,POINT (-72.738288 41.575155)
DC,2021/06/24,258,258,258,78.9,78.9,78.9,327,327,327,POINT (-77.016275 38.904785)
FL,2021/06/24,4856,4856,4856,75.86,75.86,75.86,6401,6401,6401,POINT (-82.420978 28.260731)
HI,2021/06/24,128,128,129,59.49,59.49,59.49,216,216,216,POINT (-157.854309 21.361013)
IA,2021/06/24,433,433,433,65.51,65.51,65.51,661,661,661,POINT (-93.500061 42.074659)
IL,2021/06/24,2019,2018,2020,60.98,60.74,61.22,3311,3306,3316,POINT (-89.148632 40.124144)
KY,2021/06/24,1045,1044,1046,59.31,59.31,59.31,1762,1762,1762,POINT (-85.290484 37.526683)
MA,2021/06/24,994,994,994,73.9,73.9,73.9,1345,1345,1345,POINT (-71.481104 42.151077)
ME,2021/06/24,236,235,236,74.06,74.06,74.06,318,318,318,POINT (-69.06137 45.117911)
AL,2021/06/25,1312,1312,1312,82.52,82.52,82.52,1590,1590,1590,POINT (-86.844516 32.756889)
