state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
AK,2,22,0,2,22,0,0,24,1675,24,1020,24,33,24,2,24,1,24,0,24,0,24,94,24,8,24,8,24,29,24,26,24,4,24,0,24,127,24,0.608955223880597,24,1020,1675,0.03235294117647059,24,33,1020,0.019701492537313434,24,33,1675,0.06299212598425197,24,8,127,0.7401574803149606,24,94,127,2021-03-22
AL,27,76,14,29,73,15,4,112,15486,117,11199,117,469,112,66,114,71,112,1,112,12,112,1299,117,149,112,129,114,458,112,379,114,11,112,10,112,1638,117,0.7231693142192949,117,11199,15486,0.04327765986896743,112,469,10837,0.03126458236117592,112,469,15001,0.09306683322923173,112,149,1601,0.793040293040293,117,1299,1638,2021-03-22
AR,12,94,2,15,91,2,0,106,9180,108,6196,108,223,106,20,108,48,106,0,106,10,106,634,108,67,106,55,108,214,106,159,108,9,106,0,106,965,108,0.6749455337690632,108,6196,9180,0.03607830448147549,106,223,6181,0.024400919137761243,106,223,9139,0.07067510548523206,106,67,948,0.6569948186528497,108,634,965,2021-03-22
AZ,23,94,3,27,90,3,12,117,16970,120,11679,120,604,117,71,120,133,117,2,117,5,117,1104,120,113,117,86,120,593,117,394,120,11,117,6,117,2215,120,0.6882144961697113,120,11679,16970,0.052622408085032234,117,604,11478,0.03626320845341018,117,604,16656,0.052853133769878394,117,113,2138,0.4984198645598194,120,1104,2215,2021-03-22
CA,63,298,55,80,281,55,31,408,63896,416,48107,416,2777,408,319,416,426,408,8,408,10,408,5134,416,635,408,592,416,2729,408,2388,416,48,408,41,408,7220,416,0.7528953299111055,416,48107,63896,0.0584176536171824,408,2777,47537,0.044043012116982805,408,2777,63052,0.09017324623686453,408,635,7042,0.7110803324099723,416,5134,7220,2021-03-22
CO,6,84,13,5,85,13,8,101,11817,103,8172,103,402,101,74,103,39,101,5,101,7,101,862,103,115,101,116,103,383,101,338,103,19,101,7,101,1288,103,0.6915460776846916,103,8172,11817,0.049654150197628456,101,402,8096,0.034329632792485056,101,402,11710,0.09163346613545817,101,115,1255,0.6692546583850931,103,862,1288,2021-03-22
CT,4,32,1,4,32,1,22,36,8126,37,6586,37,547,36,93,37,40,36,2,36,0,36,637,37,98,36,101,37,539,36,475,37,8,36,5,36,1074,37,0.8104848634014276,37,6586,8126,0.08393432560994322,36,547,6517,0.06804328896628933,36,547,8039,0.09297912713472485,36,98,1054,0.5931098696461825,37,637,1074,2021-03-22
DC,0,12,2,0,12,2,3,12,3459,14,2667,14,195,13,15,14,97,13,2,13,11,13,291,14,45,12,44,13,165,13,140,14,30,13,11,13,338,14,0.7710320901994796,14,2667,3459,0.07540603248259861,13,195,2586,0.05847076461769116,13,195,3335,0.14106583072100312,12,45,319,0.8609467455621301,14,291,338,2021-03-22
DE,0,15,1,0,15,1,0,15,3296,16,2437,16,129,15,13,16,42,15,0,15,0,15,156,16,10,15,10,16,125,15,107,16,4,15,2,15,193,16,0.7393810679611651,16,2437,3296,0.05343827671913836,15,129,2414,0.03950995405819296,15,129,3265,0.053763440860215055,15,10,186,0.8082901554404145,16,156,193,2021-03-22
FL,9,242,16,26,226,15,68,261,58900,267,45985,267,3313,261,517,267,182,261,11,261,11,261,5084,267,690,261,664,267,3272,261,2921,267,41,261,33,261,6449,267,0.7807300509337861,267,45985,58900,0.07311851688369013,261,3313,45310,0.057191686231183536,261,3313,57928,0.11057692307692307,261,690,6240,0.78833927740735,267,5084,6449,2021-03-22
GA,30,125,15,33,121,16,17,167,22807,170,17823,170,1335,167,267,170,123,167,10,167,20,167,2271,170,369,167,352,170,1305,167,1151,170,30,167,13,167,2856,170,0.7814706011312317,170,17823,22807,0.07564167941526433,167,1335,17649,0.05928590460964562,167,1335,22518,0.13150392017106202,167,369,2806,0.7951680672268907,170,2271,2856,2021-03-22
HI,1,25,0,2,24,0,0,26,2655,26,1877,26,43,26,3,26,8,26,0,26,2,26,142,26,6,26,6,26,40,26,32,26,3,26,0,26,226,26,0.7069679849340866,26,1877,2655,0.02290889717634523,26,43,1877,0.016195856873822974,26,43,2655,0.02654867256637168,26,6,226,0.6283185840707964,26,142,226,2021-03-22
IA,1,44,81,1,44,81,0,124,8078,126,4975,126,211,124,33,126,9,124,0,124,3,124,445,126,44,124,44,126,206,124,200,126,5,124,2,124,680,126,0.6158702649170587,126,4975,8078,0.0429735234215886,124,211,4910,0.026437789750657813,124,211,7981,0.06656580937972768,124,44,661,0.6544117647058824,126,445,680,2021-03-22
PR,0,0,68,0,0,68,1,67,9399,68,5793,68,193,67,30,68,21,67,1,67,3,67,482,68,25,67,17,68,172,67,158,68,21,67,7,67,693,68,0.6163421640600064,68,5793,9399,0.03414720452937013,67,193,5652,0.020950933564915328,67,193,9212,0.0377643504531722,67,25,662,0.6955266955266955,68,482,693,2021-03-22
RI,4,10,1,4,10,1,7,14,2463,15,2295,15,164,14,13,15,0,14,0,14,0,14,131,15,17,14,19,15,162,14,124,15,2,14,2,14,170,15,0.9317904993909866,15,2295,2463,0.07292129835482436,14,164,2249,0.06873428331936295,14,164,2386,0.1118421052631579,14,17,152,0.7705882352941177,15,131,170,2021-03-22
SC,20,65,2,20,65,2,7,85,11544,87,8803,87,531,85,54,87,34,85,0,85,0,85,942,87,125,85,119,87,521,85,480,87,10,85,10,85,1339,87,0.7625606375606375,87,8803,11544,0.06103448275862069,85,531,8700,0.0466649090429739,85,531,11379,0.0962278675904542,85,125,1299,0.7035100821508589,87,942,1339,2021-03-22
SD,2,60,3,2,60,3,21,62,2831,65,1682,65,75,62,15,65,17,62,0,62,1,62,121,65,16,62,14,65,74,62,50,65,1,62,0,62,238,65,0.5941363475803603,65,1682,2831,0.04564820450395618,62,75,1643,0.027134587554269174,62,75,2764,0.07048458149779736,62,16,227,0.5084033613445378,65,121,238,2021-03-22
TN,10,91,42,31,70,42,17,101,20331,143,13006,129,829,101,98,101,43,101,2,101,4,101,1706,140,255,101,239,101,817,101,740,101,12,101,9,101,2394,143,0.6803724628583385,129,13006,19116,0.06951199060875399,101,829,11926,0.04816687002498402,101,829,17211,0.11303191489361702,101,255,2256,0.7299957210098417,140,1706,2337,2021-03-22
TX,103,484,5,114,473,5,68,587,69550,592,50044,592,3813,587,403,592,530,587,12,587,67,587,5718,592,1002,587,929,592,3726,587,3238,592,87,587,50,587,7414,592,0.7195398993529835,592,50044,69550,0.07706611152656791,587,3813,49477,0.055437627217214305,587,3813,68780,0.13849343469246717,587,1002,7235,0.7712435932020502,592,5718,7414,2021-03-22
UT,0,58,1,0,58,1,0,58,6189,59,3626,59,145,58,30,59,4,58,2,58,0,58,358,59,56,58,56,59,137,58,129,59,8,58,0,58,624,59,0.585878170948457,59,3626,6189,0.04053676265026559,58,145,3577,0.023700555737169008,58,145,6118,0.0924092409240924,58,56,606,0.5737179487179487,59,358,624,2021-03-22
VA,15,81,9,22,74,9,25,102,18024,105,13390,105,1023,102,112,105,200,102,5,102,20,102,1348,105,212,102,201,105,1004,102,818,105,19,102,10,102,1982,105,0.7428983577452286,105,13390,18024,0.07733010809585003,102,1023,13229,0.05762406353855686,102,1023,17753,0.1109366823652538,102,212,1911,0.6801210898082745,105,1348,1982,2021-03-22
VI,2,0,0,2,0,0,0,2,168,2,99,2,4,2,0,2,0,2,0,2,0,2,7,2,4,2,4,2,4,2,4,2,0,2,0,2,20,2,0.5892857142857143,2,99,168,0.04040404040404041,2,4,99,0.023809523809523808,2,4,168,0.2,2,4,20,0.35,2,7,20,2021-03-22
VT,1,15,1,1,15,1,0,16,1298,17,845,17,26,16,3,17,4,16,0,16,1,16,68,17,4,16,4,17,26,16,26,17,0,16,0,16,101,17,0.6510015408320493,17,845,1298,0.031668696711327646,16,26,821,0.020618556701030927,16,26,1261,0.0425531914893617,16,4,94,0.6732673267326733,17,68,101,2021-03-22
