state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state,previous_day_admission_adult_covid_confirmed_18-19,previous_day_admission_adult_covid_confirmed_18-19_coverage,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_20-29_coverage,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_30-39_coverage,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_40-49_coverage,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_50-59_coverage,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_60-69_coverage,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_70-79_coverage,previous_day_admission_adult_covid_confirmed_80+,previous_day_admission_adult_covid_confirmed_80+_coverage,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_confirmed_unknown_coverage,previous_day_admission_adult_covid_suspected_18-19,previous_day_admission_adult_covid_suspected_18-19_coverage,previous_day_admission_adult_covid_suspected_20-29,previous_day_admission_adult_covid_suspected_20-29_coverage,previous_day_admission_adult_covid_suspected_30-39,previous_day_admission_adult_covid_suspected_30-39_coverage,previous_day_admission_adult_covid_suspected_40-49,previous_day_admission_adult_covid_suspected_40-49_coverage,previous_day_admission_adult_covid_suspected_50-59,previous_day_admission_adult_covid_suspected_50-59_coverage,previous_day_admission_adult_covid_suspected_60_69,previous_day_admission_adult_covid_suspected_60-69_coverage,previous_day_admission_adult_covid_suspected_70-79,previous_day_admission_adult_covid_suspected_70-79_coverage,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_80+_coverage,previous_day_admission_adult_covid_suspected_unknown,previous_day_admission_adult_covid_suspected_unknown_coverage,deaths_covid,deaths_covid_coverage
PA,26,192,6,30,188,6,14,218,31461,224,26129,224,554,218,65,224,312,218,3,218,24,218,2790,224,95,218,84,224,527,218,328,224,27,218,11,218,3728,224,0.830520326753759,224,26129,31461,0.021417249777709,218,554,25867,0.017824394324507,218,554,31081,0.026235846451257,218,95,3621,0.748390557939914,224,2790,3728,2021/07/17,,0,222,3,222,6,223,9,223,10,222,10,223,7,222,14,224,6,216,4,216,29,215,24,216,33,216,48,215,54,215,50,216,62,217,8,209,4,218
PR,7,57,2,7,57,2,1,65,9282,66,5800,66,103,65,14,66,19,65,2,65,2,65,445,66,21,65,17,66,84,65,36,66,19,65,5,65,648,66,0.624865330747684,66,5800,9282,0.01814019020782,65,103,5678,0.011329886701133,65,103,9091,0.033980582524272,65,21,618,0.686728395061728,66,445,648,2021/07/17,,1,66,3,66,0,66,1,66,2,66,1,66,3,66,1,66,2,66,0,65,2,65,1,65,3,65,3,65,1,65,8,65,1,65,0,65,0,65
RI,4,9,2,4,9,2,4,14,2594,15,2393,15,72,14,1,15,0,14,0,14,0,14,129,15,4,14,4,15,72,14,30,15,0,14,0,14,162,15,0.922513492675405,15,2393,2594,0.030703624733475,14,72,2345,0.028447254049783,14,72,2531,0.027027027027027,14,4,148,0.796296296296296,15,129,162,2021/07/17,,0,15,1,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,1,14
SC,19,61,5,19,61,5,3,83,11115,85,8842,85,328,83,47,85,21,83,1,83,1,83,932,85,96,83,92,85,324,83,302,85,4,83,3,83,1284,85,0.795501574448943,85,8842,11115,0.037567288970336,83,328,8731,0.029948867786706,83,328,10952,0.077232502011263,83,96,1243,0.725856697819315,85,932,1284,2021/07/17,,1,85,6,85,6,85,5,85,7,85,9,85,7,85,4,85,2,85,0,83,0,83,1,83,3,83,4,83,3,83,4,83,5,83,1,83,0,83
SD,1,61,3,1,61,3,6,62,2822,65,1699,65,32,62,5,65,1,62,0,62,1,62,125,65,9,62,8,65,31,62,20,65,1,62,1,62,235,65,0.602055279943303,65,1699,2822,0.019127316198446,62,32,1673,0.011615245009074,62,32,2755,0.040178571428571,62,9,224,0.531914893617021,65,125,235,2021/07/17,,0,65,0,65,0,65,1,65,2,65,1,65,1,65,0,65,0,65,0,62,0,62,0,62,0,62,0,62,0,62,1,62,0,62,0,62,0,62
TN,7,89,46,27,70,45,1,98,20443,142,13328,130,570,98,84,98,33,98,1,98,0,98,1626,139,183,98,175,98,556,98,500,98,14,98,12,98,2409,142,0.68510332065385,130,13328,19454,0.049873129757634,98,570,11429,0.034127649383307,98,570,16702,0.08535447761194,98,183,2144,0.684919966301601,139,1626,2374,2021/07/17,,0,98,2,98,6,98,12,98,16,98,15,98,16,98,9,98,8,98,1,98,1,98,4,98,1,98,1,98,9,98,4,98,5,98,7,98,5,98
TX,83,384,65,101,366,65,56,527,63769,532,49255,532,4176,527,587,532,520,527,16,527,66,527,5751,532,1181,527,1133,532,4077,527,3638,532,99,527,50,527,6738,532,0.772397246310904,532,49255,63769,0.08582350281557,527,4176,48658,0.066253113547302,527,4176,63031,0.179347000759301,527,1181,6585,0.853517364203028,532,5751,6738,2021/07/17,,3,532,57,532,79,532,94,532,113,532,96,532,80,532,44,532,21,532,3,527,41,527,56,527,59,527,73,527,79,527,87,527,65,527,57,527,27,527
UT,0,49,9,1,48,9,0,57,5825,58,3713,58,294,57,41,58,2,57,0,57,0,57,437,58,126,57,127,58,287,57,282,58,7,57,0,57,635,58,0.637424892703863,58,3713,5825,0.080152671755725,57,294,3668,0.051139328578883,57,294,5749,0.204213938411669,57,126,617,0.688188976377953,58,437,635,2021/07/17,,0,58,2,58,6,58,5,58,11,58,8,58,7,58,2,58,0,58,0,57,0,57,0,57,0,57,1,57,0,57,0,57,1,57,0,57,1,57
VA,16,68,20,18,66,20,18,101,17884,104,13416,104,390,101,46,104,126,101,4,101,17,101,1304,104,92,101,79,104,379,101,285,104,11,101,5,101,1921,104,0.750167747707448,104,13416,17884,0.029405111965619,101,390,13263,0.022132682594631,101,390,17621,0.049382716049383,101,92,1863,0.678813118167621,104,1304,1921,2021/07/17,,0,104,4,104,8,104,8,104,8,104,8,104,7,104,1,104,2,104,0,101,9,101,10,101,11,101,15,101,29,101,26,101,26,101,0,101,0,101
VI,1,1,0,1,1,0,0,2,168,2,124,2,16,2,1,2,0,2,0,2,0,2,8,2,3,2,3,2,16,2,16,2,0,2,0,2,20,2,0.738095238095238,2,124,168,0.129032258064516,2,16,124,0.095238095238095,2,16,168,0.15,2,3,20,0.4,2,8,20,2021/07/17,,0,2,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0,2,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,2
VT,1,15,1,1,15,1,0,16,1258,17,962,17,0,16,0,17,3,16,0,16,0,16,81,17,0,16,0,17,0,16,0,17,0,16,0,16,105,17,0.764705882352941,17,962,1258,0,16,0,935,0,16,0,1220,0,16,0,97,0.771428571428572,17,81,105,2021/07/17,,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,16,0,16,0,16,0,16,0,16,1,16,1,16,1,16,0,16,0,16
WA,17,81,2,14,84,2,8,98,13144,100,9908,100,553,98,36,100,140,98,2,98,8,98,981,100,128,98,106,100,537,98,320,100,16,98,6,98,1304,100,0.753804017041996,100,9908,13144,0.056440089814248,98,553,9798,0.042515568540017,98,553,13007,0.100234925606891,98,128,1277,0.752300613496933,100,981,1304,2021/07/17,,0,100,2,100,5,100,3,100,6,100,9,100,5,100,6,100,0,100,3,98,16,98,19,98,5,98,18,98,23,98,24,98,14,98,18,98,1,98
