state,collection_date,Inpatient Beds Occupied by COVID-19 Patients Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied by COVID-19 Patients Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL,geocoded_state
CW,2021/06/19,16647,16616,16678,2.43,2.38,2.48,687638,686680,688596,
CW,2021/06/20,16481,16450,16512,2.42,2.37,2.47,684107,683276,684939,
CW,2021/06/21,16685,16654,16715,2.45,2.39,2.5,684637,683588,685686,
CW,2021/06/22,16792,16765,16818,2.45,2.41,2.48,689406,688571,690241,
CW,2021/06/23,16681,16654,16707,2.42,2.38,2.46,692579,691727,693431,
CW,2021/06/24,16363,16340,16386,2.37,2.34,2.4,693150,692351,693950,
CW,2021/06/25,16418,16382,16454,2.38,2.32,2.45,691375,690350,692400,
CW,2021/06/26,16274,16231,16316,2.38,2.3,2.46,686900,685692,688109,
CW,2021/06/27,15982,15927,16036,2.34,2.24,2.45,684426,683202,685650,
CW,2021/06/28,16362,16312,16413,2.4,2.31,2.49,684771,683858,685684,
CW,2021/06/29,16784,16761,16807,2.44,2.4,2.48,690704,689739,691668,
CW,2021/06/30,16817,16793,16841,2.44,2.4,2.47,693003,692250,693756,
CW,2021/07/01,16861,16832,16890,2.44,2.4,2.49,692720,691968,693471,
CW,2021/07/02,16719,16687,16751,2.43,2.37,2.49,690890,690101,691680,
CW,2021/07/03,16619,16594,16644,2.43,2.39,2.48,686188,685389,686986,
CW,2021/07/04,16783,16764,16802,2.47,2.43,2.5,683598,682804,684391,
CW,2021/07/05,17338,17317,17360,2.55,2.51,2.59,682231,681397,683065,
CW,2021/07/06,18113,18077,18149,2.65,2.58,2.73,684697,683806,685588,
CW,2021/07/07,18856,18837,18876,2.74,2.7,2.78,691039,690316,691763,
CW,2021/07/08,19160,19138,19183,2.77,2.72,2.82,693016,692323,693710,
CW,2021/07/09,19403,19379,19426,2.81,2.76,2.86,692339,691673,693004,
CW,2021/07/10,19787,19768,19807,2.88,2.84,2.93,688407,687684,689130,
CW,2021/07/11,20294,20273,20315,2.97,2.92,3.02,685534,684783,686284,
CW,2021/07/12,21440,21425,21455,3.13,3.08,3.18,687813,686958,688668,
CW,2021/07/13,22353,22337,22369,3.23,3.18,3.28,694173,693299,695046,
CW,2021/07/14,23155,23139,23171,3.35,3.3,3.4,694304,693480,695127,
CW,2021/07/15,23930,23906,23953,3.46,3.41,3.5,694862,694367,695358,
CW,2021/07/16,24733,24704,24762,3.58,3.52,3.63,694190,693612,694767,
CW,2021/07/17,25370,25326,25413,3.68,3.58,3.78,691069,689706,692431,
CW,2021/07/18,26375,26322,26428,3.84,3.72,3.97,688526,686910,690141,
CW,2021/07/19,27756,27614,27898,4.04,3.77,4.32,689262,686118,692406,
AL,2021/06/19,281,281,281,2.04,2.04,2.04,13778,13778,13778,POINT (-86.844516 32.756889)
AR,2021/06/19,250,250,250,3.25,3.25,3.25,7698,7698,7698,POINT (-92.439162 34.899825)
CT,2021/06/19,65,65,65,0.83,0.83,0.83,7803,7803,7803,POINT (-72.738288 41.575155)
DC,2021/06/19,69,69,69,2.52,2.52,2.52,2743,2743,2743,POINT (-77.016275 38.904785)
FL,2021/06/19,1758,1758,1758,3.43,3.43,3.43,52233,52233,52233,POINT (-82.420978 28.260731)
HI,2021/06/19,47,43,51,1.9,1.9,1.9,2476,2476,2476,POINT (-157.854309 21.361013)
