state,collection_date,Inpatient Beds Occupied Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL,geocoded_state
CW,2021/04/11,480018,479709,480327,69.31,69.22,69.4,692883,692665,693101,
CW,2021/04/12,487096,486624,487568,70.28,70.1,70.46,693386,692922,693851,
CW,2021/04/13,512142,511682,512601,73.49,73.31,73.67,697238,696751,697725,
CW,2021/04/14,521776,521220,522332,74.37,74.16,74.59,701888,701355,702421,
CW,2021/04/15,520800,520247,521353,74.33,74.09,74.56,700672,700072,701273,
CW,2021/04/16,516766,516204,517328,73.7,73.46,73.94,701146,700527,701766,
CW,2021/04/17,498258,497683,498832,71.5,71.25,71.74,696908,696281,697535,
CW,2021/04/18,483292,482727,483858,69.73,69.48,69.98,693081,692450,693711,
CW,2021/04/19,488400,487858,488941,70.44,70.36,70.51,693398,692796,694001,
CW,2021/04/20,512099,511556,512643,73.44,73.38,73.51,697272,696649,697895,
CW,2021/04/21,520200,519653,520748,74.35,74.29,74.4,699683,699039,700327,
CW,2021/04/22,519302,518744,519860,74.27,74.19,74.34,699218,698550,699887,
CW,2021/04/23,514213,513660,514765,73.61,73.55,73.67,698558,697910,699206,
CW,2021/04/24,494649,493919,495379,70.91,70.69,71.14,697525,696631,698419,
CW,2021/04/25,480786,480196,481377,69.3,69.18,69.41,693819,693156,694482,
CW,2021/04/26,487369,486739,488000,70.37,70.21,70.53,692543,691843,693243,
CW,2021/04/27,512632,512072,513191,73.57,73.32,73.83,696752,696058,697447,
CW,2021/04/28,521752,521215,522288,74.54,74.31,74.77,699990,699397,700584,
CW,2021/04/29,521523,520987,522059,74.52,74.29,74.75,699868,699276,700459,
CW,2021/04/30,515890,515288,516493,73.84,73.59,74.09,698993,698327,699659,
CW,2021/05/01,495138,494512,495764,71.23,70.97,71.49,695446,694770,696121,
CW,2021/05/02,480432,479929,480935,69.51,69.31,69.71,691507,690978,692035,
CW,2021/05/03,486909,486465,487352,70.38,70.2,70.55,692166,691683,692650,
CW,2021/05/04,512096,511423,512769,73.53,73.21,73.85,696800,695810,697791,
CW,2021/05/05,522224,521637,522811,74.49,74.26,74.73,701369,700733,702004,
CW,2021/05/06,520700,519893,521507,74.18,73.83,74.53,702291,701306,703275,
CW,2021/05/07,512640,511712,513567,73.52,73.12,73.92,697605,696492,698717,
CW,2021/05/08,490760,489705,491814,70.59,70.13,71.05,695545,694286,696803,
CW,2021/05/09,476420,475253,477587,68.83,68.3,69.35,692528,691091,693964,
CW,2021/05/10,479263,478023,480504,69.34,68.78,69.9,691491,689939,693044,
CW,2021/05/11,500320,497621,503019,72.48,71.27,73.69,690619,687294,693944,
AL,2021/04/11,9491,9491,9491,68.31,68.31,68.31,13895,13895,13895,POINT (-86.844516 32.756889)
AR,2021/04/11,4800,4800,4800,63.86,63.86,63.86,7517,7517,7517,POINT (-92.439162 34.899825)
CT,2021/04/11,6043,6043,6043,77.45,77.45,77.45,7802,7783,7821,POINT (-72.738288 41.575155)
DC,2021/04/11,2026,2026,2026,75.57,75.57,75.57,2681,2681,2681,POINT (-77.016275 38.904785)
GA,2021/04/11,14102,13867,14337,74.15,73.69,74.61,19347,19311,19383,POINT (-83.426574 32.638481)
ID,2021/04/11,1642,1642,1642,50.91,50.91,50.91,3225,3225,3225,POINT (-114.659366 44.389073)
IN,2021/04/11,9859,9854,9864,58.54,58.54,58.54,16842,16842,16842,POINT (-86.2818 39.919991)
KS,2021/04/11,4083,4080,4086,52.46,52.29,52.63,7783,7776,7790,POINT (-98.38018 38.484729)
LA,2021/04/11,7907,7899,7915,63.31,63.31,63.31,12489,12489,12489,POINT (-91.840238 30.921314)
MD,2021/04/11,7974,7974,7974,81.63,81.63,81.63,9768,9768,9768,POINT (-76.687282 38.946466)
MI,2021/04/11,17418,17418,17418,81.52,81.52,81.52,21366,21366,21366,POINT (-85.730977 44.874798)
AL,2021/04/12,9714,9627,9800,69.75,69.75,69.75,13927,13927,13927,POINT (-86.844516 32.756889)
AR,2021/04/12,4877,4877,4877,63.72,63.72,63.72,7654,7645,7662,POINT (-92.439162 34.899825)
CT,2021/04/12,6092,6092,6092,78.05,78.05,78.05,7805,7805,7805,POINT (-72.738288 41.575155)
DC,2021/04/12,2040,2040,2040,74.94,74.94,74.94,2722,2722,2722,POINT (-77.016275 38.904785)
GA,2021/04/12,14348,14115,14581,75.38,75.1,75.67,19362,19341,19383,POINT (-83.426574 32.638481)
ID,2021/04/12,1701,1701,1701,52.68,52.68,52.68,3229,3229,3229,POINT (-114.659366 44.389073)
IN,2021/04/12,10165,10160,10170,60.39,60.39,60.39,16832,16832,16832,POINT (-86.2818 39.919991)
KS,2021/04/12,4222,4220,4225,54.31,54.31,54.31,7775,7775,7775,POINT (-98.38018 38.484729)
LA,2021/04/12,8116,8110,8122,64.66,64.66,64.66,12551,12551,12551,POINT (-91.840238 30.921314)
MD,2021/04/12,8116,8116,8116,84.59,84.59,84.59,9594,9594,9594,POINT (-76.687282 38.946466)
MI,2021/04/12,16678,16678,16678,79.32,79.32,79.32,21026,21026,21026,POINT (-85.730977 44.874798)
AL,2021/04/13,10299,10296,10302,73.89,73.89,73.89,13938,13938,13938,POINT (-86.844516 32.756889)
AR,2021/04/13,5325,5325,5325,68.87,68.87,68.87,7732,7732,7732,POINT (-92.439162 34.899825)
CT,2021/04/13,6291,6291,6291,80.48,80.48,80.48,7817,7817,7817,POINT (-72.738288 41.575155)
DC,2021/04/13,2120,2120,2120,77.71,77.71,77.71,2728,2728,2728,POINT (-77.016275 38.904785)
GA,2021/04/13,14996,14770,15222,79.33,79.33,79.33,19233,19233,19233,POINT (-83.426574 32.638481)
ID,2021/04/13,1862,1862,1862,57.49,57.49,57.49,3239,3239,3239,POINT (-114.659366 44.389073)
IN,2021/04/13,10939,10939,10939,64.79,64.79,64.79,16884,16884,16884,POINT (-86.2818 39.919991)
KS,2021/04/13,4513,4513,4513,57.76,57.76,57.76,7814,7810,7818,POINT (-98.38018 38.484729)
LA,2021/04/13,8564,8562,8566,67.9,67.9,67.9,12612,12612,12612,POINT (-91.840238 30.921314)
MD,2021/04/13,8331,8331,8331,86.97,86.97,86.97,9579,9579,9579,POINT (-76.687282 38.946466)
MI,2021/04/13,17436,17436,17436,82.99,82.99,82.99,21010,21010,21010,POINT (-85.730977 44.874798)
AL,2021/04/14,10561,10561,10561,75.73,75.73,75.73,13946,13946,13946,POINT (-86.844516 32.756889)
AR,2021/04/14,5553,5553,5553,71.66,71.66,71.66,7749,7749,7749,POINT (-92.439162 34.899825)
CT,2021/04/14,6374,6374,6374,81.52,81.52,81.52,7819,7819,7819,POINT (-72.738288 41.575155)
DC,2021/04/14,2134,2134,2134,78.34,78.34,78.34,2724,2724,2724,POINT (-77.016275 38.904785)
GA,2021/04/14,15648,15429,15866,81.87,81.87,81.87,19442,19442,19442,POINT (-83.426574 32.638481)
