state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state,previous_day_admission_adult_covid_confirmed_18-19,previous_day_admission_adult_covid_confirmed_18-19_coverage,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_20-29_coverage,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_30-39_coverage,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_40-49_coverage,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_50-59_coverage,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_60-69_coverage,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_70-79_coverage,previous_day_admission_adult_covid_confirmed_80+,previous_day_admission_adult_covid_confirmed_80+_coverage,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_confirmed_unknown_coverage,previous_day_admission_adult_covid_suspected_18-19,previous_day_admission_adult_covid_suspected_18-19_coverage,previous_day_admission_adult_covid_suspected_20-29,previous_day_admission_adult_covid_suspected_20-29_coverage,previous_day_admission_adult_covid_suspected_30-39,previous_day_admission_adult_covid_suspected_30-39_coverage,previous_day_admission_adult_covid_suspected_40-49,previous_day_admission_adult_covid_suspected_40-49_coverage,previous_day_admission_adult_covid_suspected_50-59,previous_day_admission_adult_covid_suspected_50-59_coverage,previous_day_admission_adult_covid_suspected_60_69,previous_day_admission_adult_covid_suspected_60-69_coverage,previous_day_admission_adult_covid_suspected_70-79,previous_day_admission_adult_covid_suspected_70-79_coverage,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_80+_coverage,previous_day_admission_adult_covid_suspected_unknown,previous_day_admission_adult_covid_suspected_unknown_coverage
MS,9,92,2,11,90,2,0,101,8363,103,5519,103,238,101,28,103,16,101,2,101,8,101,592,103,87,101,59,103,229,101,184,103,9,101,1,101,836,103,0.659930646897046,103,5519,8363,0.043525969275786,101,238,5468,0.028709288299156,101,238,8290,0.106617647058824,101,87,816,0.708133971291866,103,592,836,2021/05/01,POINT (-89.65344 32.713378),0,103,2,103,1,103,4,103,2,103,6,103,5,103,3,103,5,103,2,100,3,101,2,101,1,101,1,101,3,101,2,101,2,100,0,101
MT,6,60,1,6,60,1,3,66,3198,67,2103,67,73,66,17,67,11,66,1,66,5,66,140,67,18,66,18,67,65,66,65,67,8,66,3,66,236,67,0.657598499061914,67,2103,3198,0.035028790786948,66,73,2084,0.023035657936257,66,73,3169,0.078260869565217,66,18,230,0.593220338983051,67,140,236,2021/05/01,POINT (-109.645127 47.033521),0,67,1,67,1,67,4,67,4,67,6,67,0,67,1,67,0,67,0,66,1,66,1,66,0,66,3,66,0,66,3,66,3,66,0,66
NC,4,122,4,4,122,4,20,126,23224,130,18142,130,1074,126,112,130,114,126,3,126,8,126,1909,130,291,126,281,130,1034,126,969,130,40,126,12,126,2441,130,0.781174646916982,130,18142,23224,0.059752976521642,126,1074,17974,0.046795346607991,126,1074,22951,0.122166246851385,126,291,2382,0.782056534207292,130,1909,2441,2021/05/01,POINT (-79.130883 35.52603),0,130,16,130,14,130,12,130,20,130,22,130,22,130,5,130,1,130,1,126,10,126,15,126,14,126,23,126,17,126,24,126,11,126,0,126
ND,11,38,1,10,39,1,29,49,2468,50,1762,50,115,49,9,50,14,49,1,49,2,49,130,50,20,49,18,50,110,49,78,50,5,49,1,49,204,50,0.713938411669368,50,1762,2468,0.066091954022989,49,115,1740,0.047092547092547,49,115,2442,0.1,49,20,200,0.637254901960784,50,130,204,2021/05/01,POINT (-100.46931 47.446305),0,50,1,50,0,50,1,50,1,50,2,50,0,50,4,50,0,50,0,49,4,49,1,49,1,49,2,49,0,49,5,49,1,49,0,49
NE,8,92,1,15,85,1,1,100,4370,101,3031,101,136,100,11,101,11,100,2,100,1,100,405,101,51,100,43,101,131,100,118,101,5,100,4,100,568,101,0.693592677345538,101,3031,4370,0.045409015025042,100,136,2995,0.031642624476501,100,136,4298,0.091561938958707,100,51,557,0.713028169014084,101,405,568,2021/05/01,POINT (-99.810595 41.527099),0,101,0,101,0,101,2,101,2,101,1,101,3,101,2,101,0,101,0,100,2,100,2,100,2,100,0,100,3,100,1,100,1,100,0,100
NH,4,24,1,6,22,1,2,29,2948,29,2130,29,90,29,17,29,20,29,1,29,2,29,174,29,21,29,20,29,90,29,80,29,0,29,0,29,282,29,0.722523744911805,29,2130,2948,0.042253521126761,29,90,2130,0.030529172320217,29,90,2948,0.074468085106383,29,21,282,0.617021276595745,29,174,282,2021/05/01,POINT (-71.57139 43.680429),0,29,0,29,2,29,1,29,5,29,3,29,4,29,2,29,0,29,0,29,2,29,2,29,4,29,3,29,2,29,7,29,0,29,0,29
NJ,10,79,3,10,78,4,86,91,22936,92,16348,92,1387,91,158,92,160,91,1,91,4,91,1407,92,295,91,271,92,1358,91,1216,92,29,91,6,91,3034,92,0.712765957446808,92,16348,22936,0.085071148184495,91,1387,16304,0.060668357973931,91,1387,22862,0.097746852220013,91,295,3018,0.463744232036915,92,1407,3034,2021/05/01,POINT (-74.655514 40.110253),0,92,13,92,16,92,17,92,25,92,29,92,33,92,20,92,5,92,1,91,9,91,15,91,12,91,15,91,15,91,18,91,14,91,61,91
NM,15,36,1,17,34,1,1,51,3758,52,2655,52,145,51,22,52,13,51,1,51,1,51,293,52,36,51,35,52,136,51,125,52,9,51,5,51,387,52,0.706492815327302,52,2655,3758,0.055833654216404,51,145,2597,0.03968253968254,51,145,3654,0.098630136986301,51,36,365,0.757105943152455,52,293,387,2021/05/01,POINT (-106.108388 34.421369),1,52,1,50,3,50,1,50,4,50,4,50,6,50,2,50,0,52,0,51,2,49,1,49,1,49,1,49,1,49,6,49,1,49,0,51
NV,2,20,40,2,20,40,38,60,8380,62,6062,62,361,60,48,62,43,60,0,60,4,60,600,62,74,60,73,62,356,60,319,62,5,60,2,60,834,62,0.723389021479714,62,6062,8380,0.060529845741113,60,361,5964,0.043927963008031,60,361,8218,0.095483870967742,60,74,775,0.719424460431655,62,600,834,2021/05/01,POINT (-114.916992 39.283294),0,62,2,62,8,62,7,62,9,62,9,62,9,62,4,62,0,62,0,60,1,60,2,60,6,60,7,60,14,60,7,60,6,60,0,60
NY,6,190,9,6,190,9,168,196,52865,205,39641,205,3084,196,296,205,205,196,4,196,27,196,3593,205,711,196,663,205,3015,196,2610,205,69,196,38,196,5524,205,0.749853400170245,205,39641,52865,0.078481270358306,196,3084,39296,0.058974260909473,196,3084,52294,0.131593559133815,196,711,5403,0.650434467776973,205,3593,5524,2021/05/01,POINT (-75.59655 42.921241),1,205,26,205,36,205,38,205,41,205,59,205,50,205,39,204,5,204,2,196,16,196,27,196,21,196,31,196,51,196,31,196,21,196,5,195
