state,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
CT,5,30,8079,30,6075,30,151,31,511,29,27,29,18,29,150,30,59,30,1,30,1,30,1047,29,0.7519494987003342,30,6075,8079,0.024855967078189302,30,151,6075,0.018690431984156455,30,151,8079,0.025787965616045846,28,27,1047,0.4880611270296084,29,511,1047,2020-09-08
DC,7,11,2630,11,2202,11,146,13,225,9,17,9,17,9,127,13,96,13,19,13,5,13,327,9,0.8372623574144487,11,2202,2630,0.06039963669391462,11,133,2202,0.05057034220532319,11,133,2630,0.06273062730627306,8,17,271,0.6880733944954128,9,225,327,2020-09-08
DE,0,12,2621,12,2103,13,236,13,113,8,17,8,15,8,96,10,82,9,0,10,0,9,142,7,0.7680274704311332,12,2013,2621,0.11222063718497385,13,236,2103,0.09004196871423122,12,236,2621,0.11971830985915492,7,17,142,0.795774647887324,7,113,142,2020-09-08
FL,106,253,77435,255,43263,254,3957,255,4633,251,894,254,750,254,3411,254,2992,254,546,252,39,254,5886,251,0.5712644588813184,254,43263,75732,0.09007697108383607,254,3897,43263,0.051100923355072,255,3957,77435,0.14892893573614416,250,876,5882,0.7871219843696908,251,4633,5886,2020-09-08
GA,15,136,18293,140,14899,143,2462,152,1658,112,619,120,527,120,2044,136,1523,135,105,136,37,135,1973,104,0.804989788596346,138,14584,18117,0.15685616484327808,143,2337,14899,0.1259498168698409,140,2304,18293,0.2730514518593989,97,536,1963,0.8124683223517486,101,1603,1973,2020-09-08
HI,1,17,1759,16,1882,25,226,22,118,15,41,15,40,15,224,20,212,20,2,20,0,20,98,13,0.747583854462763,16,1315,1759,0.12880396319886767,18,182,1413,0.0938032973280273,16,165,1759,0.25510204081632654,13,25,98,0.6836734693877551,13,67,98,2020-09-08
IA,0,122,8164,122,4935,122,325,122,409,122,93,121,87,121,321,122,281,122,4,122,2,122,652,119,0.604483096521313,122,4935,8164,0.06585612968591692,122,325,4935,0.03980891719745223,122,325,8164,0.14263803680981596,118,93,652,0.6273006134969326,119,409,652,2020-09-08
ID,2,48,4034,48,2091,49,146,50,203,48,55,49,54,49,143,49,127,49,3,49,3,49,312,47,0.4928825622775801,47,1939,3934,0.06791009086561454,49,142,2091,0.03619236489836391,48,146,4034,0.1762820512820513,47,55,312,0.6506410256410257,47,203,312,2020-09-08
IL,14,173,29507,182,19244,188,1636,191,1884,145,363,150,265,149,1483,173,822,168,62,173,35,168,3322,130,0.6319178500016945,182,18646,29507,0.08366244024111412,188,1610,19244,0.052936591317314534,182,1562,29507,0.103437876960193,128,343,3316,0.5379708383961118,127,1771,3292,2020-09-08
IN,0,142,17343,142,11182,143,812,143,1419,134,172,134,171,134,804,137,476,136,8,137,2,136,2309,134,0.6419304618578101,142,11133,17343,0.07261670541942407,143,812,11182,0.046820042668511794,142,812,17343,0.07449112169770464,134,172,2309,0.6145517540060632,134,1419,2309,2020-09-08
KS,3,132,7818,132,4706,140,308,142,488,84,90,95,81,91,276,116,202,111,6,116,5,111,665,80,0.5801820279451353,131,4526,7801,0.06241956241956242,139,291,4662,0.03485978904039105,131,271,7774,0.10790273556231003,74,71,658,0.749211356466877,75,475,634,2020-09-08
KY,4,109,13036,110,9091,110,625,110,1085,97,558,102,153,101,606,106,394,105,17,106,0,105,1520,104,0.6955416955416955,109,9033,12987,0.06850974776957815,109,622,9079,0.04800307219662058,109,625,13020,0.3664021164021164,101,554,1512,0.7166446499339498,97,1085,1514,2020-09-08
LA,11,185,14125,177,9199,178,692,210,1259,90,250,204,231,204,680,208,1070,208,12,208,8,208,1862,88,0.6505486725663717,177,9189,14125,0.075,174,684,9120,0.04854507757203117,173,679,13987,0.13137893593919653,84,242,1842,0.6756176154672395,88,1258,1862,2020-09-08
MA,4,83,18241,83,13368,83,291,83,970,77,59,76,36,76,287,80,139,80,4,80,2,80,1839,77,0.7328545584123678,83,13368,18241,0.021768402154398563,83,291,13368,0.015953072748204594,83,291,18241,0.032082653616095705,76,59,1839,0.5274605764002175,77,970,1839,2020-09-08
MD,0,42,11154,54,8918,54,799,52,955,51,140,51,97,51,741,52,378,52,9,52,0,52,1299,50,0.7995337995337995,54,8918,11154,0.090007885546919,52,799,8877,0.0719690145919654,52,799,11102,0.1077752117013087,50,140,1299,0.7328714395688991,50,952,1299,2020-09-08
ME,0,32,2987,33,2031,34,31,34,193,31,8,30,6,29,30,31,11,30,1,31,0,30,274,29,0.6772681620354871,33,2023,2987,0.015263417035942885,34,31,2031,0.010378305992634751,33,31,2987,0.02952029520295203,28,8,271,0.7043795620437956,29,193,274,2020-09-08
MI,2,128,22628,149,16878,150,595,150,1570,129,147,147,132,147,580,149,388,149,12,149,1,149,2066,127,0.7391285133462966,149,16725,22628,0.035252992060670695,150,595,16878,0.02629485593070532,149,595,22628,0.0537270087124879,127,111,2066,0.7599225556631172,127,1570,2066,2020-09-08
MN,3,128,10861,128,7510,128,373,128,663,128,96,128,81,128,365,128,246,128,8,128,4,128,915,117,0.6914648743209649,128,7510,10861,0.04966711051930759,128,373,7510,0.0343430623331185,128,373,10861,0.10491803278688525,117,96,915,0.7202185792349727,117,659,915,2020-09-08
MO,11,122,19051,125,12792,129,1024,136,1520,125,315,124,274,123,992,131,758,127,32,131,21,127,2236,122,0.6412786730355362,125,12217,19051,0.07403064415259537,129,947,12792,0.04928875124665372,125,939,19051,0.1355098389982111,117,303,2236,0.6779964221824687,121,1516,2236,2020-09-08
MS,4,89,7744,95,5258,99,966,100,545,67,165,69,164,67,547,94,496,91,3,94,2,91,560,65,0.6681301652892562,95,5174,7744,0.18372004564473185,99,966,5258,0.12474173553719008,95,966,7744,0.27827648114901254,63,155,557,0.9776119402985075,64,524,536,2020-09-08
MT,303,64,3080,67,2202,69,119,69,127,56,26,58,22,57,114,63,104,58,2,61,0,58,198,59,0.7447668013220713,65,2028,2723,0.057198254968492485,66,118,2063,0.0444015444015444,63,115,2590,0.1497005988023952,53,25,167,0.6646706586826348,53,111,167,2020-09-08
NC,9,120,22521,121,17704,122,1242,122,1923,115,353,116,299,115,1218,119,789,116,23,119,8,116,2369,114,0.7758980507082279,121,17474,22521,0.07026874115983027,121,1242,17675,0.05521963364751912,120,1242,22492,0.14774166314900802,114,350,2369,0.809624314056564,114,1918,2369,2020-09-08
ND,2,47,2229,47,1455,47,122,47,106,47,20,47,18,47,120,47,99,47,2,47,1,47,90,43,0.6527590847913862,47,1455,2229,0.0838487972508591,47,122,1455,0.0547330641543293,47,122,2229,0.1,43,9,90,0.5666666666666667,43,51,90,2020-09-08
NE,1,82,4810,89,2994,90,206,91,336,64,67,62,58,62,174,76,148,71,11,77,8,72,620,66,0.6220374220374221,89,2992,4810,0.06479625918503674,89,194,2994,0.040383014154870944,88,194,4804,0.1085899513776337,60,67,617,0.5445705024311183,62,336,617,2020-09-08
NH,1,30,3267,30,2202,30,38,30,161,29,6,29,3,29,38,29,8,29,0,29,0,29,279,29,0.6740128558310376,30,2202,3267,0.01725703905540418,30,38,2202,0.011631466176920723,30,38,3267,0.021505376344086023,29,6,279,0.5770609318996416,29,161,279,2020-09-08
NJ,44,71,19461,75,15288,78,732,78,1125,73,71,75,48,73,655,77,258,75,77,77,40,77,1975,72,0.7582858023739787,75,14757,19461,0.047880690737833596,78,732,15288,0.03206412825651302,75,624,19461,0.035443037974683546,72,70,1975,0.5660759493670886,72,1118,1975,2020-09-08
NM,1,47,3483,47,2175,46,89,47,259,43,24,44,24,44,88,45,56,45,1,45,0,45,385,44,0.6317165262852164,46,2175,3443,0.04091954022988506,46,89,2175,0.02555268446741315,47,89,3483,0.0636604774535809,43,24,377,0.6870026525198939,42,259,377,2020-09-08
NV,18,62,8293,61,5754,62,587,62,619,60,178,59,159,59,505,60,433,59,38,60,2,59,837,60,0.685276739418787,61,5683,8293,0.10201598887730275,62,587,5754,0.06547690823586157,61,543,8293,0.2126642771804062,59,178,837,0.7395459976105138,60,619,837,2020-09-08
NY,27,144,43453,154,35479,157,1507,166,2905,133,231,133,129,127,1423,150,545,143,52,150,18,143,4909,125,0.7098711256870988,153,30736,43298,0.03940359085656304,157,1398,35479,0.028628633235910063,154,1244,43453,0.03579175704989154,115,165,4610,0.5733523770659049,122,2810,4901,2020-09-08
OH,22,109,30467,210,21576,210,1253,210,2642,193,323,191,221,191,1133,197,665,195,47,197,5,195,3854,193,0.7081760593428956,210,21576,30467,0.05832790242994135,209,1253,21482,0.04127276919529629,209,1253,30359,0.084070796460177,189,323,3842,0.6855215360664245,193,2642,3854,2020-09-08
OK,1,135,9471,133,6068,133,558,136,718,129,178,133,175,133,541,136,468,136,17,136,14,136,1064,130,0.6406926406926406,133,6068,9471,0.07959789057350034,133,483,6068,0.050997782705099776,133,483,9471,0.16165413533834586,130,172,1064,0.6767200754005656,127,718,1061,2020-09-08
OR,0,50,6271,58,4476,59,168,61,463,51,39,50,31,50,161,53,91,53,3,53,2,53,719,47,0.7116887258810397,58,4463,6271,0.03753351206434316,59,168,4476,0.026789985648221975,58,168,6271,0.05285118219749652,46,38,719,0.631432545201669,47,454,719,2020-09-08
PA,14,184,27800,187,23113,208,1030,211,2706,177,179,182,136,174,957,191,519,184,65,191,50,184,3315,164,0.7418450560652395,186,20377,27468,0.04270324060052784,208,987,23113,0.030071942446043165,187,836,27800,0.048868778280542986,156,162,3315,0.7744292237442922,158,2544,3285,2020-09-08
WY,1,27,1551,27,607,27,33,27,51,27,9,27,5,27,33,27,13,27,0,27,0,27,119,27,0.3913604126370084,27,607,1551,0.054365733113673806,27,33,607,0.02127659574468085,27,33,1551,0.07563025210084033,27,9,119,0.42857142857142855,27,51,119,2020-09-08
