state,collection_date,Inpatient Beds Occupied by COVID-19 Patients Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied by COVID-19 Patients Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL
CW,2021-01-10,"131,987","131,896","132,078",18.86,18.80,18.93,"703,724","703,272","704,176"
CW,2021-01-11,"133,564","133,472","133,657",19.07,19.01,19.13,"704,398","704,005","704,792"
CW,2021-01-12,"133,366","133,280","133,452",18.96,18.91,19.01,"707,602","707,285","707,919"
CW,2021-01-13,"131,698","131,627","131,769",18.65,18.63,18.67,"710,107","709,980","710,235"
CW,2021-01-14,"129,640","129,565","129,715",18.37,18.34,18.40,"709,598","709,447","709,750"
CW,2021-01-15,"128,688","128,617","128,759",18.25,18.23,18.26,"709,331","709,291","709,371"
CW,2021-01-16,"125,852","125,758","125,946",17.92,17.85,17.98,"706,458","706,044","706,872"
CW,2021-01-17,"125,471","125,395","125,547",17.93,17.89,17.97,"703,706","703,480","703,933"
CW,2021-01-18,"126,670","126,603","126,738",18.08,18.02,18.13,"703,975","703,748","704,202"
CW,2021-01-19,"125,794","125,714","125,873",17.87,17.81,17.93,"707,141","706,902","707,379"
CW,2021-01-20,"122,858","122,787","122,928",17.39,17.33,17.46,"709,575","709,222","709,927"
CW,2021-01-21,"119,008","118,922","119,094",16.87,16.80,16.94,"708,569","708,273","708,864"
CW,2021-01-22,"116,862","116,810","116,914",16.58,16.54,16.63,"707,980","707,726","708,235"
CW,2021-01-23,"112,719","112,661","112,777",16.07,16.02,16.12,"704,569","704,305","704,833"
CW,2021-01-24,"111,969","111,931","112,007",16.04,16.01,16.07,"701,324","701,079","701,568"
CW,2021-01-25,"111,880","111,861","111,899",16.00,15.98,16.02,"702,606","702,343","702,868"
CW,2021-01-26,"110,708","110,691","110,725",15.75,15.74,15.76,"706,181","705,933","706,429"
CW,2021-01-27,"107,398","107,368","107,427",15.23,15.18,15.28,"708,391","707,896","708,886"
CW,2021-01-28,"104,276","104,257","104,294",14.82,14.80,14.83,"707,070","706,800","707,340"
CW,2021-01-29,"100,928","100,900","100,956",14.37,14.35,14.39,"705,502","705,249","705,756"
CW,2021-01-30,"97,375","97,307","97,443",13.92,13.86,13.97,"702,871","702,579","703,164"
CW,2021-01-31,"96,062","95,988","96,137",13.81,13.75,13.88,"698,684","698,301","699,067"
CW,2021-02-01,"95,975","95,947","96,002",13.79,13.76,13.81,"699,382","699,093","699,671"
CW,2021-02-02,"95,260","95,235","95,285",13.62,13.59,13.64,"702,807","702,517","703,098"
CW,2021-02-03,"92,568","92,505","92,631",13.19,13.11,13.28,"704,801","704,105","705,496"
CW,2021-02-04,"89,956","89,907","90,005",12.83,12.78,12.87,"704,580","704,247","704,914"
CW,2021-02-05,"87,265","87,206","87,325",12.47,12.42,12.52,"703,294","702,949","703,639"
CW,2021-02-06,"84,117","83,853","84,380",12.07,11.83,12.31,"700,179","699,094","701,263"
CW,2021-02-07,"82,748","82,483","83,012",11.94,11.69,12.19,"696,106","694,895","697,316"
CW,2021-02-08,"82,185","82,091","82,279",11.85,11.75,11.94,"697,062","696,429","697,694"
