state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
FL,10,241,15,29,222,15,77,260,58653,266,46323,266,5325,260,687,266,228,260,16,260,6,260,5295,266,1159,260,1104,266,5274,260,4821,266,51,260,43,260,6476,266,0.7897805738836888,266,46323,58653,0.11666630151392328,260,5325,45643,0.09230849238129908,260,5325,57687,0.1848190081326742,260,1159,6271,0.8176343421865349,266,5295,6476,2021-02-09
GA,36,120,14,41,114,15,36,167,23065,170,18234,170,3446,167,454,170,151,167,11,167,28,167,2494,170,905,167,870,170,3397,167,3071,170,49,167,18,167,2870,170,0.7905484500325168,170,18234,23065,0.19127442273534637,167,3446,18016,0.15144589962204447,167,3446,22754,0.32160625444207536,167,905,2814,0.8689895470383275,170,2494,2870,2021-02-09
HI,2,24,0,2,24,0,0,26,2652,26,1882,26,63,26,4,26,14,26,0,26,1,26,147,26,18,26,16,26,62,26,49,26,1,26,0,26,226,26,0.7096530920060332,26,1882,2652,0.0334750265674814,26,63,1882,0.023755656108597284,26,63,2652,0.07964601769911504,26,18,226,0.6504424778761062,26,147,226,2021-02-09
IA,2,47,77,2,47,77,4,124,8039,126,4671,126,251,124,48,126,8,124,4,124,0,124,432,126,62,124,57,126,244,124,231,126,7,124,7,124,668,126,0.5810424182112203,126,4671,8039,0.05455335796565964,124,251,4601,0.031624039309562806,124,251,7937,0.09553158705701079,124,62,649,0.6467065868263473,126,432,668,2021-02-09
MT,10,56,1,10,56,1,3,66,3208,67,1954,67,81,66,8,67,8,66,1,66,1,66,130,67,19,66,20,67,79,66,78,67,2,66,2,66,219,67,0.6091022443890274,67,1954,3208,0.041817243159525036,66,81,1937,0.025479710600817867,66,81,3179,0.0892018779342723,66,19,213,0.593607305936073,67,130,219,2021-02-09
NC,4,123,4,4,123,4,49,127,24277,131,18610,131,2107,127,199,131,174,127,8,127,11,127,2021,131,490,127,497,131,2067,127,1965,131,40,127,28,127,2518,131,0.7665691807060181,131,18610,24277,0.11455445006252378,127,2107,18393,0.08789054352813581,127,2107,23973,0.19934906427990237,127,490,2458,0.8026211278792693,131,2021,2518,2021-02-09
ND,12,37,1,12,37,1,24,49,2418,50,1608,50,124,49,11,50,14,49,0,49,4,49,111,50,16,49,14,50,121,49,83,50,3,49,1,49,202,50,0.6650124069478908,50,1608,2418,0.07808564231738035,49,124,1588,0.05175292153589316,49,124,2396,0.08121827411167512,49,16,197,0.5495049504950495,50,111,202,2021-02-09
NE,10,90,1,17,83,1,4,100,4409,101,2792,101,208,100,13,101,17,100,2,100,0,100,340,101,76,100,72,101,204,100,185,101,4,100,4,100,569,101,0.6332501701066001,101,2792,4409,0.07569141193595343,100,208,2748,0.04803695150115474,100,208,4330,0.13743218806509946,100,76,553,0.5975395430579965,101,340,569,2021-02-09
NH,3,26,1,5,24,1,3,30,3137,30,2177,30,143,30,18,30,21,30,0,30,0,30,167,30,29,30,28,30,143,30,122,30,0,30,0,30,282,30,0.6939751354797578,30,2177,3137,0.06568672485071199,30,143,2177,0.04558495377749442,30,143,3137,0.10283687943262411,30,29,282,0.5921985815602837,30,167,282,2021-02-09
NJ,10,77,9,11,76,9,120,95,24292,96,16970,96,2668,95,251,96,219,95,5,95,6,95,1517,96,490,95,462,96,2639,95,2364,96,29,95,11,95,2971,96,0.6985838959328173,96,16970,24292,0.15768321513002365,95,2668,16920,0.11016599223717896,95,2668,24218,0.1658206429780034,95,490,2955,0.5106024907438573,96,1517,2971,2021-02-09
NM,17,36,1,20,33,1,2,53,4341,54,3031,54,332,53,37,54,10,53,0,53,2,53,361,54,103,53,100,54,325,53,315,54,7,53,4,53,467,54,0.6982262151577977,54,3031,4341,0.11220006759040216,53,332,2959,0.07854270167967826,53,332,4227,0.23042505592841164,53,103,447,0.7730192719486081,54,361,467,2021-02-09
NV,1,16,46,2,15,46,35,61,8868,63,6587,63,901,61,76,63,72,61,1,61,2,61,709,63,190,61,201,63,895,61,801,63,6,61,8,61,914,63,0.7427830401443392,63,6587,8868,0.13940894321522512,61,901,6463,0.10377793135222299,61,901,8682,0.22919179734620024,61,190,829,0.7757111597374179,63,709,914,2021-02-09
NY,6,191,9,8,189,9,294,197,53316,206,39490,206,7726,197,693,206,195,197,12,197,18,197,3953,206,1383,197,1340,206,7534,197,6970,206,192,197,45,197,5649,206,0.740678220421637,206,39490,53316,0.19732338969198548,197,7726,39154,0.1467064162694871,197,7726,52663,0.2505888747961587,197,1383,5519,0.6997698707735882,206,3953,5649,2021-02-09
OH,17,205,11,33,189,11,39,228,32521,233,22432,233,2041,229,246,233,240,229,13,229,89,229,2816,233,501,229,461,233,1970,229,1720,233,71,229,33,229,4174,233,0.6897696872789889,233,22432,32521,0.09181699581627603,229,2041,22229,0.06339099916141255,229,2041,32197,0.1220462850182704,229,501,4105,0.6746526114039291,233,2816,4174,2021-02-09
OK,37,105,12,44,98,12,5,152,10802,154,7320,154,1018,152,160,154,82,152,1,152,5,152,878,154,266,152,273,154,962,152,928,154,56,152,52,152,1108,154,0.6776522866135901,154,7320,10802,0.1419408812046849,152,1018,7172,0.09611027190332326,152,1018,10592,0.25357483317445184,152,266,1049,0.7924187725631769,154,878,1108,2021-02-09
OR,3,60,2,1,62,2,14,63,6860,65,4920,65,310,63,34,65,42,63,1,63,31,63,490,65,64,63,53,65,301,63,248,65,9,63,6,63,785,65,0.717201166180758,65,4920,6860,0.06416890912854481,63,310,4831,0.04622725917089174,63,310,6706,0.0835509138381201,63,64,766,0.6242038216560509,65,490,785,2021-02-09
PA,19,203,6,27,194,7,22,221,31698,228,24697,228,2717,222,256,228,370,222,5,221,15,221,2650,228,526,221,511,227,2678,222,2298,228,39,220,27,220,3530,228,0.7791343302416556,228,24697,31698,0.11102938171713457,222,2717,24471,0.08676630261225012,222,2717,31314,0.15375621163402514,221,526,3421,0.7507082152974505,228,2650,3530,2021-02-09
ID,5,39,8,5,39,8,1,51,3692,52,2116,52,176,51,20,52,7,51,1,51,0,51,199,52,36,51,34,52,174,51,162,52,2,51,2,51,305,52,0.5731310942578548,52,2116,3692,0.0845747236905334,51,176,2081,0.04819277108433735,51,176,3652,0.12040133779264214,51,36,299,0.6524590163934426,52,199,305,2021-02-09
IL,11,171,23,11,171,23,79,200,32137,205,21616,205,1884,200,168,205,378,200,1,200,24,200,2187,205,381,200,352,205,1856,200,1525,205,28,200,10,200,3534,205,0.672620344151601,205,21616,32137,0.08816097332709406,200,1884,21370,0.05929003021148036,200,1884,31776,0.10979827089337175,200,381,3470,0.6188455008488964,205,2187,3534,2021-02-09
IN,14,148,2,16,146,2,3,162,18806,164,11461,164,1042,162,94,164,131,162,7,162,2,162,1381,164,244,162,218,164,1027,162,815,164,15,162,12,162,2222,164,0.6094331596299053,164,11461,18806,0.09166080225193525,162,1042,11368,0.05583837950806495,162,1042,18661,0.11228716060745512,162,244,2173,0.6215121512151215,164,1381,2222,2021-02-09
KS,10,133,4,13,130,4,5,144,8781,147,4961,147,464,144,71,147,45,144,2,144,3,144,573,147,107,144,103,147,459,144,395,147,5,144,3,144,848,147,0.5649698212048742,147,4961,8781,0.0945010183299389,144,464,4910,0.05337014032666207,144,464,8694,0.12953995157384987,144,107,826,0.6757075471698113,147,573,848,2021-02-09
KY,0,26,93,5,112,2,4,117,14473,119,8591,119,1107,117,221,119,103,117,0,117,5,117,1196,119,263,117,258,119,1094,117,974,119,13,117,1,117,1837,119,0.5935880605264976,119,8591,14473,0.13077377436503249,117,1107,8465,0.0774721813982784,117,1107,14289,0.1470095025153717,117,263,1789,0.6510615133369625,119,1196,1837,2021-02-09
LA,41,175,7,44,172,7,0,215,13982,223,9234,223,773,222,81,216,12,216,4,216,0,216,1304,223,257,222,249,222,768,222,866,222,5,222,4,222,1855,223,0.6604205406951795,223,9234,13982,0.08371236733809834,222,773,9234,0.055285366900300385,222,773,13982,0.138544474393531,222,257,1855,0.7029649595687332,223,1304,1855,2021-02-09
MA,9,92,1,10,91,1,74,101,19499,102,15617,102,1076,101,135,102,101,101,2,101,9,101,1123,102,296,101,281,102,1060,101,908,102,16,101,10,101,1491,102,0.8009128673265296,102,15617,19499,0.06933883232375306,101,1076,15518,0.05555268728380402,101,1076,19369,0.20204778156996586,101,296,1465,0.7531857813547954,102,1123,1491,2021-02-09
MD,3,56,1,4,55,1,19,59,11904,60,9224,60,1432,59,116,60,255,59,1,59,12,59,1045,60,340,59,307,60,1418,59,1177,60,14,59,9,59,1354,60,0.7748655913978495,60,9224,11904,0.15633187772925763,59,1432,9160,0.12146916617185512,59,1432,11789,0.2585551330798479,59,340,1315,0.7717872968980798,60,1045,1354,2021-02-09
ME,2,29,8,2,29,8,4,38,3298,39,2241,39,133,38,8,39,15,38,0,38,0,38,229,39,36,38,33,39,133,38,111,39,0,38,0,38,338,39,0.6795027289266222,39,2241,3298,0.06020823902218198,38,133,2209,0.04079754601226994,38,133,3260,0.10975609756097561,38,36,328,0.6775147928994083,39,229,338,2021-02-09
MI,5,155,4,6,154,4,8,160,23252,164,16855,164,987,160,90,164,63,160,5,160,3,160,1967,164,249,160,234,164,958,160,855,164,29,160,14,160,2687,164,0.7248838809564768,164,16855,23252,0.05902404018658055,160,987,16722,0.04281809899787428,160,987,23051,0.09406875708349074,160,249,2647,0.7320431708224786,164,1967,2687,2021-02-09
MN,19,106,15,20,105,15,11,139,9768,140,7190,140,406,139,49,140,30,139,1,139,4,139,621,140,68,139,64,140,396,139,321,140,10,139,6,139,889,140,0.7360769860769861,140,7190,9768,0.057482656095143705,139,406,7063,0.04234459741343346,139,406,9588,0.07971864009378664,139,68,853,0.6985376827896513,140,621,889,2021-02-09
MO,22,100,19,31,91,19,15,137,17259,141,13186,141,1363,137,96,141,195,137,2,137,20,137,1461,141,369,137,308,141,1311,137,1005,141,52,137,25,137,1815,141,0.7640071846572802,141,13186,17259,0.10495110495110495,137,1363,12987,0.08025672731555085,137,1363,16983,0.21085714285714285,137,369,1750,0.8049586776859504,141,1461,1815,2021-02-09
MS,9,97,2,14,92,2,1,106,8555,108,5547,108,649,106,59,108,24,106,0,106,4,106,661,108,186,106,133,108,639,106,537,108,10,106,6,106,847,108,0.6483927527761543,108,5547,8555,0.118,106,649,5500,0.07663242413508088,106,649,8469,0.22655298416565164,106,186,821,0.7804014167650531,108,661,847,2021-02-09
WY,3,26,2,5,24,2,4,29,1734,31,749,31,52,29,6,31,20,29,0,29,0,29,49,31,11,29,9,31,51,29,45,31,1,29,1,29,136,31,0.43194925028835063,31,749,1734,0.07027027027027027,29,52,740,0.03076923076923077,29,52,1690,0.08870967741935484,29,11,124,0.3602941176470588,31,49,136,2021-02-09
