state,collection_date,Staffed Adult ICU Beds Occupied Estimated,Count LL,Count UL,Percentage of Staffed Adult ICU Beds Occupied Estimated,Percentage LL,Percentage UL,Total Staffed Adult ICU Beds,Total LL,Total UL,geocoded_state
CW,2021/03/03,61194,61082,61306,71.57,71.17,71.98,85498,85364,85632,
CW,2021/03/04,60922,60904,60941,71.69,71.66,71.73,84977,84966,84988,
CW,2021/03/05,60859,60814,60903,71.49,71.27,71.72,85126,85030,85222,
CW,2021/03/06,59482,59423,59540,70.18,69.94,70.42,84754,84666,84843,
CW,2021/03/07,57874,57781,57967,68.62,68.26,68.97,84344,84225,84464,
CW,2021/03/08,57623,57598,57648,68.4,68.34,68.47,84238,84230,84247,
CW,2021/03/09,59763,59686,59841,70.71,70.49,70.92,84524,84515,84534,
CW,2021/03/10,60090,60044,60135,71.07,70.89,71.25,84546,84479,84613,
CW,2021/03/11,60119,60105,60133,71.12,71.11,71.14,84527,84521,84533,
CW,2021/03/12,59673,59655,59691,70.64,70.59,70.68,84478,84463,84493,
CW,2021/03/13,58345,58254,58437,69.32,69.05,69.58,84172,84140,84204,
CW,2021/03/14,56517,56422,56611,67.22,66.94,67.5,84074,84043,84105,
CW,2021/03/15,56508,56415,56602,67.46,67.15,67.78,83764,83680,83847,
CW,2021/03/16,58738,58691,58785,69.93,69.79,70.06,84000,83977,84024,
CW,2021/03/17,59387,59361,59414,70.67,70.58,70.76,84037,84015,84059,
CW,2021/03/18,59234,59215,59254,70.53,70.47,70.59,83986,83970,84002,
CW,2021/03/19,59212,59189,59234,70.4,70.28,70.51,84112,84065,84160,
CW,2021/03/20,57913,57893,57932,69.12,69.04,69.2,83787,83759,83815,
CW,2021/03/21,56141,56119,56164,67.29,67.21,67.38,83430,83402,83458,
CW,2021/03/22,56175,56130,56221,67.28,67.12,67.44,83500,83453,83547,
CW,2021/03/23,58780,58744,58817,70.13,70.01,70.24,83821,83796,83846,
CW,2021/03/24,59386,59317,59455,70.62,70.38,70.86,84090,84018,84163,
CW,2021/03/25,59339,59301,59377,70.64,70.51,70.76,84006,83978,84034,
CW,2021/03/26,59171,59160,59182,70.51,70.47,70.56,83917,83901,83933,
CW,2021/03/27,57751,57718,57785,69.08,68.96,69.19,83604,83573,83635,
CW,2021/03/28,56180,56129,56232,67.37,67.15,67.58,83396,83320,83471,
CW,2021/03/29,56441,56395,56487,67.74,67.55,67.92,83324,83259,83390,
CW,2021/03/30,58619,58552,58686,69.99,69.73,70.24,83758,83674,83842,
CW,2021/03/31,59339,59291,59387,70.7,70.51,70.89,83935,83868,84002,
CW,2021/04/01,58696,58585,58806,70.08,69.66,70.49,83757,83621,83892,
CW,2021/04/02,58211,57863,58559,69.26,67.95,70.58,84042,83609,84475,
AK,2021/03/03,90,90,90,70.87,70.87,70.87,127,127,127,POINT (-151.631889 63.631126)
AL,2021/03/03,1362,1362,1362,85.71,85.71,85.71,1589,1589,1589,POINT (-86.844516 32.756889)
AR,2021/03/03,743,743,743,71.86,71.86,71.86,1034,1034,1034,POINT (-92.439162 34.899825)
AZ,2021/03/03,1252,1252,1252,57.25,57.25,57.25,2187,2187,2187,POINT (-111.664616 34.293239)
CA,2021/03/03,5502,5502,5502,75.34,75.34,75.34,7303,7303,7303,POINT (-119.662127 37.211164)
CO,2021/03/03,816,816,816,64.71,64.71,64.71,1261,1261,1261,POINT (-105.547832 38.998552)
CT,2021/03/03,610,610,610,58.15,58.15,58.15,1049,1049,1049,POINT (-72.738288 41.575155)
DC,2021/03/03,274,274,274,84.57,84.57,84.57,324,324,324,POINT (-77.016275 38.904785)
DE,2021/03/03,163,163,163,85.79,85.79,85.79,190,190,190,POINT (-75.452394 38.994926)
FL,2021/03/03,5184,5184,5184,80.52,80.52,80.52,6438,6438,6438,POINT (-82.420978 28.260731)
GA,2021/03/03,2250,2140,2360,81.67,69.22,94.12,2755,2621,2889,POINT (-83.426574 32.638481)
HI,2021/03/03,154,154,154,66.38,66.38,66.38,232,232,232,POINT (-157.854309 21.361013)
IA,2021/03/03,405,405,405,60.9,60.9,60.9,665,665,665,POINT (-93.500061 42.074659)
ID,2021/03/03,167,167,167,55.3,55.3,55.3,302,302,302,POINT (-114.659366 44.389073)
IL,2021/03/03,2100,2100,2100,60.57,60.57,60.57,3467,3467,3467,POINT (-89.148632 40.124144)
IN,2021/03/03,1471,1471,1471,67.57,67.57,67.57,2177,2177,2177,POINT (-86.2818 39.919991)
KS,2021/03/03,601,601,601,75.31,75.31,75.31,798,798,798,POINT (-98.38018 38.484729)
