state,collection_date,Inpatient Beds Occupied Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL
CW,2020-08-27,"501,892","499,962","503,822",68.31,67.55,69.07,"716,068","713,371","718,765"
CW,2020-08-28,"493,412","491,650","495,174",67.45,66.76,68.13,"714,263","711,815","716,710"
CW,2020-08-29,"477,864","475,893","479,835",65.40,64.61,66.20,"713,231","710,550","715,912"
CW,2020-08-30,"463,915","461,790","466,039",63.66,62.72,64.60,"711,096","707,879","714,314"
CW,2020-08-31,"466,969","465,365","468,573",64.10,63.48,64.71,"711,079","708,868","713,289"
CW,2020-09-01,"487,185","485,175","489,195",66.48,65.75,67.22,"715,455","713,297","717,614"
CW,2020-09-02,"496,952","495,079","498,824",67.49,66.88,68.09,"718,884","717,266","720,503"
CW,2020-09-03,"494,902","493,134","496,671",67.52,66.95,68.08,"715,737","714,155","717,318"
CW,2020-09-04,"489,101","487,374","490,827",66.80,66.23,67.36,"714,668","713,020","716,317"
CW,2020-09-05,"471,154","469,421","472,888",64.52,63.91,65.13,"712,898","711,001","714,794"
CW,2020-09-06,"455,577","453,758","457,396",62.80,62.08,63.53,"708,272","705,896","710,648"
CW,2020-09-07,"451,953","450,464","453,442",62.23,61.68,62.77,"709,242","707,326","711,158"
CW,2020-09-08,"461,564","460,389","462,738",63.42,63.04,63.80,"710,456","708,827","712,085"
CW,2020-09-09,"490,401","489,235","491,568",66.97,66.56,67.37,"714,845","713,149","716,541"
CW,2020-09-10,"500,424","499,321","501,526",68.26,67.90,68.63,"715,859","714,286","717,432"
CW,2020-09-11,"501,264","500,136","502,392",68.25,67.77,68.73,"716,879","715,274","718,483"
CW,2020-09-12,"483,209","481,913","484,505",66.05,65.49,66.60,"714,017","712,190","715,844"
CW,2020-09-13,"467,839","466,027","469,650",64.51,63.77,65.25,"707,989","705,981","709,997"
CW,2020-09-14,"472,259","471,118","473,400",64.81,64.31,65.31,"712,296","710,601","713,991"
CW,2020-09-15,"494,454","493,269","495,640",67.96,67.47,68.45,"711,302","709,760","712,844"
CW,2020-09-16,"501,227","500,156","502,298",68.85,68.38,69.33,"711,803","710,137","713,470"
CW,2020-09-17,"503,168","502,073","504,263",68.88,68.43,69.34,"713,383","711,828","714,938"
CW,2020-09-18,"499,436","498,451","500,420",68.30,67.91,68.70,"713,605","712,217","714,992"
CW,2020-09-19,"481,424","480,072","482,777",66.09,65.51,66.67,"711,543","709,779","713,307"
CW,2020-09-20,"464,794","463,374","466,213",64.02,63.41,64.64,"709,094","707,220","710,969"
CW,2020-09-21,"467,611","466,637","468,585",64.34,63.94,64.74,"709,025","707,735","710,316"
CW,2020-09-22,"494,173","493,236","495,111",67.53,67.13,67.93,"713,968","712,551","715,385"
CW,2020-09-23,"504,811","503,868","505,753",68.87,68.48,69.26,"714,838","713,452","716,225"
CW,2020-09-24,"505,027","504,182","505,872",68.88,68.58,69.18,"714,973","713,877","716,070"
CW,2020-09-25,"502,213","500,831","503,595",68.53,67.94,69.12,"714,736","712,866","716,606"
CW,2020-09-26,"486,506","484,063","488,950",66.38,65.33,67.43,"714,433","711,404","717,462"
CW,2020-09-27,"472,913","469,896","475,930",64.84,63.50,66.19,"711,183","707,302","715,064"
AL,2020-08-27,"10,238","10,235","10,241",72.72,72.72,72.72,"14,079","14,079","14,079"
