state,collection_date,Inpatient Beds Occupied by COVID-19 Patients Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied by COVID-19 Patients Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL,geocoded_state
CW,2021/04/29,40415,40396,40434,5.8,5.75,5.84,699944,699320,700568,
CW,2021/04/30,39626,39599,39652,5.69,5.64,5.75,698990,698293,699687,
CW,2021/05/01,38319,38292,38346,5.53,5.47,5.59,695489,694768,696210,
CW,2021/05/02,38256,38227,38286,5.56,5.5,5.61,691560,691016,692103,
CW,2021/05/03,38894,38873,38915,5.64,5.6,5.68,692244,691803,692684,
CW,2021/05/04,39059,39013,39105,5.63,5.54,5.72,696880,695875,697884,
CW,2021/05/05,38194,38169,38219,5.47,5.42,5.52,701455,700867,702043,
CW,2021/05/06,37164,37133,37196,5.31,5.25,5.38,702380,701582,703179,
CW,2021/05/07,36385,36363,36407,5.24,5.18,5.3,697706,696884,698528,
CW,2021/05/08,34991,34966,35016,5.05,4.98,5.12,695689,694786,696592,
CW,2021/05/09,34447,34407,34487,5,4.91,5.08,692549,691486,693612,
CW,2021/05/10,34732,34706,34758,5.04,4.97,5.11,691841,690859,692823,
CW,2021/05/11,34660,34616,34705,5,4.91,5.08,696364,695385,697343,
CW,2021/05/12,33755,33726,33783,4.86,4.79,4.93,697812,696835,698788,
CW,2021/05/13,32874,32841,32908,4.73,4.67,4.79,697739,696784,698694,
CW,2021/05/14,31774,31741,31807,4.58,4.52,4.65,696503,695474,697533,
CW,2021/05/15,30650,30622,30678,4.44,4.38,4.49,693448,692484,694412,
CW,2021/05/16,30212,30186,30237,4.4,4.35,4.45,689496,688595,690397,
CW,2021/05/17,30419,30395,30444,4.43,4.4,4.47,688960,688216,689703,
CW,2021/05/18,30106,30087,30124,4.36,4.33,4.38,694036,693279,694794,
CW,2021/05/19,29823,29806,29840,4.3,4.27,4.33,696847,696009,697685,
CW,2021/05/20,28622,28571,28672,4.12,4.05,4.19,697517,696665,698369,
CW,2021/05/21,27996,27945,28048,4.03,3.95,4.11,697282,696302,698263,
CW,2021/05/22,27016,26989,27043,3.91,3.86,3.95,694248,693362,695134,
CW,2021/05/23,26673,26640,26707,3.88,3.83,3.93,690414,689493,691335,
CW,2021/05/24,26990,26932,27049,3.93,3.83,4.04,689423,688091,690755,
CW,2021/05/25,27091,27050,27131,3.92,3.85,3.99,694234,693164,695305,
CW,2021/05/26,26322,26264,26380,3.8,3.7,3.9,695907,694491,697322,
CW,2021/05/27,25668,25590,25746,3.7,3.56,3.84,696264,694518,698011,
CW,2021/05/28,25136,24943,25328,3.63,3.28,3.97,695855,692383,699327,
CW,2021/05/29,24347,23986,24708,3.53,2.88,4.17,694220,688116,700324,
CT,2021/04/29,454,454,454,5.84,5.84,5.84,7776,7776,7776,POINT (-72.738288 41.575155)
DC,2021/04/29,154,154,154,5.61,5.61,5.61,2745,2745,2745,POINT (-77.016275 38.904785)
CT,2021/04/30,429,429,429,5.51,5.51,5.51,7786,7786,7786,POINT (-72.738288 41.575155)
DC,2021/04/30,168,168,168,6.11,6.11,6.11,2750,2750,2750,POINT (-77.016275 38.904785)
CT,2021/05/01,416,416,416,5.35,5.35,5.35,7780,7780,7780,POINT (-72.738288 41.575155)
DC,2021/05/01,170,170,170,6.18,6.18,6.18,2751,2751,2751,POINT (-77.016275 38.904785)
CT,2021/05/02,405,405,405,5.2,5.2,5.2,7784,7784,7784,POINT (-72.738288 41.575155)
DC,2021/05/02,166,166,166,6.09,6.09,6.09,2725,2725,2725,POINT (-77.016275 38.904785)
CT,2021/05/03,400,400,400,5.14,5.14,5.14,7781,7781,7781,POINT (-72.738288 41.575155)
DC,2021/05/03,160,160,160,5.86,5.86,5.86,2732,2732,2732,POINT (-77.016275 38.904785)
CT,2021/05/04,363,362,364,4.67,4.67,4.67,7781,7781,7781,POINT (-72.738288 41.575155)
DC,2021/05/04,167,167,167,6.09,6.09,6.09,2743,2743,2743,POINT (-77.016275 38.904785)
CT,2021/05/05,373,372,374,4.79,4.79,4.79,7793,7793,7793,POINT (-72.738288 41.575155)
DC,2021/05/05,161,161,161,5.84,5.84,5.84,2758,2758,2758,POINT (-77.016275 38.904785)
CT,2021/05/06,361,361,361,4.63,4.63,4.63,7792,7792,7792,POINT (-72.738288 41.575155)
DC,2021/05/06,154,154,154,5.58,5.58,5.58,2762,2762,2762,POINT (-77.016275 38.904785)
CT,2021/05/07,338,338,338,4.33,4.33,4.33,7806,7806,7806,POINT (-72.738288 41.575155)
DC,2021/05/07,151,151,151,5.49,5.49,5.49,2748,2748,2748,POINT (-77.016275 38.904785)
CT,2021/05/08,333,333,333,4.27,4.27,4.27,7802,7802,7802,POINT (-72.738288 41.575155)
DC,2021/05/08,147,147,147,5.36,5.36,5.36,2744,2744,2744,POINT (-77.016275 38.904785)
CT,2021/05/09,327,327,327,4.2,4.2,4.2,7790,7790,7790,POINT (-72.738288 41.575155)
DC,2021/05/09,159,159,159,5.89,5.89,5.89,2701,2701,2701,POINT (-77.016275 38.904785)
CT,2021/05/10,335,334,336,4.31,4.31,4.31,7777,7777,7777,POINT (-72.738288 41.575155)
DC,2021/05/10,157,157,157,5.73,5.73,5.73,2742,2742,2742,POINT (-77.016275 38.904785)
CT,2021/05/11,285,285,285,3.66,3.66,3.66,7786,7786,7786,POINT (-72.738288 41.575155)
DC,2021/05/11,168,168,168,6.15,6.15,6.15,2731,2731,2731,POINT (-77.016275 38.904785)
CT,2021/05/12,286,286,286,3.67,3.67,3.67,7803,7803,7803,POINT (-72.738288 41.575155)
DC,2021/05/12,153,153,153,5.55,5.55,5.55,2755,2755,2755,POINT (-77.016275 38.904785)
CT,2021/05/13,239,232,247,3.07,3.07,3.07,7806,7806,7806,POINT (-72.738288 41.575155)
DC,2021/05/13,150,150,150,5.47,5.47,5.47,2744,2744,2744,POINT (-77.016275 38.904785)
CT,2021/05/14,244,235,252,3.12,3.12,3.12,7819,7819,7819,POINT (-72.738288 41.575155)
DC,2021/05/14,135,135,135,4.91,4.91,4.91,2751,2751,2751,POINT (-77.016275 38.904785)
CT,2021/05/15,245,245,245,3.15,3.15,3.15,7785,7785,7785,POINT (-72.738288 41.575155)
DC,2021/05/15,138,138,138,5.01,5.01,5.01,2754,2754,2754,POINT (-77.016275 38.904785)
CT,2021/05/16,234,234,234,3.01,3.01,3.01,7777,7777,7777,POINT (-72.738288 41.575155)
DC,2021/05/16,133,133,133,4.86,4.86,4.86,2736,2736,2736,POINT (-77.016275 38.904785)
CT,2021/05/17,232,232,232,2.99,2.99,2.99,7753,7753,7753,POINT (-72.738288 41.575155)
DC,2021/05/17,135,135,135,4.94,4.94,4.94,2735,2735,2735,POINT (-77.016275 38.904785)
CT,2021/05/18,200,199,201,2.58,2.58,2.58,7747,7747,7747,POINT (-72.738288 41.575155)
DC,2021/05/18,131,131,131,4.76,4.76,4.76,2754,2754,2754,POINT (-77.016275 38.904785)
CT,2021/05/19,183,182,184,2.35,2.35,2.35,7775,7775,7775,POINT (-72.738288 41.575155)
DC,2021/05/19,121,121,121,4.39,4.39,4.39,2754,2754,2754,POINT (-77.016275 38.904785)
CT,2021/05/20,184,184,184,2.37,2.37,2.37,7764,7764,7764,POINT (-72.738288 41.575155)
DC,2021/05/20,120,118,121,4.34,4.34,4.34,2756,2756,2756,POINT (-77.016275 38.904785)
CT,2021/05/21,196,196,196,2.52,2.52,2.52,7777,7777,7777,POINT (-72.738288 41.575155)
DC,2021/05/21,109,109,109,3.96,3.96,3.96,2754,2754,2754,POINT (-77.016275 38.904785)
CT,2021/05/22,176,175,177,2.26,2.26,2.26,7775,7775,7775,POINT (-72.738288 41.575155)
DC,2021/05/22,123,123,123,4.48,4.48,4.48,2746,2746,2746,POINT (-77.016275 38.904785)
