state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state,previous_day_admission_adult_covid_confirmed_18-19,previous_day_admission_adult_covid_confirmed_18-19_coverage,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_20-29_coverage,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_30-39_coverage,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_40-49_coverage,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_50-59_coverage,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_60-69_coverage,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_70-79_coverage,previous_day_admission_adult_covid_confirmed_80+,previous_day_admission_adult_covid_confirmed_80+_coverage,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_confirmed_unknown_coverage,previous_day_admission_adult_covid_suspected_18-19,previous_day_admission_adult_covid_suspected_18-19_coverage,previous_day_admission_adult_covid_suspected_20-29,previous_day_admission_adult_covid_suspected_20-29_coverage,previous_day_admission_adult_covid_suspected_30-39,previous_day_admission_adult_covid_suspected_30-39_coverage,previous_day_admission_adult_covid_suspected_40-49,previous_day_admission_adult_covid_suspected_40-49_coverage,previous_day_admission_adult_covid_suspected_50-59,previous_day_admission_adult_covid_suspected_50-59_coverage,previous_day_admission_adult_covid_suspected_60_69,previous_day_admission_adult_covid_suspected_60-69_coverage,previous_day_admission_adult_covid_suspected_70-79,previous_day_admission_adult_covid_suspected_70-79_coverage,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_80+_coverage,previous_day_admission_adult_covid_suspected_unknown,previous_day_admission_adult_covid_suspected_unknown_coverage,deaths_covid,deaths_covid_coverage
PA,23,179,6,29,173,6,10,202,29123,208,23088,208,493,202,34,208,242,202,0,199,18,199,2646,208,85,202,61,208,464,202,274,208,29,201,8,201,3594,208,0.792775469560141,208,23088,29123,0.021536848543096,202,493,22891,0.01715438950555,202,493,28739,0.024376254660166,202,85,3487,0.736227045075125,208,2646,3594,2021/07/02,,1,204,0,203,1,204,3,203,6,203,5,204,9,203,4,205,5,190,4,196,17,197,21,196,18,197,25,196,42,196,61,196,45,198,11,184,4,202
PR,0,10,56,0,10,56,0,65,9013,66,5312,66,49,65,1,66,7,65,0,65,5,65,439,66,6,65,6,66,26,65,13,66,23,65,6,65,646,66,0.589370908687452,66,5312,9013,0.009453984179047,65,49,5183,0.005555555555556,65,49,8820,0.009756097560976,65,6,615,0.679566563467492,66,439,646,2021/07/02,,0,66,0,66,0,66,0,66,0,66,0,66,1,66,0,66,0,66,0,65,1,65,1,65,1,65,1,65,0,65,1,65,2,65,0,65,1,65
RI,3,9,1,4,8,1,3,12,2162,13,1909,13,70,12,2,13,0,12,0,12,0,12,112,13,4,12,4,13,70,12,30,13,0,12,0,12,152,13,0.882978723404255,13,1909,2162,0.037433155080214,12,70,1870,0.033285782215882,12,70,2103,0.028985507246377,12,4,138,0.736842105263158,13,112,152,2021/07/02,,0,13,1,13,0,13,1,13,0,13,0,13,0,13,0,13,0,13,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
SC,16,45,5,16,45,5,1,64,9014,66,6548,66,133,64,20,66,16,64,0,64,1,64,689,66,36,64,30,66,131,64,107,66,2,64,0,64,1118,66,0.726425560239627,66,6548,9014,0.020572312451663,64,133,6465,0.015029946886654,64,133,8849,0.033426183844011,64,36,1077,0.616279069767442,66,689,1118,2021/07/02,,0,66,1,66,5,66,5,66,1,66,3,66,3,66,1,66,1,61,0,64,2,64,2,64,1,64,1,64,1,64,4,64,2,64,3,59,3,64
SD,0,59,3,0,59,3,0,59,2539,62,1314,62,26,59,4,62,4,59,0,59,3,59,115,62,8,59,2,62,23,59,8,62,3,59,0,59,234,62,0.517526585269791,62,1314,2539,0.020344287949922,59,26,1278,0.010517799352751,59,26,2472,0.035874439461883,59,8,223,0.491452991452991,62,115,234,2021/07/02,,0,62,1,62,0,62,0,62,0,62,0,62,2,62,0,62,1,62,0,59,1,59,1,59,2,59,0,59,0,59,0,59,0,59,0,59,0,59
TN,7,94,39,27,74,39,0,102,20337,140,12854,128,310,102,29,102,38,102,1,102,1,102,1609,137,82,102,74,102,304,102,228,102,6,102,4,102,2391,140,0.664358073185859,128,12854,19348,0.025711205109065,102,310,12057,0.017208837570778,102,310,18014,0.035714285714286,102,82,2296,0.682937181663837,137,1609,2356,2021/07/02,,2,102,3,102,4,102,2,102,5,102,6,102,3,102,1,102,3,102,0,102,1,102,2,102,1,102,7,102,5,102,5,102,6,102,11,102,2,102
TX,73,342,66,93,323,65,47,476,60294,481,41963,481,2186,476,229,481,328,476,13,476,57,476,5112,481,586,476,552,481,2104,476,1693,481,82,476,44,476,6513,481,0.695973065313298,481,41963,60294,0.052717889355134,476,2186,41466,0.036703717384734,476,2186,59558,0.092094923778092,476,586,6363,0.784891754951635,481,5112,6513,2021/07/02,,0,481,18,481,20,481,49,481,41,481,36,481,24,481,25,481,16,481,5,476,32,476,37,476,49,476,42,476,52,476,59,476,38,476,14,476,17,476
UT,1,43,9,1,43,9,0,52,5479,53,3039,53,221,52,33,53,2,52,1,52,0,52,374,53,92,52,93,53,217,52,214,53,4,52,0,52,633,53,0.554663259718927,53,3039,5479,0.07374040707374,52,221,2997,0.04094108929233,52,221,5398,0.149593495934959,52,92,615,0.590837282780411,53,374,633,2021/07/02,,0,53,3,53,5,53,7,53,5,53,2,53,7,53,2,53,2,53,0,52,0,52,0,52,0,52,0,52,0,52,1,52,1,52,0,52,0,52
VA,15,58,20,17,56,20,18,90,16967,93,11647,93,231,90,23,93,111,90,2,90,11,90,1240,93,50,90,41,93,226,90,149,93,5,90,2,90,1909,93,0.686450167973124,93,11647,16967,0.020045123221104,90,231,11524,0.013819922225546,90,231,16715,0.026881720430108,90,50,1860,0.649554740701938,93,1240,1909,2021/07/02,,1,93,2,93,3,93,3,93,6,93,4,93,1,93,2,93,1,93,0,90,9,90,8,90,10,90,12,90,21,90,33,90,18,90,0,90,4,90
VI,2,0,0,2,0,0,0,2,168,2,85,2,3,2,1,2,0,2,0,2,0,2,5,2,2,2,2,2,3,2,3,2,0,2,0,2,20,2,0.505952380952381,2,85,168,0.035294117647059,2,3,85,0.017857142857143,2,3,168,0.1,2,2,20,0.25,2,5,20,2021/07/02,,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,2,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,2
