state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state,previous_day_admission_adult_covid_confirmed_18-19,previous_day_admission_adult_covid_confirmed_18-19_coverage,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_20-29_coverage,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_30-39_coverage,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_40-49_coverage,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_50-59_coverage,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_60-69_coverage,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_70-79_coverage,previous_day_admission_adult_covid_confirmed_80+,previous_day_admission_adult_covid_confirmed_80+_coverage,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_confirmed_unknown_coverage,previous_day_admission_adult_covid_suspected_18-19,previous_day_admission_adult_covid_suspected_18-19_coverage,previous_day_admission_adult_covid_suspected_20-29,previous_day_admission_adult_covid_suspected_20-29_coverage,previous_day_admission_adult_covid_suspected_30-39,previous_day_admission_adult_covid_suspected_30-39_coverage,previous_day_admission_adult_covid_suspected_40-49,previous_day_admission_adult_covid_suspected_40-49_coverage,previous_day_admission_adult_covid_suspected_50-59,previous_day_admission_adult_covid_suspected_50-59_coverage,previous_day_admission_adult_covid_suspected_60_69,previous_day_admission_adult_covid_suspected_60-69_coverage,previous_day_admission_adult_covid_suspected_70-79,previous_day_admission_adult_covid_suspected_70-79_coverage,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_80+_coverage,previous_day_admission_adult_covid_suspected_unknown,previous_day_admission_adult_covid_suspected_unknown_coverage
OR,5,53,7,5,53,7,11,63,7104,65,5416,65,336,63,30,65,38,63,0,63,3,63,568,65,72,63,62,65,327,63,277,65,9,63,4,63,841,65,0.762387387387387,65,5416,7104,0.063348416289593,63,336,5304,0.048470859780727,63,336,6932,0.08812729498164,63,72,817,0.67538644470868,65,568,841,2021/05/24,,0,65,4,65,2,65,6,65,5,65,3,65,6,65,2,65,2,65,1,63,0,63,3,63,3,63,5,63,6,63,11,63,9,63,0,63
PA,27,194,6,32,189,6,15,221,29877,227,24226,227,1572,221,127,227,301,221,7,219,27,219,2663,227,305,221,265,227,1525,221,1025,227,47,220,27,220,3563,227,0.810857850520467,227,24226,29877,0.065549161871404,221,1572,23982,0.053298976062928,221,1572,29494,0.088226786230836,221,305,3457,0.747403873140612,227,2663,3563,2021/05/24,,0,224,10,224,13,223,12,223,18,223,30,223,26,223,10,223,10,212,1,218,20,218,24,218,26,217,46,217,71,217,53,217,49,217,11,206
PR,0,14,52,0,14,52,17,65,9247,66,5752,66,183,65,2,66,20,65,0,65,7,65,447,66,34,65,24,66,169,65,137,66,14,65,1,65,681,66,0.622039580404456,66,5752,9247,0.032446808510638,65,183,5640,0.020178630499504,65,183,9069,0.052307692307692,65,34,650,0.656387665198238,66,447,681,2021/05/24,,0,66,2,66,0,66,0,66,0,66,0,66,0,66,0,66,0,66,1,65,3,65,4,65,3,65,2,65,2,65,1,65,4,65,0,65
RI,4,10,1,4,10,1,6,14,2604,15,2411,15,113,14,7,15,0,14,0,14,0,14,126,15,15,14,14,15,111,14,73,15,2,14,2,14,161,15,0.925883256528418,15,2411,2604,0.047881355932203,14,113,2360,0.044593528018942,14,113,2534,0.105633802816901,14,15,142,0.782608695652174,15,126,161,2021/05/24,,0,15,0,15,1,15,1,15,4,15,0,15,1,15,0,15,0,15,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14
SC,19,66,2,19,66,2,5,85,10728,87,8458,87,236,85,25,87,22,85,2,85,0,85,815,87,67,85,54,87,228,85,188,87,8,85,3,85,1189,87,0.788404175988069,87,8458,10728,0.028297362110312,85,236,8340,0.022337908187411,85,236,10565,0.058362369337979,85,67,1148,0.685449957947855,87,815,1189,2021/05/24,,0,87,0,87,3,87,4,87,4,87,7,87,5,87,2,87,0,82,0,85,3,85,1,85,2,85,1,85,6,85,7,85,1,85,1,80
SD,2,60,3,2,60,3,4,62,2830,65,1610,65,44,62,5,65,8,62,1,62,1,62,125,65,13,62,10,65,42,62,32,65,2,62,1,62,237,65,0.568904593639576,65,1610,2830,0.027918781725888,62,44,1576,0.015924719507781,62,44,2763,0.057522123893805,62,13,226,0.527426160337553,65,125,237,2021/05/24,,0,65,3,65,0,65,0,65,0,65,0,65,0,65,2,65,0,65,1,62,0,62,1,62,0,62,0,62,2,62,2,62,2,62,0,62
TN,8,87,48,27,68,48,16,95,20412,143,13125,130,655,95,43,95,42,95,0,95,2,95,1690,140,173,95,150,95,647,95,596,95,8,95,5,95,2390,143,0.676128168143416,130,13125,19412,0.059201012292119,95,655,11064,0.039856395278082,95,655,16434,0.084103062712688,95,173,2057,0.717622080679406,140,1690,2355,2021/05/24,,0,95,1,95,0,95,3,95,10,95,8,95,14,95,2,95,5,95,1,95,3,95,3,95,4,95,5,95,10,95,8,95,4,95,4,95
TX,96,486,13,120,462,13,64,590,68617,595,49677,595,2382,590,230,595,390,590,13,590,58,590,5207,595,648,590,578,595,2309,590,1796,595,73,590,48,590,6925,595,0.723975108209336,595,49677,68617,0.048584482336624,590,2382,49028,0.035105301165755,590,2382,67853,0.095971563981043,590,648,6752,0.751913357400722,595,5207,6925,2021/05/24,,2,595,29,595,31,595,38,595,41,595,38,595,25,595,19,594,7,595,6,589,33,588,35,589,48,588,78,589,78,589,41,589,48,589,23,590
UT,1,56,1,4,53,1,1,57,5885,58,3565,58,152,57,25,58,2,57,4,57,0,57,376,58,47,57,48,58,147,57,140,58,5,57,0,57,632,58,0.605777400169924,58,3565,5885,0.043329532497149,57,152,3508,0.026166293682217,57,152,5809,0.076547231270358,57,47,614,0.594936708860759,58,376,632,2021/05/24,,1,58,2,58,4,58,2,58,5,58,5,58,4,58,2,58,0,58,0,57,1,57,1,57,0,57,0,57,0,57,0,57,0,57,0,57
VA,14,81,9,22,73,9,21,101,18099,104,13437,104,519,101,42,104,179,101,2,101,15,101,1325,104,125,101,114,104,510,101,390,104,9,101,4,101,1931,104,0.74241670810542,104,13437,18099,0.039137319960787,101,519,13261,0.029091928251121,101,519,17840,0.066666666666667,101,125,1875,0.686172967374417,104,1325,1931,2021/05/24,,1,104,4,104,8,104,5,104,7,104,9,104,4,104,3,104,1,104,2,101,8,101,23,101,20,101,28,101,37,101,30,101,29,101,2,101
