state,collection_date,Inpatient Beds Occupied by COVID-19 Patients Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied by COVID-19 Patients Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL,geocoded_state
CW,2021/04/25,41349,41332,41366,5.99,5.96,6.01,693557,692905,694209,
CW,2021/04/26,42567,42546,42588,6.17,6.14,6.21,692540,691823,693256,
CW,2021/04/27,42385,42372,42399,6.11,6.05,6.16,696807,696088,697526,
CW,2021/04/28,41580,41566,41593,5.96,5.92,6.01,700076,699466,700687,
CW,2021/04/29,40481,40462,40499,5.81,5.76,5.85,699967,699361,700572,
CW,2021/04/30,39682,39647,39718,5.7,5.64,5.76,699083,698385,699781,
CW,2021/05/01,38366,38327,38406,5.54,5.47,5.61,695551,694834,696268,
CW,2021/05/02,38306,38261,38350,5.56,5.5,5.63,691591,691050,692132,
CW,2021/05/03,38934,38895,38973,5.65,5.59,5.71,692244,691788,692699,
CW,2021/05/04,39100,39041,39160,5.63,5.53,5.74,696880,695839,697920,
CW,2021/05/05,38236,38193,38279,5.47,5.41,5.54,701455,700871,702039,
CW,2021/05/06,37207,37158,37256,5.32,5.24,5.4,702380,701585,703176,
CW,2021/05/07,36384,36341,36427,5.24,5.18,5.3,697706,696891,698520,
CW,2021/05/08,34991,34946,35036,5.05,4.98,5.12,695689,694806,696572,
CW,2021/05/09,34447,34390,34504,5,4.91,5.08,692549,691504,693595,
CW,2021/05/10,34732,34684,34780,5.04,4.97,5.11,691841,690900,692781,
CW,2021/05/11,34660,34600,34721,5,4.92,5.08,696366,695436,697296,
CW,2021/05/12,33755,33704,33806,4.86,4.79,4.93,697814,696881,698746,
CW,2021/05/13,32874,32820,32929,4.73,4.67,4.79,697722,696822,698622,
CW,2021/05/14,31775,31721,31828,4.58,4.52,4.65,696479,695494,697465,
CW,2021/05/15,30651,30599,30703,4.44,4.38,4.5,693428,692480,694375,
CW,2021/05/16,30212,30160,30265,4.4,4.35,4.45,689472,688574,690371,
CW,2021/05/17,30419,30368,30470,4.43,4.4,4.47,688936,688186,689685,
CW,2021/05/18,30106,30057,30155,4.36,4.32,4.39,693974,693220,694729,
CW,2021/05/19,29827,29774,29880,4.3,4.26,4.34,696749,695945,697552,
CW,2021/05/20,28622,28546,28697,4.12,4.04,4.2,697503,696679,698326,
CW,2021/05/21,27997,27921,28074,4.03,3.95,4.12,697253,696261,698245,
CW,2021/05/22,27009,26935,27083,3.91,3.82,4,694200,693109,695290,
CW,2021/05/23,26677,26591,26764,3.88,3.76,4.01,690265,688776,691754,
CW,2021/05/24,26990,26840,27140,3.93,3.69,4.17,689479,687299,691659,
CW,2021/05/25,26890,26641,27139,3.91,3.49,4.33,692140,688151,696129,
AK,2021/04/25,41,41,41,2.75,2.75,2.75,1491,1491,1491,POINT (-151.631889 63.631126)
AL,2021/04/25,447,447,447,3.21,3.21,3.21,13933,13933,13933,POINT (-86.844516 32.756889)
AR,2021/04/25,192,192,192,2.56,2.56,2.56,7496,7496,7496,POINT (-92.439162 34.899825)
AZ,2021/04/25,582,575,589,4.23,3.66,4.8,13778,13683,13873,POINT (-111.664616 34.293239)
CA,2021/04/25,2029,2028,2030,3.48,3.41,3.54,58349,58253,58445,POINT (-119.662127 37.211164)
CO,2021/04/25,677,664,690,6.67,6.67,6.67,10147,10147,10147,POINT (-105.547832 38.998552)
CT,2021/04/25,500,500,500,6.43,6.43,6.43,7775,7775,7775,POINT (-72.738288 41.575155)
DC,2021/04/25,172,172,172,6.35,6.35,6.35,2708,2708,2708,POINT (-77.016275 38.904785)
DE,2021/04/25,194,194,194,7.52,7.52,7.52,2581,2581,2581,POINT (-75.452394 38.994926)
FL,2021/04/25,3682,3682,3682,7.17,7.17,7.17,52345,52345,52345,POINT (-82.420978 28.260731)
GA,2021/04/25,1261,1261,1261,6.55,6.55,6.55,19264,19264,19264,POINT (-83.426574 32.638481)
HI,2021/04/25,50,50,50,2.01,2.01,2.01,2482,2482,2482,POINT (-157.854309 21.361013)
IA,2021/04/25,183,183,183,2.42,2.42,2.42,7652,7652,7652,POINT (-93.500061 42.074659)
ID,2021/04/25,126,126,126,3.89,3.89,3.89,3237,3237,3237,POINT (-114.659366 44.389073)
IL,2021/04/25,2132,2132,2132,7.43,7.43,7.43,28707,28707,28707,POINT (-89.148632 40.124144)
IN,2021/04/25,876,876,876,5.21,5.21,5.21,16806,16806,16806,POINT (-86.2818 39.919991)
KS,2021/04/25,199,199,199,2.56,2.56,2.56,7766,7766,7766,POINT (-98.38018 38.484729)
KY,2021/04/25,430,430,430,3.49,3.49,3.49,12310,12310,12310,POINT (-85.290484 37.526683)
LA,2021/04/25,274,274,274,2.23,2.23,2.23,12495,12495,12495,POINT (-91.840238 30.921314)
MA,2021/04/25,543,543,543,3.29,3.29,3.29,16528,16528,16528,POINT (-71.481104 42.151077)
MD,2021/04/25,1322,1322,1322,13.26,13.26,13.26,9969,9969,9969,POINT (-76.687282 38.946466)
ME,2021/04/25,126,126,126,4.42,4.42,4.42,2850,2850,2850,POINT (-69.06137 45.117911)
