state,collection_date,Staffed Adult ICU Beds Occupied Estimated,Count LL,Count UL,Percentage of Staffed Adult ICU Beds Occupied Estimated,Percentage LL,Percentage UL,Total Staffed Adult ICU Beds,Total LL,Total UL,geocoded_state
CW,2021/03/23,58729,58706,58752,70.06,69.98,70.14,83827,83804,83850,
CW,2021/03/24,59403,59351,59456,70.63,70.46,70.79,84107,84071,84143,
CW,2021/03/25,59344,59305,59383,70.63,70.51,70.76,84015,83986,84045,
CW,2021/03/26,59171,59160,59182,70.51,70.46,70.56,83919,83903,83935,
CW,2021/03/27,57814,57791,57837,69.05,68.98,69.13,83723,83706,83741,
CW,2021/03/28,56174,56155,56192,67.24,67.17,67.3,83546,83530,83562,
CW,2021/03/29,56438,56421,56454,67.74,67.67,67.81,83315,83290,83340,
CW,2021/03/30,58617,58555,58680,69.98,69.75,70.2,83764,83697,83832,
CW,2021/03/31,59362,59336,59388,70.7,70.61,70.8,83958,83931,83986,
CW,2021/04/01,58708,58636,58780,70.04,69.78,70.3,83821,83744,83897,
CW,2021/04/02,58184,58110,58259,69.48,69.25,69.71,83745,83701,83788,
CW,2021/04/03,56629,56596,56663,67.9,67.77,68.04,83396,83346,83447,
CW,2021/04/04,55306,55280,55333,66.5,66.33,66.68,83162,83084,83239,
CW,2021/04/05,55949,55908,55991,67.18,67.03,67.33,83283,83236,83330,
CW,2021/04/06,58580,58531,58628,70.06,69.86,70.26,83613,83541,83685,
CW,2021/04/07,59818,59752,59885,71.53,71.31,71.74,83633,83581,83685,
CW,2021/04/08,60002,59988,60016,71.76,71.72,71.8,83616,83593,83638,
CW,2021/04/09,59896,59874,59918,71.61,71.53,71.7,83637,83599,83674,
CW,2021/04/10,58584,58541,58627,70.23,70.09,70.36,83422,83380,83464,
CW,2021/04/11,57242,57156,57328,68.7,68.38,69.03,83317,83210,83424,
CW,2021/04/12,57434,57415,57453,69.07,69.02,69.11,83158,83133,83184,
CW,2021/04/13,59856,59837,59874,71.63,71.59,71.66,83568,83543,83593,
CW,2021/04/14,60671,60649,60692,72.44,72.38,72.5,83754,83723,83786,
CW,2021/04/15,60552,60525,60578,72.4,72.31,72.48,83636,83600,83672,
CW,2021/04/16,60479,60461,60498,72.24,72.2,72.29,83716,83687,83745,
CW,2021/04/17,59355,59286,59424,70.96,70.71,71.2,83652,83573,83730,
CW,2021/04/18,57402,57334,57469,69.02,68.8,69.24,83166,83104,83229,
CW,2021/04/19,57505,57481,57530,69.09,69,69.17,83238,83196,83280,
CW,2021/04/20,60313,60253,60374,72.09,71.86,72.33,83660,83575,83745,
CW,2021/04/21,60624,60540,60709,72.56,72.18,72.95,83545,83390,83700,
CW,2021/04/22,60557,60188,60926,72.12,70.72,73.52,83970,83503,84437,
AK,2021/03/23,89,89,89,70.63,70.63,70.63,126,126,126,POINT (-151.631889 63.631126)
AL,2021/03/23,1290,1290,1290,81.34,81.34,81.34,1586,1586,1586,POINT (-86.844516 32.756889)
AR,2021/03/23,669,669,669,67.71,67.71,67.71,988,988,988,POINT (-92.439162 34.899825)
AZ,2021/03/23,1065,1065,1065,49.72,49.72,49.72,2142,2142,2142,POINT (-111.664616 34.293239)
CA,2021/03/23,4955,4955,4955,70.9,70.9,70.9,6989,6989,6989,POINT (-119.662127 37.211164)
CO,2021/03/23,852,852,852,68.11,68.11,68.11,1251,1251,1251,POINT (-105.547832 38.998552)
CT,2021/03/23,584,584,584,55.51,55.51,55.51,1052,1052,1052,POINT (-72.738288 41.575155)
DC,2021/03/23,269,269,269,83.28,83.28,83.28,323,323,323,POINT (-77.016275 38.904785)
DE,2021/03/23,149,149,149,80.11,80.11,80.11,186,186,186,POINT (-75.452394 38.994926)
FL,2021/03/23,5029,5029,5029,77.94,77.94,77.94,6452,6452,6452,POINT (-82.420978 28.260731)
GA,2021/03/23,2150,2150,2150,80.86,80.86,80.86,2659,2659,2659,POINT (-83.426574 32.638481)
HI,2021/03/23,146,146,146,64.32,64.32,64.32,227,227,227,POINT (-157.854309 21.361013)
IA,2021/03/23,432,432,432,64.67,64.67,64.67,668,668,668,POINT (-93.500061 42.074659)
ID,2021/03/23,190,190,190,65.74,65.74,65.74,289,289,289,POINT (-114.659366 44.389073)
IL,2021/03/23,2098,2082,2114,60.78,59.33,62.22,3452,3434,3470,POINT (-89.148632 40.124144)
IN,2021/03/23,1452,1452,1452,66.39,66.39,66.39,2187,2187,2187,POINT (-86.2818 39.919991)
KS,2021/03/23,572,572,572,71.95,71.95,71.95,795,795,795,POINT (-98.38018 38.484729)
KY,2021/03/23,1050,1050,1050,59.66,59.66,59.66,1760,1760,1760,POINT (-85.290484 37.526683)
LA,2021/03/23,1166,1166,1166,65.54,65.54,65.54,1779,1779,1779,POINT (-91.840238 30.921314)
MA,2021/03/23,1037,1037,1037,74.28,74.28,74.28,1396,1396,1396,POINT (-71.481104 42.151077)
MD,2021/03/23,965,965,965,73.66,73.66,73.66,1310,1310,1310,POINT (-76.687282 38.946466)
ME,2021/03/23,244,244,244,73.49,73.49,73.49,332,332,332,POINT (-69.06137 45.117911)
MI,2021/03/23,1989,1977,2001,77.82,76.44,79.2,2556,2544,2568,POINT (-85.730977 44.874798)
MN,2021/03/23,598,598,598,70.11,70.11,70.11,853,853,853,POINT (-94.198308 46.349153)
MS,2021/03/23,611,611,611,74.24,74.24,74.24,823,823,823,POINT (-89.65344 32.713378)
MT,2021/03/23,119,119,119,54.09,54.09,54.09,220,220,220,POINT (-109.645127 47.033521)
ND,2021/03/23,111,111,111,58.12,58.12,58.12,191,191,191,POINT (-100.46931 47.446305)
NJ,2021/03/23,1420,1420,1420,48.65,48.65,48.65,2919,2919,2919,POINT (-74.655514 40.110253)
NV,2021/03/23,584,584,584,67.83,67.83,67.83,861,861,861,POINT (-114.916992 39.283294)
NY,2021/03/23,3721,3721,3721,67.93,67.93,67.93,5478,5478,5478,POINT (-75.59655 42.921241)
PA,2021/03/23,2749,2743,2755,78.21,78.21,78.21,3515,3515,3515,POINT (-77.838886 40.896694)
SC,2021/03/23,908,908,908,69.9,69.9,69.9,1299,1294,1304,POINT (-80.864614 33.878572)
TN,2021/03/23,1645,1645,1645,69.79,69.79,69.79,2357,2357,2357,POINT (-86.343226 35.842998)
UT,2021/03/23,362,362,362,59.44,59.44,59.44,609,609,609,POINT (-111.678222 39.323779)
AK,2021/03/24,96,96,96,75.59,75.59,75.59,127,127,127,POINT (-151.631889 63.631126)
AL,2021/03/24,1263,1263,1263,79.43,79.43,79.43,1590,1590,1590,POINT (-86.844516 32.756889)
AR,2021/03/24,680,680,680,68.62,68.62,68.62,991,991,991,POINT (-92.439162 34.899825)
AZ,2021/03/24,1061,1061,1061,49.58,49.58,49.58,2140,2140,2140,POINT (-111.664616 34.293239)
CA,2021/03/24,5024,5012,5036,71.81,71.29,72.33,6996,6984,7009,POINT (-119.662127 37.211164)
CO,2021/03/24,851,851,851,67.92,67.92,67.92,1253,1253,1253,POINT (-105.547832 38.998552)
CT,2021/03/24,616,616,616,58.56,58.56,58.56,1052,1052,1052,POINT (-72.738288 41.575155)
DC,2021/03/24,278,278,278,85.02,85.02,85.02,327,327,327,POINT (-77.016275 38.904785)
DE,2021/03/24,155,155,155,83.33,83.33,83.33,186,186,186,POINT (-75.452394 38.994926)
FL,2021/03/24,5040,5040,5040,77.98,77.98,77.98,6463,6463,6463,POINT (-82.420978 28.260731)
GA,2021/03/24,2229,2229,2229,80.47,80.47,80.47,2770,2770,2770,POINT (-83.426574 32.638481)
HI,2021/03/24,132,132,132,57.64,57.64,57.64,229,229,229,POINT (-157.854309 21.361013)
IA,2021/03/24,423,423,423,63.23,63.23,63.23,669,669,669,POINT (-93.500061 42.074659)
ID,2021/03/24,186,186,186,61.39,61.39,61.39,303,303,303,POINT (-114.659366 44.389073)
IL,2021/03/24,2099,2095,2103,60.72,60.31,61.12,3457,3452,3462,POINT (-89.148632 40.124144)
