state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state,previous_day_admission_adult_covid_confirmed_18-19,previous_day_admission_adult_covid_confirmed_18-19_coverage,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_20-29_coverage,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_30-39_coverage,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_40-49_coverage,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_50-59_coverage,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_60-69_coverage,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_70-79_coverage,previous_day_admission_adult_covid_confirmed_80+,previous_day_admission_adult_covid_confirmed_80+_coverage,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_confirmed_unknown_coverage,previous_day_admission_adult_covid_suspected_18-19,previous_day_admission_adult_covid_suspected_18-19_coverage,previous_day_admission_adult_covid_suspected_20-29,previous_day_admission_adult_covid_suspected_20-29_coverage,previous_day_admission_adult_covid_suspected_30-39,previous_day_admission_adult_covid_suspected_30-39_coverage,previous_day_admission_adult_covid_suspected_40-49,previous_day_admission_adult_covid_suspected_40-49_coverage,previous_day_admission_adult_covid_suspected_50-59,previous_day_admission_adult_covid_suspected_50-59_coverage,previous_day_admission_adult_covid_suspected_60_69,previous_day_admission_adult_covid_suspected_60-69_coverage,previous_day_admission_adult_covid_suspected_70-79,previous_day_admission_adult_covid_suspected_70-79_coverage,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_80+_coverage,previous_day_admission_adult_covid_suspected_unknown,previous_day_admission_adult_covid_suspected_unknown_coverage,deaths_covid,deaths_covid_coverage,on_hand_supply_therapeutic_a_casirivimab_imdevimab_courses,on_hand_supply_therapeutic_b_bamlanivimab_courses,on_hand_supply_therapeutic_c_bamlanivimab_etesevimab_courses,previous_week_therapeutic_a_casirivimab_imdevimab_courses_used,previous_week_therapeutic_b_bamlanivimab_courses_used,previous_week_therapeutic_c_bamlanivimab_etesevimab_courses_used,icu_patients_confirmed_influenza,icu_patients_confirmed_influenza_coverage,previous_day_admission_influenza_confirmed,previous_day_admission_influenza_confirmed_coverage,previous_day_deaths_covid_and_influenza,previous_day_deaths_covid_and_influenza_coverage,previous_day_deaths_influenza,previous_day_deaths_influenza_coverage,total_patients_hospitalized_confirmed_influenza,total_patients_hospitalized_confirmed_influenza_and_covid,total_patients_hospitalized_confirmed_influenza_and_covid_coverage,total_patients_hospitalized_confirmed_influenza_coverage
OR,5,57,2,6,56,2,16,62,6898,64,5206,64,525,62,36,64,48,62,0,62,8,62,552,64,102,62,88,64,502,62,409,64,23,62,3,62,758,64,0.754711510582778,64,5206,6898,0.1025390625,62,525,5120,0.077479338842975,62,525,6776,0.138024357239513,62,102,739,0.728232189973615,64,552,758,2021/11/23,,0,64,2,64,2,64,3,64,6,64,9,64,8,64,6,64,0,64,0,62,0,62,2,62,7,62,4,62,10,62,12,62,13,62,0,62,9,62,1073,178,884,222,6,52,0,58,2,58,0,58,0,58,3,0,58,58
PA,31,188,6,35,184,6,33,218,29842,225,24369,225,4064,219,450,225,437,219,14,216,37,215,2865,225,847,218,829,224,3969,219,3537,225,95,218,38,218,3626,225,0.816600764023859,225,24369,29842,0.168288541968612,219,4064,24149,0.137814100172946,219,4064,29489,0.241930876892316,218,847,3501,0.790126861555433,225,2865,3626,2021/11/23,,2,223,12,221,21,221,30,221,86,221,118,221,86,221,73,220,22,216,4,215,35,215,31,214,31,214,62,214,83,214,93,214,90,214,8,206,59,219,6126,4513,3643,1487,24,427,7,212,4,213,0,213,0,213,43,4,213,213
PR,0,5,60,0,5,60,0,64,9152,65,5069,65,52,64,5,65,5,64,0,64,2,64,407,65,3,64,0,65,48,64,32,65,4,64,1,64,656,65,0.553868006993007,65,5069,9152,0.010469096033823,64,52,4967,0.005804219220895,64,52,8959,0.004854368932039,64,3,618,0.620426829268293,65,407,656,2021/11/23,,0,65,0,65,0,65,2,65,1,65,1,65,0,65,1,65,0,65,0,64,0,64,0,64,0,64,1,64,1,64,2,64,1,64,0,64,2,64,0,12,1072,0,0,18,1,64,4,64,0,64,0,64,23,2,64,64
RI,6,7,2,6,7,2,1,14,2407,15,2132,15,123,14,15,15,1,14,0,14,1,14,122,15,20,14,21,15,119,14,117,15,4,14,1,14,139,15,0.885749896136269,15,2132,2407,0.058992805755396,14,123,2085,0.052273693157671,14,123,2353,0.152671755725191,14,20,131,0.877697841726619,15,122,139,2021/11/23,,0,15,1,15,2,15,3,15,3,15,2,15,4,15,0,15,0,15,0,14,0,14,0,14,0,14,0,14,0,14,0,14,1,14,0,14,2,13,12,0,0,8,0,3,0,6,0,6,0,6,0,6,0,0,6,6
SC,29,53,5,29,53,5,4,85,11546,87,8152,87,402,85,47,87,15,85,1,85,1,85,870,87,117,85,117,87,399,85,377,87,3,85,2,85,1293,87,0.706045383682661,87,8152,11546,0.049795615013006,85,402,8073,0.035328236224624,85,402,11379,0.093450479233227,85,117,1252,0.672853828306264,87,870,1293,2021/11/23,,0,87,4,87,1,87,6,87,8,87,13,87,5,87,10,87,0,82,0,85,0,85,2,85,1,85,1,85,2,85,6,85,3,85,0,80,9,85,3955,2757,2168,423,0,218,1,85,1,85,0,85,0,85,17,0,85,85
SD,2,60,3,2,60,3,49,62,2787,65,1649,65,244,62,41,65,13,62,0,62,3,62,157,65,68,62,69,65,242,62,234,65,2,62,1,62,252,65,0.59167563688554,65,1649,2787,0.15033887861984,62,244,1623,0.089574155653451,62,244,2724,0.279835390946502,62,68,243,0.623015873015873,65,157,252,2021/11/23,,0,65,0,65,3,65,1,65,9,65,9,65,11,65,7,65,1,65,0,62,1,62,1,62,1,62,3,62,0,62,5,62,2,62,0,62,3,62,784,88,555,270,0,241,0,62,0,62,0,62,0,62,5,0,62,62
TN,22,109,8,40,91,8,2,136,18182,139,12013,139,818,136,102,139,62,136,0,136,3,136,1434,139,243,136,237,139,808,136,743,139,10,136,7,136,2104,139,0.660708392916071,139,12013,18182,0.069298542866825,136,818,11804,0.045816063627198,136,818,17854,0.120955699352912,136,243,2009,0.681558935361217,139,1434,2104,2021/11/23,,0,139,2,139,8,139,10,139,27,139,21,139,13,139,8,139,13,139,1,136,4,136,5,136,6,136,9,136,10,136,13,136,8,136,6,136,13,136,252,7,744,257,0,27,2,80,5,82,0,136,1,136,28,7,81,82
TX,18,119,401,21,116,401,57,533,64432,538,46890,538,3327,533,366,538,403,533,25,533,103,533,5610,538,946,533,903,538,3171,533,2679,538,156,533,67,533,6830,538,0.727743978147504,538,46890,64432,0.071713405039553,533,3327,46393,0.052234939475296,533,3327,63693,0.141786570743405,533,946,6672,0.821376281112738,538,5610,6830,2021/11/23,,1,538,16,538,36,538,57,538,51,538,81,538,65,538,47,538,12,538,7,533,33,533,44,533,40,533,64,533,73,533,66,533,48,533,28,533,48,533,2459,1657,841,284,0,22,3,173,8,173,0,173,0,173,71,4,173,173
UT,1,47,9,1,47,9,0,56,5878,57,3317,57,500,56,52,57,3,56,0,56,0,56,434,57,190,56,191,57,481,56,459,57,19,56,0,56,614,57,0.564307587614835,57,3317,5878,0.152858453072455,56,500,3271,0.086177180282661,56,500,5802,0.314569536423841,56,190,604,0.706840390879479,57,434,614,2021/11/23,,0,57,0,57,8,57,7,57,10,57,13,57,9,57,5,57,0,57,0,56,0,56,0,56,1,56,1,56,1,56,0,56,0,56,0,56,0,56,514,248,147,281,0,0,0,55,0,55,0,55,0,55,4,0,55,55
VA,18,67,20,20,65,20,21,102,17797,105,12301,105,937,102,102,105,161,102,2,102,8,102,1325,105,240,102,230,105,920,102,818,105,17,102,7,102,1919,105,0.691183907400124,105,12301,17797,0.076954664914586,102,937,12176,0.053347756775222,102,937,17564,0.128410914927769,102,240,1869,0.690463783220427,105,1325,1919,2021/11/23,,1,105,6,105,5,105,9,105,19,105,26,105,23,105,10,105,3,105,0,102,7,102,6,102,11,102,24,102,50,102,34,102,28,102,1,102,12,102,2342,3121,897,604,10,18,9,97,6,97,0,97,0,97,45,11,97,97
