state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state,previous_day_admission_adult_covid_confirmed_18-19,previous_day_admission_adult_covid_confirmed_18-19_coverage,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_20-29_coverage,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_30-39_coverage,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_40-49_coverage,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_50-59_coverage,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_60-69_coverage,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_70-79_coverage,previous_day_admission_adult_covid_confirmed_80+,previous_day_admission_adult_covid_confirmed_80+_coverage,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_confirmed_unknown_coverage,previous_day_admission_adult_covid_suspected_18-19,previous_day_admission_adult_covid_suspected_18-19_coverage,previous_day_admission_adult_covid_suspected_20-29,previous_day_admission_adult_covid_suspected_20-29_coverage,previous_day_admission_adult_covid_suspected_30-39,previous_day_admission_adult_covid_suspected_30-39_coverage,previous_day_admission_adult_covid_suspected_40-49,previous_day_admission_adult_covid_suspected_40-49_coverage,previous_day_admission_adult_covid_suspected_50-59,previous_day_admission_adult_covid_suspected_50-59_coverage,previous_day_admission_adult_covid_suspected_60_69,previous_day_admission_adult_covid_suspected_60-69_coverage,previous_day_admission_adult_covid_suspected_70-79,previous_day_admission_adult_covid_suspected_70-79_coverage,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_80+_coverage,previous_day_admission_adult_covid_suspected_unknown,previous_day_admission_adult_covid_suspected_unknown_coverage
OR,4,52,7,3,53,7,9,61,6906,63,5113,63,392,61,28,63,32,61,2,61,3,61,537,63,92,61,78,63,388,61,336,63,4,61,2,61,807,63,0.740370692151752,63,5113,6906,0.078290393449171,61,392,5007,0.058281296461493,61,392,6726,0.11749680715198,61,92,783,0.66542750929368,63,537,807,2021/05/13,POINT (-120.605279 43.940449),2,63,1,63,5,63,5,63,5,63,6,63,2,63,2,63,0,63,0,61,2,61,3,61,2,61,6,61,9,61,6,61,4,61,0,61
PA,29,174,6,32,171,6,31,202,29142,209,23034,209,1759,203,145,209,309,203,7,201,36,200,2750,209,404,203,360,209,1708,203,1441,209,51,202,24,202,3585,209,0.790405600164711,209,23034,29142,0.077020754882214,203,1759,22838,0.061152829926297,203,1759,28764,0.115991960953201,203,404,3483,0.767085076708508,209,2750,3585,2021/05/13,POINT (-77.838886 40.896694),0,205,7,204,18,204,19,203,24,202,18,203,23,202,16,203,23,192,2,197,17,197,23,196,26,196,44,195,50,196,69,196,58,195,20,185
PR,0,14,51,0,14,51,13,64,9060,65,5362,65,245,64,9,65,10,64,0,64,6,64,485,65,55,64,39,65,235,64,208,65,10,64,2,64,674,65,0.591832229580574,65,5362,9060,0.046693348580141,64,245,5247,0.027574563871694,64,245,8885,0.085536547433904,64,55,643,0.719584569732938,65,485,674,2021/05/13,POINT (-66.414655 18.215692),0,65,1,65,0,65,1,65,3,65,1,65,1,65,2,65,0,65,0,64,3,64,1,64,0,64,1,64,0,64,2,64,2,64,1,64
RI,4,9,1,4,9,1,5,13,2499,14,2262,14,125,13,1,14,0,13,0,13,0,13,132,14,17,13,18,14,125,13,89,14,0,13,0,13,165,14,0.90516206482593,14,2262,2499,0.056179775280899,13,125,2225,0.051440329218107,13,125,2430,0.116438356164384,13,17,146,0.8,14,132,165,2021/05/13,POINT (-71.534637 41.572574),0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,1,14,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
SC,18,49,2,18,49,2,2,67,9239,69,6726,69,278,67,24,69,25,67,0,67,0,67,747,69,86,67,77,69,275,67,241,69,3,67,3,67,1184,69,0.728000865894577,69,6726,9239,0.041861165487125,67,278,6641,0.030640361512179,67,278,9073,0.075240594925634,67,86,1143,0.630912162162162,69,747,1184,2021/05/13,POINT (-80.864614 33.878572),0,69,0,69,2,69,2,69,8,69,5,69,4,69,3,69,0,64,0,67,1,67,4,67,1,67,2,67,4,67,6,67,5,67,2,62
SD,0,60,3,1,59,3,7,60,2584,63,1349,63,56,60,3,63,7,60,1,60,0,60,123,63,17,60,12,63,55,60,43,63,1,60,0,60,240,63,0.522058823529412,63,1349,2584,0.042328042328042,60,56,1323,0.022248708780294,60,56,2517,0.074235807860262,60,17,229,0.5125,63,123,240,2021/05/13,POINT (-100.230491 44.43614),0,63,0,63,0,63,1,63,1,63,1,63,0,63,0,63,0,63,0,60,0,60,2,60,1,60,0,60,2,60,0,60,2,60,0,60
TN,11,88,42,32,67,42,17,99,20302,141,13202,127,686,99,48,99,50,99,0,99,3,99,1697,137,253,99,223,99,677,99,599,99,9,99,5,99,2394,141,0.68842884705637,127,13202,19177,0.056488801054018,99,686,12144,0.039110604332953,99,686,17540,0.112294718153573,99,253,2253,0.727389627089584,137,1697,2333,2021/05/13,POINT (-86.343226 35.842998),0,99,4,99,5,99,8,99,8,99,9,99,5,99,6,99,3,99,0,99,2,99,2,99,1,99,9,99,12,99,13,99,7,99,4,99
TX,95,482,13,118,459,13,53,585,65221,590,45488,590,2650,585,235,590,384,585,8,585,40,585,5087,590,816,585,739,590,2583,585,2114,590,67,585,40,585,7093,590,0.697444074761196,590,45488,65221,0.059010844634467,585,2650,44907,0.041114593353399,585,2650,64454,0.117987275882013,585,816,6916,0.717185957986747,590,5087,7093,2021/05/13,POINT (-99.317341 31.447238),4,590,24,590,43,590,34,590,44,590,30,590,22,590,22,590,12,590,6,584,34,583,29,584,47,583,35,584,66,584,56,584,62,584,49,585
UT,1,51,1,1,51,1,0,52,5488,53,2936,53,131,52,18,53,2,52,1,52,0,52,357,53,54,52,49,53,127,52,119,53,4,52,0,52,625,53,0.534985422740525,53,2936,5488,0.045219192267863,52,131,2897,0.024196527521241,52,131,5414,0.088962108731466,52,54,607,0.5712,53,357,625,2021/05/13,POINT (-111.678222 39.323779),1,53,3,53,1,53,2,53,2,53,5,53,3,53,1,53,0,53,0,52,1,52,0,52,0,52,0,52,0,52,1,52,0,52,0,52
VA,14,71,9,21,64,9,28,91,17159,94,11555,94,593,91,54,94,141,91,1,91,14,91,1272,94,185,91,162,94,582,91,480,94,11,91,5,91,1986,94,0.673407541232006,94,11555,17159,0.051967399877311,91,593,11411,0.03508875739645,91,593,16900,0.095854922279793,91,185,1930,0.640483383685801,94,1272,1986,2021/05/13,POINT (-78.666382 37.510861),0,94,6,94,9,94,6,94,9,94,13,94,2,94,7,94,2,94,0,91,8,91,12,91,6,91,19,91,44,91,25,91,24,91,3,91
