state,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
PR,1,70,9212,71,5141,71,468,70,478,71,56,70,43,71,430,70,290,71,38,70,4,70,677,71,0.558076422058185,71,5141,9212,0.09326424870466321,70,468,5018,0.05185595567867036,70,468,9025,0.08668730650154799,70,56,646,0.7060561299852289,71,478,677,2020-10-24
RI,7,14,2290,15,1993,14,169,14,137,15,19,14,18,15,168,14,166,15,1,14,1,13,173,15,0.8703056768558952,14,1993,2290,0.08675564681724846,13,169,1948,0.07664399092970521,14,169,2205,0.12025316455696203,14,19,158,0.791907514450867,15,137,173,2020-10-24
SC,5,71,9719,75,8135,75,790,73,996,74,200,73,183,75,784,73,642,75,5,73,4,58,1356,73,0.8370202695750592,75,8135,9719,0.09840558046836073,73,790,8028,0.08267057346169945,73,790,9556,0.15179252479023647,71,199,1311,0.7345132743362832,73,996,1356,2020-10-24
SD,73,60,2774,63,1890,63,414,60,167,63,75,59,78,62,410,60,407,63,3,60,2,53,219,63,0.6813266041816871,63,1890,2774,0.22318059299191376,60,414,1855,0.15436241610738255,60,414,2682,0.3694581280788177,59,75,203,0.7625570776255708,63,167,219,2020-10-24
TN,7,112,19372,126,13721,126,1452,111,1803,124,394,110,409,113,1446,111,1349,114,6,111,4,109,2239,125,0.7116242864556305,125,13713,19270,0.11429471032745592,111,1452,12704,0.08208955223880597,111,1452,17688,0.19342169857633776,110,394,2037,0.8099730458221024,124,1803,2226,2020-10-24
TX,84,584,68444,586,48342,589,5993,583,5702,583,1650,582,1543,587,5916,583,5336,588,71,582,42,573,7592,579,0.7062269884869382,586,48337,68444,0.12556833658097094,583,5993,47727,0.08872734809901693,580,5993,67544,0.2229592527413023,574,1647,7387,0.7506585879873551,579,5699,7592,2020-10-24
UT,0,53,5522,53,3241,54,327,53,415,53,116,52,115,53,315,52,315,53,0,52,0,30,614,52,0.5787758058674394,53,3196,5522,0.1021875,53,327,3200,0.06020990609464187,52,327,5431,0.18543046357615894,51,112,604,0.6465798045602605,52,397,614,2020-10-24
VA,17,95,18181,98,11948,98,1021,95,1354,98,235,95,195,98,996,95,684,98,25,95,7,89,2057,98,0.6571695726307684,98,11948,18181,0.08650343133101754,95,1021,11803,0.0569849863258358,95,1021,17917,0.11803114013058764,95,235,1991,0.6582401555663587,98,1354,2057,2020-10-24
VI,0,2,168,2,98,2,4,2,12,2,1,2,1,2,2,2,2,2,2,2,0,2,20,2,0.5833333333333334,2,98,168,0.04081632653061224,2,4,98,0.023809523809523808,2,4,168,0.05,2,1,20,0.6,2,12,20,2020-10-24
VT,0,16,1288,17,856,17,7,16,74,17,2,16,2,17,7,16,4,17,0,16,0,16,109,17,0.6645962732919255,17,856,1288,0.008454106280193236,16,7,828,0.005595523581135092,16,7,1251,0.0196078431372549,16,2,102,0.6788990825688074,17,74,109,2020-10-24
WA,5,93,11115,89,8811,95,428,93,928,93,116,93,98,95,426,93,324,95,1,93,1,73,1087,84,0.6401259559154296,89,7115,11115,0.049009504179548836,93,428,8733,0.030578813250819074,87,336,10988,0.08169014084507042,82,87,1065,0.6890524379024839,84,749,1087,2020-10-24
WI,17,141,13224,144,8773,143,1660,140,1087,142,365,140,371,143,1639,140,1513,143,18,140,8,118,1626,143,0.6646715660277294,143,8773,13199,0.19492719586660404,140,1660,8516,0.1293439301854449,140,1660,12834,0.23533204384268214,139,365,1551,0.669747381392483,142,1087,1623,2020-10-24
