state,collection_date,Inpatient Beds Occupied by COVID-19 Patients Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied by COVID-19 Patients Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL,geocoded_state
CW,2021/06/22,16745,16727,16763,2.44,2.41,2.47,689419,688663,690175,
CW,2021/06/23,16675,16652,16697,2.42,2.38,2.46,692596,691811,693382,
CW,2021/06/24,16365,16346,16384,2.37,2.34,2.4,693162,692431,693894,
CW,2021/06/25,16419,16386,16451,2.39,2.32,2.45,691385,690434,692335,
CW,2021/06/26,16277,16236,16318,2.38,2.3,2.47,686910,685767,688054,
CW,2021/06/27,15987,15932,16042,2.35,2.23,2.46,684436,683308,685565,
CW,2021/06/28,16369,16320,16419,2.4,2.3,2.5,684789,683968,685611,
CW,2021/06/29,16792,16773,16811,2.44,2.4,2.49,690722,689831,691612,
CW,2021/06/30,16823,16802,16843,2.44,2.4,2.48,693021,692331,693712,
CW,2021/07/01,16866,16840,16893,2.45,2.39,2.5,692737,692026,693449,
CW,2021/07/02,16724,16695,16753,2.43,2.37,2.49,690908,690145,691671,
CW,2021/07/03,16624,16603,16645,2.43,2.39,2.48,686205,685427,686983,
CW,2021/07/04,16792,16777,16807,2.47,2.43,2.5,683628,682850,684406,
CW,2021/07/05,17351,17331,17370,2.55,2.51,2.6,682292,681466,683118,
CW,2021/07/06,18094,18060,18127,2.65,2.59,2.72,684762,683891,685634,
CW,2021/07/07,18837,18822,18852,2.74,2.7,2.77,691099,690367,691832,
CW,2021/07/08,19142,19125,19159,2.77,2.73,2.81,693185,692487,693884,
CW,2021/07/09,19385,19367,19403,2.81,2.77,2.85,692507,691845,693168,
CW,2021/07/10,19770,19755,19785,2.88,2.84,2.92,688574,687864,689283,
CW,2021/07/11,20278,20261,20295,2.97,2.92,3.01,685698,684979,686418,
CW,2021/07/12,21432,21419,21445,3.13,3.08,3.17,687979,687151,688807,
CW,2021/07/13,22333,22318,22348,3.23,3.18,3.28,694341,693511,695171,
CW,2021/07/14,23146,23137,23154,3.35,3.31,3.38,694493,693919,695066,
CW,2021/07/15,23918,23909,23927,3.45,3.43,3.48,695102,694765,695440,
CW,2021/07/16,24718,24709,24728,3.57,3.55,3.59,694421,694134,694707,
CW,2021/07/17,25393,25363,25423,3.69,3.63,3.74,691353,690735,691971,
CW,2021/07/18,26398,26372,26424,3.85,3.79,3.9,688798,688109,689486,
CW,2021/07/19,28236,28209,28264,4.12,4.06,4.17,688815,688160,689470,
CW,2021/07/20,29898,29824,29973,4.34,4.2,4.47,691735,690291,693179,
CW,2021/07/21,31132,31029,31235,4.49,4.3,4.67,696619,694594,698643,
CW,2021/07/22,32376,32198,32554,4.68,4.34,5.01,695471,691626,699316,
