state,collection_date,Inpatient Beds Occupied by COVID-19 Patients Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied by COVID-19 Patients Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL,geocoded_state
CW,2021/06/07,20487,20440,20534,2.98,2.9,3.06,689536,689289,689783,
CW,2021/06/08,20460,20438,20483,2.96,2.92,3,694062,693600,694524,
CW,2021/06/09,19987,19940,20035,2.88,2.8,2.96,696421,696201,696641,
CW,2021/06/10,19273,19263,19284,2.78,2.76,2.8,695867,695654,696081,
CW,2021/06/11,18660,18645,18675,2.69,2.66,2.72,695824,695558,696090,
CW,2021/06/12,18163,18137,18189,2.63,2.57,2.68,694540,693856,695223,
CW,2021/06/13,17946,17918,17975,2.61,2.55,2.67,690745,690301,691189,
CW,2021/06/14,18360,18335,18385,2.67,2.62,2.72,690145,689700,690589,
CW,2021/06/15,18256,18242,18269,2.64,2.61,2.67,693729,693330,694128,
CW,2021/06/16,17856,17836,17876,2.58,2.54,2.62,695637,695263,696011,
CW,2021/06/17,17321,17287,17354,2.51,2.44,2.57,694151,693589,694712,
CW,2021/06/18,17028,17008,17048,2.47,2.43,2.52,691211,690562,691859,
CW,2021/06/19,16690,16655,16726,2.44,2.36,2.51,688194,687511,688878,
CW,2021/06/20,16475,16453,16498,2.42,2.37,2.46,684239,683889,684589,
CW,2021/06/21,16697,16667,16727,2.45,2.38,2.52,684767,683952,685582,
CW,2021/06/22,16804,16788,16820,2.45,2.41,2.48,689540,689192,689888,
CW,2021/06/23,16691,16674,16709,2.42,2.38,2.46,692702,692302,693103,
CW,2021/06/24,16370,16355,16386,2.37,2.34,2.4,693138,692875,693402,
CW,2021/06/25,16425,16385,16466,2.39,2.3,2.47,691340,690608,692072,
CW,2021/06/26,16286,16245,16327,2.38,2.29,2.47,686858,685880,687836,
CW,2021/06/27,15990,15940,16040,2.35,2.24,2.45,684383,683368,685397,
CW,2021/06/28,16367,16326,16409,2.4,2.32,2.48,684643,684108,685177,
CW,2021/06/29,16792,16765,16819,2.44,2.38,2.5,690541,689867,691216,
CW,2021/06/30,16826,16796,16855,2.44,2.38,2.49,692837,692601,693073,
CW,2021/07/01,16877,16844,16911,2.45,2.38,2.51,692621,692278,692964,
CW,2021/07/02,16763,16714,16811,2.44,2.34,2.53,690659,690043,691275,
CW,2021/07/03,16669,16619,16720,2.44,2.34,2.54,685774,684998,686551,
CW,2021/07/04,16844,16788,16899,2.48,2.36,2.59,683372,682396,684348,
CW,2021/07/05,17366,17304,17428,2.56,2.45,2.67,682103,680880,683326,
CW,2021/07/06,18071,17991,18152,2.66,2.51,2.81,683149,681601,684697,
CW,2021/07/07,18555,18388,18722,2.71,2.36,3.06,688875,684853,692897,
AK,2021/06/07,21,21,21,1.43,1.43,1.43,1472,1472,1472,POINT (-151.631889 63.631126)
AL,2021/06/07,286,286,286,2.06,2.06,2.06,13879,13879,13879,POINT (-86.844516 32.756889)
AR,2021/06/07,213,213,213,2.79,2.79,2.79,7629,7629,7629,POINT (-92.439162 34.899825)
AZ,2021/06/07,540,540,540,3.93,3.86,3.99,13770,13750,13790,POINT (-111.664616 34.293239)
