state,collection_date,Inpatient Beds Occupied Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL,geocoded_state
CW,2021/03/18,507089,506984,507194,72.22,72.17,72.27,702145,702009,702281,
CW,2021/03/19,503096,502815,503377,71.67,71.54,71.8,701938,701570,702306,
CW,2021/03/20,483877,483678,484076,69.34,69.25,69.42,697860,697655,698064,
CW,2021/03/21,469627,469399,469856,67.57,67.47,67.67,694984,694723,695245,
CW,2021/03/22,475842,475755,475930,68.4,68.37,68.43,695648,695580,695717,
CW,2021/03/23,501077,500885,501268,71.56,71.48,71.63,700244,700060,700429,
CW,2021/03/24,509899,509602,510195,72.62,72.48,72.75,702200,701828,702571,
CW,2021/03/25,509638,509493,509784,72.5,72.43,72.57,702968,702754,703183,
CW,2021/03/26,506047,505790,506304,72.13,72.04,72.23,701574,701412,701735,
CW,2021/03/27,487761,487633,487889,69.78,69.72,69.84,699019,698861,699177,
CW,2021/03/28,472843,472664,473022,68.01,67.94,68.09,695239,695071,695407,
CW,2021/03/29,479328,479181,479475,68.92,68.85,68.98,695521,695357,695685,
CW,2021/03/30,501290,500917,501662,71.6,71.44,71.76,700164,699756,700572,
CW,2021/03/31,508900,508660,509141,72.5,72.41,72.59,701907,701739,702075,
CW,2021/04/01,506557,506263,506851,72.23,72.11,72.36,701286,700960,701611,
CW,2021/04/02,497390,497089,497692,71.16,71.03,71.29,698990,698643,699337,
CW,2021/04/03,474178,473910,474446,68.15,67.96,68.34,695787,695083,696491,
CW,2021/04/04,459884,459742,460026,66.43,66.32,66.54,692304,691885,692722,
CW,2021/04/05,467493,467284,467702,67.44,67.34,67.53,693248,692995,693501,
CW,2021/04/06,497537,497265,497809,71.23,71.1,71.35,698610,698259,698960,
CW,2021/04/07,511343,511049,511637,73,72.89,73.12,700522,700257,700788,
CW,2021/04/08,512878,512648,513107,73.28,73.19,73.37,700012,699773,700251,
CW,2021/04/09,509489,509238,509740,72.84,72.72,72.96,699541,699159,699923,
CW,2021/04/10,492508,492281,492736,70.56,70.47,70.66,698051,697769,698333,
CW,2021/04/11,480804,480197,481411,69.26,68.99,69.52,694326,693620,695031,
CW,2021/04/12,487100,486805,487396,70.16,70.04,70.29,694332,693986,694678,
CW,2021/04/13,512135,511624,512646,73.35,73.12,73.57,698341,697718,698964,
CW,2021/04/14,521231,520229,522233,74.42,73.97,74.86,700492,699268,701715,
CW,2021/04/15,520393,519065,521722,74.29,73.71,74.87,700621,699056,702186,
CW,2021/04/16,515878,513534,518223,73.75,72.69,74.81,699634,696685,702583,
CW,2021/04/17,502906,498524,507288,72.36,70.34,74.38,695125,689534,700716,
AK,2021/03/18,874,874,874,60.61,60.61,60.61,1442,1442,1442,POINT (-151.631889 63.631126)
AL,2021/03/18,10147,10147,10147,72.92,72.92,72.92,13916,13916,13916,POINT (-86.844516 32.756889)
AR,2021/03/18,5501,5501,5501,71.62,71.62,71.62,7681,7681,7681,POINT (-92.439162 34.899825)
AZ,2021/03/18,9564,9562,9566,67.62,67.5,67.74,14143,14133,14153,POINT (-111.664616 34.293239)
CA,2021/03/18,44841,44841,44841,75.39,75.39,75.39,59476,59476,59476,POINT (-119.662127 37.211164)
CO,2021/03/18,6899,6899,6899,68.03,68.03,68.03,10141,10141,10141,POINT (-105.547832 38.998552)
CT,2021/03/18,6163,6163,6163,79.29,79.29,79.29,7773,7773,7773,POINT (-72.738288 41.575155)
DC,2021/03/18,2167,2167,2167,79.03,79.03,79.03,2742,2742,2742,POINT (-77.016275 38.904785)
DE,2021/03/18,1853,1853,1853,71.05,71.05,71.05,2608,2608,2608,POINT (-75.452394 38.994926)
FL,2021/03/18,41565,41565,41565,79.12,79.12,79.12,52537,52537,52537,POINT (-82.420978 28.260731)
GA,2021/03/18,14988,14964,15012,77.69,77.28,78.1,19292,19260,19324,POINT (-83.426574 32.638481)
HI,2021/03/18,1734,1734,1734,70.43,70.43,70.43,2462,2462,2462,POINT (-157.854309 21.361013)
IA,2021/03/18,4650,4650,4650,60.67,60.67,60.67,7664,7656,7672,POINT (-93.500061 42.074659)
ID,2021/03/18,1891,1891,1891,58.44,58.44,58.44,3236,3236,3236,POINT (-114.659366 44.389073)
IL,2021/03/18,19591,19591,19591,67.97,67.97,67.97,28825,28825,28825,POINT (-89.148632 40.124144)
IN,2021/03/18,10699,10699,10699,63.43,63.43,63.43,16868,16868,16868,POINT (-86.2818 39.919991)
KS,2021/03/18,4246,4243,4249,54.42,54.42,54.42,7802,7802,7802,POINT (-98.38018 38.484729)
KY,2021/03/18,7269,7269,7269,59.04,59.04,59.04,12313,12313,12313,POINT (-85.290484 37.526683)
LA,2021/03/18,8614,8614,8614,69.07,69.07,69.07,12472,12472,12472,POINT (-91.840238 30.921314)
MA,2021/03/18,13460,13460,13460,80.37,80.37,80.37,16747,16747,16747,POINT (-71.481104 42.151077)
MD,2021/03/18,8084,8084,8084,81.72,81.72,81.72,9892,9892,9892,POINT (-76.687282 38.946466)
ME,2021/03/18,1977,1977,1977,68.67,68.67,68.67,2879,2879,2879,POINT (-69.06137 45.117911)
MI,2021/03/18,15906,15906,15906,75.87,75.87,75.87,20965,20965,20965,POINT (-85.730977 44.874798)
MN,2021/03/18,7239,7239,7239,75.16,75.16,75.16,9632,9632,9632,POINT (-94.198308 46.349153)
MS,2021/03/18,4897,4897,4897,63.3,63.3,63.3,7736,7736,7736,POINT (-89.65344 32.713378)
MT,2021/03/18,1760,1760,1760,61.52,61.52,61.52,2861,2861,2861,POINT (-109.645127 47.033521)
ND,2021/03/18,1360,1357,1363,68.31,67.47,69.15,1991,1982,2000,POINT (-100.46931 47.446305)
NJ,2021/03/18,14397,14397,14397,71.08,71.08,71.08,20254,20254,20254,POINT (-74.655514 40.110253)
NV,2021/03/18,5185,5184,5186,68.65,68.65,68.65,7553,7553,7553,POINT (-114.916992 39.283294)
NY,2021/03/18,36060,36060,36060,74.74,74.74,74.74,48238,48215,48261,POINT (-75.59655 42.921241)
SC,2021/03/18,7698,7698,7698,78.11,78.11,78.11,9855,9855,9855,POINT (-80.864614 33.878572)
UT,2021/03/18,3093,3093,3093,58.28,58.28,58.28,5307,5307,5307,POINT (-111.678222 39.323779)
AK,2021/03/19,863,863,863,60.06,60.06,60.06,1437,1437,1437,POINT (-151.631889 63.631126)
AL,2021/03/19,9875,9875,9875,71.05,71.05,71.05,13898,13898,13898,POINT (-86.844516 32.756889)
AR,2021/03/19,5363,5363,5363,70.12,70.12,70.12,7648,7648,7648,POINT (-92.439162 34.899825)
AZ,2021/03/19,9674,9673,9675,68.45,68.45,68.45,14133,14133,14133,POINT (-111.664616 34.293239)
CA,2021/03/19,44640,44576,44704,73.77,73.29,74.25,60510,60364,60655,POINT (-119.662127 37.211164)
CO,2021/03/19,6679,6679,6679,65.65,65.65,65.65,10173,10173,10173,POINT (-105.547832 38.998552)
CT,2021/03/19,6169,6169,6169,79.25,79.25,79.25,7784,7784,7784,POINT (-72.738288 41.575155)
DC,2021/03/19,2143,2143,2143,78.44,78.44,78.44,2732,2732,2732,POINT (-77.016275 38.904785)
DE,2021/03/19,1877,1877,1877,72.08,72.08,72.08,2604,2604,2604,POINT (-75.452394 38.994926)
FL,2021/03/19,41340,41340,41340,78.61,78.61,78.61,52589,52589,52589,POINT (-82.420978 28.260731)
GA,2021/03/19,14887,14868,14906,77.3,77,77.6,19259,19237,19281,POINT (-83.426574 32.638481)
HI,2021/03/19,1709,1709,1709,69.02,69.02,69.02,2476,2476,2476,POINT (-157.854309 21.361013)
