state,collection_date,Inpatient Beds Occupied Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL
CW,2020-09-20,"462,532","460,660","464,404",63.76,63.19,64.33,"708,301","702,099","714,503"
CW,2020-09-21,"467,140","465,552","468,728",64.33,63.89,64.78,"708,106","702,030","714,181"
CW,2020-09-22,"493,853","492,299","495,406",67.58,67.13,68.03,"712,824","706,723","718,926"
CW,2020-09-23,"505,893","504,420","507,366",68.90,68.49,69.30,"715,906","709,864","721,948"
CW,2020-09-24,"506,121","504,649","507,592",68.91,68.51,69.31,"716,642","710,862","722,421"
CW,2020-09-25,"503,728","502,177","505,278",68.53,68.05,69.01,"717,031","711,474","722,589"
CW,2020-09-26,"486,043","484,369","487,718",66.42,65.86,66.98,"713,470","707,914","719,026"
CW,2020-09-27,"471,861","470,229","473,492",64.66,64.10,65.23,"711,801","706,211","717,392"
CW,2020-09-28,"475,800","474,223","477,377",65.30,64.78,65.82,"711,195","705,727","716,663"
CW,2020-09-29,"500,227","498,659","501,795",68.47,67.96,68.97,"714,476","709,071","719,880"
CW,2020-09-30,"509,453","507,982","510,924",69.57,69.14,69.99,"716,174","710,934","721,415"
CW,2020-10-01,"509,116","507,647","510,586",69.85,68.72,70.97,"718,895","713,754","724,037"
CW,2020-10-02,"504,026","501,464","506,589",69.13,67.81,70.44,"718,707","713,730","723,683"
CW,2020-10-03,"485,690","484,089","487,292",66.72,65.58,67.86,"717,334","712,296","722,372"
CW,2020-10-04,"468,810","467,112","470,508",64.72,63.58,65.86,"714,308","709,337","719,279"
CW,2020-10-05,"474,050","472,637","475,464",65.51,64.51,66.52,"715,917","711,406","720,429"
CW,2020-10-06,"501,906","500,489","503,324",68.86,67.90,69.81,"720,148","715,932","724,365"
CW,2020-10-07,"513,871","512,552","515,189",70.38,69.61,71.16,"724,043","720,493","727,593"
CW,2020-10-08,"515,950","513,372","518,528",70.56,69.68,71.44,"725,175","722,742","727,607"
CW,2020-10-09,"512,574","511,476","513,672",69.72,69.38,70.06,"729,104","727,152","731,057"
CW,2020-10-10,"494,978","493,634","496,322",67.49,66.93,68.05,"728,976","726,789","731,164"
CW,2020-10-11,"480,724","479,260","482,188",65.66,65.01,66.31,"727,670","725,282","730,058"
CW,2020-10-12,"484,470","483,410","485,531",66.06,65.57,66.54,"729,763","728,069","731,457"
CW,2020-10-13,"509,459","508,346","510,571",69.17,68.67,69.68,"733,100","731,352","734,847"
CW,2020-10-14,"519,561","518,497","520,626",70.35,69.88,70.82,"735,141","733,549","736,733"
CW,2020-10-15,"518,400","517,380","519,419",70.26,69.82,70.70,"734,381","732,902","735,860"
CW,2020-10-16,"514,010","513,104","514,916",69.73,69.37,70.09,"733,754","732,550","734,958"
CW,2020-10-17,"495,464","494,211","496,718",67.47,66.95,68.00,"730,818","729,163","732,474"
CW,2020-10-18,"479,767","478,401","481,133",65.45,64.86,66.03,"729,483","727,661","731,304"
CW,2020-10-19,"485,239","483,726","486,753",65.96,65.30,66.62,"732,162","730,100","734,225"
CW,2020-10-20,"507,676","505,273","510,079",68.49,67.44,69.54,"737,750","734,535","740,965"
AK,2020-09-20,957,956,958,60.84,39.20,82.48,"1,573","1,355","1,791"
AL,2020-09-20,"9,415","9,394","9,436",67.48,66.92,68.04,"13,952","13,916","13,988"
AR,2020-09-20,"4,837","4,774","4,900",62.27,59.63,64.91,"7,724","7,633","7,815"
