state,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
WA,8,89,8488,83,8747,98,474,96,922,98,130,96,111,98,471,96,382,98,3,96,1,96,1077,90,0.6789585296889726,83,5763,8488,0.05470282746682054,96,474,8665,0.031578947368421054,81,264,8360,0.09194312796208531,88,97,1055,0.6750232126276694,90,727,1077,2020-10-30
WI,23,144,13193,147,9035,146,2021,144,1085,146,399,144,406,147,2006,144,1866,147,15,144,3,144,1634,147,0.6848328659137422,146,9035,13193,0.22864982279638732,143,2000,8747,0.15755827551259063,144,2021,12827,0.25576923076923075,144,399,1560,0.664014687882497,146,1085,1634,2020-10-30
WV,14,55,6088,59,4423,59,359,55,511,59,94,55,86,59,357,55,324,59,2,55,2,55,685,59,0.7265111695137977,59,4423,6088,0.08283341024457776,55,359,4334,0.060971467391304345,55,359,5888,0.14826498422712933,55,94,634,0.745985401459854,59,511,685,2020-10-30
ID,1,48,4019,49,2176,49,314,48,229,49,77,48,84,49,309,48,309,49,5,48,3,48,319,49,0.5414282159741229,49,2176,4019,0.14839319470699433,48,314,2116,0.07979669631512071,48,314,3935,0.25412541254125415,48,77,303,0.7178683385579937,49,229,319,2020-10-30
IL,20,188,30716,192,20668,193,3848,188,2381,193,783,188,657,193,3789,188,3042,193,59,188,25,188,3862,193,0.6654512306289881,192,20440,30716,0.18867369453297378,188,3848,20395,0.1253505790741413,187,3799,30307,0.20616113744075829,188,783,3798,0.6165199378560331,193,2381,3862,2020-10-30
IN,6,143,17560,145,11349,145,1927,143,1539,145,487,143,429,145,1901,143,1490,145,26,143,0,143,2215,140,0.6462984054669704,145,11349,17560,0.17136505113383727,143,1927,11245,0.11083630507304727,143,1927,17386,0.22515025427646787,138,487,2163,0.6948081264108352,140,1539,2215,2020-10-30
KS,3,138,8370,141,4995,141,626,138,665,141,169,138,150,141,621,138,500,141,5,138,3,138,858,141,0.5967741935483871,141,4995,8370,0.1264902000404122,138,626,4949,0.07576857903655289,138,626,8262,0.2028811524609844,138,169,833,0.7750582750582751,141,665,858,2020-10-30
KY,25,117,14442,119,9910,119,1208,117,1308,119,310,117,345,119,1189,117,1087,119,19,117,2,117,1754,119,0.6861930480542862,119,9910,14442,0.12322758339283893,117,1208,9803,0.08467685405860087,117,1208,14266,0.18128654970760233,117,310,1710,0.7457240592930444,119,1308,1754,2020-10-30
LA,9,282,21318,297,14104,297,970,297,1928,298,357,297,342,297,956,297,1471,297,14,297,4,297,2785,298,0.6616005253776152,297,14104,21318,0.0687748156551333,297,970,14104,0.04550145417018482,297,970,21318,0.1281867145421903,297,357,2785,0.6922800718132854,298,1928,2785,2020-10-30
MA,10,84,20664,85,14351,85,705,84,1109,85,149,84,115,85,692,84,433,85,13,84,3,84,2082,85,0.6944928377855207,85,14351,20664,0.04941126997476871,84,705,14268,0.034334972970340424,84,705,20533,0.07247081712062257,84,149,2056,0.5326609029779059,85,1109,2082,2020-10-30
MD,0,53,10900,54,8350,54,953,53,966,54,196,53,157,54,948,53,585,54,5,53,2,53,1304,53,0.7660550458715596,54,8350,10900,0.1148469510725476,53,953,8298,0.08841265423508675,53,953,10779,0.15469613259668508,52,196,1267,0.7354294478527608,53,959,1304,2020-10-30
ME,0,36,3052,37,2086,37,52,36,240,37,16,36,13,37,51,36,34,37,1,36,1,36,331,37,0.6834862385321101,37,2086,3052,0.02524271844660194,36,52,2060,0.017224246439218285,36,52,3019,0.04984423676012461,36,16,321,0.7250755287009063,37,240,331,2020-10-30
MI,20,157,24196,160,18482,160,2092,157,2075,159,442,156,417,159,2076,157,1820,160,16,157,14,157,2613,159,0.7638452636799471,160,18482,24196,0.1135352219689569,157,2092,18426,0.0868987289191659,157,2092,24074,0.1705246913580247,156,442,2592,0.7941063911213165,159,2075,2613,2020-10-30
MN,35,128,11647,130,8277,130,1098,130,836,130,223,129,213,130,1081,129,939,130,21,129,16,129,1063,130,0.7106551043187087,130,8277,11647,0.1365841522577435,129,1098,8039,0.09714235158807397,129,1098,11303,0.2192723697148476,129,223,1017,0.786453433678269,130,836,1063,2020-10-30
MO,23,125,19088,129,12387,129,1832,125,1679,129,568,125,517,129,1796,125,1549,129,36,125,14,125,2264,129,0.648941743503772,129,12387,19088,0.15022550225502254,125,1832,12195,0.0973484244646368,125,1832,18819,0.2582992269213279,125,568,2199,0.7416077738515902,129,1679,2264,2020-10-30
MS,3,98,8248,100,5116,100,631,98,642,100,181,98,158,100,625,98,541,100,8,98,3,98,766,100,0.6202715809893308,100,5116,8248,0.12462966620580683,98,631,5063,0.07730948296986033,98,631,8162,0.2445945945945946,98,181,740,0.8381201044386423,100,642,766,2020-10-30
AK,6,22,1428,22,857,22,95,22,98,22,21,22,21,22,94,22,86,22,1,22,0,22,126,22,0.6001400560224089,22,857,1428,0.11085180863477247,22,95,857,0.0665266106442577,22,95,1428,0.16666666666666666,22,21,126,0.7777777777777778,22,98,126,2020-10-30
AL,6,114,17575,116,13227,116,1445,114,1658,116,422,114,398,116,1430,114,1291,116,15,113,9,114,1985,116,0.7526031294452347,116,13227,17575,0.11020439292251373,113,1445,13112,0.08318940702360392,113,1445,17370,0.21718991250643335,113,422,1943,0.8352644836272041,116,1658,1985,2020-10-30
AR,12,90,8858,90,5608,92,722,90,786,92,231,90,217,92,714,90,589,92,8,90,1,90,1084,92,0.6302777150598329,90,5583,8858,0.1315597667638484,90,722,5488,0.0831889081455806,88,720,8655,0.22297297297297297,90,231,1036,0.7250922509225092,92,786,1084,2020-10-30
AZ,9,100,14606,103,10172,103,1030,100,1095,103,257,100,210,103,1017,100,754,103,13,100,8,100,1952,103,0.6964261262494865,103,10172,14606,0.10296910926721983,100,1030,10003,0.0718771807397069,100,1030,14330,0.13626723223753975,100,257,1886,0.5609631147540983,103,1095,1952,2020-10-30
CA,25,379,63909,387,44050,387,3348,376,5011,384,851,375,753,383,3311,376,2658,383,37,371,21,370,7455,384,0.6892612934015553,387,44050,63909,0.0770753717942815,376,3348,43438,0.05330785765464533,376,3348,62805,0.11868898186889819,375,851,7170,0.6721663313212609,384,5011,7455,2020-10-30
CO,3,93,11076,95,7584,95,932,93,963,93,287,92,274,94,903,93,787,95,29,93,13,93,1323,94,0.6847237269772481,95,7584,11076,0.12436615959434213,93,932,7494,0.08517638457320417,93,932,10942,0.22162162162162163,91,287,1295,0.7278911564625851,93,963,1323,2020-10-30
CT,8,31,8295,32,5886,32,569,31,542,32,93,31,77,32,558,31,371,32,11,31,3,31,1076,32,0.7095840867992766,32,5886,8295,0.09736481861738536,31,569,5844,0.06933950767730929,31,569,8206,0.08823529411764706,31,93,1054,0.5037174721189591,32,542,1076,2020-10-30
DC,4,12,3617,14,2880,14,177,13,272,14,39,12,23,13,154,13,106,14,23,13,4,13,387,14,0.7962399778822228,14,2880,3617,0.06310160427807486,13,177,2805,0.05083285468121769,13,177,3482,0.10684931506849316,12,39,365,0.7028423772609819,14,272,387,2020-10-30
DE,2,10,2668,11,1735,11,151,10,136,11,27,10,27,11,148,10,136,11,3,10,1,10,178,11,0.6502998500749625,11,1735,2668,0.0877906976744186,10,151,1720,0.057283763277693474,10,151,2636,0.1569767441860465,10,27,172,0.7640449438202247,11,136,178,2020-10-30
FL,47,228,53416,234,39535,234,3581,228,4508,234,682,224,635,230,3546,228,2664,234,35,228,24,228,6271,234,0.7401340422345365,234,39535,53416,0.0921726596484003,228,3581,38851,0.06834230314134128,228,3581,52398,0.11452560873215785,224,682,5955,0.7188646148939563,234,4508,6271,2020-10-30
GA,11,210,29690,213,22924,213,2649,209,3098,213,702,209,611,212,2598,209,2122,212,51,209,7,209,3755,212,0.7721118221623442,213,22924,29690,0.11651125967628431,209,2649,22736,0.0901204327413758,209,2649,29394,0.1897810218978102,208,702,3699,0.8250332889480693,212,3098,3755,2020-10-30
HI,0,23,2452,22,1614,23,67,23,141,23,10,23,8,23,67,23,58,23,0,23,0,23,237,23,0.6541598694942904,22,1604,2452,0.04151177199504337,23,67,1614,0.02732463295269168,22,67,2452,0.04219409282700422,23,10,237,0.5949367088607594,23,141,237,2020-10-30
IA,4,127,8384,129,5432,129,837,127,573,129,191,127,188,129,825,127,794,129,12,127,6,127,708,129,0.6479007633587787,129,5432,8384,0.15641936086712763,127,837,5351,0.10100156872209484,127,837,8287,0.2772133526850508,127,191,689,0.809322033898305,129,573,708,2020-10-30
MT,34,66,2961,66,2203,67,432,66,162,67,87,66,84,67,424,66,397,67,8,66,7,66,197,66,0.6984126984126984,66,2068,2961,0.1977116704805492,66,432,2185,0.14027303754266213,65,411,2930,0.42408376963350786,65,81,191,0.7309644670050761,66,144,197,2020-10-30
NC,8,119,22106,123,16234,123,1561,119,1848,122,381,119,353,122,1530,119,1140,123,31,118,11,118,2472,122,0.7343707590699358,123,16234,22106,0.09721616740362458,119,1561,16057,0.07156939159139883,119,1561,21811,0.15789473684210525,118,381,2413,0.7475728155339806,122,1848,2472,2020-10-30
ND,121,64,3450,65,2629,65,652,64,150,63,112,64,106,65,647,64,594,65,5,64,1,64,165,63,0.7620289855072464,65,2629,3450,0.25,64,652,2608,0.19042056074766356,64,652,3424,0.5031055900621118,62,81,161,0.9090909090909091,63,150,165,2020-10-30
NE,6,100,6004,100,4316,100,779,100,530,100,219,100,207,100,771,100,718,100,8,100,2,100,751,100,0.7188540972684877,100,4316,6004,0.18049119555143653,100,779,4316,0.12974683544303797,100,779,6004,0.29161118508655126,100,219,751,0.7057256990679095,100,530,751,2020-10-30
NH,2,29,3208,29,2230,29,60,29,170,29,18,29,10,29,60,29,34,29,0,29,0,29,282,29,0.6951371571072319,29,2230,3208,0.026905829596412557,29,60,2230,0.018703241895261846,29,60,3208,0.06382978723404255,29,18,282,0.6028368794326241,29,170,282,2020-10-30
NJ,32,78,19961,79,14012,79,1212,78,1291,79,215,78,199,79,1202,78,1027,79,10,78,8,78,2233,79,0.7019688392365112,79,14012,19961,0.08693157366231531,78,1212,13942,0.06117195780548125,78,1212,19813,0.09768287142208087,78,215,2201,0.5781459919390954,79,1291,2233,2020-10-30
NM,5,49,3172,50,1994,49,418,49,244,49,133,49,132,50,414,49,385,50,4,49,2,49,312,49,0.640745501285347,49,1994,3112,0.2109334708612687,48,409,1939,0.13637846655791191,49,418,3065,0.4586206896551724,48,133,290,0.8,48,244,305,2020-10-30
NV,17,59,8271,59,6157,59,736,59,589,59,173,59,153,59,729,59,572,59,7,59,0,59,844,59,0.7444081731350501,59,6157,8271,0.11953873639759623,59,736,6157,0.08898561238060694,59,736,8271,0.20497630331753555,59,173,844,0.6978672985781991,59,589,844,2020-10-30
NY,63,168,56227,177,40265,177,2457,168,4143,176,411,168,335,177,2390,168,1589,177,67,168,20,168,7097,175,0.7161150337026695,177,40265,56227,0.061437287457491496,168,2457,39992,0.044220870379036034,168,2457,55562,0.059051724137931035,166,411,6960,0.583767789206707,175,4143,7097,2020-10-30
OH,44,199,31404,205,21722,205,2311,202,2816,205,549,202,499,205,2257,202,1924,205,54,202,18,202,3915,205,0.6916953254362501,205,21722,31404,0.10704029643353405,202,2311,21590,0.07423945517041987,202,2311,31129,0.14200724262803932,202,549,3866,0.7192848020434227,205,2816,3915,2020-10-30
OK,11,148,9797,140,6450,140,1065,148,744,140,321,148,321,150,1041,148,977,150,24,148,23,148,1042,140,0.6583648055527203,140,6450,9797,0.14322414900449582,138,892,6228,0.09406306021301276,138,892,9483,0.26618705035971224,138,259,973,0.7140115163147792,140,744,1042,2020-10-30
OR,0,61,6713,63,4668,63,285,61,503,63,64,61,46,63,270,61,173,63,15,61,4,61,808,63,0.6953671979740802,63,4668,6713,0.06219991270187691,61,285,4582,0.04355800091701054,61,285,6543,0.08205128205128205,61,64,780,0.6225247524752475,63,503,808,2020-10-30
PA,23,193,33598,198,24777,199,2051,193,3009,199,444,193,418,199,2019,193,1741,199,32,193,18,192,3814,199,0.7343591880469076,198,24673,33598,0.08343503376454316,193,2051,24582,0.06163332832004813,192,2049,33245,0.11974110032362459,193,444,3708,0.7889355007865758,199,3009,3814,2020-10-30
WY,0,28,1613,30,672,30,140,28,54,30,30,28,27,30,134,28,121,30,6,28,0,28,128,30,0.41661500309981403,30,672,1613,0.212443095599393,28,140,659,0.08883248730964467,28,140,1576,0.24793388429752067,28,30,121,0.421875,30,54,128,2020-10-30
