state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state,previous_day_admission_adult_covid_confirmed_18-19,previous_day_admission_adult_covid_confirmed_18-19_coverage,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_20-29_coverage,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_30-39_coverage,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_40-49_coverage,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_50-59_coverage,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_60-69_coverage,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_70-79_coverage,previous_day_admission_adult_covid_confirmed_80+,previous_day_admission_adult_covid_confirmed_80+_coverage,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_confirmed_unknown_coverage,previous_day_admission_adult_covid_suspected_18-19,previous_day_admission_adult_covid_suspected_18-19_coverage,previous_day_admission_adult_covid_suspected_20-29,previous_day_admission_adult_covid_suspected_20-29_coverage,previous_day_admission_adult_covid_suspected_30-39,previous_day_admission_adult_covid_suspected_30-39_coverage,previous_day_admission_adult_covid_suspected_40-49,previous_day_admission_adult_covid_suspected_40-49_coverage,previous_day_admission_adult_covid_suspected_50-59,previous_day_admission_adult_covid_suspected_50-59_coverage,previous_day_admission_adult_covid_suspected_60_69,previous_day_admission_adult_covid_suspected_60-69_coverage,previous_day_admission_adult_covid_suspected_70-79,previous_day_admission_adult_covid_suspected_70-79_coverage,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_80+_coverage,previous_day_admission_adult_covid_suspected_unknown,previous_day_admission_adult_covid_suspected_unknown_coverage,deaths_covid,deaths_covid_coverage,on_hand_supply_therapeutic_a_casirivimab_imdevimab_courses,on_hand_supply_therapeutic_b_bamlanivimab_courses,on_hand_supply_therapeutic_c_bamlanivimab_etesevimab_courses,previous_week_therapeutic_a_casirivimab_imdevimab_courses_used,previous_week_therapeutic_b_bamlanivimab_courses_used,previous_week_therapeutic_c_bamlanivimab_etesevimab_courses_used,icu_patients_confirmed_influenza,icu_patients_confirmed_influenza_coverage,previous_day_admission_influenza_confirmed,previous_day_admission_influenza_confirmed_coverage,previous_day_deaths_covid_and_influenza,previous_day_deaths_covid_and_influenza_coverage,previous_day_deaths_influenza,previous_day_deaths_influenza_coverage,total_patients_hospitalized_confirmed_influenza,total_patients_hospitalized_confirmed_influenza_and_covid,total_patients_hospitalized_confirmed_influenza_and_covid_coverage,total_patients_hospitalized_confirmed_influenza_coverage
PA,7,83,134,30,188,6,7,218,30301,224,24028,224,613,218,45,224,317,218,1,217,23,217,2455,224,70,218,57,224,563,218,339,224,50,218,10,218,3411,224,0.792977129467674,224,24028,30301,0.025786639744237,218,613,23772,0.020473598076217,218,613,29941,0.021186440677966,218,70,3304,0.719730284374084,224,2455,3411,2022/04/05,,1,221,4,211,5,212,4,211,2,211,3,211,11,211,14,213,1,220,2,213,15,205,27,205,27,205,45,207,60,207,61,206,69,207,11,214,12,193,5133,0,3431,20,0,10,14,217,26,217,0,50,0,50,131,0,50,217
PR,0,11,55,2,9,55,0,57,8797,66,5960,66,50,63,3,66,5,56,0,56,0,56,459,65,2,63,2,57,44,63,33,57,6,63,7,56,631,66,0.677503694441287,66,5960,8797,0.008586639189421,63,50,5823,0.005819366852886,63,50,8592,0.003327787021631,63,2,601,0.727416798732171,65,459,631,2022/04/05,,0,66,0,66,0,66,1,66,0,66,1,66,1,66,0,66,0,66,0,56,1,56,1,56,0,56,1,56,0,56,0,56,2,56,0,56,0,6,0,10,111,0,0,0,2,55,6,55,0,5,0,5,38,0,5,55
RI,1,1,12,4,8,2,0,13,1980,14,1748,14,47,13,4,14,5,13,0,13,0,13,113,14,2,13,2,14,43,13,37,14,4,13,1,13,129,14,0.882828282828283,14,1748,1980,0.026887871853547,13,47,1748,0.023737373737374,13,47,1980,0.015503875968992,13,2,129,0.875968992248062,14,113,129,2022/04/05,,0,14,0,14,0,14,0,14,0,14,0,14,3,14,1,14,0,14,0,13,0,13,0,13,2,13,1,13,1,13,0,13,1,13,0,13,0,2,0,0,0,0,0,0,2,13,1,13,0,2,0,2,9,0,2,13
SC,20,63,5,24,59,5,5,86,11714,88,8618,88,91,86,9,88,13,86,0,85,0,85,874,88,22,86,18,88,88,86,71,88,3,86,2,86,1305,88,0.735700870752945,88,8618,11714,0.010671983112466,86,91,8527,0.0078856152513,86,91,11540,0.017405063291139,86,22,1264,0.669731800766284,88,874,1305,2022/04/05,,0,86,0,81,0,81,1,81,1,81,0,81,4,81,3,82,0,83,0,85,0,79,1,79,0,78,2,78,6,78,2,78,2,78,0,81,3,61,1609,1595,1791,0,0,0,3,86,3,86,0,54,0,54,26,0,54,86
SD,0,55,10,3,52,10,3,62,2427,65,1503,65,43,62,2,65,4,62,0,62,2,62,125,65,6,62,3,65,42,62,22,65,1,62,0,62,242,65,0.619283065512979,65,1503,2427,0.028995279838166,62,43,1483,0.018212621770436,62,43,2361,0.025751072961373,62,6,233,0.516528925619835,65,125,242,2022/04/05,,0,65,0,47,0,47,0,47,0,47,0,47,1,46,1,46,0,65,0,62,0,44,1,44,0,44,1,44,1,44,1,43,0,43,0,62,0,6,484,0,1126,30,0,73,1,62,1,62,0,4,0,4,4,0,4,62
TN,4,59,78,24,48,69,14,138,19162,141,13842,141,218,138,15,141,22,138,1,138,0,138,1488,141,33,138,34,141,201,138,173,141,17,138,17,138,2110,141,0.722367185053752,141,13842,19162,0.016044748656804,138,218,13587,0.011568669072384,138,218,18844,0.016272189349112,138,33,2028,0.70521327014218,141,1488,2110,2022/04/05,,0,141,2,140,0,140,0,140,1,140,4,140,5,140,3,140,0,141,0,138,1,137,3,137,0,137,1,137,8,137,2,137,6,137,1,138,1,60,8,1,107,56,0,0,3,138,7,138,0,60,0,60,53,3,60,138
TX,5,102,487,9,98,487,79,589,66323,594,49552,594,1319,589,115,594,310,589,13,589,69,589,5291,594,252,589,200,594,1218,589,815,594,101,589,46,589,6429,594,0.747131462690168,594,49552,66323,0.026934308059872,589,1319,48971,0.020109466237746,589,1319,65591,0.040133779264214,589,252,6279,0.822989578472546,594,5291,6429,2022/04/05,,4,590,9,585,11,586,12,585,21,585,20,585,15,586,20,585,3,594,1,587,34,580,41,580,23,580,45,580,56,580,58,580,48,580,4,589,10,567,293,0,153,0,0,0,30,589,47,589,0,101,0,101,227,2,101,589
UT,0,48,9,2,46,9,0,56,6039,57,4297,57,68,56,9,57,1,56,1,56,0,56,323,57,11,56,11,57,59,56,55,57,9,56,0,56,436,57,0.711541645967876,57,4297,6039,0.016007532956686,56,68,4248,0.011396011396011,56,68,5967,0.025821596244131,56,11,426,0.740825688073395,57,323,436,2022/04/05,,0,57,0,55,1,55,2,55,0,55,3,55,2,55,1,55,0,57,0,56,0,54,0,54,0,54,0,54,1,54,0,54,0,54,0,56,0,45,362,0,157,0,0,23,0,56,0,56,0,42,0,42,27,0,42,56
VA,9,74,23,16,70,20,30,103,17791,106,12778,106,256,103,23,106,109,103,1,103,7,103,1195,106,40,103,30,106,243,103,183,106,13,103,9,103,1874,106,0.718228317688719,106,12778,17791,0.020280440465816,103,256,12623,0.014558689717925,103,256,17584,0.021822149481724,103,40,1833,0.637673425827108,106,1195,1874,2022/04/05,,0,105,4,100,2,101,2,101,0,100,3,100,6,101,5,100,1,106,1,102,7,97,10,97,6,97,10,97,24,98,19,97,28,97,4,103,8,68,949,1428,610,129,0,133,4,103,5,103,0,68,0,68,34,1,68,103
VI,0,2,0,2,0,0,0,2,168,2,108,2,2,2,1,2,1,2,0,2,0,2,11,2,0,2,0,2,2,2,2,2,0,2,0,2,20,2,0.642857142857143,2,108,168,0.018518518518519,2,2,108,0.011904761904762,2,2,168,0,2,0,20,0.55,2,11,20,2022/04/05,,0,2,,0,,0,,0,,0,,0,,0,,0,1,2,0,2,,0,,0,,0,,0,,0,,0,,0,1,2,,0,146,,126,0,,30,0,2,0,2,,0,,0,0,,0,2
