state,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
NJ,14228,65,10023,59,969,77,917,57,98,62,1621,58,0.7389783065080476,57,9504,12861,0.08490471914596429,59,851,10023,0.05770312060725331,65,821,14228,0.0566272557560672,55,91,1607,0.5710707576706324,56,912,1597,2020-07-27
NM,1520,23,1035,21,184,29,175,19,45,18,231,15,0.675,20,1026,1520,0.09508547008547008,20,89,936,0.0635260528194147,22,89,1401,0.1774891774891775,15,41,231,0.645021645021645,15,149,231,2020-07-27
NV,8535,63,6271,61,3761,63,652,59,334,58,849,59,0.7359464851543246,61,6271,8521,0.5927284324669112,61,3717,6271,0.44065612185120095,63,3761,8535,0.3934040047114252,58,334,849,0.767962308598351,59,652,849,2020-07-27
NY,41582,141,26987,126,1801,160,2482,116,243,118,4465,109,0.6598187154247721,122,25405,38503,0.049801756401230225,126,1344,26987,0.03968063104227791,141,1650,41582,0.045682850992585504,97,191,4181,0.540964689591507,104,2344,4333,2020-07-27
OH,30368,203,18389,178,1896,204,2404,173,416,184,3760,150,0.6917578903810706,178,18389,26583,0.09288161400837457,178,1708,18389,0.06265697290152016,202,1896,30260,0.09978655282817503,148,374,3748,0.6393617021276595,150,2404,3760,2020-07-27
OK,8534,90,5176,81,773,139,635,68,217,69,1058,100,0.6514120020171458,79,5167,7932,0.10973245443970531,80,566,5158,0.06694855532064835,89,570,8514,0.20512820512820512,62,200,975,0.6558915537017727,64,629,959,2020-07-27
OR,4126,48,3576,44,267,60,367,42,63,48,424,33,0.7122730967217556,36,2629,3691,0.053691275167785234,44,192,3576,0.04774600096946195,48,197,4126,0.06428571428571428,32,27,420,0.6492890995260664,32,274,422,2020-07-27
PA,24604,161,17092,154,1243,193,2256,144,252,157,2789,129,0.7421889274620866,143,16248,21892,0.05604961385443483,154,958,17092,0.04133474231832222,161,1017,24604,0.08468197214904027,120,225,2657,0.7600574712643678,124,2116,2784,2020-07-27
PR,8024,60,4252,59,568,60,458,59,75,57,657,56,0.5299102691924227,59,4252,8024,0.13358419567262464,59,568,4252,0.0707876370887338,60,568,8024,0.11213517665130568,55,73,651,0.6712328767123288,56,441,657,2020-07-27
RI,1878,11,1717,11,70,11,135,10,15,10,163,9,0.9142705005324814,11,1717,1878,0.040768782760629,11,70,1717,0.03727369542066028,11,70,1878,0.09202453987730061,9,15,163,0.8282208588957055,9,135,163,2020-07-27
SC,10815,77,7662,72,1516,81,957,69,366,75,1202,67,0.7416215131446919,69,7391,9966,0.18089271730618636,72,1386,7662,0.13555247341655108,77,1466,10815,0.2795341098169717,67,336,1202,0.7728785357737105,66,929,1202,2020-07-27
SD,2233,51,497,38,47,53,38,30,3,25,93,28,0.4766536964980545,37,490,1028,0.018108651911468814,38,9,497,0.02104791759964174,51,47,2233,0.03225806451612903,25,3,93,0.40860215053763443,28,38,93,2020-07-27
TN,17569,111,11640,111,1585,119,1548,86,473,113,1944,90,0.6847092419522326,99,10550,15408,0.12101086769018458,109,1403,11594,0.08421550653498137,106,1424,16909,0.22469528351881293,87,424,1887,0.8359728506787331,83,1478,1768,2020-07-27
TX,61017,519,41569,498,10433,545,5490,447,2923,459,6198,418,0.7201617155914923,486,40970,56890,0.2155917993688116,497,8949,41509,0.15970911239883775,518,9729,60917,0.37323141974304763,404,2295,6149,0.8062278154243304,416,4997,6198,2020-07-27
UT,5272,49,3050,44,285,50,379,43,77,41,562,39,0.5907418167731939,44,3050,5163,0.08688524590163935,44,265,3050,0.05273141122913505,49,278,5272,0.13523131672597866,38,76,562,0.6476868327402135,39,364,562,2020-07-27
VA,15447,84,8851,75,1358,92,758,72,212,74,1371,71,0.6347629137137429,69,8688,13687,0.11015704440176251,75,975,8851,0.08467663624004661,84,1308,15447,0.14254062038404727,68,193,1354,0.5864779874213837,67,746,1272,2020-07-27
VI,168,2,95,2,5,2,8,2,5,2,20,2,0.5654761904761905,2,95,168,0.05263157894736842,2,5,95,0.02976190476190476,2,5,168,0.25,2,5,20,0.4,2,8,20,2020-07-27
VT,572,12,171,9,6,15,33,6,0,8,48,5,0.5229357798165137,7,171,327,0.023391812865497075,9,4,171,0.01048951048951049,12,6,572,0.0,5,0,48,0.6875,5,33,48,2020-07-27
WA,8983,77,8395,84,514,91,680,69,126,78,875,62,0.6406921379630705,70,5517,8611,0.05460012026458208,82,454,8315,0.03796473098955408,75,338,8903,0.08515535097813579,56,74,869,0.6516516516516516,53,434,666,2020-07-27
WI,10781,124,6894,117,639,134,660,113,159,126,1441,115,0.6512581014105986,116,6833,10492,0.0863069335654192,117,595,6894,0.05574622020220759,124,601,10781,0.10895211658570438,115,157,1441,0.4677533664068037,112,660,1411,2020-07-27
WV,6350,59,4385,53,177,60,459,51,55,58,609,51,0.7372225958305313,53,4385,5948,0.039224629418472066,53,172,4385,0.027874015748031496,59,177,6350,0.08866995073891626,51,54,609,0.7536945812807881,51,459,609,2020-07-27
WY,1943,33,806,31,35,33,50,30,13,30,101,30,0.43333333333333335,31,806,1860,0.043424317617866005,31,35,806,0.018013381369016986,33,35,1943,0.14444444444444443,29,13,90,0.49504950495049505,30,50,101,2020-07-27
GU,149,1,121,1,3,1,7,1,3,3,,0,0.8120805369127517,1,121,149,0.024793388429752067,1,3,121,0.020134228187919462,1,3,149,,,,,,,,,2020-07-27
MP,48,1,,0,0,1,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,2020-07-27
