state,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
AK,1491,28,883,26,46,31,60,14,9,23,45,9,0.3915022761760243,23,516,1318,0.045300113250283124,26,40,883,0.021462105969148222,28,32,1491,0.13953488372093023,7,6,43,0.4888888888888889,9,22,45,2020-07-27
AL,12017,105,7723,88,1970,111,1072,85,495,89,1110,76,0.7861522198731501,86,7437,9460,0.19152255883500194,86,1473,7691,0.14746158984635938,103,1766,11976,0.34747292418772563,69,385,1108,0.9141048824593129,75,1011,1106,2020-07-27
AR,7890,84,4893,78,1667,89,697,75,348,73,907,69,0.708152016246011,76,4882,6894,0.14980584508481504,78,733,4893,0.21013941698352345,84,1658,7890,0.3160220994475138,64,286,905,0.7508269018743109,69,681,907,2020-07-27
AZ,9827,75,7996,69,2312,86,1051,62,679,68,1049,52,0.8673625254582484,61,6814,7856,0.2416208104052026,69,1932,7996,0.20016281672941894,75,1967,9827,0.43088655862726405,50,452,1049,0.8398474737845567,52,881,1049,2020-07-27
CA,62979,383,44835,376,8288,406,5538,365,2133,366,7307,362,0.7165095093495285,375,44832,62570,0.17807516449202632,376,7984,44835,0.12701059083186458,383,7999,62979,0.2899205697069296,359,2117,7302,0.7569453948268783,361,5531,7307,2020-07-27
CO,9084,77,5454,71,464,94,603,66,120,77,958,58,0.6207290595360531,69,5432,8751,0.06563989732306565,71,358,5454,0.04348304711580801,77,395,9084,0.09639830508474577,54,91,944,0.6221294363256785,58,596,958,2020-07-27
CT,8121,30,5822,29,172,31,491,28,18,29,1036,28,0.7282962221666249,29,5822,7994,0.029543112332531776,29,172,5822,0.021179657677625908,30,172,8121,0.017374517374517374,28,18,1036,0.47393822393822393,28,491,1036,2020-07-27
DC,2671,11,2038,10,170,11,259,10,16,11,404,10,0.8023622047244094,10,2038,2540,0.08243375858684986,10,168,2038,0.0636465743167353,11,170,2671,0.039603960396039604,10,16,404,0.6410891089108911,10,259,404,2020-07-27
DE,2469,11,560,7,143,12,34,6,9,7,47,5,0.8561020036429873,6,470,549,0.1625,7,91,560,0.032806804374240585,11,81,2469,0.0851063829787234,5,4,47,0.723404255319149,5,34,47,2020-07-27
FL,74365,261,41337,247,10256,263,4889,246,2363,255,5858,245,0.5944263096590501,247,41337,69541,0.22161743716283233,247,9161,41337,0.1375781617696497,261,10231,74365,0.3707594282762184,241,2153,5807,0.8308296346876067,245,4867,5858,2020-07-27
GA,13932,111,8103,91,4420,141,1101,81,687,91,1162,73,0.8098669068347844,90,8093,9993,0.2560779958040232,91,2075,8103,0.21805914441573357,111,3038,13932,0.4574652777777778,67,527,1152,0.9113597246127366,73,1059,1162,2020-07-27
HI,1714,16,1218,22,79,22,56,12,12,14,96,12,0.6636636636636637,13,663,999,0.04558011049723757,14,33,724,0.0338389731621937,16,58,1714,0.041666666666666664,12,4,96,0.5833333333333334,12,56,96,2020-07-27
IA,8575,123,3894,70,463,127,460,99,88,99,527,94,0.6090621707060063,69,3468,5694,0.0847457627118644,70,330,3894,0.04653061224489796,123,399,8575,0.11281070745697896,90,59,523,0.6673040152963671,90,349,523,2020-07-27
ID,3989,43,1823,40,223,45,175,37,46,40,267,34,0.477350091647028,40,1823,3819,0.12232583653318706,40,223,1823,0.055903735271998,43,223,3989,0.16104868913857678,33,43,267,0.6436781609195402,32,168,261,2020-07-27
IL,28151,178,16297,144,1588,185,1834,130,373,139,2981,115,0.6690919554404571,143,16277,24327,0.0816714732772903,144,1331,16297,0.0549891655713829,178,1548,28151,0.10780669144981413,110,319,2959,0.5635808748728383,111,1662,2949,2020-07-27
IN,14398,123,7650,109,823,125,1241,116,280,112,2196,118,0.6052215189873418,109,7650,12640,0.08358483138695709,108,637,7621,0.054492309833669705,122,783,14369,0.13029315960912052,112,280,2149,0.5873166114529106,116,1241,2113,2020-07-27
KS,7076,116,4229,96,385,127,513,68,93,76,625,62,0.6191110371233561,92,3719,6007,0.07945597709377238,95,333,4191,0.040068201193520885,115,282,7038,0.12357723577235773,58,76,615,0.8045977011494253,59,490,609,2020-07-27
KY,10550,95,7578,98,690,110,890,88,502,90,1162,85,0.6704545454545454,92,6962,10384,0.08036421219319081,98,609,7578,0.0581042654028436,95,613,10550,0.41361256544502617,83,474,1146,0.6901893287435457,81,802,1162,2020-07-27
LA,14204,238,9270,231,671,59,1338,223,465,223,1682,215,0.6706214280546915,231,9270,13823,0.15618995333516333,49,569,3643,0.1139963167587477,56,619,5430,0.2407847800237812,213,405,1682,0.7306777645659929,214,1229,1682,2020-07-27
MA,17172,80,12197,77,313,80,946,74,53,73,1860,74,0.7146958865580687,77,12197,17066,0.02566204804460113,77,313,12197,0.018227346843699047,80,313,17172,0.02849462365591398,73,53,1860,0.5086021505376344,74,946,1860,2020-07-27
MD,9571,50,6693,45,1130,51,721,43,200,48,1029,40,0.797448736289938,44,6689,8388,0.14874417205594825,43,989,6649,0.11587351612564345,48,1103,9519,0.17103984450923226,40,176,1029,0.6890184645286687,40,709,1029,2020-07-27
ME,2903,31,1832,30,49,30,185,29,19,28,310,27,0.677264325323475,30,1832,2705,0.025452488687782805,29,45,1768,0.01728395061728395,30,49,2835,0.05825242718446602,26,18,309,0.5645161290322581,27,175,310,2020-07-27
MI,17604,130,9734,102,696,142,1134,100,148,124,1608,97,0.7397016771002396,100,9571,12939,0.038244062917651894,101,372,9727,0.029961908010688498,129,527,17589,0.06529850746268656,95,105,1608,0.7058088694565896,94,1130,1601,2020-07-27
MN,10990,122,6272,104,389,125,523,97,73,97,776,97,0.6768464370803552,102,6250,9234,0.04878826530612245,104,306,6272,0.035395814376706095,122,389,10990,0.09407216494845361,97,73,776,0.6739690721649485,97,523,776,2020-07-27
MO,18174,117,9678,101,893,131,1001,90,256,106,1694,85,0.610775630703167,97,9103,14904,0.058379830543500724,101,565,9678,0.04313854957631782,117,784,18174,0.1093847110006215,77,176,1609,0.5802833530106257,83,983,1694,2020-07-27
MS,7131,92,3904,79,1587,97,513,59,375,60,523,55,0.6377051898524291,76,3846,6031,0.24538934426229508,79,958,3904,0.22128733697938577,92,1578,7131,0.6962524654832347,54,353,507,0.9598470363288719,55,502,523,2020-07-27
MT,2565,63,1640,49,88,38,116,24,24,52,163,42,0.7465857359635811,46,1476,1977,0.06109090909090909,30,84,1375,0.05235940530058177,33,81,1547,0.13125,40,21,160,0.7154471544715447,16,88,123,2020-07-27
NC,15198,103,10536,93,1724,123,1034,91,390,110,1331,88,0.7796687781424101,91,10216,13103,0.10411921032649962,93,1097,10536,0.0827727212768764,102,1255,15162,0.20590461771385316,87,272,1321,0.7638152914458743,87,1009,1321,2020-07-27
ND,2229,48,734,37,99,48,39,31,10,32,72,32,0.5862619808306709,37,734,1252,0.04911323328785812,36,36,733,0.03949730700179533,47,88,2228,0.14285714285714285,29,10,70,0.5571428571428572,30,39,70,2020-07-27
NE,4440,95,2054,76,191,96,325,31,50,29,630,52,0.6518565534750873,76,2054,3151,0.07463414634146341,75,153,2050,0.04000904159132007,94,177,4424,0.0859106529209622,28,50,582,0.5877034358047016,30,325,553,2020-07-27
NH,3144,30,2022,26,55,30,145,25,14,22,232,22,0.7170212765957447,26,2022,2820,0.025222551928783383,26,51,2022,0.017493638676844784,30,55,3144,0.05286343612334802,20,12,227,0.5991379310344828,21,139,232,2020-07-27
