state,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
VT,563,12,180,9,13,15,34,7,4,9,48,6,0.5590062111801242,7,180,322,0.07222222222222222,9,13,180,0.023090586145648313,12,13,563,0.08333333333333333,6,4,48,0.7083333333333334,6,34,48,2020-08-10
WA,9968,82,8634,87,594,96,882,77,123,80,930,65,0.6323016564952049,73,5802,9176,0.06383475318006769,86,547,8569,0.04008886196102191,81,397,9903,0.08709677419354839,60,81,930,0.6795698924731183,61,632,930,2020-08-10
WI,11335,129,7248,123,702,138,853,120,164,132,1588,128,0.644229043259738,122,7178,11142,0.09326710816777042,123,676,7248,0.058491398323775916,129,663,11335,0.10327455919395466,128,164,1588,0.5656498673740054,120,853,1508,2020-08-10
AK,1331,20,828,24,56,25,60,14,10,22,46,9,0.4058721934369603,19,470,1158,0.06038647342995169,24,50,828,0.02629601803155522,20,35,1331,0.13636363636363635,7,6,44,0.5869565217391305,9,27,46,2020-08-10
AL,12080,105,8995,96,1671,109,1237,93,493,87,1247,82,0.8020626017731138,95,8866,11054,0.15777106411547498,93,1410,8937,0.12815809222046193,102,1537,11993,0.3295362082994304,70,405,1229,0.9074818986323411,81,1128,1243,2020-08-10
AR,8080,86,5108,80,1668,88,701,75,351,71,915,69,0.7102660537679343,79,5099,7179,0.11041503523884104,80,564,5108,0.20643564356435642,86,1668,8080,0.3114754098360656,65,285,915,0.7355191256830601,69,673,915,2020-08-10
AZ,9688,77,7360,66,1366,88,936,63,450,68,980,54,0.8537848605577689,60,6429,7530,0.15081521739130435,66,1110,7360,0.12231626754748141,77,1185,9688,0.3555327868852459,51,347,976,0.8061224489795918,54,790,980,2020-08-10
CA,62146,383,44725,375,6722,397,5256,364,1862,367,7650,364,0.7235650035591794,375,44725,61812,0.14457238680827278,375,6466,44725,0.10427058861390918,383,6480,62146,0.24261437908496733,361,1856,7650,0.6870588235294117,362,5256,7650,2020-08-10
CO,9150,78,5399,73,372,96,515,65,83,77,937,57,0.6162844036697248,70,5374,8720,0.0588997962585664,73,318,5399,0.035628415300546445,78,326,9150,0.06256742179072276,54,58,927,0.5653631284916201,56,506,895,2020-08-10
CT,8104,30,5881,29,142,31,487,28,18,28,1048,29,0.7424567605100366,29,5881,7921,0.02414555347729978,29,142,5881,0.017522211253701875,30,142,8104,0.01717557251908397,28,18,1048,0.46469465648854963,28,487,1048,2020-08-10
DC,3353,13,2763,13,149,13,241,11,21,11,337,11,0.8240381747688637,13,2763,3353,0.05392689106044155,13,149,2763,0.04443781688040561,13,149,3353,0.06231454005934718,11,21,337,0.7151335311572701,11,241,337,2020-08-10
DE,2466,11,1529,8,63,12,101,7,10,7,141,6,0.7092163627402661,7,1439,2029,0.03597122302158273,8,55,1529,0.025547445255474453,11,63,2466,0.07092198581560284,6,10,141,0.7163120567375887,6,101,141,2020-08-10
FL,76409,259,43971,254,8041,261,4956,253,1862,255,6111,253,0.5918751934958474,254,43971,74291,0.17811739555616202,254,7832,43971,0.1050923320551244,259,8030,76409,0.300541960913122,251,1830,6089,0.8109965635738832,253,4956,6111,2020-08-10
GA,13989,116,8097,96,3806,144,1144,85,645,93,1203,78,0.7983336679381651,95,7953,9962,0.23057922687415092,96,1867,8097,0.19372364000285938,116,2710,13989,0.4191114836546521,71,500,1193,0.8969243557772236,77,1079,1203,2020-08-10
HI,1585,16,1655,24,182,23,97,15,33,15,91,13,0.7053968253968254,15,1111,1575,0.12721145745577084,17,151,1187,0.08391167192429022,16,133,1585,0.17582417582417584,13,16,91,0.5274725274725275,13,48,91,2020-08-10
IA,8359,119,5240,119,327,119,481,119,79,118,714,118,0.6268692427323842,119,5240,8359,0.06240458015267176,119,327,5240,0.03911951190333772,119,327,8359,0.11064425770308123,117,79,714,0.6736694677871149,118,481,714,2020-08-10
MS,7634,92,4469,86,1409,97,565,64,431,67,576,61,0.670196671709531,84,4430,6610,0.1944506601029313,86,869,4469,0.18260413937647368,92,1394,7634,0.7217235188509874,59,402,557,0.9583333333333334,61,552,576,2020-08-10
MT,2719,64,1728,52,75,47,107,28,25,50,183,42,0.7635135135135135,50,1582,2072,0.0498960498960499,37,72,1443,0.03725701943844492,43,69,1852,0.13333333333333333,39,24,180,0.6834532374100719,22,95,139,2020-08-10
NC,18603,110,13980,102,1513,121,1325,101,337,111,1736,97,0.786012227872693,101,13756,17501,0.0821173104434907,102,1148,13980,0.07055528626056982,109,1310,18567,0.15898617511520738,97,276,1736,0.7459677419354839,97,1295,1736,2020-08-10
ND,2486,48,1818,48,108,50,66,45,28,50,103,44,0.7362012987012987,47,1814,2464,0.05885588558855886,48,107,1818,0.04304102976669348,48,107,2486,0.0970873786407767,44,10,103,0.47572815533980584,43,49,103,2020-08-10
NE,5049,105,2223,86,219,90,349,77,61,56,663,77,0.6490919742237844,85,2216,3414,0.06791569086651054,68,145,2135,0.041425020712510356,87,200,4828,0.09273570324574962,52,60,647,0.5470219435736677,73,349,638,2020-08-10
NH,3343,30,2250,30,33,30,155,29,11,28,275,27,0.6730481603350285,30,2250,3343,0.014666666666666666,30,33,2250,0.009871373018247084,30,33,3343,0.03636363636363636,27,10,275,0.5490909090909091,27,151,275,2020-08-10
NJ,9185,39,6186,38,470,43,411,36,35,38,856,35,0.7070254110612855,37,6149,8697,0.06175234400258649,38,382,6186,0.04256940664126293,39,391,9185,0.036214953271028034,35,31,856,0.45794392523364486,35,392,856,2020-08-10
NM,3166,45,1868,43,120,44,238,40,40,41,340,39,0.5949044585987261,43,1868,3140,0.0670391061452514,42,120,1790,0.03938299967180833,44,120,3047,0.11764705882352941,39,40,340,0.6607142857142857,37,222,336,2020-08-10
NV,8349,61,6002,59,1134,62,634,58,265,57,846,58,0.7205282112845138,59,6002,8330,0.18160613128957015,59,1090,6002,0.1305545574320278,61,1090,8349,0.3132387706855792,57,265,846,0.7494089834515366,58,634,846,2020-08-10
NY,42678,147,31746,124,2058,161,2753,117,280,124,4804,110,0.702662119515423,122,27609,39292,0.050305550305550305,124,1597,31746,0.04041895121608323,147,1725,42678,0.04610006554511689,102,211,4577,0.5564145424153781,106,2663,4786,2020-08-10
OH,30279,205,20184,193,1814,213,2511,187,433,187,3954,164,0.6925373134328359,193,20184,29145,0.08704914783987316,193,1757,20184,0.05886447250671174,204,1776,30171,0.1095890410958904,161,432,3942,0.6350531107738998,164,2511,3954,2020-08-10
OK,8808,114,5339,110,729,142,675,109,211,113,1209,137,0.6234236338159739,109,5339,8564,0.09926952612848848,110,530,5339,0.05676657584014532,114,500,8808,0.1876155268022181,110,203,1082,0.6547041707080504,108,675,1031,2020-08-10
OR,4329,50,3654,46,263,60,357,45,50,49,497,34,0.6906035141329259,38,2712,3927,0.05391351943076081,46,197,3654,0.04874104874104874,50,211,4329,0.05942622950819672,33,29,488,0.5492957746478874,34,273,497,2020-08-10
ID,3885,45,1983,43,177,46,178,41,36,45,284,40,0.5174843423799582,43,1983,3832,0.08925869894099848,43,177,1983,0.04555984555984556,45,177,3885,0.11267605633802817,40,32,284,0.602112676056338,37,171,284,2020-08-10
IL,28412,178,16924,153,1868,185,1889,138,396,143,3040,122,0.6744526140472031,149,16603,24617,0.09501299929094777,153,1608,16924,0.06458538645642686,178,1835,28412,0.11667765326301911,119,354,3034,0.5603735823882589,118,1680,2998,2020-08-10
IN,16609,138,10063,134,889,138,1496,130,328,124,2297,130,0.6156246176434602,134,10063,16346,0.08262732981162164,133,829,10033,0.05187285119729779,137,860,16579,0.1431064572425829,124,328,2292,0.651284283848498,130,1496,2297,2020-08-10
KS,7321,123,4059,106,316,133,498,74,89,84,657,67,0.6113578680203046,103,3854,6304,0.05573525752674795,105,224,4019,0.034610630407911,122,252,7281,0.1267387944358578,62,82,647,0.7993527508090615,64,494,618,2020-08-10
KY,12777,106,8489,108,679,109,991,99,656,102,1558,103,0.6593096971119982,106,8424,12777,0.07986806455412887,108,678,8489,0.05306409955388589,106,678,12777,0.4254215304798962,101,656,1542,0.6360718870346598,99,991,1558,2020-08-10
LA,14032,174,9433,172,1178,206,1353,88,443,200,1691,79,0.680150245593759,170,9416,13844,0.12134391649450908,166,1116,9197,0.08235035533738735,168,1124,13649,0.2357869539198085,76,394,1671,0.7409816676522768,78,1253,1691,2020-08-10
MA,16894,81,11903,80,362,81,908,76,53,75,1868,76,0.7071649239543726,80,11903,16832,0.030412501050155423,80,362,11903,0.021427725819817688,81,362,16894,0.028372591006423982,75,53,1868,0.4860813704496788,76,908,1868,2020-08-10
MD,10207,51,7216,45,937,51,716,43,174,49,1038,41,0.8044593088071349,45,7216,8970,0.11462836424487519,43,822,7171,0.09030034465780404,49,917,10155,0.14065510597302505,41,146,1038,0.6811175337186898,41,707,1038,2020-08-10
ME,2927,31,1822,31,35,32,193,29,6,27,299,28,0.664712348845731,30,1814,2729,0.01756311745334797,31,32,1822,0.011957635804578067,31,35,2927,0.017006802721088437,25,5,294,0.6372881355932203,27,188,295,2020-08-10
MI,22959,143,15028,124,752,148,1667,122,160,141,2223,120,0.7628929525374974,123,14852,19468,0.041322863987223846,124,621,15028,0.0326233720980879,143,749,22959,0.06207211319032405,119,136,2191,0.7498875393612235,120,1667,2223,2020-08-10
MN,11297,125,7316,120,458,127,608,118,102,118,866,107,0.7079380445304937,119,7313,10330,0.057271733187534174,120,419,7316,0.04054173674426839,125,458,11297,0.11547344110854503,107,100,866,0.6951501154734411,107,602,866,2020-08-10
MO,18914,122,10068,103,923,136,1039,96,275,112,1833,98,0.6231231231231231,99,9545,15318,0.05820421136273341,103,586,10068,0.04234958231997462,122,801,18914,0.11270022883295194,89,197,1748,0.6333541536539663,88,1014,1601,2020-08-10
WV,6453,60,4722,60,208,60,484,60,59,60,607,60,0.7317526731752673,60,4722,6453,0.04404913172384583,60,208,4722,0.03223306988997365,60,208,6453,0.09719934102141681,60,59,607,0.7973640856672158,60,484,607,2020-08-10
WY,1808,30,648,30,28,30,50,30,6,30,118,30,0.3584070796460177,30,648,1808,0.043209876543209874,30,28,648,0.015486725663716814,30,28,1808,0.05084745762711865,30,6,118,0.423728813559322,30,50,118,2020-08-10
