state,collection_date,Inpatient Beds Occupied Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL
CW,2020-10-25,"480,034","479,289","480,779",65.14,64.70,65.58,"733,489","731,611","735,367"
CW,2020-10-26,"482,788","482,356","483,221",65.52,65.16,65.88,"733,596","731,845","735,346"
CW,2020-10-27,"507,899","507,265","508,534",68.78,68.38,69.18,"735,243","733,498","736,989"
CW,2020-10-28,"518,056","516,960","519,152",70.81,70.28,71.35,"728,386","726,469","730,303"
CW,2020-10-29,"516,888","515,809","517,968",71.08,70.31,71.86,"724,133","721,064","727,202"
CW,2020-10-30,"511,609","510,550","512,668",71.56,71.08,72.05,"713,677","712,146","715,209"
CW,2020-10-31,"491,889","490,228","493,551",69.17,68.42,69.92,"710,181","708,008","712,353"
CW,2020-11-01,"476,092","474,922","477,261",67.17,66.61,67.73,"707,887","706,122","709,652"
CW,2020-11-02,"483,470","482,528","484,412",67.95,67.50,68.41,"710,586","709,123","712,049"
CW,2020-11-03,"505,796","504,851","506,740",70.82,70.37,71.27,"713,295","711,845","714,744"
CW,2020-11-04,"514,650","513,554","515,747",71.77,71.24,72.30,"716,190","714,504","717,877"
CW,2020-11-05,"516,844","515,792","517,897",72.21,71.78,72.64,"715,631","714,034","717,228"
CW,2020-11-06,"515,715","514,740","516,691",72.06,71.68,72.43,"715,750","714,258","717,242"
CW,2020-11-07,"501,251","499,752","502,749",70.36,69.80,70.91,"712,496","710,879","714,113"
CW,2020-11-08,"490,118","488,620","491,617",69.04,68.48,69.60,"709,940","708,275","711,605"
CW,2020-11-09,"495,662","494,678","496,646",69.82,69.46,70.18,"709,869","708,422","711,317"
CW,2020-11-10,"522,365","521,604","523,125",73.10,72.88,73.31,"714,604","713,424","715,785"
CW,2020-11-11,"533,610","532,413","534,807",74.50,74.14,74.86,"716,219","715,098","717,341"
CW,2020-11-12,"533,944","532,671","535,217",74.65,74.25,75.04,"715,291","714,103","716,480"
CW,2020-11-13,"529,963","528,757","531,168",73.97,73.57,74.37,"716,457","715,074","717,839"
CW,2020-11-14,"510,638","509,559","511,716",71.42,71.10,71.74,"714,960","713,782","716,138"
CW,2020-11-15,"495,890","494,793","496,988",69.74,69.39,70.09,"711,057","709,782","712,332"
CW,2020-11-16,"502,352","501,259","503,445",70.37,70.05,70.69,"713,860","712,731","714,989"
CW,2020-11-17,"525,066","524,028","526,105",73.21,72.90,73.52,"717,169","716,113","718,225"
CW,2020-11-18,"534,462","533,378","535,545",74.27,73.92,74.61,"719,652","718,478","720,827"
CW,2020-11-19,"531,874","530,834","532,914",74.00,73.69,74.32,"718,750","717,653","719,846"
CW,2020-11-20,"526,678","525,690","527,667",73.94,73.65,74.24,"712,306","711,248","713,364"
CW,2020-11-21,"510,957","509,963","511,950",71.91,71.61,72.21,"710,790","709,700","711,879"
CW,2020-11-22,"497,865","496,932","498,798",70.22,69.94,70.49,"709,259","708,200","710,317"
CW,2020-11-23,"504,369","503,449","505,289",70.74,70.46,71.02,"713,216","712,109","714,323"
CW,2020-11-24,"519,886","517,622","522,150",72.72,71.73,73.71,"715,141","712,127","718,155"
AL,2020-10-25,"9,732","9,707","9,757",69.00,68.28,69.71,"14,105","14,056","14,154"
AZ,2020-10-25,"8,651","8,500","8,802",66.25,62.36,70.14,"13,057","12,831","13,283"
CA,2020-10-25,"41,189","41,114","41,264",60.19,57.24,63.13,"68,437","67,145","69,729"
CT,2020-10-25,"5,688","5,688","5,688",70.08,70.08,70.08,"8,117","8,117","8,117"
DC,2020-10-25,"2,271","2,271","2,271",79.85,79.85,79.85,"2,844","2,844","2,844"
DE,2020-10-25,"1,587","1,587","1,587",64.25,64.25,64.25,"2,470","2,470","2,470"
GA,2020-10-25,"14,020","13,781","14,259",74.21,70.96,77.47,"18,892","18,727","19,057"
ID,2020-10-25,"1,666","1,662","1,670",47.76,47.11,48.42,"3,488","3,473","3,503"
IN,2020-10-25,"9,972","9,948","9,996",60.74,60.20,61.28,"16,418","16,376","16,460"
KS,2020-10-25,"4,164","4,139","4,189",53.53,52.05,55.01,"7,775","7,709","7,841"
LA,2020-10-25,"7,959","7,947","7,971",62.41,61.94,62.89,"12,752","12,718","12,786"
MD,2020-10-25,"7,727","7,704","7,750",79.85,79.15,80.55,"9,677","9,652","9,702"
MI,2020-10-25,"15,684","15,497","15,871",72.10,69.37,74.82,"21,754","21,519","21,989"
