state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
PR,0,8,60,0,8,60,3,67,9438,68,5474,68,213,67,9,68,27,67,0,67,14,67,480,68,42,67,36,68,190,67,142,68,23,67,1,67,700,68,0.5799957618139436,68,5474,9438,0.03971657654297968,67,213,5363,0.023022049286640728,67,213,9252,0.06278026905829596,67,42,669,0.6857142857142857,68,480,700,2021-02-17
RI,4,10,1,4,10,1,6,14,2302,15,2261,15,206,14,23,15,0,14,0,14,0,14,125,15,25,14,25,15,206,14,168,15,0,14,0,14,164,15,0.9821894005212859,15,2261,2302,0.09329710144927536,14,206,2208,0.09262589928057553,14,206,2224,0.17006802721088435,14,25,147,0.7621951219512195,15,125,164,2021-02-17
SC,23,61,2,23,61,2,6,84,11481,86,8766,86,993,84,95,86,90,84,1,84,4,84,995,86,237,84,234,86,984,84,910,86,9,84,6,84,1340,86,0.7635223412594722,86,8766,11481,0.11451966324530043,84,993,8671,0.08783724015922158,84,993,11305,0.1823076923076923,84,237,1300,0.7425373134328358,86,995,1340,2021-02-17
SD,0,61,3,0,61,3,19,61,2800,64,1530,64,92,61,11,64,10,61,0,61,0,61,112,64,10,61,9,64,91,61,65,64,1,61,0,61,244,64,0.5464285714285714,64,1530,2800,0.06121091151031271,61,92,1503,0.03371198241113961,61,92,2729,0.04291845493562232,61,10,233,0.45901639344262296,64,112,244,2021-02-17
TN,9,66,67,18,58,66,8,76,20129,142,11933,125,730,76,70,76,63,76,2,76,2,76,1569,139,210,76,195,76,719,76,648,76,11,76,9,76,2372,142,0.6376509565031527,125,11933,18714,0.08738328944218339,76,730,8354,0.05709816190848651,76,730,12785,0.11758118701007839,76,210,1786,0.6777537796976242,139,1569,2315,2021-02-17
TX,122,467,5,149,440,5,92,589,67568,594,49803,594,9731,589,748,594,658,589,17,589,59,589,6448,594,2332,589,2243,594,9606,589,9006,594,125,589,101,589,7935,594,0.7370796826900308,594,49803,67568,0.19752359687404852,589,9731,49265,0.1457150986058909,589,9731,66781,0.30063168750805724,589,2332,7757,0.8126023944549464,594,6448,7935,2021-02-17
UT,0,57,1,0,57,1,0,57,6177,58,3353,58,278,57,40,58,9,57,2,57,0,57,367,58,102,57,98,58,267,57,237,58,11,57,0,57,624,58,0.5428201392261616,58,3353,6177,0.08401329706860079,57,278,3309,0.04570864847089773,57,278,6082,0.16831683168316833,57,102,606,0.5881410256410257,58,367,624,2021-02-17
VA,22,75,9,21,76,9,54,103,18239,106,12620,106,1605,103,122,106,209,103,7,103,11,103,1309,106,285,103,261,106,1579,103,1315,106,26,103,15,103,2001,106,0.6919238993365865,106,12620,18239,0.12859546510696257,103,1605,12481,0.08929068150208623,103,1605,17975,0.14766839378238342,103,285,1930,0.6541729135432284,106,1309,2001,2021-02-17
VI,2,0,0,2,0,0,0,2,168,2,95,2,0,2,0,2,0,2,0,2,0,2,10,2,0,2,0,2,0,2,0,2,0,2,0,2,20,2,0.5654761904761905,2,95,168,0.0,2,0,95,0.0,2,0,168,0.0,2,0,20,0.5,2,10,20,2021-02-17
VT,2,14,1,2,14,1,1,16,1302,17,799,17,35,16,5,17,6,16,0,16,0,16,69,17,10,16,10,17,35,16,38,17,0,16,0,16,103,17,0.6136712749615976,17,799,1302,0.04475703324808184,16,35,782,0.02766798418972332,16,35,1265,0.10416666666666667,16,10,96,0.6699029126213593,17,69,103,2021-02-17
WA,9,94,2,8,95,2,12,103,14852,104,9651,105,563,103,34,105,41,103,1,103,15,103,918,105,121,103,109,105,548,103,483,105,15,103,1,103,2340,105,0.6470509022353892,104,9610,14852,0.058909699696557495,103,563,9557,0.03820010875475802,102,562,14712,0.05226781857451404,103,121,2315,0.3923076923076923,105,918,2340,2021-02-17
WI,13,113,23,17,109,23,3,146,13797,149,7844,148,425,145,59,149,49,146,0,146,5,146,868,148,104,145,106,148,408,145,381,148,17,145,8,145,1596,149,0.5762139131712334,148,7844,13613,0.055316933489522324,145,425,7683,0.031839976026370995,145,425,13348,0.06735751295336788,145,104,1544,0.543859649122807,148,868,1596,2021-02-17
WV,18,41,4,20,39,4,4,59,6278,63,4357,63,395,59,28,63,61,59,0,59,0,59,494,63,84,59,82,63,391,59,346,63,4,59,2,59,684,63,0.694010831474992,63,4357,6278,0.09235445405658171,59,395,4277,0.06495642164117744,59,395,6081,0.13186813186813187,59,84,637,0.7222222222222222,63,494,684,2021-02-17
AK,1,22,0,1,22,0,0,23,1657,23,1466,23,38,23,6,23,0,23,0,23,0,23,92,23,11,23,9,23,38,23,34,23,0,23,0,23,132,23,0.8847314423657212,23,1466,1657,0.02592087312414734,23,38,1466,0.022933011466505733,23,38,1657,0.08333333333333333,23,11,132,0.696969696969697,23,92,132,2021-02-17
AL,28,75,14,35,67,15,15,112,15374,115,10752,115,1113,112,110,114,72,112,2,112,5,112,1336,115,302,112,277,114,1096,112,931,114,17,112,13,112,1637,115,0.6993625601665149,115,10752,15374,0.10606642349779229,110,1105,10418,0.07412624941302744,110,1105,14907,0.18875,110,302,1600,0.8161270616982285,115,1336,1637,2021-02-17
AR,16,88,2,18,86,2,3,104,8993,106,6181,106,704,104,66,106,70,104,1,104,13,104,728,106,198,104,181,106,697,104,588,106,7,104,4,104,991,106,0.6873123540531525,106,6181,8993,0.11413748378728923,104,704,6168,0.07864164432529044,104,704,8952,0.2032854209445585,104,198,974,0.7346115035317861,106,728,991,2021-02-17
AZ,25,93,3,29,89,3,34,118,17186,121,11782,121,1634,118,146,121,162,118,1,118,0,118,1303,121,412,118,350,121,1610,118,1288,121,24,118,13,118,2240,121,0.685558012335622,121,11782,17186,0.14095928226363008,118,1634,11592,0.09693302485614284,118,1634,16857,0.19047619047619047,118,412,2163,0.5816964285714286,121,1303,2240,2021-02-17
CA,112,289,13,133,269,12,40,406,64058,414,47210,414,7255,406,563,414,448,406,17,406,10,406,5944,414,1988,406,1945,414,7148,406,6637,414,107,406,89,406,7722,414,0.7369883543039121,414,47210,64058,0.15568669527896994,406,7255,46600,0.11494343927247377,406,7255,63118,0.2658820382506353,406,1988,7477,0.7697487697487697,414,5944,7722,2021-02-17
CO,5,86,13,4,87,13,8,102,11626,104,7982,104,507,102,62,104,54,102,4,102,8,102,842,104,148,102,145,104,486,102,427,104,21,102,11,102,1345,104,0.6865645965938414,104,7982,11626,0.06417721518987342,102,507,7900,0.04401805869074492,102,507,11518,0.11280487804878049,102,148,1312,0.6260223048327137,104,842,1345,2021-02-17
CT,4,33,1,4,33,1,19,37,8106,38,6367,38,596,37,83,38,51,37,4,37,1,37,620,38,136,37,127,38,587,37,526,38,9,37,7,37,1070,38,0.7854675548976067,38,6367,8106,0.09445324881141046,37,596,6310,0.07435129740518961,37,596,8016,0.12964728312678742,37,136,1049,0.5794392523364486,38,620,1070,2021-02-17
DC,0,12,2,0,12,2,8,13,3404,14,2603,14,286,13,21,14,83,13,7,13,12,13,290,14,60,13,52,14,257,13,233,14,29,13,13,13,335,14,0.7646886016451234,14,2603,3404,0.11344704482348275,13,286,2521,0.087248322147651,13,286,3278,0.1892744479495268,13,60,317,0.8656716417910447,14,290,335,2021-02-17
DE,1,13,1,1,13,1,2,14,3145,15,2169,15,189,14,21,15,38,14,1,14,1,14,160,15,25,14,26,15,186,14,175,15,3,14,2,14,200,15,0.6896661367249602,15,2169,3145,0.08790697674418604,14,189,2150,0.06071313845165435,14,189,3113,0.13020833333333334,14,25,192,0.8,15,160,200,2021-02-17
FL,8,243,15,20,231,15,75,260,58553,266,44518,266,4812,260,560,266,239,260,7,260,10,260,4907,266,1044,260,992,266,4769,260,4349,266,43,260,32,260,6435,266,0.7603026318036651,266,44518,58553,0.1095753159512695,260,4812,43915,0.08357939347622191,260,4812,57574,0.16773778920308482,260,1044,6224,0.7625485625485625,266,4907,6435,2021-02-17
GA,34,125,10,40,118,11,33,166,22779,169,17557,169,2863,166,327,169,157,166,18,166,28,166,2316,169,764,166,693,169,2812,166,2399,169,51,166,22,166,2795,169,0.7707537644321524,169,17557,22779,0.16477697841726618,166,2863,17375,0.12742000089011526,166,2863,22469,0.27893391748813434,166,764,2739,0.8286225402504472,169,2316,2795,2021-02-17
HI,2,24,0,3,23,0,0,26,2647,26,1883,26,47,26,3,26,9,26,0,26,0,26,139,26,14,26,13,26,46,26,40,26,1,26,0,26,220,26,0.7113713638080846,26,1883,2647,0.02496016994158258,26,47,1883,0.01775595013222516,26,47,2647,0.06363636363636363,26,14,220,0.6318181818181818,26,139,220,2021-02-17
IA,3,58,65,3,58,65,3,124,8061,126,4655,126,223,124,22,126,9,124,0,124,1,124,397,126,53,124,55,126,219,124,221,126,4,124,3,124,676,126,0.5774717776950751,126,4655,8061,0.048689956331877726,124,223,4580,0.0280185953009172,124,223,7959,0.0806697108066971,124,53,657,0.5872781065088757,126,397,676,2021-02-17
MT,9,57,1,9,57,1,3,66,3191,67,1981,67,89,66,14,67,10,66,0,66,2,66,124,67,23,66,22,67,86,66,80,67,3,66,2,66,222,67,0.6208085239736759,67,1981,3191,0.0451089711099848,66,89,1973,0.028137843819159025,66,89,3163,0.10648148148148148,66,23,216,0.5585585585585585,67,124,222,2021-02-17
NC,4,123,4,6,121,4,51,127,24219,131,17798,131,1652,127,157,131,123,127,2,127,8,127,1933,131,421,127,419,131,1621,127,1550,131,31,127,17,127,2509,131,0.7348775754572856,131,17798,24219,0.09380500823349043,127,1652,17611,0.06906643254316652,127,1652,23919,0.17190690077582688,127,421,2449,0.7704264647269828,131,1933,2509,2021-02-17
ND,11,38,1,11,38,1,21,49,2399,50,1664,50,95,49,7,50,8,49,1,49,1,49,123,50,19,49,16,50,90,49,71,50,5,49,2,49,198,50,0.6936223426427678,50,1664,2399,0.05754088431253786,49,95,1651,0.04003371260008428,49,95,2373,0.0979381443298969,49,19,194,0.6212121212121212,50,123,198,2021-02-17
