state,collection_date,Inpatient Beds Occupied by COVID-19 Patients Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied by COVID-19 Patients Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL,geocoded_state
CW,2021/05/14,31787,31759,31815,4.58,4.53,4.64,696335,695680,696990,
CW,2021/05/15,30686,30657,30716,4.44,4.39,4.5,693508,692850,694167,
CW,2021/05/16,30200,30182,30219,4.4,4.36,4.44,689598,689066,690130,
CW,2021/05/17,30412,30393,30431,4.43,4.41,4.46,689026,688803,689249,
CW,2021/05/18,30104,30094,30115,4.36,4.34,4.37,694022,693793,694250,
CW,2021/05/19,29821,29808,29834,4.3,4.27,4.32,696847,696517,697177,
CW,2021/05/20,28613,28569,28656,4.12,4.06,4.18,697499,697161,697837,
CW,2021/05/21,27997,27954,28041,4.03,3.96,4.1,697922,697375,698469,
CW,2021/05/22,27032,27015,27049,3.91,3.87,3.94,695096,694759,695433,
CW,2021/05/23,26692,26668,26715,3.88,3.84,3.92,691255,690823,691687,
CW,2021/05/24,26984,26956,27012,3.93,3.87,3.99,689782,688976,690588,
CW,2021/05/25,27059,27044,27074,3.91,3.87,3.95,694283,693710,694856,
CW,2021/05/26,26265,26252,26277,3.79,3.75,3.83,695984,695431,696536,
CW,2021/05/27,25606,25591,25622,3.69,3.66,3.73,696358,695887,696830,
CW,2021/05/28,24980,24952,25009,3.61,3.56,3.66,694875,694532,695218,
CW,2021/05/29,23815,23795,23834,3.46,3.42,3.5,691532,691089,691976,
CW,2021/05/30,23144,23103,23185,3.37,3.3,3.44,688942,688489,689394,
CW,2021/05/31,23267,23241,23294,3.4,3.35,3.44,688300,688175,688424,
CW,2021/06/01,23487,23467,23507,3.42,3.39,3.45,689275,689107,689443,
CW,2021/06/02,23040,23019,23062,3.33,3.3,3.37,694512,694383,694641,
CW,2021/06/03,22572,22545,22599,3.26,3.22,3.3,695687,695299,696075,
CW,2021/06/04,21658,21634,21681,3.13,3.09,3.17,695058,694483,695632,
CW,2021/06/05,20810,20779,20841,3.02,2.96,3.07,692547,691954,693139,
CW,2021/06/06,20484,20434,20535,2.98,2.9,3.07,689307,688967,689647,
CW,2021/06/07,20528,20472,20584,2.99,2.9,3.08,689792,689474,690110,
CW,2021/06/08,20441,20405,20477,2.96,2.9,3.02,694226,693603,694849,
CW,2021/06/09,19967,19915,20020,2.88,2.79,2.97,696598,696129,697066,
CW,2021/06/10,19311,19231,19390,2.79,2.64,2.93,695889,694630,697149,
CW,2021/06/11,18705,18562,18848,2.71,2.43,2.98,693761,691259,696263,
CW,2021/06/12,18340,18106,18573,2.66,2.19,3.12,692818,688288,697349,
CW,2021/06/13,18298,18009,18587,2.66,2.08,3.24,690217,684501,695933,
AK,2021/05/14,30,30,30,2.02,2.02,2.02,1488,1488,1488,POINT (-151.631889 63.631126)
AL,2021/05/14,423,423,423,3.02,3.02,3.02,13996,13996,13996,POINT (-86.844516 32.756889)
AR,2021/05/14,188,188,188,2.43,2.43,2.43,7746,7746,7746,POINT (-92.439162 34.899825)
AZ,2021/05/14,584,584,584,4.16,4.13,4.19,14062,14037,14087,POINT (-111.664616 34.293239)
CA,2021/05/14,1710,1700,1720,2.89,2.5,3.28,59113,58524,59702,POINT (-119.662127 37.211164)
CO,2021/05/14,673,661,685,6.66,6.66,6.66,10110,10110,10110,POINT (-105.547832 38.998552)
CT,2021/05/14,228,228,228,2.92,2.92,2.92,7819,7819,7819,POINT (-72.738288 41.575155)
DC,2021/05/14,135,135,135,4.91,4.91,4.91,2751,2751,2751,POINT (-77.016275 38.904785)
DE,2021/05/14,98,98,98,3.58,3.58,3.58,2737,2737,2737,POINT (-75.452394 38.994926)
FL,2021/05/14,3300,3300,3300,6.39,6.39,6.39,52584,52584,52584,POINT (-82.420978 28.260731)
GA,2021/05/14,1182,1182,1182,6.07,6.07,6.07,19460,19460,19460,POINT (-83.426574 32.638481)
HI,2021/05/14,51,51,51,2.06,2.06,2.06,2478,2473,2483,POINT (-157.854309 21.361013)
IA,2021/05/14,159,159,159,2.1,2.1,2.1,7665,7665,7665,POINT (-93.500061 42.074659)
ID,2021/05/14,105,105,105,3.21,3.21,3.21,3270,3270,3270,POINT (-114.659366 44.389073)
IL,2021/05/14,1619,1619,1619,5.64,5.64,5.64,28710,28710,28710,POINT (-89.148632 40.124144)
IN,2021/05/14,807,807,807,4.79,4.79,4.79,16842,16842,16842,POINT (-86.2818 39.919991)
KS,2021/05/14,175,155,195,2.24,2.24,2.24,7814,7814,7814,POINT (-98.38018 38.484729)
KY,2021/05/14,420,420,420,3.43,3.43,3.43,12236,12236,12236,POINT (-85.290484 37.526683)
LA,2021/05/14,253,253,253,2.06,2.06,2.06,12508,12508,12508,POINT (-91.840238 30.921314)
MA,2021/05/14,318,318,318,1.9,1.9,1.9,16764,16764,16764,POINT (-71.481104 42.151077)
MD,2021/05/14,846,846,846,8.7,8.7,8.7,9722,9722,9722,POINT (-76.687282 38.946466)
ME,2021/05/14,134,127,141,4.69,4.69,4.69,2860,2860,2860,POINT (-69.06137 45.117911)
MI,2021/05/14,2052,2052,2052,9.93,9.85,10,20675,20650,20700,POINT (-85.730977 44.874798)
MN,2021/05/14,549,549,549,5.75,5.75,5.75,9554,9554,9554,POINT (-94.198308 46.349153)
MS,2021/05/14,234,234,234,2.97,2.97,2.97,7870,7870,7870,POINT (-89.65344 32.713378)
MT,2021/05/14,64,64,64,2.24,2.24,2.24,2856,2856,2856,POINT (-109.645127 47.033521)
ND,2021/05/14,94,94,94,4.6,4.34,4.86,2044,2032,2056,POINT (-100.46931 47.446305)
NJ,2021/05/14,943,943,943,4.64,4.64,4.64,20303,20303,20303,POINT (-74.655514 40.110253)
NV,2021/05/14,309,309,309,4.18,4.18,4.18,7565,7565,7565,POINT (-114.916992 39.283294)
NY,2021/05/14,2206,2206,2206,4.62,4.62,4.62,47764,47764,47764,POINT (-75.59655 42.921241)
OK,2021/05/14,213,213,213,2.3,2.21,2.38,9377,9354,9400,POINT (-97.508297 35.583449)
SC,2021/05/14,308,308,308,3.41,3.41,3.41,9028,9028,9028,POINT (-80.864614 33.878572)
TN,2021/05/14,707,707,707,4.11,4.11,4.11,17616,17616,17616,POINT (-86.343226 35.842998)
UT,2021/05/14,134,134,134,2.52,2.52,2.52,5321,5321,5321,POINT (-111.678222 39.323779)
AK,2021/05/15,27,27,27,1.86,1.86,1.86,1450,1450,1450,POINT (-151.631889 63.631126)
AL,2021/05/15,434,433,435,3.12,3.12,3.12,13904,13904,13904,POINT (-86.844516 32.756889)
AR,2021/05/15,183,183,183,2.39,2.39,2.39,7666,7666,7666,POINT (-92.439162 34.899825)
AZ,2021/05/15,612,608,615,4.37,4.37,4.37,13998,13975,14021,POINT (-111.664616 34.293239)
CA,2021/05/15,1671,1660,1683,2.83,2.45,3.21,59023,58490,59555,POINT (-119.662127 37.211164)
CO,2021/05/15,667,654,680,6.6,6.6,6.6,10107,10107,10107,POINT (-105.547832 38.998552)
CT,2021/05/15,245,245,245,3.15,3.15,3.15,7785,7785,7785,POINT (-72.738288 41.575155)
DC,2021/05/15,138,138,138,5.01,5.01,5.01,2754,2754,2754,POINT (-77.016275 38.904785)
DE,2021/05/15,98,98,98,3.58,3.58,3.58,2734,2734,2734,POINT (-75.452394 38.994926)
FL,2021/05/15,3158,3158,3158,6.1,6.1,6.1,52751,52751,52751,POINT (-82.420978 28.260731)
GA,2021/05/15,1139,1139,1139,5.91,5.91,5.91,19265,19265,19265,POINT (-83.426574 32.638481)
HI,2021/05/15,49,49,49,1.98,1.98,1.98,2477,2477,2477,POINT (-157.854309 21.361013)
IA,2021/05/15,226,224,228,2.98,2.98,2.98,7670,7670,7670,POINT (-93.500061 42.074659)
ID,2021/05/15,107,107,107,3.27,3.27,3.27,3274,3274,3274,POINT (-114.659366 44.389073)
IL,2021/05/15,1574,1574,1575,5.5,5.47,5.53,28629,28614,28644,POINT (-89.148632 40.124144)
IN,2021/05/15,772,772,773,4.59,3.78,5.4,16831,16513,17149,POINT (-86.2818 39.919991)
KS,2021/05/15,163,147,179,2.08,2.08,2.08,7848,7848,7848,POINT (-98.38018 38.484729)
KY,2021/05/15,394,394,394,3.22,3.22,3.22,12229,12229,12229,POINT (-85.290484 37.526683)
LA,2021/05/15,237,234,240,1.94,1.57,2.3,12456,12454,12459,POINT (-91.840238 30.921314)
MA,2021/05/15,304,304,304,1.82,1.82,1.82,16670,16670,16670,POINT (-71.481104 42.151077)
MD,2021/05/15,812,812,812,8.29,8.29,8.29,9798,9798,9798,POINT (-76.687282 38.946466)
ME,2021/05/15,132,132,132,4.61,4.61,4.61,2862,2862,2862,POINT (-69.06137 45.117911)
MI,2021/05/15,1890,1890,1890,9.23,9.23,9.23,20481,20481,20481,POINT (-85.730977 44.874798)
MN,2021/05/15,524,524,525,5.46,5.46,5.46,9600,9600,9600,POINT (-94.198308 46.349153)
MS,2021/05/15,221,221,221,2.86,2.81,2.9,7739,7731,7747,POINT (-89.65344 32.713378)
MT,2021/05/15,62,61,63,2.17,2.17,2.17,2852,2852,2852,POINT (-109.645127 47.033521)
ND,2021/05/15,97,97,97,4.91,4.91,4.91,1977,1977,1977,POINT (-100.46931 47.446305)
NJ,2021/05/15,874,874,874,4.3,4.3,4.3,20327,20327,20327,POINT (-74.655514 40.110253)
NV,2021/05/15,289,289,289,3.9,3.9,3.9,7585,7585,7585,POINT (-114.916992 39.283294)
NY,2021/05/15,2074,2073,2074,4.35,4.35,4.35,47715,47715,47715,POINT (-75.59655 42.921241)
OK,2021/05/15,212,202,223,2.3,0.77,3.83,9335,9316,9354,POINT (-97.508297 35.583449)
