state,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
PA,26272,182,18557,170,1219,210,2442,162,231,176,2956,147,0.7520717935506033,160,17515,23289,0.053187476423990944,170,987,18557,0.03928136419001218,182,1032,26272,0.06320081549439348,138,186,2943,0.7625169147496617,143,2254,2956,2020-08-11
PR,7695,59,4595,60,578,62,433,60,65,58,640,58,0.5779077322936972,58,4447,7695,0.12317736670293798,60,566,4595,0.07212475633528265,59,555,7695,0.098256735340729,56,62,631,0.6484375,58,415,640,2020-08-11
RI,1773,13,1949,13,88,13,153,13,9,13,165,13,1.0992667794698252,13,1949,1773,0.04515135967162647,13,88,1949,0.049633389734912575,13,88,1773,0.05454545454545454,13,9,165,0.9272727272727272,13,153,165,2020-08-11
SC,10427,81,7989,77,1266,81,929,71,297,75,1226,69,0.8135437881873727,77,7989,9820,0.15183377143572413,77,1213,7989,0.12141555576867748,81,1266,10427,0.2239540607054963,68,273,1219,0.7406199021207178,69,908,1226,2020-08-11
SD,2265,50,842,43,85,53,90,38,13,32,93,29,0.5338874680306905,42,835,1564,0.04513064133016627,43,38,842,0.037527593818984545,50,85,2265,0.07526881720430108,25,7,93,0.6451612903225806,29,60,93,2020-08-11
TN,17843,111,11912,113,1327,123,1516,86,391,119,2001,92,0.6968297158767323,102,11012,15803,0.0965413028878442,113,1150,11912,0.06871041865157204,111,1226,17843,0.1874062968515742,92,375,2001,0.8284153005464481,86,1516,1830,2020-08-11
TX,65096,542,44260,532,7928,554,5302,493,2473,502,6344,463,0.7166136982747439,527,44195,61672,0.16446698209313382,531,7265,44173,0.11934580589574743,541,7757,64996,0.33927151264514077,453,2133,6287,0.7916141235813366,462,5022,6344,2020-08-11
UT,5394,52,3118,48,233,53,353,44,70,43,560,40,0.5916508538899431,48,3118,5270,0.07376523412443874,48,230,3118,0.043010752688172046,52,232,5394,0.11607142857142858,39,65,560,0.6017857142857143,39,337,560,2020-08-11
VA,17529,85,9876,76,1360,92,813,72,195,72,1414,74,0.6231412342842555,71,9764,15669,0.11087484811664641,76,1095,9876,0.07404871926521764,85,1298,17529,0.1363984674329502,67,178,1305,0.61455938697318,69,802,1305,2020-08-11
VI,188,2,104,2,6,2,8,2,3,2,20,2,0.5531914893617021,2,104,188,0.057692307692307696,2,6,104,0.031914893617021274,2,6,188,0.15,2,3,20,0.4,2,8,20,2020-08-11
VT,580,11,196,7,10,14,30,6,10,8,48,6,0.5781710914454278,7,196,339,0.04591836734693878,7,9,196,0.015517241379310345,11,9,580,0.20833333333333334,6,10,48,0.625,6,30,48,2020-08-11
WA,9834,81,8418,86,554,95,871,76,120,80,905,65,0.6198090162114146,72,5582,9006,0.06110711718188354,85,510,8346,0.03657037492317148,80,357,9762,0.08508287292817679,60,77,905,0.6861878453038674,60,621,905,2020-08-11
WI,12094,134,7489,127,707,139,820,123,169,132,1571,128,0.6357632933104631,126,7413,11660,0.09266924823073841,127,694,7489,0.05597817099388126,134,677,12094,0.10757479312539783,128,169,1571,0.5280103026400516,123,820,1553,2020-08-11
MS,7730,92,4428,87,1402,97,547,64,411,68,573,61,0.6520960763837088,84,4371,6703,0.19805781391147245,87,877,4428,0.18007761966364813,92,1392,7730,0.6754385964912281,60,385,570,0.9336823734729494,61,535,573,2020-08-11
MT,3033,66,1823,51,78,40,96,23,30,52,211,46,0.7520627062706271,51,1823,2424,0.05670926517571885,31,71,1252,0.043721973094170405,38,78,1784,0.14423076923076922,44,30,208,0.6620689655172414,21,96,145,2020-08-11
NC,18661,110,13371,104,1496,121,1319,102,353,112,1729,97,0.7393359594822735,103,13138,17770,0.08705407224590532,104,1164,13371,0.06990604026845637,109,1302,18625,0.16541353383458646,97,286,1729,0.7449392712550608,97,1288,1729,2020-08-11
ND,2338,47,1539,48,101,49,98,46,29,49,103,43,0.6565440547476475,47,1535,2338,0.0649772579597141,48,100,1539,0.0427715996578272,47,100,2338,0.1262135922330097,43,13,103,0.49514563106796117,43,51,103,2020-08-11
NE,4775,86,2207,75,199,84,351,64,52,55,633,63,0.6068965517241379,74,2200,3625,0.07038391224862889,70,154,2188,0.03812379524523452,81,178,4669,0.08333333333333333,52,52,624,0.555379746835443,61,351,632,2020-08-11
NH,3342,30,2262,30,35,30,151,29,8,28,275,27,0.6768402154398564,30,2262,3342,0.015473032714412025,30,35,2262,0.010472770795930581,30,35,3342,0.02909090909090909,27,8,275,0.5309090909090909,27,146,275,2020-08-11
NJ,7203,32,4914,31,433,36,324,29,30,31,686,28,0.7261355174981385,30,4876,6715,0.0698005698005698,31,343,4914,0.0484520338747744,32,349,7203,0.037900874635568516,28,26,686,0.4577259475218659,28,314,686,2020-08-11
NM,3146,44,2036,43,121,43,248,40,37,40,341,38,0.6471710108073745,43,2036,3146,0.061860940695296525,42,121,1956,0.039973571192599935,43,121,3027,0.10850439882697947,38,37,341,0.6832844574780058,37,233,341,2020-08-11
NV,8369,61,6081,60,1115,62,655,58,271,57,843,58,0.7278276481149013,60,6081,8355,0.1761223482979773,60,1071,6081,0.12797227864738916,61,1071,8369,0.32147093712930014,57,271,843,0.7769869513641756,58,655,843,2020-08-11
NY,42754,147,27864,127,1940,162,2803,120,259,127,4819,112,0.6991459922455082,125,27589,39461,0.04880849842090152,127,1360,27864,0.038663049071431914,147,1653,42754,0.04441541476159373,105,204,4593,0.5615352523988318,108,2692,4794,2020-08-11
OH,29975,202,19904,192,1613,210,2543,187,419,187,3983,165,0.6850220264317181,192,19904,29056,0.07787379421221866,192,1550,19904,0.05253289583821609,201,1569,29867,0.10562137635492816,161,419,3967,0.6391053028399095,164,2543,3979,2020-08-11
OK,8962,115,5576,111,675,143,691,112,210,116,1244,143,0.627927927927928,111,5576,8880,0.08375179340028695,111,467,5576,0.05266681544298148,115,472,8962,0.1794871794871795,113,203,1131,0.6398148148148148,111,691,1080,2020-08-11
OR,4346,51,3636,46,235,60,363,45,52,49,498,34,0.6830628803245437,38,2694,3944,0.050605060506050605,46,184,3636,0.04210768522779568,51,183,4346,0.05930470347648262,33,29,489,0.5602409638554217,34,279,498,2020-08-11
AK,1293,19,799,23,42,24,56,14,7,22,46,9,0.375,18,420,1120,0.0425531914893617,23,34,799,0.017788089713843776,19,23,1293,0.022727272727272728,7,1,44,0.5652173913043478,9,26,46,2020-08-11
AL,11864,104,7843,91,1593,110,1143,89,497,88,1154,77,0.7842618950793006,90,7714,9836,0.1571263926238955,89,1227,7809,0.12383454822851331,102,1461,11798,0.3239929947460595,67,370,1142,0.8904347826086957,76,1024,1150,2020-08-11
AR,8181,87,5074,80,705,89,706,74,353,72,912,67,0.6965612104539202,79,5064,7270,0.11056365786361845,80,561,5074,0.08617528419508617,87,705,8181,0.3157894736842105,64,288,912,0.7445175438596491,67,679,912,2020-08-11
AZ,9863,75,7339,66,1321,86,906,62,428,68,949,53,0.8223928342930262,60,6427,7815,0.14620520506881046,66,1073,7339,0.1155834938659637,75,1140,9863,0.3498419388830348,51,332,949,0.8071654373024236,53,766,949,2020-08-11
CA,62033,384,44576,377,6631,397,5267,365,1808,367,7146,364,0.7220071591700545,377,44576,61739,0.14328338119167264,377,6387,44576,0.10309029065174988,384,6395,62033,0.25216904561992726,361,1802,7146,0.7370556954939826,363,5267,7146,2020-08-11
CO,9086,78,5400,73,372,96,526,64,89,76,933,57,0.6185176686553465,71,5391,8716,0.0587037037037037,73,317,5400,0.03576931543033238,78,325,9086,0.06933911159263272,54,64,923,0.5869809203142536,56,523,891,2020-08-11
CT,8080,30,5783,29,134,31,503,28,22,29,1039,29,0.7323034063568443,29,5783,7897,0.02317136434376621,29,134,5783,0.016584158415841585,30,134,8080,0.021174205967276226,28,22,1039,0.48411934552454283,28,503,1039,2020-08-11
DC,3330,13,2733,13,128,13,239,11,26,11,332,11,0.8207207207207208,13,2733,3330,0.04683497987559458,13,128,2733,0.03843843843843844,13,128,3330,0.0783132530120482,11,26,332,0.7198795180722891,11,239,332,2020-08-11
DE,2472,11,1522,8,57,12,90,7,9,7,141,6,0.7036855036855036,7,1432,2035,0.0328515111695138,8,50,1522,0.023058252427184466,11,57,2472,0.06382978723404255,6,9,141,0.6382978723404256,6,90,141,2020-08-11
FL,74881,258,41472,245,7658,261,4689,243,1795,255,5789,243,0.5918906189789772,245,41472,70067,0.16763117283950618,245,6952,41472,0.10212203362668767,258,7647,74881,0.2868042309693081,241,1654,5767,0.8099844532734497,243,4689,5789,2020-08-11
GA,14279,116,8062,97,3607,144,1114,86,621,93,1214,78,0.7823386705482775,97,8062,10305,0.22153311833291986,97,1786,8062,0.18250577771552629,116,2606,14279,0.4011627906976744,71,483,1204,0.8657331136738056,77,1051,1214,2020-08-11
HI,1594,16,1697,25,179,23,96,15,34,15,80,13,0.6925505050505051,15,1097,1584,0.12042310821806347,18,148,1229,0.0809284818067754,16,129,1594,0.225,13,18,80,0.625,13,50,80,2020-08-11
IA,8351,119,5298,119,338,119,494,119,91,118,712,118,0.6344150401149563,119,5298,8351,0.06379765949414873,119,338,5298,0.04047419470722069,119,338,8351,0.12780898876404495,117,91,712,0.6938202247191011,118,494,712,2020-08-11
ID,3837,45,1958,42,185,47,166,39,41,46,284,40,0.5022684814518281,41,1882,3747,0.09397344228804903,42,184,1958,0.04821475110763617,45,185,3837,0.13732394366197184,40,39,284,0.5734767025089605,35,160,279,2020-08-11
IL,28801,177,16528,152,1829,184,1820,135,366,141,3073,121,0.6455681094844048,148,16227,25136,0.09577686350435624,152,1583,16528,0.06208117773688414,177,1788,28801,0.10922725790674927,118,335,3067,0.5420653249752557,117,1643,3031,2020-08-11
IN,16687,132,10050,129,915,133,1472,125,322,122,2302,125,0.6183473820217806,129,10050,16253,0.08507462686567165,129,855,10050,0.053095223826931146,132,886,16687,0.14018284719198956,122,322,2297,0.6394439617723718,125,1472,2302,2020-08-11
KS,7503,122,3966,105,320,131,487,74,80,85,659,68,0.5930654058313632,102,3763,6345,0.05554140127388535,104,218,3925,0.03243098365049585,121,242,7462,0.10939907550077041,63,71,649,0.782258064516129,65,485,620,2020-08-11
KY,12783,106,8738,108,643,109,1095,99,620,102,1558,103,0.6784010013298912,106,8672,12783,0.0735866330968185,108,643,8738,0.050301181256356096,106,643,12783,0.40207522697795073,101,620,1542,0.7028241335044929,99,1095,1558,2020-08-11
LA,14063,174,9381,171,1174,207,1365,90,430,199,1686,80,0.6763877860391251,170,9370,13853,0.1220949263502455,166,1119,9165,0.08220376038478355,169,1128,13722,0.22664255575647982,76,376,1659,0.7455516014234875,80,1257,1686,2020-08-11
MA,16651,80,11722,79,341,80,915,76,62,75,1842,76,0.7066128157212611,79,11722,16589,0.029090598873912302,79,341,11722,0.02047925049546574,80,341,16651,0.033659066232356136,75,62,1842,0.496742671009772,76,915,1842,2020-08-11
MD,10148,50,7005,44,847,51,737,44,153,49,1043,41,0.7861952861952862,44,7005,8910,0.10860508547622467,42,756,6961,0.08072503961965134,48,815,10096,0.1342281879194631,41,140,1043,0.675934803451582,41,705,1043,2020-08-11
ME,2869,29,1762,29,34,30,205,27,8,26,296,27,0.6563084986896294,28,1753,2671,0.018161180476730987,29,32,1762,0.011850819100731963,29,34,2869,0.027491408934707903,24,8,291,0.678082191780822,26,198,292,2020-08-11
MI,22830,143,14909,124,741,148,1669,122,151,141,2215,120,0.7625478629825106,123,14737,19326,0.040847810047622245,124,609,14909,0.03232588699080158,143,738,22830,0.05955107650022904,119,130,2183,0.7534988713318285,120,1669,2215,2020-08-11
MN,11329,126,7212,121,459,128,574,120,103,121,860,109,0.6955514812313037,120,7208,10363,0.05740432612312812,121,414,7212,0.04051549121723012,126,459,11329,0.11744186046511627,109,101,860,0.6604651162790698,109,568,860,2020-08-11
