state,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
PA,4,186,29294,186,24931,206,1077,207,2824,173,198,178,152,170,1003,192,603,180,63,192,48,180,3281,161,0.7792380692291937,186,22827,29294,0.043199229874453494,206,1077,24931,0.03314671946473681,186,971,29294,0.05815733088460361,153,190,3267,0.8119475769582445,156,2664,3281,2020-09-27
PR,3,68,9809,68,5417,68,342,68,439,68,61,67,44,67,302,67,207,67,40,67,11,67,638,68,0.552247935569375,68,5417,9809,0.06313457633376407,68,342,5417,0.034865939443368334,68,342,9809,0.09561128526645768,67,61,638,0.6880877742946708,68,439,638,2020-09-27
RI,2,14,2234,14,2230,14,91,14,147,14,8,14,7,14,90,14,88,14,1,14,1,14,169,14,0.9982094897045658,14,2230,2234,0.04080717488789238,14,91,2230,0.04073410922112802,14,91,2234,0.047337278106508875,14,8,169,0.8698224852071006,14,147,169,2020-09-27
SC,6,76,10192,82,8270,82,714,82,951,78,171,78,147,78,711,80,542,80,3,80,2,80,1322,77,0.8114207221350078,82,8270,10192,0.08633615477629988,82,714,8270,0.07005494505494506,82,714,10192,0.12859304084720122,76,170,1322,0.716338880484115,77,947,1322,2020-09-27
SD,0,58,2071,56,1556,60,208,60,100,50,41,49,40,48,148,55,133,55,43,55,40,55,149,51,0.632061805890874,56,1309,2071,0.13367609254498714,60,208,1556,0.08015451472718493,56,166,2071,0.26174496644295303,47,39,149,0.7194244604316546,49,100,139,2020-09-27
TN,7,117,18057,119,13032,120,1100,121,1629,118,301,114,279,114,1021,117,858,116,77,117,75,116,2031,120,0.7400022851919561,116,12953,17504,0.08090716471788433,112,1031,12743,0.06059177177885182,108,1028,16966,0.15129903209373408,109,297,1963,0.8252279635258358,117,1629,1974,2020-09-27
TX,112,551,66855,569,47658,569,4015,572,5258,526,1145,534,1042,534,3961,558,3295,554,46,558,30,554,6356,501,0.7175930109956319,567,47641,66390,0.0830233877576751,568,3951,47589,0.05989279190249454,568,4000,66786,0.1582018927444795,496,1003,6340,0.7942010715411283,500,5040,6346,2020-09-27
UT,5,53,5230,52,3190,54,264,54,361,44,79,43,72,43,245,51,191,50,6,51,4,50,548,41,0.5961759082217973,52,3118,5230,0.08275862068965517,54,264,3190,0.05047801147227533,52,264,5230,0.13503649635036497,40,74,548,0.6313868613138686,40,346,548,2020-09-27
VA,24,96,17435,91,11816,91,945,96,1317,95,218,94,151,94,941,94,557,94,4,94,0,94,1861,95,0.6777172354459421,91,11816,17435,0.0791299932295193,91,935,11816,0.05362776025236593,91,935,17435,0.1172673480365788,94,218,1859,0.707684040838259,95,1317,1861,2020-09-27
VI,0,2,188,2,92,2,3,2,8,2,1,2,1,2,3,2,3,2,0,2,0,2,20,2,0.48936170212765956,2,92,188,0.03260869565217391,2,3,92,0.015957446808510637,2,3,188,0.05,2,1,20,0.4,2,8,20,2020-09-27
