state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
PR,1,0,68,1,0,68,4,68,9416,69,5237,69,397,68,19,69,35,68,3,68,7,68,424,69,50,68,49,69,366,68,298,69,31,68,15,68,683,69,0.5561809685641461,69,5237,9416,0.07784313725490197,68,397,5100,0.043007258151879536,68,397,9231,0.07668711656441718,68,50,652,0.6207906295754027,69,424,683,2021-01-11
RI,6,8,1,6,8,1,18,14,2619,15,2333,15,439,14,36,15,1,14,1,14,0,14,147,15,56,14,59,15,437,14,400,15,2,14,2,14,173,15,0.8907980145093547,15,2333,2619,0.1932218309859155,14,439,2272,0.17222440172616713,14,439,2549,0.34355828220858897,14,56,163,0.8497109826589595,15,147,173,2021-01-11
SC,26,59,2,22,63,2,14,85,11508,87,9616,87,2385,85,269,87,138,85,0,85,5,85,1149,87,479,85,474,87,2371,85,2238,87,14,85,9,85,1346,87,0.8355926312130691,87,9616,11508,0.2514231499051233,85,2385,9486,0.210428798305982,85,2385,11334,0.3667687595712098,85,479,1306,0.8536404160475483,87,1149,1346,2021-01-11
SD,2,60,3,2,60,3,34,62,2843,65,1648,65,210,62,18,65,10,62,2,62,1,62,143,65,44,62,40,65,206,62,182,65,4,62,2,62,249,65,0.5796693633485754,65,1648,2843,0.13011152416356878,62,210,1614,0.07616974972796518,62,210,2757,0.18487394957983194,62,44,238,0.5742971887550201,65,143,249,2021-01-11
TN,26,57,60,32,51,60,50,83,19952,143,13230,129,2238,83,208,83,104,83,2,83,0,83,1812,140,571,83,547,83,2212,83,2098,83,26,83,24,83,2119,143,0.7094214166979462,129,13230,18649,0.2133867276887872,83,2238,10488,0.15544905188580954,83,2238,14397,0.33255678509027375,83,571,1717,0.8787584869059166,140,1812,2062,2021-01-11
TX,146,381,68,182,345,68,271,590,70547,595,53880,595,14742,590,1851,595,656,590,35,590,70,590,7457,594,3725,590,3676,595,14568,590,13991,595,174,590,138,590,8530,594,0.7637461550455724,595,53880,70547,0.27689186904828983,590,14742,53241,0.2114518488769041,590,14742,69718,0.4468034065011395,589,3725,8337,0.8742086752637749,594,7457,8530,2021-01-11
UT,2,56,1,2,56,1,2,58,6244,59,3875,59,631,58,97,59,19,58,3,58,2,58,454,59,209,58,202,59,617,58,558,59,14,58,0,58,647,59,0.6205957719410634,59,3875,6244,0.16479498563593628,58,631,3829,0.10256827048114435,58,631,6152,0.3322734499205087,58,209,629,0.7017001545595054,59,454,647,2021-01-11
VA,27,73,8,36,64,8,66,105,19034,108,14427,108,3100,105,324,108,287,105,3,105,18,105,1620,108,533,105,521,108,3067,105,2707,108,33,105,18,105,2116,108,0.7579594410003152,108,14427,19034,0.21725418739925714,105,3100,14269,0.16514836716211176,105,3100,18771,0.26038104543234003,105,533,2047,0.7655954631379962,108,1620,2116,2021-01-11
VI,0,2,0,1,1,0,0,2,168,2,106,2,1,2,1,2,0,2,0,2,0,2,7,2,1,2,1,2,1,2,1,2,0,2,0,2,20,2,0.6309523809523809,2,106,168,0.009433962264150943,2,1,106,0.005952380952380952,2,1,168,0.05,2,1,20,0.35,2,7,20,2021-01-11
VT,1,15,1,1,15,1,0,16,1299,17,833,17,46,16,8,17,13,16,0,16,0,16,67,17,7,16,7,17,46,16,50,17,0,16,0,16,111,17,0.6412625096227867,17,833,1299,0.05714285714285714,16,46,805,0.03645007923930269,16,46,1262,0.0673076923076923,16,7,104,0.6036036036036037,17,67,111,2021-01-11
WA,9,94,2,10,93,2,26,103,13824,105,10043,105,1029,103,103,105,105,103,0,103,16,103,1008,105,230,103,222,105,1014,103,936,105,15,103,10,103,1359,105,0.7264901620370371,105,10043,13824,0.10353154240869303,103,1029,9939,0.07518632178868917,103,1029,13686,0.17202692595362754,103,230,1337,0.7417218543046358,105,1008,1359,2021-01-11
WI,37,106,5,45,98,5,18,145,13944,148,8599,147,1098,144,211,148,77,145,2,145,6,145,974,147,253,144,252,147,1089,144,1042,147,9,144,3,144,1616,148,0.6293179156908665,147,8599,13664,0.13012562218535198,144,1098,8438,0.08196476560167214,144,1098,13396,0.16176470588235295,144,253,1564,0.6027227722772277,147,974,1616,2021-01-11
WV,21,38,4,25,34,4,9,59,6158,63,4782,63,814,59,81,63,55,59,0,59,0,59,553,63,188,59,200,63,809,59,780,63,5,59,2,59,684,63,0.7765508281909711,63,4782,6158,0.17363481228668942,59,814,4688,0.1365542694178829,59,814,5961,0.296998420221169,59,188,633,0.8084795321637427,63,553,684,2021-01-11
AK,1,23,0,1,23,0,2,24,1710,24,951,24,70,24,8,24,1,24,0,24,0,24,81,24,16,24,14,24,63,24,59,24,7,24,7,24,125,24,0.5561403508771929,24,951,1710,0.07360672975814932,24,70,951,0.04093567251461988,24,70,1710,0.128,24,16,125,0.648,24,81,125,2021-01-11
