state,collection_date,Staffed Adult ICU Beds Occupied Estimated,Count LL,Count UL,Percentage of Staffed Adult ICU Beds Occupied Estimated,Percentage LL,Percentage UL,Total Staffed Adult ICU Beds,Total LL,Total UL
CW,2021-01-08,"69,625","69,588","69,662",79.18,79.04,79.31,"87,937","87,890","87,984"
CW,2021-01-09,"68,985","68,918","69,053",78.67,78.43,78.90,"87,692","87,613","87,770"
CW,2021-01-10,"67,893","67,857","67,930",77.47,77.34,77.60,"87,634","87,589","87,680"
CW,2021-01-11,"68,162","68,127","68,198",77.83,77.70,77.95,"87,580","87,538","87,622"
CW,2021-01-12,"69,824","69,758","69,890",79.21,79.03,79.40,"88,146","88,111","88,180"
CW,2021-01-13,"69,968","69,960","69,976",79.32,79.30,79.35,"88,207","88,201","88,213"
CW,2021-01-14,"69,976","69,955","69,998",79.16,79.08,79.23,"88,400","88,374","88,427"
CW,2021-01-15,"70,025","69,997","70,053",79.20,79.12,79.28,"88,415","88,393","88,437"
CW,2021-01-16,"69,055","69,020","69,089",78.30,78.16,78.44,"88,194","88,138","88,249"
CW,2021-01-17,"67,909","67,889","67,930",77.12,77.05,77.19,"88,052","88,029","88,074"
CW,2021-01-18,"67,880","67,867","67,893",77.08,77.04,77.12,"88,064","88,051","88,078"
CW,2021-01-19,"69,114","69,097","69,131",78.45,78.40,78.50,"88,097","88,085","88,109"
CW,2021-01-20,"69,827","69,780","69,874",79.14,79.00,79.28,"88,234","88,198","88,270"
CW,2021-01-21,"69,442","69,411","69,473",78.79,78.70,78.89,"88,132","88,107","88,156"
CW,2021-01-22,"69,369","69,355","69,383",78.78,78.73,78.82,"88,058","88,041","88,074"
CW,2021-01-23,"68,273","68,253","68,293",77.80,77.74,77.87,"87,752","87,732","87,772"
CW,2021-01-24,"66,610","66,595","66,625",76.27,76.23,76.31,"87,335","87,327","87,343"
CW,2021-01-25,"66,689","66,662","66,716",76.18,76.10,76.25,"87,545","87,542","87,548"
CW,2021-01-26,"68,484","68,478","68,490",77.87,77.85,77.90,"87,942","87,934","87,950"
CW,2021-01-27,"68,581","68,547","68,615",78.11,77.98,78.25,"87,796","87,745","87,847"
CW,2021-01-28,"68,144","68,135","68,154",77.61,77.58,77.64,"87,804","87,794","87,814"
CW,2021-01-29,"67,843","67,825","67,861",77.28,77.22,77.33,"87,790","87,776","87,804"
CW,2021-01-30,"66,183","66,145","66,222",75.95,75.82,76.07,"87,146","87,106","87,186"
CW,2021-01-31,"65,025","64,989","65,060",74.97,74.84,75.10,"86,734","86,690","86,777"
CW,2021-02-01,"64,733","64,665","64,801",74.61,74.42,74.79,"86,768","86,746","86,790"
CW,2021-02-02,"66,202","66,128","66,275",76.08,75.88,76.28,"87,018","86,999","87,038"
CW,2021-02-03,"66,262","66,163","66,362",76.28,75.99,76.57,"86,870","86,809","86,931"
CW,2021-02-04,"66,030","65,887","66,174",76.13,75.66,76.60,"86,730","86,591","86,868"
CW,2021-02-05,"65,879","65,614","66,144",75.69,74.78,76.60,"87,040","86,750","87,331"
CW,2021-02-06,"64,912","64,465","65,360",74.99,73.41,76.58,"86,558","86,037","87,079"
CW,2021-02-07,"63,564","63,037","64,091",73.61,71.72,75.50,"86,352","85,727","86,977"
AL,2021-01-08,"1,602","1,602","1,602",96.45,96.45,96.45,"1,661","1,661","1,661"
AZ,2021-01-08,"1,699","1,699","1,699",75.85,75.85,75.85,"2,240","2,240","2,240"
CA,2021-01-08,"7,835","7,832","7,838",89.82,89.82,89.82,"8,723","8,723","8,723"
CT,2021-01-08,658,658,658,62.79,62.79,62.79,"1,048","1,048","1,048"
DC,2021-01-08,276,276,276,81.90,81.90,81.90,337,337,337
DE,2021-01-08,171,171,171,88.60,88.60,88.60,193,193,193
GA,2021-01-08,"2,511","2,511","2,511",93.76,93.76,93.76,"2,678","2,678","2,678"
ID,2021-01-08,203,202,204,68.35,66.65,70.05,297,294,300
IN,2021-01-08,"1,662","1,662","1,662",78.29,78.29,78.29,"2,123","2,123","2,123"
KS,2021-01-08,638,638,638,78.57,78.57,78.57,812,812,812
LA,2021-01-08,"1,483","1,483","1,483",82.30,82.30,82.30,"1,802","1,802","1,802"
MD,2021-01-08,"1,097","1,097","1,097",81.08,81.08,81.08,"1,353","1,353","1,353"
MI,2021-01-08,"2,007","2,007","2,007",76.96,76.96,76.96,"2,608","2,608","2,608"
AL,2021-01-09,"1,601","1,601","1,601",96.62,96.62,96.62,"1,657","1,657","1,657"
AZ,2021-01-09,"1,700","1,700","1,701",76.02,75.95,76.09,"2,237","2,237","2,237"
CA,2021-01-09,"7,942","7,930","7,954",90.29,89.91,90.67,"8,796","8,784","8,808"
CT,2021-01-09,650,650,650,61.55,61.55,61.55,"1,056","1,056","1,056"
DC,2021-01-09,282,282,282,83.93,83.93,83.93,336,336,336
DE,2021-01-09,167,167,167,86.53,86.53,86.53,193,193,193
GA,2021-01-09,"2,527","2,527","2,527",94.22,94.22,94.22,"2,682","2,682","2,682"
ID,2021-01-09,194,193,195,65.32,63.91,66.73,297,295,299
IN,2021-01-09,"1,627","1,625","1,629",76.10,75.72,76.48,"2,138","2,134","2,142"
KS,2021-01-09,626,626,626,77.76,77.76,77.76,805,805,805
LA,2021-01-09,"1,472","1,472","1,472",81.46,81.46,81.46,"1,807","1,807","1,807"
MD,2021-01-09,"1,045","1,045","1,045",77.58,77.58,77.58,"1,347","1,347","1,347"
MI,2021-01-09,"2,015","2,012","2,018",78.22,78.22,78.22,"2,576","2,576","2,576"
AL,2021-01-10,"1,560","1,559","1,562",93.84,93.46,94.21,"1,663","1,660","1,666"
AZ,2021-01-10,"1,709","1,709","1,709",77.05,77.05,77.05,"2,218","2,218","2,218"
CA,2021-01-10,"8,077","8,077","8,077",89.34,89.34,89.34,"9,041","9,041","9,041"
CT,2021-01-10,623,623,623,59.00,59.00,59.00,"1,056","1,056","1,056"
DC,2021-01-10,273,273,273,81.49,81.49,81.49,335,335,335
DE,2021-01-10,169,169,169,87.56,87.56,87.56,193,193,193
GA,2021-01-10,"2,556","2,552","2,561",95.07,95.07,95.07,"2,689","2,689","2,689"
ID,2021-01-10,192,192,192,64.86,64.86,64.86,296,296,296
IN,2021-01-10,"1,565","1,565","1,565",73.06,73.06,73.06,"2,142","2,142","2,142"
KS,2021-01-10,619,618,620,76.89,76.89,76.89,805,805,805
LA,2021-01-10,"1,430","1,430","1,430",79.84,79.84,79.84,"1,791","1,791","1,791"
MD,2021-01-10,"1,056","1,056","1,056",80.18,80.18,80.18,"1,317","1,317","1,317"
MI,2021-01-10,"1,926","1,926","1,926",74.68,74.68,74.68,"2,579","2,579","2,579"
AL,2021-01-11,"1,573","1,573","1,573",94.99,94.99,94.99,"1,656","1,656","1,656"
AZ,2021-01-11,"1,723","1,723","1,723",76.34,76.34,76.34,"2,257","2,257","2,257"
CA,2021-01-11,"7,955","7,955","7,955",89.30,89.30,89.30,"8,908","8,908","8,908"
CT,2021-01-11,610,610,610,57.77,57.77,57.77,"1,056","1,056","1,056"
DC,2021-01-11,258,258,258,78.90,78.90,78.90,327,327,327
DE,2021-01-11,158,158,158,82.29,82.29,82.29,192,192,192
