state,collection_date,Inpatient Beds Occupied by COVID-19 Patients Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied by COVID-19 Patients Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL
CW,2020-09-10,"39,106","39,034","39,178",5.31,5.21,5.40,"715,375","710,818","719,932"
CW,2020-09-11,"38,085","37,880","38,291",5.17,4.91,5.43,"716,669","712,117","721,221"
CW,2020-09-12,"37,329","37,041","37,617",5.08,4.71,5.45,"714,291","709,676","718,905"
CW,2020-09-13,"36,948","36,671","37,225",5.07,4.71,5.44,"708,206","703,533","712,879"
CW,2020-09-14,"37,392","37,143","37,642",5.11,4.79,5.43,"712,517","707,984","717,050"
CW,2020-09-15,"37,866","37,656","38,075",5.18,4.91,5.45,"711,547","707,068","716,026"
CW,2020-09-16,"37,102","37,019","37,186",5.06,4.93,5.20,"712,376","707,865","716,887"
CW,2020-09-17,"35,795","35,570","36,021",4.86,4.57,5.16,"714,760","710,296","719,225"
CW,2020-09-18,"35,493","35,244","35,741",4.82,4.49,5.14,"715,606","711,203","720,008"
CW,2020-09-19,"34,991","34,693","35,290",4.78,4.39,5.18,"713,507","708,987","718,027"
CW,2020-09-20,"34,562","34,278","34,846",4.74,4.36,5.12,"711,083","706,519","715,647"
CW,2020-09-21,"35,603","35,391","35,816",4.89,4.61,5.17,"712,614","708,251","716,977"
CW,2020-09-22,"36,632","36,530","36,734",5.00,4.86,5.15,"717,686","713,476","721,896"
CW,2020-09-23,"36,228","35,995","36,461",4.94,4.65,5.24,"720,247","716,156","724,337"
CW,2020-09-24,"36,095","35,847","36,342",4.92,4.61,5.24,"720,927","717,002","724,852"
CW,2020-09-25,"35,905","35,616","36,193",4.89,4.52,5.26,"721,385","717,426","725,343"
CW,2020-09-26,"35,443","35,165","35,722",4.86,4.50,5.22,"717,708","713,724","721,692"
CW,2020-09-27,"35,340","35,091","35,590",4.86,4.53,5.18,"715,982","711,996","719,968"
CW,2020-09-28,"36,212","36,063","36,361",4.99,4.79,5.18,"714,957","711,148","718,765"
CW,2020-09-29,"37,366","37,209","37,522",5.13,4.93,5.33,"717,929","714,105","721,753"
CW,2020-09-30,"36,899","36,656","37,142",5.05,4.75,5.35,"719,954","716,298","723,611"
CW,2020-10-01,"36,727","36,416","37,039",5.03,4.58,5.48,"722,580","718,842","726,319"
CW,2020-10-02,"36,406","36,103","36,710",4.99,4.55,5.42,"721,492","718,006","724,978"
CW,2020-10-03,"36,313","36,011","36,614",4.99,4.55,5.42,"719,783","716,203","723,362"
CW,2020-10-04,"37,107","36,817","37,397",5.11,4.69,5.53,"717,337","713,675","720,999"
CW,2020-10-05,"38,666","38,376","38,957",5.32,4.91,5.72,"719,053","715,764","722,343"
CW,2020-10-06,"40,454","40,178","40,730",5.53,5.16,5.91,"722,669","719,663","725,676"
CW,2020-10-07,"40,753","40,506","41,000",5.58,5.25,5.90,"722,485","719,911","725,059"
CW,2020-10-08,"40,907","40,726","41,089",5.58,5.36,5.79,"724,259","722,750","725,768"
CW,2020-10-09,"40,470","40,168","40,772",5.50,5.13,5.86,"728,166","726,122","730,210"
CW,2020-10-10,"39,985","39,558","40,412",5.44,4.87,6.02,"725,869","721,433","730,305"
DC,2020-09-10,140,140,140,4.94,4.94,4.94,"2,834","2,834","2,834"
DC,2020-09-11,145,145,145,5.08,5.08,5.08,"2,854","2,627","3,081"
DC,2020-09-12,145,145,145,5.20,5.20,5.20,"2,789","2,789","2,789"
DC,2020-09-13,128,128,128,4.59,4.59,4.59,"2,788","2,788","2,788"
DC,2020-09-14,130,130,130,4.57,4.57,4.57,"2,845","2,845","2,845"
DC,2020-09-15,156,156,156,5.47,5.47,5.47,"2,850","2,850","2,850"
DC,2020-09-16,166,166,166,5.82,5.82,5.82,"2,852","2,852","2,852"
DC,2020-09-17,148,148,148,5.19,5.19,5.19,"2,850","2,850","2,850"
DC,2020-09-18,125,125,125,4.39,4.39,4.39,"2,847","2,847","2,847"
DC,2020-09-19,127,127,127,4.51,4.51,4.51,"2,817","2,817","2,817"
DC,2020-09-20,134,134,134,4.79,4.79,4.79,"2,796","2,796","2,796"
DC,2020-09-21,134,134,134,4.77,4.77,4.77,"2,807","2,807","2,807"
DC,2020-09-22,142,142,142,4.99,4.99,4.99,"2,843","2,843","2,843"
DC,2020-09-23,151,151,151,5.20,5.20,5.20,"2,906","2,906","2,906"
DC,2020-09-24,152,152,152,5.26,5.26,5.26,"2,888","2,888","2,888"
DC,2020-09-25,144,144,144,5.00,5.00,5.00,"2,880","2,880","2,880"
DC,2020-09-26,144,144,144,5.14,5.14,5.14,"2,802","2,802","2,802"
DC,2020-09-27,149,149,149,5.36,5.36,5.36,"2,778","2,778","2,778"
DC,2020-09-28,143,143,143,5.01,5.01,5.01,"2,854","2,854","2,854"
DC,2020-09-29,154,154,154,5.44,5.44,5.44,"2,833","2,833","2,833"
DC,2020-09-30,158,158,158,5.45,5.45,5.45,"2,901","2,901","2,901"
DC,2020-10-01,149,149,149,5.22,5.22,5.22,"2,857","2,764","2,950"
DC,2020-10-02,145,145,145,5.04,5.04,5.04,"2,878","2,878","2,878"
DC,2020-10-03,159,159,159,5.52,5.52,5.52,"2,878","2,878","2,878"
DC,2020-10-04,144,144,144,5.11,5.11,5.11,"2,819","2,819","2,819"
DC,2020-10-05,158,158,158,5.46,5.46,5.46,"2,892","2,892","2,892"
DC,2020-10-06,172,172,172,5.98,5.98,5.98,"2,878","2,878","2,878"
DC,2020-10-07,153,153,153,5.29,5.29,5.29,"2,892","2,892","2,892"
DC,2020-10-08,153,153,153,5.24,5.24,5.24,"2,920","2,920","2,920"
DC,2020-10-09,151,151,151,5.19,5.19,5.19,"2,907","2,907","2,907"
DC,2020-10-10,143,135,151,4.89,0.69,9.09,"2,922","2,695","3,149"
AL,2020-09-10,977,977,977,7.01,6.94,7.08,"13,934","13,915","13,953"
AR,2020-09-10,545,538,552,7.01,6.22,7.79,"7,779","7,698","7,860"
CA,2020-09-10,"4,029","4,001","4,057",6.62,6.07,7.17,"60,783","60,269","61,297"
CT,2020-09-10,166,162,170,2.06,1.36,2.75,"8,075","8,000","8,150"
ID,2020-09-10,147,147,147,4.11,4.11,4.11,"3,573","3,539","3,607"
MD,2020-09-10,747,745,749,7.41,7.22,7.61,"10,075","10,051","10,099"
AL,2020-09-11,958,958,958,6.83,6.69,6.96,"14,035","13,998","14,072"
AR,2020-09-11,495,490,500,6.39,6.06,6.72,"7,734","7,712","7,757"
