state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state,previous_day_admission_adult_covid_confirmed_18-19,previous_day_admission_adult_covid_confirmed_18-19_coverage,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_20-29_coverage,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_30-39_coverage,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_40-49_coverage,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_50-59_coverage,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_60-69_coverage,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_70-79_coverage,previous_day_admission_adult_covid_confirmed_80+,previous_day_admission_adult_covid_confirmed_80+_coverage,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_confirmed_unknown_coverage,previous_day_admission_adult_covid_suspected_18-19,previous_day_admission_adult_covid_suspected_18-19_coverage,previous_day_admission_adult_covid_suspected_20-29,previous_day_admission_adult_covid_suspected_20-29_coverage,previous_day_admission_adult_covid_suspected_30-39,previous_day_admission_adult_covid_suspected_30-39_coverage,previous_day_admission_adult_covid_suspected_40-49,previous_day_admission_adult_covid_suspected_40-49_coverage,previous_day_admission_adult_covid_suspected_50-59,previous_day_admission_adult_covid_suspected_50-59_coverage,previous_day_admission_adult_covid_suspected_60_69,previous_day_admission_adult_covid_suspected_60-69_coverage,previous_day_admission_adult_covid_suspected_70-79,previous_day_admission_adult_covid_suspected_70-79_coverage,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_80+_coverage,previous_day_admission_adult_covid_suspected_unknown,previous_day_admission_adult_covid_suspected_unknown_coverage
PA,27,192,6,32,187,6,9,219,30552,225,25019,225,607,219,46,225,286,219,5,216,17,216,2670,225,92,219,72,225,579,219,358,225,28,218,15,218,3671,225,0.818898926420529,225,25019,30552,0.024478767592854,219,607,24797,0.020115323435843,219,607,30176,0.025799214806506,219,92,3566,0.727322255516208,225,2670,3671,2021/06/21,,1,222,3,221,6,221,1,221,1,221,9,221,8,221,4,221,13,208,0,214,24,215,31,214,19,214,42,214,46,214,62,214,58,214,4,201
PR,0,10,56,0,10,56,1,65,9226,66,5777,66,61,65,2,66,4,65,0,65,5,65,453,66,10,65,9,66,43,65,32,66,18,65,1,65,671,66,0.626165185345762,66,5777,9226,0.010771675790217,65,61,5663,0.006751521859436,65,61,9035,0.015625,65,10,640,0.675111773472429,66,453,671,2021/06/21,,0,66,0,66,0,66,0,66,0,66,1,66,1,66,0,66,0,66,0,65,0,65,0,65,0,65,0,65,1,65,2,65,1,65,0,65
RI,4,8,2,5,7,2,4,13,2222,14,2012,14,70,13,0,14,0,13,0,13,0,13,114,14,4,13,4,14,70,13,32,14,0,13,0,13,156,14,0.905490549054905,14,2012,2222,0.035532994923858,13,70,1970,0.032332563510393,13,70,2165,0.028169014084507,13,4,142,0.730769230769231,14,114,156,2021/06/21,,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
SC,19,63,5,19,63,5,1,85,10673,87,8237,87,133,85,13,87,16,85,0,85,2,85,782,87,35,85,32,87,133,85,113,87,0,85,0,85,1164,87,0.771760517192917,87,8237,10673,0.016373261110427,85,133,8123,0.012653410712587,85,133,10511,0.031166518254675,85,35,1123,0.671821305841924,87,782,1164,2021/06/21,,0,87,1,87,4,87,0,87,2,87,1,87,1,87,4,87,0,82,0,85,1,85,1,85,1,85,2,85,4,85,3,85,2,85,2,80
SD,0,62,3,1,61,3,0,62,2831,65,1567,65,21,62,5,65,7,62,0,62,1,62,130,65,6,62,4,65,20,62,12,65,1,62,0,62,233,65,0.553514659131049,65,1567,2831,0.013636363636364,62,21,1540,0.007597684515195,62,21,2764,0.027027027027027,62,6,222,0.55793991416309,65,130,233,2021/06/21,,0,65,2,65,0,65,0,65,0,65,1,65,2,65,0,65,0,65,0,62,0,62,2,62,0,62,1,62,1,62,2,62,1,62,0,62
TN,6,88,48,26,68,48,2,95,21185,142,13457,129,232,95,27,95,23,95,2,95,0,95,1676,139,66,95,61,95,223,95,191,95,9,95,9,95,2386,142,0.666683180579638,129,13457,20185,0.020207299015765,95,232,11481,0.013519025697803,95,232,17161,0.031503579952267,95,66,2095,0.712888132709485,139,1676,2351,2021/06/21,,0,95,1,95,2,95,5,95,2,95,5,95,3,95,2,95,7,95,0,95,3,95,1,95,0,95,4,95,5,95,2,95,2,95,6,95
TX,84,435,73,105,414,73,52,587,69626,592,51221,592,1906,587,217,592,402,587,4,587,51,587,5521,592,571,587,520,592,1836,587,1465,592,70,587,40,587,6689,592,0.735659092867607,592,51221,69626,0.03766723977787,587,1906,50601,0.027670508986383,587,1906,68882,0.087402418490739,587,571,6533,0.825384960382718,592,5521,6689,2021/06/21,,2,592,23,592,24,592,27,592,36,592,41,592,35,592,23,592,6,592,2,587,35,587,36,587,54,587,75,587,77,587,53,587,53,587,17,587
UT,1,50,9,1,50,9,0,59,6247,60,3882,60,181,59,32,60,0,59,1,59,0,59,379,60,65,59,64,60,177,59,174,60,4,59,0,59,630,60,0.621418280774772,60,3882,6247,0.047295531748106,59,181,3827,0.029354524813493,59,181,6166,0.106209150326797,59,65,612,0.601587301587302,60,379,630,2021/06/21,,2,60,2,60,3,60,3,60,4,60,7,60,6,60,5,60,0,60,0,59,0,59,0,59,0,59,0,59,0,59,0,59,0,59,0,59
VA,16,68,20,17,67,20,23,101,17939,104,13083,104,276,101,29,104,105,101,5,101,16,101,1274,104,58,101,48,104,267,101,179,104,9,101,2,101,1909,104,0.729304866492001,104,13083,17939,0.021362229102167,101,276,12920,0.015604681404421,101,276,17687,0.031182795698925,101,58,1860,0.667365112624411,104,1274,1909,2021/06/21,,1,104,6,104,4,104,6,104,3,104,4,104,1,104,4,104,0,104,0,101,12,101,11,101,5,101,24,101,16,101,25,101,12,101,0,101
VI,2,0,0,2,0,0,0,2,168,2,109,2,5,2,0,2,0,2,0,2,0,2,7,2,1,2,1,2,5,2,5,2,0,2,0,2,20,2,0.648809523809524,2,109,168,0.045871559633028,2,5,109,0.029761904761905,2,5,168,0.05,2,1,20,0.35,2,7,20,2021/06/21,,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2
