state,collection_date,Inpatient Beds Occupied Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL
CW,2020-11-03,"504,526","503,992","505,060",70.86,70.63,71.08,"711,125","710,155","712,095"
CW,2020-11-04,"513,313","512,568","514,058",71.80,71.45,72.15,"714,050","712,758","715,341"
CW,2020-11-05,"516,599","515,918","517,280",72.21,71.88,72.53,"715,357","714,186","716,528"
CW,2020-11-06,"515,755","515,203","516,306",72.05,71.79,72.31,"715,806","714,786","716,827"
CW,2020-11-07,"501,229","499,862","502,597",70.35,69.85,70.85,"712,464","711,371","713,557"
CW,2020-11-08,"490,029","488,652","491,406",69.02,68.49,69.54,"709,994","708,807","711,181"
CW,2020-11-09,"495,532","495,019","496,046",69.80,69.57,70.04,"709,887","708,984","710,791"
CW,2020-11-10,"522,321","522,010","522,631",73.09,72.97,73.22,"714,584","713,927","715,240"
CW,2020-11-11,"533,552","532,324","534,781",74.49,74.08,74.91,"716,207","715,452","716,962"
CW,2020-11-12,"534,004","532,708","535,301",74.65,74.20,75.09,"715,369","714,563","716,174"
CW,2020-11-13,"529,782","528,685","530,880",73.94,73.50,74.37,"716,497","715,342","717,651"
CW,2020-11-14,"510,398","509,517","511,279",71.41,71.10,71.72,"714,714","714,043","715,385"
CW,2020-11-15,"495,806","494,915","496,696",69.73,69.40,70.06,"711,024","710,242","711,807"
CW,2020-11-16,"502,227","501,373","503,080",70.35,70.06,70.64,"713,835","713,281","714,389"
CW,2020-11-17,"524,894","524,070","525,719",73.19,72.89,73.48,"717,208","716,710","717,706"
CW,2020-11-18,"532,209","531,333","533,086",73.97,73.79,74.15,"719,589","719,080","720,099"
CW,2020-11-19,"529,565","528,640","530,491",73.70,73.48,73.92,"718,693","718,054","719,333"
CW,2020-11-20,"524,731","523,840","525,621",73.62,73.44,73.81,"712,900","712,358","713,442"
CW,2020-11-21,"508,370","507,473","509,267",71.60,71.41,71.80,"710,534","709,956","711,112"
CW,2020-11-22,"494,455","493,551","495,358",69.96,69.78,70.14,"707,316","706,832","707,799"
CW,2020-11-23,"500,431","499,530","501,333",70.66,70.48,70.84,"708,819","708,327","709,311"
CW,2020-11-24,"516,477","515,657","517,297",72.88,72.79,72.97,"709,048","708,790","709,307"
CW,2020-11-25,"515,318","514,405","516,231",72.61,72.39,72.82,"710,111","709,494","710,728"
CW,2020-11-26,"489,053","488,254","489,852",69.21,68.94,69.49,"706,811","706,518","707,104"
CW,2020-11-27,"475,280","474,496","476,063",67.69,67.41,67.97,"702,403","702,067","702,740"
CW,2020-11-28,"478,321","477,420","479,222",68.16,67.82,68.51,"701,971","701,336","702,606"
CW,2020-11-29,"483,184","482,382","483,985",68.82,68.51,69.13,"702,291","701,673","702,910"
CW,2020-11-30,"497,846","497,031","498,661",70.65,70.35,70.96,"704,874","704,306","705,443"
CW,2020-12-01,"525,653","524,977","526,330",73.98,73.74,74.22,"710,740","710,319","711,161"
CW,2020-12-02,"536,240","535,474","537,007",75.30,75.00,75.61,"712,326","711,597","713,055"
CW,2020-12-03,"533,790","531,526","536,054",74.92,73.90,75.95,"712,687","709,726","715,648"
AK,2020-11-03,856,855,857,59.94,59.30,60.59,"1,428","1,422","1,434"
AL,2020-11-03,"10,261","10,250","10,272",72.61,72.35,72.88,"14,131","14,115","14,147"
AR,2020-11-03,"5,283","5,283","5,283",63.54,63.54,63.54,"8,315","8,303","8,327"
AZ,2020-11-03,"9,234","9,212","9,256",69.31,68.57,70.06,"13,322","13,272","13,372"
CA,2020-11-03,"43,973","43,914","44,032",70.92,70.61,71.24,"62,001","61,922","62,080"
CO,2020-11-03,"6,765","6,763","6,767",66.93,66.77,67.10,"10,107","10,097","10,117"
CT,2020-11-03,"5,780","5,780","5,780",70.97,70.97,70.97,"8,144","8,144","8,144"
DC,2020-11-03,"2,370","2,370","2,370",82.26,82.26,82.26,"2,881","2,881","2,881"
DE,2020-11-03,"1,653","1,653","1,653",66.52,66.52,66.52,"2,485","2,485","2,485"
FL,2020-11-03,"39,057","38,788","39,326",75.37,73.90,76.83,"51,823","51,529","52,117"
GA,2020-11-03,"14,581","14,553","14,609",76.49,75.97,77.01,"19,062","19,018","19,106"
HI,2020-11-03,"1,649","1,590","1,708",66.63,58.54,74.71,"2,454","2,366","2,542"
IA,2020-11-03,"5,095","5,095","5,095",64.49,64.49,64.49,"7,900","7,894","7,906"
ID,2020-11-03,"1,896","1,896","1,896",54.08,54.08,54.08,"3,506","3,506","3,506"
IL,2020-11-03,"19,550","19,454","19,646",65.58,64.08,67.07,"29,813","29,540","30,086"
IN,2020-11-03,"10,628","10,625","10,631",64.46,64.46,64.46,"16,488","16,488","16,488"
KS,2020-11-03,"4,629","4,481","4,777",59.68,53.41,65.96,"7,756","7,563","7,949"
KY,2020-11-03,"8,323","8,323","8,323",70.26,70.26,70.26,"11,846","11,846","11,846"
LA,2020-11-03,"8,562","8,562","8,562",67.31,67.31,67.31,"12,720","12,720","12,720"
MA,2020-11-03,"11,658","11,658","11,658",67.07,67.07,67.07,"17,382","17,382","17,382"
MD,2020-11-03,"7,922","7,922","7,922",80.13,80.13,80.13,"9,887","9,887","9,887"
ME,2020-11-03,"1,910","1,910","1,910",68.02,68.02,68.02,"2,808","2,808","2,808"
MI,2020-11-03,"16,730","16,597","16,863",76.17,74.31,78.02,"21,965","21,811","22,119"
MN,2020-11-03,"8,055","8,048","8,062",71.23,70.95,71.50,"11,309","11,294","11,324"
MS,2020-11-03,"4,887","4,853","4,921",61.85,60.21,63.49,"7,901","7,839","7,963"
NV,2020-11-03,"5,494","5,494","5,494",75.48,75.48,75.48,"7,279","7,255","7,303"
AK,2020-11-04,893,893,893,62.58,62.58,62.58,"1,427","1,427","1,427"
AL,2020-11-04,"10,425","10,412","10,438",73.71,73.40,74.02,"14,144","14,125","14,163"
AR,2020-11-04,"5,422","5,422","5,422",65.11,65.11,65.11,"8,327","8,327","8,327"
AZ,2020-11-04,"9,548","9,528","9,568",71.04,70.34,71.74,"13,440","13,392","13,488"
CA,2020-11-04,"44,562","44,547","44,577",71.63,71.54,71.72,"62,212","62,186","62,238"
CO,2020-11-04,"6,927","6,926","6,928",68.57,68.50,68.64,"10,103","10,099","10,107"
CT,2020-11-04,"5,856","5,856","5,856",71.89,71.89,71.89,"8,146","8,146","8,146"
DC,2020-11-04,"2,402","2,402","2,402",82.91,82.91,82.91,"2,897","2,897","2,897"
DE,2020-11-04,"1,686","1,686","1,686",67.36,67.36,67.36,"2,503","2,503","2,503"
FL,2020-11-04,"39,127","38,901","39,353",75.59,74.41,76.78,"51,759","51,522","51,996"
