state,collection_date,Inpatient Beds Occupied by COVID-19 Patients Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied by COVID-19 Patients Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL,geocoded_state
CW,2021/05/07,36284,36264,36304,5.24,5.22,5.26,694837,694100,695574,
CW,2021/05/08,34942,34918,34966,5.06,5.03,5.09,692960,692198,693723,
CW,2021/05/09,34391,34353,34429,5.01,4.95,5.07,689934,689043,690826,
CW,2021/05/10,34717,34694,34740,5.05,4.99,5.1,690710,689977,691442,
CW,2021/05/11,34652,34604,34701,5.01,4.93,5.08,695233,694533,695934,
CW,2021/05/12,33754,33727,33781,4.86,4.81,4.92,696901,696222,697580,
CW,2021/05/13,32868,32835,32902,4.73,4.67,4.79,697649,697011,698287,
CW,2021/05/14,31767,31735,31800,4.58,4.52,4.64,696503,695770,697236,
CW,2021/05/15,30650,30620,30679,4.44,4.38,4.5,693443,692778,694108,
CW,2021/05/16,30200,30178,30222,4.4,4.35,4.44,689494,688969,690020,
CW,2021/05/17,30413,30391,30435,4.43,4.4,4.47,688952,688859,689046,
CW,2021/05/18,30106,30091,30120,4.36,4.34,4.38,694028,693908,694147,
CW,2021/05/19,29821,29808,29834,4.3,4.27,4.32,696847,696557,697137,
CW,2021/05/20,28615,28565,28664,4.12,4.05,4.19,697499,697192,697806,
CW,2021/05/21,27988,27938,28038,4.03,3.95,4.11,697334,696784,697885,
CW,2021/05/22,27013,26990,27037,3.91,3.87,3.95,694288,693969,694607,
CW,2021/05/23,26669,26638,26699,3.88,3.83,3.93,690454,690025,690883,
CW,2021/05/24,27005,26966,27044,3.93,3.86,4.01,689570,688727,690413,
CW,2021/05/25,27078,27056,27100,3.92,3.87,3.96,694060,693484,694637,
CW,2021/05/26,26284,26262,26305,3.79,3.75,3.84,695764,695205,696322,
CW,2021/05/27,25626,25600,25653,3.7,3.65,3.74,696144,695662,696627,
CW,2021/05/28,24990,24951,25030,3.61,3.55,3.67,694652,694288,695016,
CW,2021/05/29,23818,23786,23851,3.46,3.41,3.52,691204,690687,691721,
CW,2021/05/30,23159,23106,23212,3.37,3.29,3.46,689296,688782,689809,
CW,2021/05/31,23269,23229,23308,3.4,3.34,3.45,688108,687788,688428,
CW,2021/06/01,23487,23451,23523,3.42,3.37,3.48,689032,688749,689316,
CW,2021/06/02,23022,22978,23066,3.33,3.26,3.4,694273,693592,694955,
CW,2021/06/03,22559,22502,22616,3.26,3.16,3.35,695443,694373,696514,
CW,2021/06/04,21804,21646,21963,3.16,2.88,3.45,692228,689688,694768,
CW,2021/06/05,21140,20851,21430,3.08,2.54,3.62,689789,684747,694831,
CW,2021/06/06,20813,20472,21154,3.04,2.39,3.69,687811,681618,694004,
AL,2021/05/07,462,462,462,3.31,3.31,3.31,13961,13961,13961,POINT (-86.844516 32.756889)
AR,2021/05/07,185,185,185,2.4,2.4,2.4,7704,7704,7704,POINT (-92.439162 34.899825)
